ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
DE,0000315189,0001104659-18-037859,8-K,2018-06-04,2018-06-04T13:00:38.000Z,7.01,a18-14608_18k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465918037859,https://www.sec.gov/Archives/edgar/data/315189/000110465918037859/index.json,NOT_CLASSIFIED
PPL,0000922224,0000922224-18-000044,8-K,2018-06-04,2018-06-04T13:14:06.000Z,7.01,ppl060420188k.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222418000044,https://www.sec.gov/Archives/edgar/data/922224/000092222418000044/index.json,NOT_CLASSIFIED
KIM,0000879101,0001437749-18-011296,8-K,2018-06-05,2018-06-05T21:17:53.000Z,7.01,kim20180605_8k.htm,https://www.sec.gov/Archives/edgar/data/879101/000143774918011296,https://www.sec.gov/Archives/edgar/data/879101/000143774918011296/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000327,8-K,2018-06-06,2018-06-06T10:47:51.000Z,7.01,form8k060618.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000327,https://www.sec.gov/Archives/edgar/data/914208/000091420818000327/index.json,NOT_CLASSIFIED
LUV,0000092380,0000092380-18-000102,8-K,2018-06-06,2018-06-06T13:05:42.000Z,7.01,traffic8k052018cover.htm,https://www.sec.gov/Archives/edgar/data/92380/000009238018000102,https://www.sec.gov/Archives/edgar/data/92380/000009238018000102/index.json,NOT_CLASSIFIED
PPL,0000922224,0000922224-18-000047,8-K,2018-06-07,2018-06-07T20:14:24.000Z,7.01,ppl060720188k.htm,https://www.sec.gov/Archives/edgar/data/922224/000092222418000047,https://www.sec.gov/Archives/edgar/data/922224/000092222418000047/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000335,8-K,2018-06-12,2018-06-12T13:44:41.000Z,7.01,a8k0518coverpageaumrelease.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000335,https://www.sec.gov/Archives/edgar/data/914208/000091420818000335/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000238,8-K,2018-06-13,2018-06-13T13:21:21.000Z,7.01,a8-kdated6132018.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000238,https://www.sec.gov/Archives/edgar/data/927628/000092762818000238/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000240,8-K,2018-06-15,2018-06-14T21:50:28.000Z,7.01,may2018creditmetricsform8-k.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000240,https://www.sec.gov/Archives/edgar/data/927628/000092762818000240/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000074,8-K,2018-06-15,2018-06-15T16:00:42.000Z,7.01,creditstatsjune2018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000074,https://www.sec.gov/Archives/edgar/data/4962/000000496218000074/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000079,8-K,2018-06-20,2018-06-20T20:32:48.000Z,7.01,axpresegmentation.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000079,https://www.sec.gov/Archives/edgar/data/4962/000000496218000079/index.json,NOT_CLASSIFIED
ALL,0000899051,0000899051-18-000036,8-K,2018-06-21,2018-06-21T12:00:57.000Z,7.01,a8-k62118.htm,https://www.sec.gov/Archives/edgar/data/899051/000089905118000036,https://www.sec.gov/Archives/edgar/data/899051/000089905118000036/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000157,8-K,2018-06-22,2018-06-22T20:16:28.000Z,7.01,a8-kndraustralia62218.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000157,https://www.sec.gov/Archives/edgar/data/936340/000093634018000157/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000085,8-K,2018-06-28,2018-06-28T20:39:47.000Z,7.01,ccar2018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000085,https://www.sec.gov/Archives/edgar/data/4962/000000496218000085/index.json,NOT_CLASSIFIED
DE,0000315189,0001104659-18-043689,8-K,2018-07-03,2018-07-03T13:00:24.000Z,7.01,a18-16166_18k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465918043689,https://www.sec.gov/Archives/edgar/data/315189/000110465918043689/index.json,NOT_CLASSIFIED
