accession_number,cik,filing_date,decision,approved_symbol,source_sha256,review_method,review_note
0001193125-20-035710,0000010456,2020-02-13,VALID,BAX,d34bcd846033a9d3a6c47a1d7bbe2c3fe1f2fe0b5f1bee9b6656df5d8a8f4b9c,SEC_PRIMARY_DOCUMENT_MANUAL_REVIEW,"Cover table lists Common Stock, $1.00 par value with BAX (NYSE); note symbols BAX 25, BAX 29, and BAX 24 excluded"
