ticker,universe_role,signal_date,HERD_STATE,ticker_year_ordinal,sparse_eligible,sale_date,outcome_end,sale_adjusted_open,base_absolute_available,base_absolute_share_delta_rate,base_absolute_time_to_reentry_sessions,base_constrained_available,base_constrained_share_delta_rate,base_constrained_time_to_reentry_sessions,base_days_at_or_above_minimum_delta,stress_absolute_available,stress_absolute_share_delta_rate,stress_absolute_time_to_reentry_sessions,stress_constrained_available,stress_constrained_share_delta_rate,stress_constrained_time_to_reentry_sessions,stress_days_at_or_above_minimum_delta
AAPL,PRIMARY,2017-09-01,78.00925925925925,3,False,2017-09-05,2018-03-07,38.140685311550705,True,0.0884689782535919,14,True,0.0884689782535919,14.0,28,True,0.08412379108547241,14,True,0.08412379108547241,14.0,24
AAPL,PRIMARY,2017-11-03,75.49603174603175,4,False,2017-11-06,2018-05-09,40.148465874966874,True,0.10597520463640997,62,True,0.10597520463640997,62.0,15,True,0.10156013230687533,62,True,0.10156013230687533,62.0,14
AAPL,PRIMARY,2017-12-15,75.11574074074075,5,False,2017-12-18,2018-06-20,40.879516933925174,True,0.1261135667608564,33,True,0.1261135667608564,33.0,26,True,0.12161810173806331,33,True,0.12161810173806331,33.0,24
AAPL,PRIMARY,2018-08-03,81.10119047619047,1,True,2018-08-06,2019-02-06,49.00805948773618,True,0.4302935217664354,103,False,0.0,,58,True,0.42458376505164575,103,False,0.0,,58
AAPL,PRIMARY,2018-08-31,80.11739417989418,2,True,2018-09-04,2019-03-07,54.0057269401788,True,0.5761497636966102,83,True,0.5761497636966102,83.0,106,True,0.569857746317082,83,True,0.569857746317082,83.0,101
AAPL,PRIMARY,2018-09-28,82.15112433862434,3,False,2018-10-01,2019-04-03,53.89695598540674,True,0.5729752982394387,64,True,0.5729752982394387,64.0,116,True,0.5666959533814484,64,True,0.5666959533814484,64.0,114
AAPL,PRIMARY,2019-11-08,83.44080687830687,1,True,2019-11-11,2020-05-13,62.20689431965645,True,0.12643150857432972,90,False,0.0,,11,True,0.12193477432226518,90,False,0.0,,11
AAPL,PRIMARY,2020-07-03,77.86871693121692,1,True,2020-07-06,2021-01-04,89.56109808448865,True,0.01357803111165401,14,False,0.0,,0,True,0.009531809912276978,14,False,0.0,,0
AAPL,PRIMARY,2020-07-31,87.58267195767196,2,True,2020-08-03,2021-02-02,104.76226247658856,True,0.03005291995631998,34,False,0.0,,1,True,0.02594093071298942,34,False,0.0,,0
AAPL,PRIMARY,2021-12-10,80.09259259259258,1,True,2021-12-13,2022-06-14,177.06964497148127,True,0.35533324207329686,125,True,0.3107438337530344,114.0,109,True,0.3499227281040047,125,True,0.3055113214803804,114.0,105
AAPL,PRIMARY,2023-06-02,76.28141534391534,1,True,2023-06-05,2023-12-04,180.1050954787415,True,0.08943393588265658,101,True,0.08943393588265658,101.0,33,True,0.08508489658683183,101,True,0.08508489658683183,101.0,28
AAPL,PRIMARY,2024-10-18,79.53042328042328,1,True,2024-10-21,2025-04-24,232.7055795381873,True,0.3564081838244493,116,True,0.05782556569959385,9.0,48,True,0.35099337866891545,116,True,0.05360270756948782,9.0,47
AAPL,PRIMARY,2024-12-06,75.66137566137566,2,True,2024-12-09,2025-06-12,240.29473871674287,True,0.4006443282201617,82,True,0.4006443282201617,82.0,82,True,0.39505293160374544,82,True,0.39505293160374544,82.0,81
AAPL,PRIMARY,2025-11-28,76.09953703703704,1,True,2025-12-01,2026-06-03,277.49445502734346,True,0.12072303215527169,36,True,0.12072303215527169,36.0,63,True,0.11624908624075414,36,True,0.11624908624075414,36.0,61
ABBV,PRIMARY,2014-10-24,81.0718842896133,1,True,2014-10-27,2015-04-29,37.661939324028744,True,0.08150827930780347,91,False,0.0,,18,True,0.07719087937142399,91,False,0.0,,16
ABBV,PRIMARY,2014-12-19,76.34940528755448,2,True,2014-12-22,2015-06-24,42.46095940862758,True,0.21931796322778907,52,True,0.21931796322778907,52.0,80,True,0.21445042462675756,52,True,0.21445042462675756,52.0,77
ABBV,PRIMARY,2017-04-28,76.00859788359789,1,True,2017-05-01,2017-10-27,45.0752084077512,True,0.008155524995963725,9,False,0.0,,0,True,0.004130950535688793,9,False,0.0,,0
ABBV,PRIMARY,2017-06-09,78.25727513227513,2,True,2017-06-12,2017-12-08,47.663620119520814,True,0.0014529332224997304,2,False,0.0,,0,False,0.0,2,False,0.0,,0
ABBV,PRIMARY,2017-08-11,75.7936507936508,3,False,2017-08-14,2018-02-13,49.08436632089263,True,0.021528413265939017,4,False,0.0,,0,True,0.017450454002171822,4,False,0.0,,0
ABBV,PRIMARY,2017-08-25,82.39087301587301,4,False,2017-08-28,2018-02-28,50.07665277576793,False,0.0,1,False,0.0,,0,False,0.0,1,False,0.0,,0
ABBV,PRIMARY,2018-01-05,78.10019841269842,1,True,2018-01-08,2018-07-10,70.27857991287135,True,0.13017052167434695,59,False,0.0,,32,True,0.12565886121669645,59,False,0.0,,31
ABBV,PRIMARY,2019-12-20,75.12400793650792,1,True,2019-12-23,2020-06-24,68.19549049671488,True,0.3070927085640802,61,True,0.3070927085640802,61.0,48,True,0.30187477164693677,61,True,0.30187477164693677,61.0,45
ABBV,PRIMARY,2020-01-03,75.32242063492063,1,True,2020-01-06,2020-07-07,67.19767601156904,True,0.28796774841592243,53,True,0.06430290950080875,18.0,40,True,0.2828261586736518,53,True,0.06005419370114029,18.0,35
ABBV,PRIMARY,2020-02-07,75.88458994708995,2,True,2020-02-10,2020-08-10,71.3015963384936,True,0.36662697202117545,29,True,0.36662697202117545,29.0,52,True,0.36117137328471927,29,True,0.36117137328471927,29.0,51
ABBV,PRIMARY,2021-04-30,75.1901455026455,1,True,2021-05-03,2021-10-29,92.52358630226301,True,0.044559861457232675,97,True,0.044559861457232675,97.0,10,True,0.040389960250109214,97,True,0.040389960250109214,97.0,7
ABBV,PRIMARY,2021-05-21,80.49768518518519,2,True,2021-05-24,2021-11-19,95.97262500283176,True,0.08349833683644126,82,True,0.08349833683644126,82.0,46,True,0.07917299255565702,82,True,0.07917299255565702,82.0,41
ABBV,PRIMARY,2021-07-09,77.62070105820106,3,False,2021-07-12,2022-01-07,96.14549916070628,True,0.08545002735791574,49,True,0.08545002735791574,49.0,39,True,0.08111689189448912,49,True,0.08111689189448912,49.0,39
ABBV,PRIMARY,2021-08-20,77.52149470899471,4,False,2021-08-23,2022-02-22,99.71437636431486,True,0.12574143873036991,19,True,0.12574143873036991,19.0,41,True,0.1212474592491728,19,True,0.1212474592491728,19.0,41
ABBV,PRIMARY,2021-12-17,81.50628306878306,5,False,2021-12-20,2022-06-22,108.26082874363819,False,0.0,2,False,0.0,,0,False,0.0,2,False,0.0,,0
ABBV,PRIMARY,2022-01-28,84.48247354497354,1,True,2022-01-31,2022-08-02,116.45748392048377,True,0.007386270679902385,2,False,0.0,,0,True,0.0033647670962897447,2,False,0.0,,0
