ticker,universe_role,signal_date,HERD_STATE,ticker_year_ordinal,sparse_eligible,sale_date,outcome_end,sale_adjusted_open,base_absolute_available,base_absolute_share_delta_rate,base_absolute_time_to_reentry_sessions,base_constrained_available,base_constrained_share_delta_rate,base_constrained_time_to_reentry_sessions,base_days_at_or_above_minimum_delta,stress_absolute_available,stress_absolute_share_delta_rate,stress_absolute_time_to_reentry_sessions,stress_constrained_available,stress_constrained_share_delta_rate,stress_constrained_time_to_reentry_sessions,stress_days_at_or_above_minimum_delta
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2021-04-16,80.77050264550266,2,True,2021-04-19,2021-10-15,348.421936785758,True,0.03329161244456613,102,False,0.0,,1,True,0.02916669428426788,102,False,0.0,,0
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-02,76.28968253968253,3,False,2021-07-06,2022-01-03,358.59682457449605,True,0.06346659599083004,48,True,0.06346659599083004,48.0,13,True,0.05922121876929709,48,True,0.05922121876929709,48.0,10
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-16,78.3068783068783,4,False,2021-07-19,2022-01-14,363.3620150673176,True,0.07759840242459282,39,True,0.07759840242459282,39.0,31,True,0.07329661078500571,39,True,0.07329661078500571,39.0,25
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-30,75.82671957671957,5,False,2021-08-02,2022-01-31,358.63407532878256,True,0.06357706805902574,29,True,0.06357706805902574,29.0,14,True,0.059331249831067634,29,True,0.059331249831067634,29.0,10
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2022-03-04,78.24900793650794,1,True,2022-03-07,2022-09-06,440.71288627760555,True,0.03693836905260861,1,False,0.0,,1,True,0.032798892976250826,1,False,0.0,,1
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2022-04-08,83.15972222222223,2,True,2022-04-11,2022-10-11,489.2306292014008,True,0.15534495947972227,115,True,0.15534495947972227,115.0,109,True,0.15073280222675445,115,True,0.15073280222675445,115.0,105
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2022-05-27,75.21494708994709,3,False,2022-05-31,2022-11-29,483.85142184881835,True,0.1426416663295218,81,True,0.1426416663295218,81.0,100,True,0.13808022084463567,81,True,0.13808022084463567,81.0,95
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-03-15,76.28141534391534,1,True,2024-03-18,2024-09-17,492.12882468131244,True,0.023596538687122415,13,False,0.0,,0,True,0.019510323430560028,13,False,0.0,,0
ELV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-05-17,77.69510582010582,2,True,2024-05-20,2024-11-18,525.8217925673475,True,0.355204552002776,126,True,0.338771094492605,104.0,57,True,0.3497945517664922,126,True,0.33342669690566407,104.0,53
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2016-07-08,76.33101851851852,1,True,2016-07-11,2017-01-09,48.96783248163629,False,0.0,9,False,0.0,,0,False,0.0,9,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2016-10-28,80.53902116402116,2,True,2016-10-31,2017-05-03,58.35026257618609,True,0.01527528989065341,2,False,0.0,,0,True,0.011222293204592892,2,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-27,80.92757936507937,1,True,2017-10-30,2018-05-02,76.63532539864013,True,0.06947462314984132,125,True,0.05755818891614295,123.0,23,True,0.06520526177897734,125,True,0.053336398158825515,123.0,18
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2017-12-01,76.14914021164022,2,True,2017-12-04,2018-06-06,78.55195016680233,True,0.09622183849716848,101,True,0.09622183849716848,101.0,63,True,0.09184570177557583,101,True,0.09184570177557583,101.0,58
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-12,81.6550925925926,1,True,2018-01-16,2018-07-17,82.13493508584628,True,0.146223732873076,73,True,0.146223732873076,73.0,117,True,0.14164798771599751,73,True,0.14164798771599751,73.0,116
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2019-06-28,82.84556878306879,1,True,2019-07-01,2019-12-30,86.22103185649605,True,0.09764178981617433,26,True,0.09764178981617433,26.0,42,True,0.09325998462412088,26,True,0.09325998462412088,26.0,40
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-27,79.1170634920635,1,True,2020-11-30,2021-06-02,86.19717115917761,True,0.020692972283012256,3,False,0.0,,0,True,0.016618348114237458,3,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-05,84.3667328042328,1,True,2021-03-08,2021-09-03,103.73928348313981,False,0.0,13,False,0.0,,0,False,0.0,13,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2022-11-04,78.54662698412699,1,True,2022-11-07,2023-05-10,144.2491940418893,True,0.009191907927674992,2,False,0.0,,0,True,0.0051631962086391425,2,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2022-12-16,80.93584656084656,2,True,2022-12-19,2023-06-22,146.67415177166058,True,0.024289719622261785,23,False,0.0,,0,True,0.02020073717530213,23,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2023-02-24,77.99272486772486,1,True,2023-02-27,2023-08-28,164.58329003754702,True,0.08847515775845483,29,True,0.08847515775845483,29.0,25,True,0.0841299459216438,29,True,0.0841299459216438,29.0,24
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2023-08-11,75.95072751322752,2,True,2023-08-14,2024-02-13,219.38561338132573,True,0.1430452036551071,51,True,0.1430452036551071,51.0,53,True,0.13848214724217045,51,True,0.13848214724217045,51.0,46
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2024-02-23,79.24107142857143,1,True,2024-02-26,2024-08-26,267.86983622388465,False,0.0,1,False,0.0,,0,False,0.0,1,False,0.0,,0
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,78.22420634920634,2,True,2024-11-11,2025-05-15,519.9138475025635,True,0.5959424586535373,99,True,0.5959424586535373,99.0,105,True,0.5895714284901192,99,True,0.5895714284901192,99.0,105
EME,INDEPENDENT_CURRENT_CONSTITUENTS,2024-12-06,75.06613756613757,3,False,2024-12-09,2025-06-12,504.07066821771656,True,0.547309781100892,80,True,0.547309781100892,80.0,118,True,0.541132893435492,80,True,0.541132893435492,80.0,118
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2013-12-20,87.74914053139861,1,True,2013-12-23,2014-06-25,49.937090697922855,True,0.09527004935879768,55,True,0.09527004935879768,55.0,56,True,0.0908977121960659,55,True,0.0908977121960659,55.0,52
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-04-01,75.09920634920636,1,True,2016-04-04,2016-09-30,42.29761465446143,True,0.08240296323827634,60,True,0.08240296323827634,60.0,41,True,0.07808199170802355,60,True,0.07808199170802355,60.0,39
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-04-15,79.69576719576719,2,True,2016-04-18,2016-10-14,42.71458351520868,True,0.0930732654323343,50,True,0.0930732654323343,50.0,59,True,0.08870969786939709,50,True,0.08870969786939709,50.0,53
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-07-08,77.53802910052912,3,False,2016-07-11,2017-01-09,41.83515054367509,True,0.06954934391991197,67,True,0.06954934391991197,67.0,26,True,0.06527968426242925,67,True,0.06527968426242925,67.0,23
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,77.03373015873015,4,False,2016-11-14,2017-05-17,44.18113163276229,True,0.02253104141140505,10,False,0.0,,0,True,0.01844907963857345,10,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-23,80.51421957671957,5,False,2016-12-27,2017-06-28,45.061897242536595,True,0.007650818113630997,7,False,0.0,,0,True,0.003628258452043731,7,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-01-13,77.71990740740739,1,True,2017-01-17,2017-07-18,45.069827566129625,True,0.003541473802175732,1,False,0.0,,0,False,0.0,1,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-03-17,79.00132275132276,2,True,2017-03-20,2017-09-18,48.41564626853823,True,0.04624134408151881,30,True,0.035475558268526663,18.0,13,True,0.042064730366396796,30,True,0.031341921758363034,18.0,9
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-03-31,75.72751322751321,3,False,2017-04-03,2017-10-02,47.808057413176556,True,0.0331116095912114,20,False,0.0,,1,True,0.028987410005447245,20,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-06-16,76.7526455026455,4,False,2017-06-19,2017-12-15,49.10396967413423,True,0.038701769548075804,44,True,0.03620096854819299,43.0,8,True,0.03455525394614778,44,True,0.03206443618752597,43.0,5
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-22,83.94510582010582,5,False,2017-09-25,2018-03-27,51.55273274257521,True,0.0808792793035078,38,True,0.0808792793035078,38.0,8,True,0.07656439034612927,38,True,0.07656439034612927,38.0,5
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-12-01,78.05059523809524,6,False,2017-12-04,2018-06-06,53.532159900995836,True,0.007955340799644217,2,False,0.0,,0,True,0.003931565478176413,2,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-02-16,86.03670634920636,1,True,2018-02-20,2018-08-20,59.729890410825384,True,0.08674102720933674,49,True,0.08674102720933674,49.0,48,True,0.08240273805195963,49,True,0.08240273805195963,49.0,41
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-03-09,81.51455026455025,2,True,2018-03-12,2018-09-10,59.6391585319152,True,0.08509022800965127,35,True,0.08509022800965127,35.0,42,True,0.08075852887150581,35,True,0.08075852887150581,35.0,35
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-11-22,78.62929894179894,1,True,2019-11-25,2020-05-28,64.21359186317143,True,0.808713912108012,78,True,0.808713912108012,78.0,67,True,0.8014934945869725,78,True,0.8014934945869725,78.0,67
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-06,77.72817460317461,2,True,2019-12-09,2020-06-10,65.20281034450785,True,0.8365773780408954,69,True,0.8365773780408954,69.0,80,True,0.8292457290772977,69,True,0.8292457290772977,69.0,80
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-09,80.14219576719577,1,True,2020-10-12,2021-04-14,62.44241586753659,True,0.08817605635197201,14,True,0.08615250144398923,13.0,5,True,0.0838320385331992,14,True,0.08181656169174434,13.0,5
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-13,75.91765873015873,2,True,2020-11-16,2021-05-19,69.06347261366274,True,0.032845750433774246,11,False,0.0,,1,True,0.02872261216240868,11,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-27,76.07473544973544,3,False,2020-11-30,2021-06-02,69.75205441451622,True,0.04314350639539466,2,False,0.0,,1,True,0.03897925930241031,2,False,0.0,,1
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,76.3723544973545,1,True,2021-01-11,2021-07-13,72.24702248450158,True,0.0050909079182479555,11,False,0.0,,0,True,0.0010785674628619457,11,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-22,77.9431216931217,2,True,2021-01-25,2021-07-26,74.44689088492296,True,0.035695182694478245,2,False,0.0,,3,True,0.03156066943977143,2,False,0.0,,1
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-02-05,81.4318783068783,3,False,2021-02-08,2021-08-09,77.39794245093006,True,0.015730456876572374,7,False,0.0,,0,True,0.011675643155955928,7,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-02-19,76.69477513227513,4,False,2021-02-22,2021-08-20,76.86165363563207,False,0.0,1,False,0.0,,0,False,0.0,1,False,0.0,,0
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-05,86.24338624338624,5,False,2021-03-08,2021-09-03,82.76302146617073,True,0.04684340633677242,13,True,0.03702007210320457,11.0,5,True,0.04266438917861448,13,True,0.03288026986684223,11.0,4
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-30,77.3809523809524,6,False,2021-08-02,2022-01-31,91.94151450009149,True,0.14418337124892777,86,True,0.14418337124892777,86.0,89,True,0.13961577125108193,86,True,0.13961577125108193,86.0,84
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-08-13,75.15707671957672,7,False,2021-08-16,2022-02-14,93.99768198408199,True,0.1697717320288925,76,True,0.1697717320288925,76.0,107,True,0.16510198284798694,76,True,0.16510198284798694,76.0,107
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2023-09-01,75.89285714285714,1,True,2023-09-05,2024-03-06,94.00906386661346,True,0.17510862400989868,45,True,0.17510862400989868,45.0,61,True,0.17041756986301193,45,True,0.17041756986301193,45.0,56
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-03-22,75.66964285714285,1,True,2024-03-25,2024-09-24,108.08856603547012,True,0.12187948136806415,117,True,0.12187948136806415,117.0,53,True,0.11740091888809534,117,True,0.11740091888809534,117.0,49
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-04-26,75.74404761904762,2,True,2024-04-29,2024-10-28,105.26919317600306,True,0.09261647347207513,93,True,0.09261647347207513,93.0,29,True,0.08825472943061974,93,True,0.08825472943061974,93.0,26
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-05-10,91.17890211640211,3,False,2024-05-13,2024-11-11,111.11000881509723,True,0.15323982578672357,83,True,0.15323982578672357,83.0,85,True,0.14863607226421838,83,True,0.14863607226421838,83.0,81
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-07-19,76.33101851851852,4,False,2024-07-22,2025-01-22,112.58703543763362,True,0.16857027119862922,36,True,0.16857027119862922,36.0,65,True,0.16390531827033827,36,True,0.16390531827033827,36.0,63
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,79.54695767195767,5,False,2024-11-11,2025-05-15,122.53213130834189,True,0.33669022838896634,101,True,0.33669022838896634,101.0,61,True,0.33135413765584776,101,True,0.33135413765584776,101.0,59
EMR,INDEPENDENT_CURRENT_CONSTITUENTS,2025-07-11,83.49041005291005,1,True,2025-07-14,2026-01-12,137.36554994439132,True,0.11229640020010523,93,True,0.11229640020010523,93.0,77,True,0.10785609354749903,93,True,0.10785609354749903,93.0,76
EOG,PRIMARY,2014-04-18,75.08875362528255,1,True,2014-04-21,2014-10-17,73.26690699694005,True,0.247775831312115,124,True,0.044152221566519545,8.0,18,True,0.2427946884047576,124,True,0.03998394766495794,8.0,17
EOG,PRIMARY,2014-05-23,76.15294130732585,2,True,2014-05-27,2014-11-21,74.30568995093567,True,0.2654668778855547,99,False,0.0,,42,True,0.2604151120113536,99,False,0.0,,37
EOG,PRIMARY,2014-07-25,77.05285961801472,3,False,2014-07-28,2015-01-27,81.77908145898823,True,0.3927428566855147,56,True,0.3927428566855147,56.0,122,True,0.3871830028814409,56,True,0.3871830028814409,56.0,122
EOG,PRIMARY,2016-09-30,80.67129629629629,1,True,2016-10-03,2017-04-04,69.70934412345407,True,0.06566736715627841,22,True,0.056851746659060565,20.0,13,True,0.061413204417823275,22,True,0.05263277603156924,20.0,11
EOG,PRIMARY,2016-12-02,79.57175925925925,2,True,2016-12-05,2017-06-07,76.07659540042017,True,0.1711484069088014,121,True,0.1711484069088014,121.0,89,True,0.166473162017736,121,True,0.166473162017736,121.0,83
EOG,PRIMARY,2017-01-06,80.96891534391534,1,True,2017-01-09,2017-07-11,75.67038228824188,True,0.19442266902866812,112,True,0.19442266902866812,112.0,104,True,0.18965451287680302,112,True,0.18965451287680302,112.0,104
EOG,PRIMARY,2017-11-03,88.88888888888889,2,True,2017-11-06,2018-05-09,76.80096620313049,True,0.06215810900623664,29,True,0.06011769162441305,22.0,33,True,0.057917955287595024,29,True,0.055885683287589805,22.0,24
EOG,PRIMARY,2017-12-22,87.76455026455027,3,False,2017-12-26,2018-06-27,78.32747768428676,True,0.07983694189707324,55,False,0.0,,24,True,0.0755262139688222,55,False,0.0,,21
EOG,PRIMARY,2018-02-16,76.39715608465609,1,True,2018-02-20,2018-08-20,78.83635523308168,True,0.08685242091333412,18,True,0.08685242091333412,18.0,21,True,0.08251368707034579,18,True,0.08251368707034579,18.0,20
EOG,PRIMARY,2018-05-11,76.26488095238095,2,True,2018-05-14,2018-11-09,86.53787298165354,True,0.15421595086774453,118,False,0.0,,13,True,0.1496083006368707,118,False,0.0,,13
EOG,PRIMARY,2018-06-01,76.82705026455027,3,False,2018-06-04,2018-11-30,87.96662589189411,True,0.21856843523274638,116,True,0.03952513725948825,67.0,35,True,0.21370388876055957,116,True,0.035375334759278676,67.0,34
EOG,PRIMARY,2018-06-29,84.20138888888889,4,False,2018-07-02,2019-01-02,90.71421803216144,True,0.46769232408859884,122,True,0.46769232408859884,122.0,76,True,0.4618332707018784,122,True,0.4618332707018784,122.0,75
EOG,PRIMARY,2018-07-27,75.43816137566138,5,False,2018-07-30,2019-01-30,95.71981973074702,True,0.5486794433057238,103,True,0.5486794433057238,103.0,114,True,0.5424970879248852,103,True,0.5424970879248852,103.0,114
EOG,PRIMARY,2018-10-05,85.88789682539684,6,False,2018-10-08,2019-04-10,95.37495306350185,True,0.5430997428868729,54,True,0.5430997428868729,54.0,124,True,0.5369396617675397,54,True,0.5369396617675397,54.0,124
EOG,PRIMARY,2021-01-08,79.96858465608466,1,True,2021-01-11,2021-07-13,44.024153877099515,True,0.10878618415221841,14,True,0.10878618415221841,14.0,7,True,0.10435989034337112,14,True,0.10435989034337112,14.0,7
EOG,PRIMARY,2021-02-12,85.07771164021165,2,True,2021-02-16,2021-08-16,48.63386865430693,True,0.034070231549399255,3,False,0.0,,1,True,0.029942205128038024,3,False,0.0,,0
EOG,PRIMARY,2021-10-01,78.95998677248679,3,False,2021-10-04,2022-04-04,67.12307988196397,True,0.007844096574846082,54,False,0.0,,0,True,0.0038207653422663856,54,False,0.0,,0
EOG,PRIMARY,2021-12-10,76.51289682539682,4,False,2021-12-13,2022-06-14,70.44569655958232,True,0.057732743067340664,5,False,0.0,,1,True,0.05351025548680366,5,False,0.0,,1
EOG,PRIMARY,2022-01-07,78.34821428571428,1,True,2022-01-10,2022-07-13,79.84372429693256,False,0.0,9,False,0.0,,0,False,0.0,9,False,0.0,,0
EOG,PRIMARY,2022-05-06,75.53736772486772,2,True,2022-05-09,2022-11-07,107.00042324857519,True,0.3292138911719755,45,True,0.06913722917345266,8.0,69,True,0.3239076461075796,45,True,0.0648692146852341,8.0,67
EOG,PRIMARY,2022-05-27,78.21593915343915,3,False,2022-05-31,2022-11-29,116.15289011350553,True,0.4429105077460471,30,True,0.4429105077460471,30.0,88,True,0.43715038380290827,30,True,0.43715038380290827,30.0,88
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2017-05-05,76.5797360354556,1,True,2017-05-08,2017-11-03,357.21741930209123,True,0.01052172741512658,42,False,0.0,,0,True,0.006487707033475676,42,False,0.0,,0
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2019-05-03,78.64583333333333,1,True,2019-05-06,2019-11-01,412.4763684441434,False,0.0,5,False,0.0,,0,False,0.0,5,False,0.0,,0
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2019-08-02,76.64517195767195,2,True,2019-08-05,2020-02-04,455.0638722050755,True,0.006887566341157614,1,False,0.0,,0,True,0.002868053593973796,1,False,0.0,,0
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2019-09-20,76.04993386243387,3,False,2019-09-23,2020-03-24,506.85309212960567,True,0.12550797613380626,125,True,0.09522657878556728,34.0,19,True,0.12101492863937136,125,True,0.09085441515812276,34.0,16
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2019-10-18,80.62169312169311,4,False,2019-10-21,2020-04-22,508.06960894965954,True,0.12820934938245054,105,True,0.09785527253440995,14.0,21,True,0.12370551795883533,105,True,0.09347261511561755,14.0,20
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2020-02-14,76.21527777777779,1,True,2020-02-18,2020-08-17,570.3091122385529,True,0.2664171623957392,24,True,0.2664171623957392,24.0,21,True,0.26136160296917965,24,True,0.26136160296917965,24.0,21
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2021-06-18,75.85152116402116,1,True,2021-06-21,2021-12-17,742.0124994248201,True,0.08631992219823226,79,True,0.08631992219823226,79.0,22,True,0.08198331409941284,79,True,0.08198331409941284,79.0,18
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2021-09-03,81.28306878306879,2,True,2021-09-07,2022-03-08,787.2027690307599,True,0.2892732980873607,111,True,0.2892732980873607,111.0,105,True,0.28412649656800415,111,True,0.28412649656800415,111.0,103
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2024-02-23,76.53769841269842,1,True,2024-02-26,2024-08-26,838.1516135499131,True,0.25604690803469343,50,True,0.25604690803469343,50.0,110,True,0.2510327468446292,50,True,0.2510327468446292,50.0,110
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2024-03-08,75.33895502645503,2,True,2024-03-11,2024-09-10,862.6309449458073,True,0.2927314266987364,40,True,0.2927314266987364,40.0,124,True,0.2875708202695775,40,True,0.2875708202695775,40.0,124
EQIX,INDEPENDENT_CURRENT_CONSTITUENTS,2024-09-20,80.067791005291,3,False,2024-09-23,2025-03-26,851.106488476422,True,0.04861092096837538,115,False,0.0,,7,True,0.04442484786094303,115,False,0.0,,3
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-03,85.82468457468457,1,True,2018-08-06,2019-02-06,49.56472172982561,True,0.057917714254748454,49,True,0.04752615798870985,48.0,8,True,0.053694488266001095,49,True,0.043344415274034764,48.0,5
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-11-16,77.2334600886384,2,True,2018-11-19,2019-05-23,51.83784118389946,True,0.08321120050103215,24,True,0.08321120050103215,24.0,11,True,0.07888700247351266,24,True,0.07888700247351266,24.0,9
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-01-18,83.69808201058201,1,True,2019-01-22,2019-07-23,52.80644798906809,False,0.0,1,False,0.0,,0,False,0.0,1,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-07-05,77.40575396825398,2,True,2019-07-08,2020-01-06,59.710378079489516,True,0.012045857234254553,11,False,0.0,,0,True,0.008005752499751217,11,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-08-09,76.71130952380952,3,False,2019-08-12,2020-02-11,62.11254817179029,True,0.011914540846231558,92,False,0.0,,0,True,0.007874960329042002,92,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-12,77.72817460317461,1,True,2021-03-15,2021-09-13,59.496671218323584,True,0.040567584460846406,7,False,0.0,,2,True,0.03641362049320551,7,False,0.0,,1
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-26,81.69642857142857,2,True,2021-03-29,2021-09-27,58.93821214389483,True,0.010001818770516646,10,False,0.0,,0,True,0.0059698738732534284,10,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-05-21,78.48048941798942,3,False,2021-05-24,2021-11-19,61.59681681576471,False,0.0,2,False,0.0,,0,False,0.0,2,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-05-03,75.32242063492063,1,True,2024-05-06,2024-11-04,60.52134945547685,True,0.03897042037080656,17,False,0.0,,2,True,0.03482283231010297,17,False,0.0,,2
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-06-28,75.12400793650794,2,True,2024-07-01,2024-12-30,63.11511386583965,True,0.012070066571379545,9,False,0.0,,0,True,0.008029865192779484,9,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-07-19,84.70568783068782,3,False,2024-07-22,2025-01-22,64.47837505320798,True,0.020569426943503055,119,False,0.0,,0,True,0.016495295969880974,119,False,0.0,,0
EQR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-29,75.47123015873017,4,False,2024-12-02,2025-06-05,70.77862575617773,True,0.22912308439537266,87,True,0.22912308439537266,87.0,119,True,0.2242164035794223,87,True,0.2242164035794223,87.0,116
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2014-05-02,81.47680319872934,1,True,2014-05-05,2014-10-31,54.203560597772565,True,0.41383961056977014,114,True,0.41383961056977014,114.0,103,True,0.40819553815579734,114,True,0.40819553815579734,114.0,99
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2016-06-17,78.01752645502646,1,True,2016-06-20,2016-12-16,38.8431831179646,True,0.22797512361278938,100,True,0.22797512361278938,100.0,106,True,0.22307302547632912,100,True,0.22307302547632912,100.0,105
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-15,76.84358465608466,1,True,2017-09-18,2018-03-20,32.522932081553954,True,0.39678640659387754,100,True,0.39678640659387754,100.0,94,True,0.3912104108679604,100,True,0.3912104108679604,100.0,93
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-11-03,76.28141534391534,2,True,2017-11-06,2018-05-09,31.603977896006374,True,0.35968652209826035,100,True,0.35968652209826035,100.0,120,True,0.35425862975909106,100,True,0.35425862975909106,100.0,120
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-05-22,75.34722222222223,1,True,2020-05-26,2020-11-20,12.460374124298983,True,0.23148541026315028,24,False,0.0,,19,True,0.2265692990010848,24,False,0.0,,18
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-14,75.28108465608466,2,True,2020-08-17,2021-02-17,15.879037536749685,True,0.37909481463654804,33,True,0.37909481463654804,33.0,102,True,0.373589444054657,33,True,0.373589444054657,33.0,101
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-18,78.5300925925926,3,False,2020-09-21,2021-03-23,13.870805933386738,True,0.20467984871828082,9,True,0.20467984871828082,9.0,38,True,0.19987074572598318,9,True,0.19987074572598318,9.0,37
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-23,75.0,4,False,2020-10-26,2021-04-28,15.019702078149892,True,0.2866639223218721,45,True,0.2866639223218721,45.0,48,True,0.2815275374761368,45,True,0.2815275374761368,45.0,45
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-27,77.03373015873015,5,False,2020-11-30,2021-06-02,14.524648484245022,True,0.24425511850013604,21,True,0.24425511850013604,21.0,26,True,0.23928803033980284,21,True,0.23928803033980284,21.0,26
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,75.74404761904762,1,True,2021-01-11,2021-07-13,13.301027590417133,False,0.0,8,False,0.0,,0,False,0.0,8,False,0.0,,0
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2021-04-30,78.40608465608466,2,True,2021-05-03,2021-10-29,18.027376169911122,True,0.19220500907773141,77,False,0.0,,23,True,0.18744570586311537,77,False,0.0,,21
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2021-06-25,83.3994708994709,3,False,2021-06-28,2021-12-27,20.680105748796173,True,0.36763805390174764,38,True,0.36763805390174764,38.0,105,True,0.36217841890876845,38,True,0.36217841890876845,38.0,101
EQT,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-14,77.62070105820105,1,True,2022-01-18,2022-07-20,22.324057887980295,True,0.19142064392235203,4,True,0.19142064392235203,4.0,24,True,0.1866644719071331,4,True,0.1866644719071331,4.0,24
