ticker,sector_etf,rush_episode_start,settlement_date,publication_date,fold_id,days_to_cover,previous_days_to_cover,two_period_days_to_cover,sector_percentile,exposed,execution_date,outcome_end,minimum_return_63d,terminal_return_63d,adverse_path
EIX,XLU,2022-03-04,2022-02-28,2022-03-09,F1,1.75,1.95,2.06,0.3333333333333333,False,2022-03-10,2022-06-09,-0.017335755748095316,0.025194248129291053,False
NOC,XLI,2022-03-04,2022-02-28,2022-03-09,F1,1.44,1.9,1.32,0.75,False,2022-03-10,2022-06-09,-0.04538809716435377,0.04504997031911451,False
GD,XLI,2022-03-04,2022-02-28,2022-03-09,F1,1.27,1.91,1.57,0.5,False,2022-03-10,2022-06-09,-0.08872616801733035,-0.03157413740733128,False
BG,XLP,2022-02-25,2022-02-28,2022-03-09,F1,2.71,2.79,3.39,0.6,False,2022-03-10,2022-06-09,-0.051845056982664395,0.008554656354798906,False
WMB,XLE,2022-02-25,2022-02-28,2022-03-09,F1,2.44,3.01,2.2,1.0,False,2022-03-10,2022-06-09,-0.04462913104582067,0.10797428323432379,False
HRL,XLP,2022-03-04,2022-02-28,2022-03-09,F1,4.97,6.07,4.49,0.9,False,2022-03-10,2022-06-09,-0.10176606176464309,-0.09818250879719215,False
VRTX,XLV,2022-03-04,2022-02-28,2022-03-09,F1,2.38,1.75,1.32,0.42857142857142855,False,2022-03-10,2022-06-09,-0.02880992936102378,0.07345108104076759,False
SRE,XLU,2022-03-04,2022-02-28,2022-03-09,F1,2.49,3.24,2.21,0.8333333333333334,False,2022-03-10,2022-06-09,-0.00843641608986434,0.006455983251297814,False
PCG,XLU,2022-03-04,2022-02-28,2022-03-09,F1,4.47,2.93,4.7,1.0,False,2022-03-10,2022-06-09,-0.009191222836339441,0.06893398985270571,False
OKE,XLE,2022-03-04,2022-02-28,2022-03-09,F1,2.11,2.63,2.45,0.8571428571428571,False,2022-03-10,2022-06-09,-0.07296071212783362,-0.005659755646873599,False
ED,XLU,2022-02-25,2022-02-28,2022-03-09,F1,2.38,3.77,2.12,0.5833333333333334,False,2022-03-10,2022-06-09,-0.008606249199635263,0.06518584158701324,False
AEP,XLU,2022-03-04,2022-02-28,2022-03-09,F1,2.12,2.11,1.93,0.4166666666666667,False,2022-03-10,2022-06-09,-0.02000184916944836,0.03172400750951776,False
TAP,XLP,2022-02-25,2022-02-28,2022-03-09,F1,5.09,9.1,7.06,1.0,False,2022-03-10,2022-06-09,0.0,0.04840090502608807,False
CNC,XLV,2022-02-25,2022-02-28,2022-03-09,F1,2.89,2.47,1.79,0.5714285714285714,False,2022-03-10,2022-06-09,-0.06371393562929895,-0.05234492743105612,False
CNP,XLU,2022-03-04,2022-02-28,2022-03-09,F1,1.73,2.87,2.52,0.25,False,2022-03-10,2022-06-09,-0.010104449308347307,0.07236196285067908,False
LMT,XLI,2022-03-04,2022-02-28,2022-03-09,F1,1.25,1.47,1.24,0.25,False,2022-03-10,2022-06-09,-0.05180489465253102,-0.020105371978869968,False
KR,XLP,2022-03-04,2022-02-28,2022-03-09,F1,4.94,6.14,3.86,0.8,False,2022-03-10,2022-06-09,-0.15771837772773367,-0.11323034823716904,True
D,XLU,2022-03-04,2022-02-28,2022-03-09,F1,2.41,2.5,1.95,0.6666666666666666,False,2022-03-10,2022-06-09,-0.02714739920043263,-0.02714739920043263,False
FE,XLU,2022-03-04,2022-02-28,2022-03-09,F1,2.68,3.05,3.33,0.9166666666666666,False,2022-03-10,2022-06-09,-0.06546355181801211,-0.06546355181801211,False
MKC,XLP,2022-03-04,2022-02-28,2022-03-09,F1,3.14,3.99,2.88,0.7,False,2022-03-10,2022-06-09,-0.1048092824548561,-0.1048092824548561,False
MOS,XLB,2022-02-25,2022-02-28,2022-03-09,F1,1.44,1.0,1.11,1.0,False,2022-03-10,2022-06-09,-0.1350894131954562,-0.1350894131954562,True
ATO,XLU,2022-02-25,2022-02-28,2022-03-09,F1,2.26,3.58,2.3,0.5,False,2022-03-10,2022-06-09,-0.016947492481569126,0.0031236311591260613,False
EXC,XLU,2022-02-25,2022-02-28,2022-03-09,F1,1.33,1.0,1.41,0.08333333333333333,False,2022-03-10,2022-06-09,-0.008027323057609892,0.0778341493600967,False
TAP,XLP,2022-03-18,2022-03-15,2022-03-24,F1,5.28,5.09,9.1,1.0,False,2022-03-25,2022-06-27,-0.06430697282635689,0.03349290863868659,False
BMY,XLV,2022-03-18,2022-03-15,2022-03-24,F1,3.65,3.95,4.42,0.875,False,2022-03-25,2022-06-27,-0.002319643463337795,0.09948396183816399,False
VLO,XLE,2022-03-11,2022-03-15,2022-03-24,F1,1.98,2.76,2.96,0.9285714285714286,False,2022-03-25,2022-06-27,-0.009049175795997177,0.163564803734489,False
VRTX,XLV,2022-03-18,2022-03-15,2022-03-24,F1,2.43,2.38,1.75,0.5,False,2022-03-25,2022-06-27,-0.07477846202722283,0.13140386220654432,False
LLY,XLV,2022-03-18,2022-03-15,2022-03-24,F1,2.14,2.46,1.92,0.25,False,2022-03-25,2022-06-27,-0.035602887849605414,0.13615958020021557,False
MPC,XLE,2022-03-11,2022-03-15,2022-03-24,F1,2.2,2.63,2.38,1.0,False,2022-03-25,2022-06-27,-0.0031619408703931207,0.07590805426018576,False
UNH,XLV,2022-03-18,2022-03-15,2022-03-24,F1,2.01,1.87,1.9,0.125,False,2022-03-25,2022-06-27,-0.11570068242817988,-0.010850851858014487,False
HSIC,XLV,2022-03-18,2022-03-15,2022-03-24,F1,3.53,3.71,4.49,0.75,False,2022-03-25,2022-06-27,-0.16710302283059342,-0.1118952988184383,True
GIS,XLP,2022-07-01,2022-06-30,2022-07-12,F2,2.61,4.58,3.76,1.0,False,2022-07-13,2022-10-11,-0.043569326026393185,0.019647842886163502,False
LLY,XLV,2022-07-08,2022-06-30,2022-07-12,F2,1.32,1.53,1.47,0.6666666666666666,False,2022-07-13,2022-10-11,-0.07756660838366913,0.019256495571883914,False
JKHY,XLF,2022-08-05,2022-07-29,2022-08-09,F2,4.52,5.38,3.44,1.0,False,2022-08-10,2022-11-08,-0.13908787219324248,-0.13276110259458584,True
GIS,XLP,2022-08-05,2022-07-29,2022-08-09,F2,4.41,3.55,2.61,1.0,True,2022-08-10,2022-11-08,-0.041634674861347976,0.03269982774235913,False
CI,XLV,2022-08-05,2022-07-29,2022-08-09,F2,4.16,3.28,1.76,1.0,True,2022-08-10,2022-11-08,-0.0320069665128907,0.14613480064869133,False
CAH,XLV,2022-08-05,2022-07-29,2022-08-09,F2,2.85,3.22,2.74,0.5,False,2022-08-10,2022-11-08,0.0,0.28606313531860605,False
PNW,XLU,2022-08-05,2022-07-29,2022-08-09,F2,3.96,3.01,3.21,1.0,False,2022-08-10,2022-11-08,-0.21831259273452575,-0.09527832830425242,True
CNP,XLU,2022-08-19,2022-08-15,2022-08-24,F2,3.52,3.74,3.48,0.7777777777777778,False,2022-08-25,2022-11-23,-0.21068896864342845,-0.04227484946791327,True
HII,XLI,2022-08-12,2022-08-15,2022-08-24,F2,2.46,3.45,3.09,0.3333333333333333,False,2022-08-25,2022-11-23,-0.08469246753619752,-0.05285468129063553,False
OXY,XLE,2022-08-19,2022-08-15,2022-08-24,F2,3.08,3.4,2.23,0.5,False,2022-08-25,2022-11-23,-0.221311981639299,-0.043187695599757325,True
SMCI,XLK,2022-08-19,2022-08-15,2022-08-24,F2,2.59,2.91,4.57,1.0,False,2022-08-25,2022-11-23,-0.2987763487095365,0.22656985192511891,True
EQT,XLE,2022-08-12,2022-08-15,2022-08-24,F2,3.82,3.13,3.11,1.0,True,2022-08-25,2022-11-23,-0.23443807056831756,-0.11664513264670717,True
EIX,XLU,2022-08-12,2022-08-15,2022-08-24,F2,3.2,3.08,3.69,0.4444444444444444,False,2022-08-25,2022-11-23,-0.20709777894290948,-0.08023918134186625,True
TAP,XLP,2022-08-19,2022-08-15,2022-08-24,F2,4.22,5.01,5.22,0.75,False,2022-08-25,2022-11-23,-0.14912224073440894,0.00017038557864657022,True
MCK,XLV,2022-08-12,2022-08-15,2022-08-24,F2,2.45,2.63,2.68,0.625,False,2022-08-25,2022-11-23,-0.07226974183347468,0.03931885018661596,False
ED,XLU,2022-08-12,2022-08-15,2022-08-24,F2,4.49,4.67,4.26,1.0,False,2022-08-25,2022-11-23,-0.2009851601075161,-0.019379271957171373,True
MRK,XLV,2022-08-19,2022-08-15,2022-08-24,F2,2.28,1.83,2.35,0.5,False,2022-08-25,2022-11-23,-0.05603806958685731,0.19287862202021056,False
WEC,XLU,2022-08-19,2022-08-15,2022-08-24,F2,4.36,3.6,4.18,0.8888888888888888,False,2022-08-25,2022-11-23,-0.22585207567418886,-0.06922791970917419,True
STZ,XLP,2022-08-19,2022-08-15,2022-08-24,F2,1.35,2.92,2.3,0.25,False,2022-08-25,2022-11-23,-0.14158237903080906,-0.0006940262967085609,True
SRE,XLU,2022-08-12,2022-08-15,2022-08-24,F2,2.15,2.23,2.56,0.1111111111111111,False,2022-08-25,2022-11-23,-0.16577308011654246,-0.026914371928061342,True
AEP,XLU,2022-08-12,2022-08-15,2022-08-24,F2,3.01,3.08,3.74,0.3333333333333333,False,2022-08-25,2022-11-23,-0.2093247691840482,-0.07116476923979698,True
AMGN,XLV,2022-08-19,2022-08-15,2022-08-24,F2,6.56,7.21,6.34,1.0,False,2022-08-25,2022-11-23,-0.08637241007356311,0.16147822507104692,False
NI,XLU,2022-08-12,2022-08-15,2022-08-24,F2,3.27,2.76,3.77,0.6666666666666666,False,2022-08-25,2022-11-23,-0.21412310006838042,-0.10725278722275133,True
CNC,XLV,2022-08-12,2022-08-15,2022-08-24,F2,3.53,2.93,2.68,0.875,True,2022-08-25,2022-11-23,-0.22949963907741788,-0.1263972180644034,True
GWW,XLI,2022-08-12,2022-08-15,2022-08-24,F2,3.56,3.26,3.56,0.6666666666666666,False,2022-08-25,2022-11-23,-0.16523794741475517,0.03909585872896093,True
HUM,XLV,2022-08-19,2022-08-15,2022-08-24,F2,2.86,1.82,1.69,0.75,False,2022-08-25,2022-11-23,-0.07353573140584369,0.08861897748967418,False
VRTX,XLV,2022-08-12,2022-08-15,2022-08-24,F2,1.67,2.63,2.24,0.125,False,2022-08-25,2022-11-23,-0.04958451459549007,0.08563973077821685,False
CASY,XLP,2022-08-19,2022-08-15,2022-08-24,F2,3.81,3.22,2.72,0.5,False,2022-08-25,2022-11-23,-0.09406724651255882,0.0943103353723691,False
CHRW,XLI,2022-08-12,2022-08-15,2022-08-24,F2,8.76,7.49,8.47,1.0,False,2022-08-25,2022-11-23,-0.2589136379118946,-0.1757862142895843,True
SO,XLU,2022-08-19,2022-08-15,2022-08-24,F2,2.93,2.83,3.63,0.2222222222222222,False,2022-08-25,2022-11-23,-0.22269983157727224,-0.15239604003779061,True
ED,XLU,2022-09-09,2022-08-31,2022-09-12,F2,6.27,4.49,4.67,0.8571428571428571,False,2022-09-13,2022-12-12,-0.19581036119212258,0.004123923747582525,True
PNW,XLU,2022-09-09,2022-08-31,2022-09-12,F2,3.0,3.25,3.96,0.2857142857142857,False,2022-09-13,2022-12-12,-0.20394306153851594,0.0659845301166444,True
XEL,XLU,2022-09-09,2022-08-31,2022-09-12,F2,3.27,2.64,1.89,0.42857142857142855,False,2022-09-13,2022-12-12,-0.2232410509472853,-0.040245620868055276,True
CASY,XLP,2022-09-09,2022-08-31,2022-09-12,F2,4.02,3.81,3.22,0.5,False,2022-09-13,2022-12-12,-0.07685140914754018,0.14473087785561756,False
GPC,XLY,2022-09-02,2022-08-31,2022-09-12,F2,2.18,2.69,1.81,1.0,False,2022-09-13,2022-12-12,-0.05888301320568423,0.15811671727606225,False
MCK,XLV,2022-09-09,2022-08-31,2022-09-12,F2,2.63,2.45,2.63,0.3333333333333333,False,2022-09-13,2022-12-12,-0.023053261250714496,0.08736968743569218,False
AEP,XLU,2022-09-09,2022-08-31,2022-09-12,F2,4.01,3.01,3.08,0.5714285714285714,False,2022-09-13,2022-12-12,-0.20019572404257158,-0.026662409064924453,True
CI,XLV,2022-09-09,2022-08-31,2022-09-12,F2,2.87,1.98,4.16,1.0,False,2022-09-13,2022-12-12,-0.03493483667065478,0.187035227332506,False
ERIE,XLF,2022-09-09,2022-08-31,2022-09-12,F2,12.39,11.84,11.57,1.0,True,2022-09-13,2022-12-12,-0.03084333801668493,0.21471103266664415,False
SRE,XLU,2022-09-09,2022-08-31,2022-09-12,F2,2.74,2.15,2.23,0.14285714285714285,False,2022-09-13,2022-12-12,-0.17632126146534743,-0.024305594099062078,True
PCG,XLU,2022-09-09,2022-08-31,2022-09-12,F2,8.07,7.38,7.75,1.0,False,2022-09-13,2022-12-12,-0.04179579442958392,0.23916412731354098,False
WEC,XLU,2022-09-09,2022-08-31,2022-09-12,F2,5.29,4.36,3.6,0.7142857142857143,False,2022-09-13,2022-12-12,-0.2078035128370348,-0.04947015088327422,True
TPL,XLE,2022-10-07,2022-09-30,2022-10-11,F2,9.16,7.82,3.92,1.0,True,2022-10-12,2023-01-12,-0.024633235009779098,0.02021229300387173,False
XOM,XLE,2022-10-07,2022-09-30,2022-10-11,F2,1.71,2.12,2.31,0.5,False,2022-10-12,2023-01-12,0.0,0.15951879306065986,False
PCG,XLU,2022-10-07,2022-09-30,2022-10-11,F2,1.46,3.78,8.07,1.0,False,2022-10-12,2023-01-12,-0.017057517044272164,0.1350391492278198,False
SLB,XLE,2022-10-21,2022-10-14,2022-10-25,F2,2.1,2.29,2.35,0.5,False,2022-10-26,2023-01-27,-0.09677029585134622,0.09552872914842037,False
CI,XLV,2022-10-21,2022-10-14,2022-10-25,F2,1.96,1.86,2.22,0.3333333333333333,False,2022-10-26,2023-01-27,-0.03565785278675038,-0.017752376929683122,False
PCG,XLU,2022-10-21,2022-10-14,2022-10-25,F2,2.86,1.46,3.78,1.0,False,2022-10-26,2023-01-27,-0.048121340424002845,0.05866839743335195,False
XOM,XLE,2022-10-21,2022-10-14,2022-10-25,F2,1.9,1.71,2.12,0.25,False,2022-10-26,2023-01-27,-0.02582096839493353,0.08774213957280041,False
COP,XLE,2022-10-21,2022-10-14,2022-10-25,F2,2.25,2.41,2.42,0.75,False,2022-10-26,2023-01-27,-0.12743576297975578,-0.013537639213439645,True
ERIE,XLF,2022-10-21,2022-10-14,2022-10-25,F2,9.72,11.11,10.32,1.0,False,2022-10-26,2023-01-27,0.0,0.034886233056439675,False
TPL,XLE,2022-10-21,2022-10-14,2022-10-25,F2,7.13,9.16,7.82,1.0,False,2022-10-26,2023-01-27,-0.059969250947536135,-0.04768041193943917,False
MRK,XLV,2022-10-21,2022-10-14,2022-10-25,F2,2.1,2.38,2.56,0.6666666666666666,False,2022-10-26,2023-01-27,-0.00457258743689648,0.07792087779299672,False
PFG,XLF,2022-10-28,2022-10-31,2022-11-09,F2,4.03,6.01,5.96,0.5,False,2022-11-10,2023-02-13,-0.09879280073684371,0.000504825959953159,False
BA,XLI,2022-11-04,2022-10-31,2022-11-09,F2,1.09,1.38,1.16,0.3333333333333333,False,2022-11-10,2023-02-13,-0.03237977216869248,0.21438220359337778,False
LMT,XLI,2022-10-28,2022-10-31,2022-11-09,F2,1.35,2.12,1.75,0.6666666666666666,False,2022-11-10,2023-02-13,-0.09927368494064759,-0.011807076664970828,False
HUM,XLV,2022-10-28,2022-10-31,2022-11-09,F2,2.09,2.27,1.52,0.8333333333333334,False,2022-11-10,2023-02-13,-0.14508341602319397,-0.09957232981313402,True
GILD,XLV,2022-10-28,2022-10-31,2022-11-09,F2,1.96,2.3,2.12,0.3333333333333333,False,2022-11-10,2023-02-13,-0.009442983245923187,0.06798535136131645,False
BIIB,XLV,2022-10-28,2022-10-31,2022-11-09,F2,1.61,1.4,1.0,0.16666666666666666,False,2022-11-10,2023-02-13,-0.06842109998370349,-0.000825664568032014,False
EME,XLI,2022-11-04,2022-10-31,2022-11-09,F2,2.52,4.64,2.73,1.0,False,2022-11-10,2023-02-13,-0.0635275798759648,-0.030608719286767117,False
GL,XLF,2022-11-18,2022-11-15,2022-11-25,F2,2.0,1.49,2.45,0.5,False,2022-11-28,2023-03-01,0.0,0.04943784965714304,False
IBM,XLK,2022-11-18,2022-11-15,2022-11-25,F2,6.37,4.62,6.01,1.0,False,2022-11-28,2023-03-01,-0.11229592053504023,-0.11229592053504023,False
PCAR,XLI,2022-11-11,2022-11-15,2022-11-25,F2,1.79,1.44,1.72,0.4,False,2022-11-28,2023-03-01,-0.029833843029834495,0.09093199191799672,False
ORLY,XLY,2022-11-18,2022-11-15,2022-11-25,F2,2.02,1.5,1.89,0.21428571428571427,False,2022-11-28,2023-03-01,-0.09546546519139953,-0.033241035384191875,False
LVS,XLY,2022-11-11,2022-11-15,2022-11-25,F2,2.68,2.07,1.82,0.7142857142857143,False,2022-11-28,2023-03-01,0.0,0.3418097207628459,False
ROST,XLY,2022-11-18,2022-11-15,2022-11-25,F2,2.19,3.08,3.9,0.42857142857142855,False,2022-11-28,2023-03-01,-0.04761801829434764,-0.04649782747078679,False
FSLR,XLK,2022-11-18,2022-11-15,2022-11-25,F2,1.37,1.21,1.53,0.5,False,2022-11-28,2023-03-01,-0.12172436297819933,0.18149980974126967,True
DRI,XLY,2022-11-18,2022-11-15,2022-11-25,F2,3.22,2.79,2.81,0.8571428571428571,False,2022-11-28,2023-03-01,-0.06477297474818355,-0.013469115925948905,False
AXON,XLI,2022-11-11,2022-11-15,2022-11-25,F2,2.89,3.84,3.87,1.0,False,2022-11-28,2023-03-01,-0.10242468225606594,0.20180490766373937,False
GPC,XLY,2022-11-18,2022-11-15,2022-11-25,F2,3.6,2.8,3.69,1.0,False,2022-11-28,2023-03-01,-0.11498288124260214,-0.06595244508319376,False
TJX,XLY,2022-11-18,2022-11-15,2022-11-25,F2,2.02,2.18,2.0,0.21428571428571427,False,2022-11-28,2023-03-01,-0.03931026558440531,-0.03604924085560113,False
AMGN,XLV,2022-11-18,2022-11-15,2022-11-25,F2,3.12,4.53,6.25,1.0,False,2022-11-28,2023-03-01,-0.17308421879651603,-0.1569141635035376,True
FIX,XLI,2022-11-18,2022-11-15,2022-11-25,F2,2.7,3.48,4.93,0.8,False,2022-11-28,2023-03-01,-0.09615369749152469,0.18729836732199945,False
ULTA,XLY,2022-11-18,2022-11-15,2022-11-25,F2,2.44,1.92,2.01,0.5714285714285714,False,2022-11-28,2023-03-01,-0.03945406873119128,0.12855399912481236,False
MRK,XLV,2022-11-18,2022-11-15,2022-11-25,F2,2.0,1.98,2.1,0.4,False,2022-11-28,2023-03-01,-0.04451798216771152,-0.010081982367509568,False
HON,XLI,2022-11-25,2022-11-30,2022-12-09,F2,2.32,1.8,1.63,0.42857142857142855,False,2022-12-12,2023-03-15,-0.11833845267274068,-0.11833845267274068,False
SLB,XLE,2022-12-02,2022-11-30,2022-12-09,F2,1.77,1.9,1.7,1.0,False,2022-12-12,2023-03-15,-0.07261885701819559,-0.07261885701819559,False
LDOS,XLI,2022-11-25,2022-11-30,2022-12-09,F2,1.63,1.0,1.6,0.14285714285714285,False,2022-12-12,2023-03-15,-0.14137400157261615,-0.13726193058369496,True
SJM,XLP,2022-11-25,2022-11-30,2022-12-09,F2,3.78,4.52,4.4,0.8,False,2022-12-12,2023-03-15,-0.06236762785559746,-0.008788313790182745,False
UAL,XLI,2022-12-02,2022-11-30,2022-12-09,F2,3.63,2.35,1.47,0.8571428571428571,True,2022-12-12,2023-03-15,-0.15890602018620892,-0.024864426949090412,True
KMB,XLP,2022-12-02,2022-11-30,2022-12-09,F2,4.63,4.3,3.35,1.0,True,2022-12-12,2023-03-15,-0.10468744385779827,-0.07922011089024983,False
CI,XLV,2022-12-02,2022-11-30,2022-12-09,F2,1.48,1.36,2.01,0.07692307692307693,False,2022-12-12,2023-03-15,-0.19977109396117154,-0.19977109396117154,True
LMT,XLI,2022-11-25,2022-11-30,2022-12-09,F2,2.74,2.04,1.35,0.6428571428571429,False,2022-12-12,2023-03-15,-0.0966647754089216,-0.020624397377437598,False
ACGL,XLF,2022-11-25,2022-11-30,2022-12-09,F2,5.77,2.4,1.0,0.75,False,2022-12-12,2023-03-15,-0.0016666509762441883,0.04566665067337272,False
NOC,XLI,2022-12-02,2022-11-30,2022-12-09,F2,2.61,1.43,2.21,0.5714285714285714,False,2022-12-12,2023-03-15,-0.18223765462180253,-0.15815877875368467,True
IEX,XLI,2022-12-02,2022-11-30,2022-12-09,F2,2.83,2.8,1.76,0.7142857142857143,False,2022-12-12,2023-03-15,-0.09857387068295131,-0.09857387068295131,False
GIS,XLP,2022-11-25,2022-11-30,2022-12-09,F2,3.72,3.46,4.12,0.6,False,2022-12-12,2023-03-15,-0.12960837037944295,-0.061932900664639856,True
PFG,XLF,2022-11-25,2022-11-30,2022-12-09,F2,6.75,6.28,4.03,1.0,True,2022-12-12,2023-03-15,-0.22107137064318338,-0.22107137064318338,True
IBKR,XLF,2022-12-02,2022-11-30,2022-12-09,F2,2.26,1.64,2.29,0.25,False,2022-12-12,2023-03-15,-0.06549855607938881,0.025582019232496034,False
HUM,XLV,2022-12-02,2022-11-30,2022-12-09,F2,2.62,1.89,2.09,0.6153846153846154,False,2022-12-12,2023-03-15,-0.09941706469161427,-0.08562212050111506,False
TRV,XLF,2022-12-02,2022-11-30,2022-12-09,F2,2.29,2.47,2.25,0.375,False,2022-12-12,2023-03-15,-0.10552297376930209,-0.10552297376930209,False
INCY,XLV,2022-11-25,2022-11-30,2022-12-09,F2,7.3,3.83,4.98,1.0,False,2022-12-12,2023-03-15,-0.12566778039512694,-0.1200825560557266,True
MDLZ,XLP,2022-12-02,2022-11-30,2022-12-09,F2,2.36,1.69,1.47,0.4,False,2022-12-12,2023-03-15,-0.04704807420247248,-0.008834375930503291,False
DE,XLI,2022-12-02,2022-11-30,2022-12-09,F2,1.59,1.87,2.55,0.07142857142857142,False,2022-12-12,2023-03-15,-0.10405589903653878,-0.10405589903653878,False
CMI,XLI,2022-11-25,2022-11-30,2022-12-09,F2,3.56,2.48,4.09,0.7857142857142857,False,2022-12-12,2023-03-15,-0.042018913873012154,-0.042018913873012154,False
LLY,XLV,2022-12-02,2022-11-30,2022-12-09,F2,2.48,1.43,2.27,0.5384615384615384,False,2022-12-12,2023-03-15,-0.15143622592769146,-0.09996993632278961,True
WMT,XLP,2022-11-25,2022-11-30,2022-12-09,F2,1.89,1.55,2.19,0.2,False,2022-12-12,2023-03-15,-0.07465211793364701,-0.056614009312206726,False
BSX,XLV,2022-12-02,2022-11-30,2022-12-09,F2,2.81,1.82,1.4,0.6923076923076923,False,2022-12-12,2023-03-15,-0.043284550682909595,0.01782304542604174,False
BMY,XLV,2022-12-02,2022-11-30,2022-12-09,F2,2.96,2.35,2.83,0.7692307692307693,False,2022-12-12,2023-03-15,-0.1604785943266569,-0.13786477508435502,True
WTW,XLF,2022-11-25,2022-11-30,2022-12-09,F2,3.79,3.43,2.74,0.625,False,2022-12-12,2023-03-15,-0.10035163410338377,-0.10035163410338377,False
AFL,XLF,2022-11-25,2022-11-30,2022-12-09,F2,3.39,2.87,3.69,0.5,False,2022-12-12,2023-03-15,-0.13012733074133143,-0.13012733074133143,True
WYNN,XLY,2022-12-02,2022-11-30,2022-12-09,F2,2.56,1.57,1.7,0.7142857142857143,False,2022-12-12,2023-03-15,-0.07313969164024603,0.2135169792456988,False
ULTA,XLY,2022-12-02,2022-11-30,2022-12-09,F2,2.42,2.44,1.92,0.5714285714285714,False,2022-12-12,2023-03-15,-0.06941261948047983,0.11064497444800891,False
VRTX,XLV,2022-12-02,2022-11-30,2022-12-09,F2,1.72,2.11,1.62,0.15384615384615385,False,2022-12-12,2023-03-15,-0.09853907241957494,-0.06340116887182023,False
APD,XLB,2022-12-02,2022-11-30,2022-12-09,F2,2.77,1.86,2.24,1.0,False,2022-12-12,2023-03-15,-0.12838804857233954,-0.12838804857233954,True
ADP,XLI,2022-12-02,2022-11-30,2022-12-09,F2,4.06,3.87,3.09,1.0,True,2022-12-12,2023-03-15,-0.1889811730094313,-0.1889811730094313,True
VTRS,XLV,2022-12-02,2022-11-30,2022-12-09,F2,1.81,1.78,3.1,0.23076923076923078,False,2022-12-12,2023-03-15,-0.13757204659460043,-0.13757204659460043,True
CI,XLV,2022-12-23,2022-12-15,2022-12-27,F2,2.06,1.48,1.36,0.3333333333333333,False,2022-12-28,2023-03-30,-0.23122564585428151,-0.2310440999231006,True
UHS,XLV,2022-12-16,2022-12-15,2022-12-27,F2,2.93,3.05,2.89,0.8888888888888888,False,2022-12-28,2023-03-30,-0.16266193064723822,-0.10187690712581843,True
DE,XLI,2022-12-23,2022-12-15,2022-12-27,F2,2.1,1.59,1.87,0.375,False,2022-12-28,2023-03-30,-0.10135676060106313,-0.0559861431134433,False
AIG,XLF,2022-12-23,2022-12-15,2022-12-27,F2,1.31,1.37,1.23,0.125,False,2022-12-28,2023-03-30,-0.24508240436650008,-0.20250231390762485,True
CAT,XLI,2022-12-23,2022-12-15,2022-12-27,F2,3.19,3.09,2.07,0.875,True,2022-12-28,2023-03-30,-0.09752115944322204,-0.05752018755452393,False
PNW,XLU,2022-12-16,2022-12-15,2022-12-27,F2,1.96,2.33,2.03,0.5,False,2022-12-28,2023-03-30,-0.049956010195717604,0.041860380444112666,False
VTRS,XLV,2022-12-16,2022-12-15,2022-12-27,F2,2.73,1.81,1.78,0.7777777777777778,False,2022-12-28,2023-03-30,-0.14798051947223434,-0.11464047028137936,True
TRV,XLF,2022-12-23,2022-12-15,2022-12-27,F2,3.26,2.29,2.47,0.5,False,2022-12-28,2023-03-30,-0.12442614018046516,-0.08723567771698959,True
WTW,XLF,2022-12-23,2022-12-15,2022-12-27,F2,3.73,3.79,3.43,0.625,False,2022-12-28,2023-03-30,-0.08799609560398158,-0.045998892845707684,False
SJM,XLP,2022-12-16,2022-12-15,2022-12-27,F2,5.01,3.78,4.52,1.0,False,2022-12-28,2023-03-30,-0.07663434761085541,0.0014942331838403433,False
AXON,XLI,2022-12-16,2022-12-15,2022-12-27,F2,3.73,3.96,2.89,1.0,False,2022-12-28,2023-03-30,0.0,0.31859472354071583,False
APD,XLB,2022-12-23,2022-12-15,2022-12-27,F2,2.63,2.77,1.86,1.0,False,2022-12-28,2023-03-30,-0.13339376994446672,-0.09190439508100201,True
HIG,XLF,2022-12-23,2022-12-15,2022-12-27,F2,2.02,1.6,1.45,0.3125,False,2022-12-28,2023-03-30,-0.13199076091080197,-0.0845578994925148,True
SLB,XLE,2022-12-23,2022-12-15,2022-12-27,F2,1.95,1.77,1.9,1.0,False,2022-12-28,2023-03-30,-0.14865246041091895,-0.06899988037801019,True
AFL,XLF,2022-12-23,2022-12-15,2022-12-27,F2,4.42,3.39,2.87,0.75,False,2022-12-28,2023-03-30,-0.13803879963395105,-0.09510961925991868,True
EME,XLI,2022-12-16,2022-12-15,2022-12-27,F2,2.7,2.4,2.3,0.625,False,2022-12-28,2023-03-30,-0.03523043845703133,0.09145780260067893,False
PCAR,XLI,2022-12-16,2022-12-15,2022-12-27,F2,2.07,1.84,1.79,0.25,False,2022-12-28,2023-03-30,-0.01481112110342242,0.09508579432242703,False
HON,XLI,2022-12-23,2022-12-15,2022-12-27,F2,2.31,2.32,1.8,0.5,False,2022-12-28,2023-03-30,-0.12522751379710606,-0.10400246235009791,True
TRV,XLF,2023-01-06,2022-12-30,2023-01-11,F2,3.48,3.26,2.29,0.6666666666666666,False,2023-01-12,2023-04-14,-0.14202971238853057,-0.11841550923753441,True
OMC,XLC,2023-01-06,2022-12-30,2023-01-11,F2,6.6,5.1,7.95,1.0,False,2023-01-12,2023-04-14,-0.02655637390614851,0.13520140739472342,False
DAL,XLI,2023-01-06,2022-12-30,2023-01-11,F2,2.51,1.5,2.87,0.42857142857142855,False,2023-01-12,2023-04-14,-0.20227258070550802,-0.147221999816181,True
