ticker,sector_etf,rush_episode_start,settlement_date,publication_date,fold_id,days_to_cover,previous_days_to_cover,two_period_days_to_cover,sector_percentile,exposed,execution_date,outcome_end,minimum_return_63d,terminal_return_63d,adverse_path
PWR,XLI,2025-01-24,2025-01-15,2025-01-27,F4,4.48,4.54,4.14,0.8,False,2025-01-28,2025-04-29,-0.19480922613783203,-0.005066661688558405,True
WTW,XLF,2025-01-10,2025-01-15,2025-01-27,F4,2.21,2.22,1.18,0.5384615384615384,False,2025-01-28,2025-04-29,-0.07432876462031845,-0.06959301981919574,False
SNA,XLI,2025-01-17,2025-01-15,2025-01-27,F4,6.07,4.85,6.18,1.0,False,2025-01-28,2025-04-29,-0.16550484328715687,-0.11603898360907627,True
WAB,XLI,2025-01-24,2025-01-15,2025-01-27,F4,2.33,2.04,1.73,0.3,False,2025-01-28,2025-04-29,-0.2176495943098008,-0.09977461902900298,True
WSM,XLY,2025-01-24,2025-01-15,2025-01-27,F4,6.62,4.4,6.53,1.0,False,2025-01-28,2025-04-29,-0.3590125901210305,-0.2820715841349354,True
APO,XLF,2025-01-24,2025-01-15,2025-01-27,F4,10.25,2.99,5.13,1.0,False,2025-01-28,2025-04-29,-0.35626997479450073,-0.1852680062022264,True
CBRE,XLRE,2025-01-24,2025-01-15,2025-01-27,F4,2.83,2.59,2.68,1.0,False,2025-01-28,2025-04-29,-0.2009817845302323,-0.1462132202531512,True
EVRG,XLU,2025-01-17,2025-01-15,2025-01-27,F4,6.23,4.98,4.69,1.0,True,2025-01-28,2025-04-29,-0.0030058761640122666,0.1013567338812722,False
GLW,XLK,2025-01-24,2025-01-15,2025-01-27,F4,2.79,2.85,2.67,0.5833333333333334,False,2025-01-28,2025-04-29,-0.2329779559079903,-0.12716153353286075,True
TDY,XLK,2025-01-24,2025-01-15,2025-01-27,F4,2.41,2.14,1.88,0.5,False,2025-01-28,2025-04-29,-0.1446246617222987,-0.09144113725503811,True
C,XLF,2025-01-17,2025-01-15,2025-01-27,F4,2.09,3.19,2.68,0.4230769230769231,False,2025-01-28,2025-04-29,-0.2677942352167224,-0.13238720148948757,True
CHTR,XLC,2025-01-17,2025-01-15,2025-01-27,F4,10.51,12.53,9.76,1.0,False,2025-01-28,2025-04-29,-0.11960154254188093,0.05733751551548005,False
AMZN,XLY,2025-01-24,2025-01-15,2025-01-27,F4,2.78,2.38,2.23,0.3333333333333333,False,2025-01-28,2025-04-29,-0.29741754530441755,-0.21314295948004225,True
SBUX,XLY,2025-01-24,2025-01-15,2025-01-27,F4,4.22,2.65,4.47,0.7777777777777778,False,2025-01-28,2025-04-29,-0.20204646389838554,-0.15037816085174416,True
FLEX,XLK,2025-01-17,2025-01-15,2025-01-27,F4,4.89,4.83,6.17,1.0,False,2025-01-28,2025-04-29,-0.3426952399259846,-0.14067501992852305,True
CIEN,XLK,2025-01-17,2025-01-15,2025-01-27,F4,3.11,2.37,1.81,0.75,False,2025-01-28,2025-04-29,-0.33166773314695086,-0.1585259457401108,True
TTWO,XLC,2025-01-17,2025-01-15,2025-01-27,F4,5.87,5.59,5.61,0.5714285714285714,False,2025-01-28,2025-04-29,-0.02169497495467021,0.23282038815695327,False
SCHW,XLF,2025-01-17,2025-01-15,2025-01-27,F4,1.84,1.81,2.14,0.19230769230769232,False,2025-01-28,2025-04-29,-0.15190512973553272,-0.0020823904669846627,True
EQT,XLE,2025-01-17,2025-01-15,2025-01-27,F4,2.14,2.75,2.82,1.0,False,2025-01-28,2025-04-29,-0.07321124178880967,0.029497363007757516,False
WFC,XLF,2025-01-17,2025-01-15,2025-01-27,F4,2.08,1.9,2.53,0.38461538461538464,False,2025-01-28,2025-04-29,-0.2131346667121482,-0.08254967809627944,True
AXP,XLF,2025-01-17,2025-01-15,2025-01-27,F4,3.51,3.36,4.12,0.8076923076923077,False,2025-01-28,2025-04-29,-0.26773224588272515,-0.15497606909030648,True
FFIV,XLK,2025-01-17,2025-01-15,2025-01-27,F4,3.38,3.8,2.68,0.8333333333333334,False,2025-01-28,2025-04-29,-0.11296900884041672,-0.02595283986673802,False
BX,XLF,2025-01-17,2025-01-15,2025-01-27,F4,4.37,3.28,5.21,0.8461538461538461,False,2025-01-28,2025-04-29,-0.34751806418751496,-0.2692043953391754,True
GS,XLF,2025-01-17,2025-01-15,2025-01-27,F4,1.82,2.29,2.55,0.15384615384615385,False,2025-01-28,2025-04-29,-0.2716963762367979,-0.13508626341882157,True
AMP,XLF,2025-01-24,2025-01-15,2025-01-27,F4,2.65,2.24,2.46,0.6538461538461539,False,2025-01-28,2025-04-29,-0.2596646706182554,-0.1729336775998881,True
ZBRA,XLK,2025-01-24,2025-01-15,2025-01-27,F4,1.78,1.92,1.96,0.08333333333333333,False,2025-01-28,2025-04-29,-0.47350774119672245,-0.3686974774135967,True
JBL,XLK,2025-01-24,2025-01-15,2025-01-27,F4,2.12,1.2,3.45,0.3333333333333333,False,2025-01-28,2025-04-29,-0.27692853115368965,-0.09325287138291971,True
NFLX,XLC,2025-01-24,2025-01-15,2025-01-27,F4,2.09,2.58,2.65,0.14285714285714285,False,2025-01-28,2025-04-29,-0.1193315732165533,0.15826846827202035,False
MSCI,XLF,2025-01-17,2025-01-15,2025-01-27,F4,1.9,1.95,2.05,0.2692307692307692,False,2025-01-28,2025-04-29,-0.19126862812595335,-0.13714675422302547,True
LH,XLV,2025-01-24,2025-01-15,2025-01-27,F4,3.53,4.07,4.15,1.0,False,2025-01-28,2025-04-29,-0.143584066251628,-0.029782673110424263,True
KKR,XLF,2025-01-24,2025-01-15,2025-01-27,F4,3.18,3.84,3.04,0.7692307692307693,False,2025-01-28,2025-04-29,-0.44383893432419586,-0.3146133930642355,True
LULU,XLY,2025-01-24,2025-01-15,2025-01-27,F4,2.94,3.25,1.71,0.5555555555555556,False,2025-01-28,2025-04-29,-0.39521764326140296,-0.33742860602427016,True
JPM,XLF,2025-01-17,2025-01-15,2025-01-27,F4,2.8,3.07,3.86,0.7307692307692307,False,2025-01-28,2025-04-29,-0.2079986242718712,-0.07866005955032274,True
MMM,XLI,2025-01-17,2025-01-15,2025-01-27,F4,1.77,2.27,2.01,0.2,False,2025-01-28,2025-04-29,-0.16306493923963883,-0.0814886905472455,True
IVZ,XLF,2025-01-24,2025-01-15,2025-01-27,F4,2.71,3.24,3.37,0.6923076923076923,False,2025-01-28,2025-04-29,-0.3652208432447297,-0.2700562423958722,True
IP,XLB,2025-01-24,2025-01-15,2025-01-27,F4,11.15,18.26,14.88,1.0,False,2025-01-28,2025-04-29,-0.23823921073764354,-0.1875803466588405,True
MRVL,XLK,2025-01-17,2025-01-15,2025-01-27,F4,1.98,1.29,1.09,0.16666666666666666,False,2025-01-28,2025-04-29,-0.52416256616338,-0.43447568323928465,True
MA,XLF,2025-01-24,2025-01-15,2025-01-27,F4,2.14,2.01,2.46,0.5,False,2025-01-28,2025-04-29,-0.12320951305624628,-0.01246698561367865,True
TDY,XLK,2025-02-07,2025-01-31,2025-02-11,F4,1.4,2.41,2.14,0.4444444444444444,False,2025-02-12,2025-05-14,-0.13911290922653197,-0.02927345747892085,True
MRVL,XLK,2025-02-07,2025-01-31,2025-02-11,F4,1.03,1.98,1.29,0.1111111111111111,False,2025-02-12,2025-05-14,-0.5311136555348861,-0.37417112804608754,True
CNP,XLU,2025-01-31,2025-01-31,2025-02-11,F4,5.14,5.8,4.46,1.0,False,2025-02-12,2025-05-14,0.0,0.1297586371097783,False
HBAN,XLF,2025-02-07,2025-01-31,2025-02-11,F4,2.23,2.88,2.71,0.5652173913043478,False,2025-02-12,2025-05-14,-0.23922267976008993,-0.019943389916865173,True
WMT,XLP,2025-01-31,2025-01-31,2025-02-11,F4,2.36,2.28,1.83,1.0,True,2025-02-12,2025-05-14,-0.20842953172763723,-0.0606054111662645,True
GRMN,XLY,2025-02-07,2025-01-31,2025-02-11,F4,4.16,4.19,3.77,0.9,False,2025-02-12,2025-05-14,-0.16875340682212037,-0.039731436302735235,True
AON,XLF,2025-02-07,2025-01-31,2025-02-11,F4,3.67,4.65,5.97,0.8695652173913043,False,2025-02-12,2025-05-14,-0.1315871516483279,-0.08734247674056517,True
EXPE,XLY,2025-02-07,2025-01-31,2025-02-11,F4,2.75,4.99,3.71,0.3,False,2025-02-12,2025-05-14,-0.32423495843190697,-0.16304649000159432,True
RCL,XLY,2025-01-31,2025-01-31,2025-02-11,F4,4.09,5.54,6.07,0.8,False,2025-02-12,2025-05-14,-0.3033504067902333,-0.015810640109435115,True
WEC,XLU,2025-01-31,2025-01-31,2025-02-11,F4,4.76,5.72,6.74,0.6666666666666666,False,2025-02-12,2025-05-14,0.0,0.015565704423232907,False
XEL,XLU,2025-01-31,2025-01-31,2025-02-11,F4,2.22,2.46,2.05,0.3333333333333333,False,2025-02-12,2025-05-14,0.0,0.029315312533529037,False
T,XLC,2025-02-07,2025-01-31,2025-02-11,F4,2.04,2.51,3.04,0.375,False,2025-02-12,2025-05-14,0.0,0.053652549382778636,False
APO,XLF,2025-02-07,2025-01-31,2025-02-11,F4,11.45,10.25,2.99,1.0,True,2025-02-12,2025-05-14,-0.30773666640130415,-0.08122857344577306,True
MAR,XLY,2025-02-07,2025-01-31,2025-02-11,F4,2.79,4.17,4.66,0.4,False,2025-02-12,2025-05-14,-0.2715012984799897,-0.059390566114863264,True
META,XLC,2025-01-31,2025-01-31,2025-02-11,F4,1.5,1.95,1.9,0.25,False,2025-02-12,2025-05-14,-0.3312592190636424,-0.09020560508329822,True
BSX,XLV,2025-01-31,2025-01-31,2025-02-11,F4,1.65,2.69,2.85,0.5,False,2025-02-12,2025-05-14,-0.15193344205893644,-0.02666162229979685,True
GL,XLF,2025-01-31,2025-01-31,2025-02-11,F4,3.28,2.59,1.95,0.782608695652174,False,2025-02-12,2025-05-14,-0.0654458850155617,-0.01603299961484239,False
GLW,XLK,2025-02-07,2025-01-31,2025-02-11,F4,1.12,2.79,2.85,0.2222222222222222,False,2025-02-12,2025-05-14,-0.2444810481111478,-0.09094083376751072,True
DGX,XLV,2025-02-21,2025-02-14,2025-02-26,F4,3.01,1.95,3.17,0.6666666666666666,False,2025-02-27,2025-05-29,-0.06393183305070393,0.007532500511699736,False
AEP,XLU,2025-02-21,2025-02-14,2025-02-26,F4,3.25,2.25,2.69,0.5384615384615384,False,2025-02-27,2025-05-29,-0.05411366272669804,-0.01631278627971333,False
EXC,XLU,2025-02-14,2025-02-14,2025-02-26,F4,3.02,2.81,4.04,0.46153846153846156,False,2025-02-27,2025-05-29,-0.02694687989021305,0.006852892868209448,False
DE,XLI,2025-02-14,2025-02-14,2025-02-26,F4,3.6,3.63,4.03,1.0,False,2025-02-27,2025-05-29,-0.13758639666800843,0.0513139464028618,True
PPL,XLU,2025-02-21,2025-02-14,2025-02-26,F4,4.03,4.0,4.55,0.6923076923076923,False,2025-02-27,2025-05-29,-0.01913622270576576,0.007199478378002944,False
DTE,XLU,2025-02-14,2025-02-14,2025-02-26,F4,2.63,2.52,3.65,0.38461538461538464,False,2025-02-27,2025-05-29,-0.025903248211931573,0.0419217901525597,False
GILD,XLV,2025-02-21,2025-02-14,2025-02-26,F4,2.55,3.24,3.92,0.3333333333333333,False,2025-02-27,2025-05-29,-0.1285814566397937,-0.0008944295443007455,True
CMS,XLU,2025-02-21,2025-02-14,2025-02-26,F4,3.64,3.7,5.15,0.6153846153846154,False,2025-02-27,2025-05-29,-0.04232578400483611,-0.03132281468202103,False
ABT,XLV,2025-02-21,2025-02-14,2025-02-26,F4,3.87,1.97,3.07,1.0,False,2025-02-27,2025-05-29,-0.0877308720587553,-0.017697756536797615,False
PM,XLP,2025-02-21,2025-02-14,2025-02-26,F4,1.43,1.36,2.21,0.5,False,2025-02-27,2025-05-29,-0.022919059009524623,0.1650438563139871,False
KR,XLP,2025-02-21,2025-02-14,2025-02-26,F4,7.36,9.74,7.77,1.0,False,2025-02-27,2025-05-29,-0.02189904110557217,0.052315001653254756,False
LNT,XLU,2025-02-14,2025-02-14,2025-02-26,F4,5.66,5.96,5.55,0.8461538461538461,False,2025-02-27,2025-05-29,-0.07924808544079076,-0.02328573292362557,False
NI,XLU,2025-02-14,2025-02-14,2025-02-26,F4,2.24,1.88,2.83,0.15384615384615385,False,2025-02-27,2025-05-29,-0.07433266612211642,-0.020533607355116335,False
PAYX,XLI,2025-02-28,2025-02-28,2025-03-11,F4,8.19,9.38,8.28,1.0,False,2025-03-12,2025-06-11,-0.0551685362374037,0.06989093648771982,False
CHTR,XLC,2025-03-07,2025-02-28,2025-03-11,F4,13.36,14.47,8.03,1.0,False,2025-03-12,2025-06-11,-0.08025734753395275,0.14307364832022884,False
AWK,XLU,2025-03-07,2025-02-28,2025-03-11,F4,2.9,4.3,3.9,0.45454545454545453,False,2025-03-12,2025-06-11,-0.04427067744377211,0.004222758205738586,False
YUM,XLY,2025-03-07,2025-02-28,2025-03-11,F4,3.23,2.67,3.27,0.5,False,2025-03-12,2025-06-11,-0.08996123151956903,-0.06662254131731193,False
DE,XLI,2025-03-07,2025-02-28,2025-03-11,F4,3.05,3.6,3.63,0.5,False,2025-03-12,2025-06-11,-0.12079071740249525,0.10880980001913887,True
VZ,XLC,2025-03-07,2025-02-28,2025-03-11,F4,2.95,3.96,2.15,0.6,False,2025-03-12,2025-06-11,-0.009861429820611778,0.0434971094338823,False
EQT,XLE,2025-03-21,2025-03-14,2025-03-25,F4,2.34,1.87,2.44,0.5,False,2025-03-26,2025-06-26,-0.12868482855062502,0.10208628720839474,True
LUV,XLI,2025-03-21,2025-03-14,2025-03-25,F4,1.99,4.44,4.08,1.0,False,2025-03-26,2025-06-26,-0.30095948966077657,-0.07817684468378683,True
PPL,XLU,2025-03-14,2025-03-14,2025-03-25,F4,3.51,4.49,4.03,0.8181818181818182,False,2025-03-26,2025-06-26,-0.031213845184113742,-0.020439864676936814,False
CVX,XLE,2025-03-21,2025-03-14,2025-03-25,F4,6.97,9.59,9.69,1.0,False,2025-03-26,2025-06-26,-0.2038459739209172,-0.12961047834653283,True
GL,XLF,2025-03-14,2025-03-14,2025-03-25,F4,2.24,2.54,2.55,1.0,False,2025-03-26,2025-06-26,-0.13031248975637033,-0.055465147771213585,True
TTWO,XLC,2025-06-27,2025-06-30,2025-07-10,F5,3.76,4.84,2.67,0.8,False,2025-07-11,2025-10-09,-0.07075069779134424,0.09734098997611929,False
IDXX,XLV,2025-07-04,2025-06-30,2025-07-10,F5,4.74,6.06,4.37,1.0,False,2025-07-11,2025-10-09,-0.03517260039437109,0.1788252165968156,False
TXN,XLK,2025-07-04,2025-06-30,2025-07-10,F5,2.86,3.07,2.64,0.6666666666666666,False,2025-07-11,2025-10-09,-0.19399006175690325,-0.1852948028828617,True
IBM,XLK,2025-07-04,2025-06-30,2025-07-10,F5,4.76,5.59,5.4,0.9166666666666666,False,2025-07-11,2025-10-09,-0.16655275269098702,0.023233381921480056,True
TDY,XLK,2025-07-04,2025-06-30,2025-07-10,F5,1.45,1.63,1.72,0.25,False,2025-07-11,2025-10-09,0.0,0.0861267001666961,False
LUV,XLI,2025-07-04,2025-06-30,2025-07-10,F5,3.5,4.4,4.11,0.7777777777777778,False,2025-07-11,2025-10-09,-0.21734449223819652,-0.1419927173903207,True
WDC,XLK,2025-06-27,2025-06-30,2025-07-10,F5,5.18,5.48,5.38,1.0,False,2025-07-11,2025-10-09,0.0,0.8119043618483612,False
DE,XLI,2025-06-27,2025-06-30,2025-07-10,F5,3.98,3.53,3.3,0.8888888888888888,True,2025-07-11,2025-10-09,-0.11534200219743451,-0.10654886206534975,False
CF,XLB,2025-07-04,2025-06-30,2025-07-10,F5,1.75,2.94,3.75,0.5,False,2025-07-11,2025-10-09,-0.17640460697850924,-0.09270493555974113,True
BA,XLI,2025-06-27,2025-06-30,2025-07-10,F5,1.74,1.57,2.26,0.1111111111111111,False,2025-07-11,2025-10-09,-0.0650238063859464,-0.04778697089054751,False
MNST,XLP,2025-07-04,2025-06-30,2025-07-10,F5,2.64,3.24,2.54,0.8,False,2025-07-11,2025-10-09,-0.003059668441285246,0.17338087086032639,False
STT,XLF,2025-07-04,2025-06-30,2025-07-10,F5,1.8,2.97,2.13,0.2857142857142857,False,2025-07-11,2025-10-09,-0.06891205850732118,0.07781149899885609,False
DIS,XLC,2025-06-27,2025-06-30,2025-07-10,F5,1.92,2.03,1.99,0.2,False,2025-07-11,2025-10-09,-0.07408030813914568,-0.07408030813914568,False
C,XLF,2025-07-04,2025-06-30,2025-07-10,F5,2.07,3.12,2.57,0.7142857142857143,False,2025-07-11,2025-10-09,0.0,0.11323445248341213,False
STX,XLK,2025-06-27,2025-06-30,2025-07-10,F5,4.71,3.99,3.72,0.8333333333333334,True,2025-07-11,2025-10-09,-0.0040087391609102685,0.5110669440666071,False
APH,XLK,2025-06-27,2025-06-30,2025-07-10,F5,1.37,2.53,2.2,0.16666666666666666,False,2025-07-11,2025-10-09,0.0,0.28012294869882415,False
F,XLY,2025-07-04,2025-06-30,2025-07-10,F5,1.76,1.41,1.64,0.75,False,2025-07-11,2025-10-09,-0.08149407948579124,-0.010659365364687923,False
HAS,XLY,2025-07-04,2025-06-30,2025-07-10,F5,1.76,2.58,2.29,0.75,False,2025-07-11,2025-10-09,-0.010586492469141562,-0.0009493963754027002,False
NFLX,XLC,2025-06-27,2025-06-30,2025-07-10,F5,2.35,2.77,2.67,0.6,False,2025-07-11,2025-10-09,-0.07809750845342178,-0.011276106383839357,False
CHTR,XLC,2025-06-27,2025-06-30,2025-07-10,F5,9.93,11.11,7.17,1.0,False,2025-07-11,2025-10-09,-0.3458184617058001,-0.32432434534228194,True
FAST,XLI,2025-07-04,2025-06-30,2025-07-10,F5,4.34,6.42,6.36,1.0,False,2025-07-11,2025-10-09,0.0,0.08459950468668898,False
TEL,XLK,2025-06-27,2025-06-30,2025-07-10,F5,2.6,3.36,3.2,0.4166666666666667,False,2025-07-11,2025-10-09,-0.009429051586337334,0.26052377799676485,False
NTRS,XLF,2025-06-27,2025-06-30,2025-07-10,F5,1.4,4.84,3.74,0.14285714285714285,False,2025-07-11,2025-10-09,-0.018346482892762084,0.03882205021868912,False
NSC,XLI,2025-06-27,2025-06-30,2025-07-10,F5,2.22,2.63,2.15,0.3333333333333333,False,2025-07-11,2025-10-09,-0.026559639956375003,0.11163689310182101,False
GS,XLF,2025-07-04,2025-06-30,2025-07-10,F5,2.13,3.47,2.6,0.8571428571428571,False,2025-07-11,2025-10-09,-0.006440214648290032,0.11232749588881186,False
CSCO,XLK,2025-07-04,2025-06-30,2025-07-10,F5,1.89,2.53,2.3,0.3333333333333333,False,2025-07-11,2025-10-09,-0.02575425472542736,0.035797500858295805,False
SCHW,XLF,2025-06-27,2025-06-30,2025-07-10,F5,1.98,2.92,2.36,0.42857142857142855,False,2025-07-11,2025-10-09,-0.007719957160883584,0.025173448194794945,False
BAC,XLF,2025-07-04,2025-06-30,2025-07-10,F5,2.04,2.49,2.16,0.5714285714285714,False,2025-07-11,2025-10-09,-0.03873313407538548,0.07140896398482344,False
INTU,XLK,2025-06-27,2025-06-30,2025-07-10,F5,2.67,3.06,1.68,0.5833333333333334,False,2025-07-11,2025-10-09,-0.13620802694666811,-0.1361163411823565,True
BALL,XLB,2025-07-04,2025-06-30,2025-07-10,F5,1.94,4.23,2.59,0.75,False,2025-07-11,2025-10-09,-0.17763358425236686,-0.17763358425236686,True
JBL,XLK,2025-06-27,2025-06-30,2025-07-10,F5,1.2,2.94,3.99,0.08333333333333333,False,2025-07-11,2025-10-09,-0.08947671296711202,-0.0776265277853988,False
TRMB,XLK,2025-07-04,2025-06-30,2025-07-10,F5,3.16,5.16,4.56,0.75,False,2025-07-11,2025-10-09,-0.017752196624449268,-0.010001193166677802,False
HII,XLI,2025-07-04,2025-06-30,2025-07-10,F5,2.75,3.8,3.69,0.6666666666666666,False,2025-07-11,2025-10-09,-0.020334639675495314,0.11375877126941236,False
WBD,XLC,2025-06-27,2025-06-30,2025-07-10,F5,2.31,2.1,2.64,0.4,False,2025-07-11,2025-10-09,-0.08098890428430483,0.5063939277869742,False
LHX,XLI,2025-07-04,2025-06-30,2025-07-10,F5,2.73,3.36,2.16,0.5555555555555556,False,2025-07-11,2025-10-09,0.0,0.1539843981413651,False
HSIC,XLV,2025-07-04,2025-06-30,2025-07-10,F5,3.75,6.1,4.82,0.6666666666666666,False,2025-07-11,2025-10-09,-0.12053934487315443,-0.12053934487315443,True
AWK,XLU,2025-07-11,2025-07-15,2025-07-24,F5,5.87,4.8,6.22,0.6666666666666666,False,2025-07-25,2025-10-23,-0.03205061737127968,0.021919454696833318,False
PWR,XLI,2025-07-18,2025-07-15,2025-07-24,F5,5.44,4.34,4.72,1.0,False,2025-07-25,2025-10-23,-0.1166287226742252,0.013714545658481958,False
AMD,XLK,2025-07-18,2025-07-15,2025-07-24,F5,1.0,1.0,1.09,0.05,False,2025-07-25,2025-10-23,-0.09208867477319405,0.41160571758318687,False
WEC,XLU,2025-07-11,2025-07-15,2025-07-24,F5,6.88,5.41,5.11,0.8333333333333334,True,2025-07-25,2025-10-23,-0.024030213985497317,0.06701244288799924,False
INTU,XLK,2025-07-18,2025-07-15,2025-07-24,F5,3.35,2.67,3.06,0.5,False,2025-07-25,2025-10-23,-0.18192900222449493,-0.1361300196423867,True
LRCX,XLK,2025-07-18,2025-07-15,2025-07-24,F5,3.59,2.65,2.59,0.7,False,2025-07-25,2025-10-23,-0.021864670514418427,0.5246632373556315,False
CNP,XLU,2025-07-18,2025-07-15,2025-07-24,F5,6.91,5.38,5.61,0.9166666666666666,False,2025-07-25,2025-10-23,-0.027633017630407042,0.0382581996835889,False
NDAQ,XLF,2025-07-11,2025-07-15,2025-07-24,F5,2.26,1.72,1.68,0.35714285714285715,False,2025-07-25,2025-10-23,-0.08292991609426448,-0.06083057574761086,False
XEL,XLU,2025-07-18,2025-07-15,2025-07-24,F5,3.65,2.74,3.31,0.4166666666666667,False,2025-07-25,2025-10-23,-0.020919331376471062,0.11532843532698522,False
LYV,XLC,2025-07-18,2025-07-15,2025-07-24,F5,9.26,5.93,5.29,1.0,True,2025-07-25,2025-10-23,-0.04521101730371391,0.001764041579992659,False
LNT,XLU,2025-07-18,2025-07-15,2025-07-24,F5,3.29,3.53,3.78,0.25,False,2025-07-25,2025-10-23,-0.017092640164223738,0.06466421026951363,False
HON,XLI,2025-07-11,2025-07-15,2025-07-24,F5,2.43,2.24,2.62,0.39285714285714285,False,2025-07-25,2025-10-23,-0.09937618887889876,-0.010797621810105573,False
IVZ,XLF,2025-07-18,2025-07-15,2025-07-24,F5,2.92,3.17,2.3,0.8571428571428571,False,2025-07-25,2025-10-23,-0.06235671897221451,0.0501375340975998,False
EXC,XLU,2025-07-11,2025-07-15,2025-07-24,F5,4.14,3.55,2.92,0.5,False,2025-07-25,2025-10-23,-0.019993218440892746,0.09169951730705339,False
DTE,XLU,2025-07-18,2025-07-15,2025-07-24,F5,2.15,2.53,3.39,0.08333333333333333,False,2025-07-25,2025-10-23,-0.03363694935472028,0.023283900173730387,False
TPR,XLY,2025-07-11,2025-07-15,2025-07-24,F5,2.96,3.3,4.17,0.4,False,2025-07-25,2025-10-23,-0.11676205078213264,0.06457425202711198,False
MDLZ,XLP,2025-07-18,2025-07-15,2025-07-24,F5,3.27,4.29,3.59,0.5,False,2025-07-25,2025-10-23,-0.13714927538170862,-0.12863441970920464,True
MSFT,XLK,2025-07-18,2025-07-15,2025-07-24,F5,3.51,2.44,3.11,0.6,False,2025-07-25,2025-10-23,-0.034837242428467974,0.015000247198399874,False
FFIV,XLK,2025-07-18,2025-07-15,2025-07-24,F5,3.93,3.37,5.93,0.75,False,2025-07-25,2025-10-23,-0.013428162694318124,0.008317434414789382,False
EMR,XLI,2025-07-11,2025-07-15,2025-07-24,F5,4.52,3.97,4.49,0.9285714285714286,False,2025-07-25,2025-10-23,-0.154533855450672,-0.10635956828324955,True
C,XLF,2025-07-18,2025-07-15,2025-07-24,F5,2.26,2.07,3.12,0.35714285714285715,False,2025-07-25,2025-10-23,-0.044134389332036505,0.013072834436970604,False
D,XLU,2025-07-11,2025-07-15,2025-07-24,F5,7.25,3.87,5.08,1.0,False,2025-07-25,2025-10-23,-0.012765950389785452,0.044721709551485134,False
SO,XLU,2025-07-11,2025-07-15,2025-07-24,F5,5.74,5.22,4.13,0.5833333333333334,False,2025-07-25,2025-10-23,-0.03985134245194588,0.016385481767761334,False
WELL,XLRE,2025-07-11,2025-07-15,2025-07-24,F5,3.89,2.12,4.61,1.0,False,2025-07-25,2025-10-23,-0.02024014606251079,0.09457027747587166,False
RTX,XLI,2025-07-11,2025-07-15,2025-07-24,F5,3.01,1.94,2.09,0.5,False,2025-07-25,2025-10-23,-0.0284399209660966,0.14884169980145567,False
CSX,XLI,2025-07-11,2025-07-15,2025-07-24,F5,1.86,1.69,1.94,0.07142857142857142,False,2025-07-25,2025-10-23,-0.10016553958892416,-0.0024612441946521013,False
ORCL,XLK,2025-07-18,2025-07-15,2025-07-24,F5,1.38,1.05,1.12,0.1,False,2025-07-25,2025-10-23,-0.09024152848255529,0.1445660695054687,False
IBM,XLK,2025-07-18,2025-07-15,2025-07-24,F5,5.69,4.76,5.59,1.0,False,2025-07-25,2025-10-23,-0.08995329927656837,0.10475489385161851,False
ULTA,XLY,2025-07-18,2025-07-15,2025-07-24,F5,3.08,2.66,3.27,0.6,False,2025-07-25,2025-10-23,-0.04314982167894388,0.018506589133352236,False
MCHP,XLK,2025-07-18,2025-07-15,2025-07-24,F5,4.77,4.25,3.44,0.9,True,2025-07-25,2025-10-23,-0.12109920785739958,-0.05301036339198517,True
KLAC,XLK,2025-07-18,2025-07-15,2025-07-24,F5,4.12,2.81,2.9,0.8,False,2025-07-25,2025-10-23,-0.06246980905009869,0.28759043386646166,False
EBAY,XLY,2025-07-11,2025-07-15,2025-07-24,F5,5.45,3.14,4.37,0.8,False,2025-07-25,2025-10-23,-0.047525439974964945,0.1767092339813181,False
FLEX,XLK,2025-07-11,2025-07-15,2025-07-24,F5,2.59,1.42,1.68,0.3,False,2025-07-25,2025-10-23,-0.019803993733332415,0.27805555596852716,False
AEE,XLU,2025-07-11,2025-07-15,2025-07-24,F5,6.48,6.42,4.91,0.75,False,2025-07-25,2025-10-23,-0.017782238979083265,0.049711487829550816,False
RCL,XLY,2025-07-11,2025-07-15,2025-07-24,F5,5.47,3.82,5.78,1.0,False,2025-07-25,2025-10-23,-0.1512879176686862,-0.09905909727668871,True
SYY,XLP,2025-07-18,2025-07-15,2025-07-24,F5,5.53,4.56,5.74,1.0,False,2025-07-25,2025-10-23,-0.023910336326628645,-0.019670053690532652,False
IBKR,XLF,2025-07-18,2025-07-15,2025-07-24,F5,1.82,1.74,2.62,0.14285714285714285,False,2025-07-25,2025-10-23,-0.08035484235533885,0.02680460591588507,False
ULTA,XLY,2025-08-08,2025-07-31,2025-08-11,F5,3.56,3.08,2.66,0.8333333333333334,True,2025-08-12,2025-11-10,-0.04513392430504337,0.0010464285872535672,False
ROL,XLI,2025-07-25,2025-07-31,2025-08-11,F5,3.57,5.04,4.39,0.8666666666666667,False,2025-08-12,2025-11-10,-0.06928138133521877,0.014917379351840676,False
EBAY,XLY,2025-08-08,2025-07-31,2025-08-11,F5,2.78,5.45,3.14,0.5,False,2025-08-12,2025-11-10,-0.16439880393496475,-0.11964736010375143,True
BA,XLI,2025-08-08,2025-07-31,2025-08-11,F5,2.2,2.15,1.74,0.4,False,2025-08-12,2025-11-10,-0.16336356950252295,-0.16250377413910722,True
EVRG,XLU,2025-08-01,2025-07-31,2025-08-11,F5,5.91,4.79,4.56,0.7142857142857143,False,2025-08-12,2025-11-10,-0.016552941124812537,0.06404613244659085,False
