ticker,episode_id,signal_date,last_observed_session,source_regime,SECTOR_RS_DAMAGE_DELTA_4W,TREND_QUALITY_DELTA_4W,PARTICIPATION_WEAKENING_DELTA_4W,MARKET_STRESS_DELTA_4W,path_label,mae_126d,mfe_126d,terminal_return_126d,low_before_high,recovered_after_low,time_to_low_sessions,time_to_high_sessions,outcome_end,sector_etf
A,A-V61-001,2016-06-21,2016-06-21,NORMAL_RUSH,-0.0011042459158581153,0.4700447702824797,0.07802122789328869,-0.07726800976208728,TEMPORARY_PULLBACK,-0.08448878194888576,0.052158568155058704,-0.010769986350318561,True,True,4,38,2016-12-19,XLV
A,A-V61-002,2017-03-10,2017-03-10,NORMAL_RUSH,0.02112901552089519,0.43727588921065086,-0.028747994350406512,0.009678712710182379,CONTINUATION,0.0011504619221880397,0.254977976871009,0.25266603569508406,True,True,2,125,2017-09-08,XLV
A,A-V61-003,2019-03-01,2019-03-01,HEALTHY_RUSH,-0.005404334467261851,0.2292657892153004,0.4420844864990143,-0.4459076546461835,STRUCTURAL_BREAK,-0.1892075662848035,0.010679202761556539,-0.12604009129092908,False,False,115,23,2019-08-29,XLV
A,A-V61-004,2020-08-07,2020-08-07,HEALTHY_RUSH,-0.0013585573878016621,0.5012379348006232,-0.02406433107659811,-0.029764659342783162,CONTINUATION,-0.026999498627115814,0.31511143593120816,0.2664682931729243,True,True,21,107,2021-02-08,XLV
A,A-V61-005,2020-10-07,2020-10-07,HEALTHY_RUSH,-0.026069708702017413,-0.03548226595053661,0.2074648588132602,0.0003854628752046896,CONTINUATION,-0.021370783155725825,0.2738488743972971,0.2738488743972971,True,True,15,126,2021-04-09,XLV
A,A-V61-006,2021-04-09,2021-04-09,HEALTHY_RUSH,-0.050023884966019505,-0.0781435650861183,-0.38571147838530656,0.004199089172910259,CONTINUATION,-0.024789898427459045,0.3608942801110917,0.18048503389780524,True,True,23,103,2021-10-07,XLV
ABT,ABT-V61-001,2017-06-29,2017-06-29,HEALTHY_RUSH,-0.0035274704479042462,-0.01147032954741345,-0.37876624687455007,-0.004060596688527679,CONTINUATION,-0.016211645203178082,0.19168352915820663,0.19147581123877777,True,True,4,125,2017-12-28,XLV
ABT,ABT-V61-002,2017-09-28,2017-09-28,HEALTHY_RUSH,-0.01166580955095986,0.18385009727270663,-0.48043342733448274,-0.009322757155146903,CONTINUATION,-0.005219869719295223,0.1975564591678931,0.09572078768874093,True,True,1,112,2018-04-02,XLV
ABT,ABT-V61-003,2018-09-12,2018-09-12,HEALTHY_RUSH,-0.018732099426821414,0.25304641699194574,0.011722753243315207,-0.008650052907672373,CONTINUATION,-0.017029218592073514,0.20292943091373972,0.20292943091373972,True,True,71,126,2019-03-15,XLV
ABT,ABT-V61-004,2019-03-04,2019-03-04,HEALTHY_RUSH,-0.042070183919031834,0.020929998344629386,-0.023581104216380933,-0.4459076546461835,TEMPORARY_PULLBACK,-0.06921566474979757,0.1375838702595611,0.09374194490922316,True,True,32,98,2019-08-30,XLV
ABT,ABT-V61-005,2019-07-08,2019-07-08,HEALTHY_RUSH,-0.004704690183329863,0.02701998594401933,-0.256826634199457,-0.05742634268704905,TEMPORARY_PULLBACK,-0.07387464005249023,0.04680112345862808,0.022573201692130063,False,True,65,11,2020-01-06,XLV
ABT,ABT-V61-006,2020-10-15,2020-10-15,HEALTHY_RUSH,-0.007006680714583213,0.023626456635803983,-0.09577484080527418,-0.04069176637201233,CONTINUATION,-0.021617732916942467,0.19965130630569394,0.16931377130923697,True,True,10,82,2021-04-19,XLV
ABT,ABT-V61-007,2021-02-23,2021-02-23,HEALTHY_RUSH,-0.06230121316122772,-0.0019783518513846188,0.20134710687549429,-0.043796242564068166,LARGE_PULLBACK,-0.12103943736184952,0.05353029588301683,0.04952704205788594,True,True,68,125,2021-08-23,XLV
ACGL,ACGL-V61-001,2016-12-15,2016-12-15,NORMAL_RUSH,0.035360378042789575,0.07571722231807332,-0.23423839030306615,-0.04164776755470313,CONTINUATION,-0.01627611624696823,0.14036708984498025,0.09315478010986333,True,True,15,115,2017-06-19,XLF
ACGL,ACGL-V61-002,2019-07-05,2019-07-05,HEALTHY_RUSH,-0.011622598503828074,0.01595554630829288,-0.09551588437605735,-0.05742634268704905,CONTINUATION,-0.014744653168269117,0.14270667108783153,0.14139014853309306,True,True,11,125,2020-01-03,XLF
ACGL,ACGL-V61-003,2019-09-04,2019-09-04,HEALTHY_RUSH,0.02356534177445524,0.03305601387740886,-0.18738839305296498,0.07107647036120804,CONTINUATION,-0.009554119174202791,0.18030382813123547,0.008574197083114576,False,True,122,115,2020-03-05,XLF
ACGL,ACGL-V61-004,2020-01-03,2020-01-03,HEALTHY_RUSH,-0.0381924977746817,-0.03748644241044319,-0.12916013913932742,-0.01778735849471349,STRUCTURAL_BREAK,-0.4869665396427614,0.11141873975201788,-0.3425605286210449,False,False,90,31,2020-07-06,XLF
ACGL,ACGL-V61-005,2022-11-29,2022-11-29,HEALTHY_RUSH,0.04489639778710863,0.4275427840869347,-0.3067432073558017,-0.07123970618393549,CONTINUATION,0.0032213803128409157,0.3107832406581903,0.1812478544257905,True,True,4,112,2023-06-01,XLF
ACGL,ACGL-V61-006,2023-07-03,2023-07-03,HEALTHY_RUSH,-0.024704262897927043,-0.10260616938994083,-0.2288110330880229,-0.05457225557865977,CONTINUATION,-0.007703677088660044,0.2163805881992058,0.021083993134482393,False,True,116,85,2024-01-02,XLF
ACGL,ACGL-V61-007,2023-10-31,2023-10-31,HEALTHY_RUSH,-0.01037013332968395,0.0746097629998912,0.23529931094564432,0.4872205338113011,LARGE_PULLBACK,-0.15297641139856666,0.10521468898359942,0.09794646406043861,True,True,32,125,2024-05-02,XLF
ACGL,ACGL-V61-008,2024-03-18,2024-03-18,HEALTHY_RUSH,-0.14117493788571034,0.05126463716662777,0.04072805824856048,0.04071978372960601,CONTINUATION,-0.0179430791346884,0.24967182383791187,0.2468271321328992,True,True,19,125,2024-09-17,XLF
ACGL,ACGL-V61-009,2024-05-16,2024-05-16,HEALTHY_RUSH,-0.01632629691457721,0.3512151478108734,-0.26242642614161127,0.00035317030730208643,CONTINUATION,-0.04401940289566475,0.16231539244468784,0.012446914907555007,True,True,47,97,2024-11-14,XLF
ACGL,ACGL-V61-010,2024-09-17,2024-09-17,HEALTHY_RUSH,-0.06601662673670772,0.027951597937268535,-0.1670362767992299,0.009837585061229698,STRUCTURAL_BREAK,-0.18672551838938833,0.007897539585859814,-0.14686002847442647,False,False,107,13,2025-03-20,XLF
ACN,ACN-V61-001,2017-10-31,2017-10-31,HEALTHY_RUSH,-0.012542403454149031,0.0007142108779250034,-0.5355448336680662,-0.005819262411040485,CONTINUATION,0.004214531138508448,0.1572068990810107,0.0752235824928853,True,True,1,79,2018-05-03,XLK
ACN,ACN-V61-002,2018-09-26,2018-09-26,HEALTHY_RUSH,-0.042640891495590694,0.31618685527292534,-0.18253092769290746,-0.01234406369216462,LARGE_PULLBACK,-0.2201436564432,0.02693420156982196,0.02693420156982196,True,True,61,126,2019-03-29,XLK
ACN,ACN-V61-003,2019-07-10,2019-07-10,HEALTHY_RUSH,0.006667300470484028,0.03704095456633916,0.04204195694266619,-0.05742634268704905,CONTINUATION,-0.04960634870287561,0.11174029746007919,0.07040746221197036,True,True,63,119,2020-01-08,XLK
ACN,ACN-V61-004,2020-01-02,2020-01-02,HEALTHY_RUSH,-0.05734644313828596,0.10409860458221443,0.14883506672285335,-0.01483844055830863,LARGE_PULLBACK,-0.31360677022156247,0.042800851611472845,0.03512300304308158,True,True,55,121,2020-07-02,XLK
ACN,ACN-V61-005,2020-08-04,2020-08-04,HEALTHY_RUSH,0.010263489951356286,0.3092946300313719,-0.10420109643241543,-0.041137076326233646,TEMPORARY_PULLBACK,-0.05604227268479367,0.17672289836045563,0.1014511933311979,True,True,36,96,2021-02-03,XLK
ACN,ACN-V61-006,2020-12-11,2020-12-11,HEALTHY_RUSH,0.009181341560941414,-0.029670254277280317,0.279878880165216,-0.010789411522173609,CONTINUATION,-0.012542163987554256,0.19777193392387749,0.17177206257996613,True,True,32,94,2021-06-15,XLK
ACN,ACN-V61-007,2021-04-14,2021-04-14,HEALTHY_RUSH,0.02137258924018348,0.0371973657255642,-0.3947559712445305,0.004199089172910259,CONTINUATION,-0.017754049975751363,0.2143238842219053,0.1553051300003585,True,True,20,107,2021-10-12,XLK
ACN,ACN-V61-008,2021-07-14,2021-07-14,HEALTHY_RUSH,-0.028115573651055215,0.15827756623841083,-0.6583540147678737,-0.016562549361169146,CONTINUATION,-0.016571961913795508,0.32527513846517064,0.19667812080527658,True,True,3,117,2022-01-11,XLK
ACN,ACN-V61-009,2021-11-10,2021-11-10,HEALTHY_RUSH,-0.006529580775184174,0.08060193413310823,-0.8648393432477648,-0.045828519128198075,STRUCTURAL_BREAK,-0.225456293221043,0.13894835516612147,-0.22471182574189408,False,False,125,33,2022-05-12,XLK
ADBE,ADBE-V61-001,2017-04-05,2017-04-05,HEALTHY_RUSH,-0.009715986046888725,0.1768087433513037,-0.35248649088503936,0.007546297468616955,CONTINUATION,-0.006466982091617446,0.2077141875789401,0.13904070816401903,True,True,6,109,2017-10-04,XLK
ADBE,ADBE-V61-002,2017-08-04,2017-08-04,HEALTHY_RUSH,0.01508539270125997,-0.005972388788582861,-0.057501654557579454,-0.02630059610229125,CONTINUATION,-0.02125786512471961,0.36280545642951334,0.2881321215186161,True,True,35,120,2018-02-05,XLK
ADBE,ADBE-V61-003,2017-11-09,2017-11-09,HEALTHY_RUSH,-0.06457486207149499,-0.12708207387606285,-0.5831854936750244,0.010910808185128618,TEMPORARY_PULLBACK,-0.07904576210577385,0.32959546665167005,0.3103012173402715,True,True,17,125,2018-05-14,XLK
ADBE,ADBE-V61-004,2018-01-11,2018-01-11,HEALTHY_RUSH,-0.021195774903118858,-0.026505770032625886,-0.39505918282899,0.007031882103640917,CONTINUATION,-0.0199025753537192,0.36878042961997015,0.36878042961997015,True,True,19,126,2018-07-13,XLK
ADBE,ADBE-V61-005,2018-03-14,2018-03-14,HEALTHY_RUSH,-0.0057303133807034,0.023538433854014662,-0.6912045685035222,-0.04360871387584564,CONTINUATION,-0.028199979547335885,0.22852949300278902,0.22592018658575141,True,True,12,117,2018-09-12,XLK
ADBE,ADBE-V61-006,2018-09-12,2018-09-12,HEALTHY_RUSH,-0.020805677612783402,-0.06283620518970034,-0.2466203102354596,-0.008650052907672373,LARGE_PULLBACK,-0.23387730240876403,0.028753805054679615,-0.03995672676488227,False,True,71,13,2019-03-15,XLK
ADBE,ADBE-V61-007,2021-07-22,2021-07-22,HEALTHY_RUSH,0.0029557989843953525,0.39656406525067556,-0.10582769092646044,-0.023993013967045423,STRUCTURAL_BREAK,-0.18115056090046022,0.1037230681714636,-0.1809100627255058,False,False,118,85,2022-01-20,XLK
ADI,ADI-V61-001,2016-11-30,2016-11-30,NORMAL_RUSH,-0.02847905885675539,-0.03183259481989342,-0.7587952939597505,0.028813686470181205,TEMPORARY_PULLBACK,-0.07044714599794333,0.16148376526075503,0.09579765943991458,True,True,1,124,2017-06-02,XLK
ADI,ADI-V61-002,2017-11-02,2017-11-02,HEALTHY_RUSH,0.01898932734326131,0.18466192280323812,-0.20142319137220058,-0.005819262411040485,TEMPORARY_PULLBACK,-0.0845179699380858,0.07669942767351734,0.007283430566338067,False,True,66,51,2018-05-07,XLK
ADI,ADI-V61-003,2019-03-06,2019-03-06,HEALTHY_RUSH,0.0028111179492784633,0.3054258284103226,0.07588690892054306,-0.4459076546461835,TEMPORARY_PULLBACK,-0.09540461558622915,0.17361009317861975,0.03329789183449483,True,True,61,97,2019-09-04,XLK
ADI,ADI-V61-004,2019-05-06,2019-05-06,HEALTHY_RUSH,-0.010747343020491629,0.04066286674610897,0.23122633165235,-0.03664132342521452,LARGE_PULLBACK,-0.1594732474237618,0.09048829720637763,-0.03830328314355769,True,True,19,55,2019-11-01,XLK
ADI,ADI-V61-005,2019-07-24,2019-07-24,HEALTHY_RUSH,0.011958186692448747,-0.16571236105427,0.026581524945708812,0.01964035965424807,LARGE_PULLBACK,-0.16423282755096613,-0.01973666516413075,-0.02083353891275108,False,False,22,1,2020-01-23,XLK
ADI,ADI-V61-006,2020-12-09,2020-12-09,HEALTHY_RUSH,0.0,0.21218066688628168,0.007203337539115312,-0.024698457588318012,CONTINUATION,-0.00444388446729882,0.1921965447934808,0.1921965447934808,True,True,2,126,2021-06-11,XLK
ADI,ADI-V61-007,2021-04-13,2021-04-13,HEALTHY_RUSH,0.0029014912012517158,-0.08854080055297597,-0.2194076769106045,0.004199089172910259,TEMPORARY_PULLBACK,-0.08337516944761092,0.13120399821213513,0.06384955821984906,True,True,25,115,2021-10-11,XLK
ADI,ADI-V61-008,2021-06-11,2021-06-11,HEALTHY_RUSH,-0.08448163299346412,-0.05750466508030627,-0.2504276897473857,-0.0952185107459426,TEMPORARY_PULLBACK,-0.05143197671350219,0.1312512175270677,0.104788682713441,True,True,25,113,2021-12-09,XLK
ADI,ADI-V61-009,2021-11-09,2021-11-09,HEALTHY_RUSH,0.006792164233365483,0.015540835985730972,-0.6170956953891745,-0.045828519128198075,STRUCTURAL_BREAK,-0.20593933787925722,0.020540468454522065,-0.1712607941064247,False,False,85,8,2022-05-11,XLK
ADI,ADI-V61-010,2024-06-12,2024-06-12,HEALTHY_RUSH,0.007111594997013304,0.0922296063658915,0.1379895962802287,-0.04710720722196943,LARGE_PULLBACK,-0.15886596582508095,0.020508240093518815,-0.0819625065952524,False,True,36,22,2024-12-11,XLK
ADI,ADI-V61-011,2025-12-01,2025-12-01,HEALTHY_RUSH,-0.2125710396658409,-0.2796420229786022,-0.11196065015618478,0.07462061339691763,CONTINUATION,0.020589374708017916,0.6577160189223996,0.6577160189223996,True,True,12,126,2026-06-03,XLK
ADM,ADM-V61-001,2018-08-20,2018-08-20,HEALTHY_RUSH,-0.010967524210895752,0.04526129742872098,-0.38625354165298126,-0.016579214002970924,STRUCTURAL_BREAK,-0.21385009664227572,0.020090513978835434,-0.148257971615253,False,False,87,34,2019-02-21,XLP
ADM,ADM-V61-002,2020-09-09,2020-09-09,HEALTHY_RUSH,-0.02300377707454171,0.6652396737128313,0.18447942488759805,0.035076162603344396,CONTINUATION,-0.019326855952824018,0.29046817964258853,0.29046817964258853,True,True,10,126,2021-03-11,XLP
ADM,ADM-V61-003,2020-12-08,2020-12-08,HEALTHY_RUSH,-0.016539475113996227,0.03830939953676782,-0.012245273876116444,-0.024698457588318012,CONTINUATION,-0.03316132462856669,0.3826772877268756,0.35171447288765845,True,True,4,122,2021-06-10,XLP
ADM,ADM-V61-004,2022-01-13,2022-01-13,HEALTHY_RUSH,-0.04897485169266047,0.18819129580143157,-0.4889681007604914,0.02218186492853913,CONTINUATION,-0.03568366450514604,0.3926897058861949,0.033449049044397716,True,True,7,66,2022-07-18,XLP
ADM,ADM-V61-005,2022-11-22,2022-11-22,HEALTHY_RUSH,0.05965767906087294,0.34876437874539434,-0.5924197749240165,-0.06843238189167267,STRUCTURAL_BREAK,-0.24619614847432514,-0.0017407833055957944,-0.23656512300199983,False,False,121,5,2023-05-25,XLP
ADP,ADP-V61-001,2016-12-22,2016-12-22,NORMAL_RUSH,-0.034082400930877554,0.12127441132328964,-0.24554521165316098,-0.055619782130701526,TEMPORARY_PULLBACK,-0.07163749599700064,0.03058494774865883,0.007348251495623348,True,True,26,85,2017-06-26,XLI
ADP,ADP-V61-002,2018-06-05,2018-06-05,HEALTHY_RUSH,0.0,0.1243085420439376,0.16298538317714406,-0.058882240159807364,CONTINUATION,-0.005849708921120467,0.14314967495352504,0.11031002266022072,True,True,40,83,2018-12-03,XLI
ADP,ADP-V61-003,2018-09-04,2018-09-04,HEALTHY_RUSH,-0.07587074993108911,0.027160464492746006,-0.5012694553826118,-0.013246341161478221,LARGE_PULLBACK,-0.15491351912289486,0.06649284457771065,0.04780402482434476,True,True,77,122,2019-03-07,XLI
ADP,ADP-V61-004,2019-04-15,2019-04-15,HEALTHY_RUSH,0.009595899205535385,0.40602993270039145,0.18608207814265473,-0.16509753875146257,UNRESOLVED,-0.04692079902321811,0.0636759945317642,0.0022284390792659536,True,True,33,99,2019-10-14,XLI
ADP,ADP-V61-005,2021-07-07,2021-07-07,HEALTHY_RUSH,-0.03960972993571432,0.17994823956655892,0.027863280675972803,-0.04696573102967713,CONTINUATION,-0.02652021596191545,0.23069883977196204,0.2165066039845449,True,True,53,122,2022-01-04,XLI
ADP,ADP-V61-006,2021-11-16,2021-11-16,HEALTHY_RUSH,-0.003635322139519559,0.06231194709241206,-0.09393724598938868,-0.01862010631733338,STRUCTURAL_BREAK,-0.16189098352483688,0.05894044551387312,-0.10532022721601297,False,True,67,29,2022-05-18,XLI
ADP,ADP-V61-007,2024-11-22,2024-11-22,HEALTHY_RUSH,-0.005941441628433797,0.10456069181046235,0.24942269955629326,-0.05403866171358948,TEMPORARY_PULLBACK,-0.08347887031916401,0.07862453455244367,0.0733590074158923,True,True,91,124,2025-05-29,XLI
ADSK,ADSK-V61-001,2016-10-13,2016-10-13,NORMAL_RUSH,0.00535715554602989,0.2673171202875484,-0.20644401418128863,-0.18363235003894218,CONTINUATION,-0.02424592708462614,0.283446372192659,0.24101597226533866,True,True,15,94,2017-04-17,XLK
ADSK,ADSK-V61-002,2016-12-13,2016-12-13,NORMAL_RUSH,0.0150697746966173,0.046020001155088086,0.028877938953725896,-0.04164776755470313,TEMPORARY_PULLBACK,-0.07104300439323086,0.42952180263618533,0.32521657117040714,True,True,12,112,2017-06-15,XLK
ADSK,ADSK-V61-003,2018-09-25,2018-09-25,HEALTHY_RUSH,0.03959232966041437,0.31406344054922253,0.28800671432063446,-0.01234406369216462,LARGE_PULLBACK,-0.23861001065328868,0.057142890917449396,-0.015250934318086995,True,True,62,105,2019-03-28,XLK
ADSK,ADSK-V61-004,2019-05-03,2019-05-03,HEALTHY_RUSH,-0.02389463050513041,0.16238695449395113,0.054404179795507046,-0.03664132342521452,STRUCTURAL_BREAK,-0.209564229483017,-0.00011320996237085268,-0.16604412458821038,False,False,117,9,2019-10-31,XLK
ADSK,ADSK-V61-005,2020-02-03,2020-02-03,HEALTHY_RUSH,-0.027819796331092217,0.5605449163195015,-0.11139952669230196,0.03538192020411567,LARGE_PULLBACK,-0.3174746373888915,0.24560877120770974,0.20184684487683247,True,True,27,109,2020-08-03,XLK
ADSK,ADSK-V61-006,2020-07-29,2020-07-29,HEALTHY_RUSH,0.036421667446267625,0.27635723756380826,0.11476623823106546,-0.055749188472521805,TEMPORARY_PULLBACK,-0.07397005094345566,0.34164537988773636,0.1911487384657422,True,True,40,115,2021-01-28,XLK
ADSK,ADSK-V61-007,2020-12-14,2020-12-14,HEALTHY_RUSH,-0.051512752137578666,0.06687726127606153,-0.5692462169522295,-0.010789411522173609,LARGE_PULLBACK,-0.12218632170532617,0.11029036096795641,-0.05070577386833608,False,True,56,19,2021-06-16,XLK
ADSK,ADSK-V61-008,2021-08-24,2021-08-24,HEALTHY_RUSH,-0.03838422280029863,0.5797105990851936,0.06338108078322907,-0.050446387146415445,STRUCTURAL_BREAK,-0.38716392580321735,0.0035182856138520346,-0.38716392580321735,False,False,126,1,2022-02-23,XLK
AEE,AEE-V61-001,2016-03-14,2016-03-14,NORMAL_RUSH,-0.017660327566454193,0.09356655125170366,-0.4646070604070618,-0.4874011557430716,CONTINUATION,-0.03828623936315978,0.12232971842816642,0.028647877636511332,True,True,27,79,2016-09-12,XLU
AEE,AEE-V61-002,2016-06-13,2016-06-13,NORMAL_RUSH,-0.04462849289382609,-0.04644857842907191,0.2929682155783339,-0.14260348004886017,TEMPORARY_PULLBACK,-0.06846565636339697,0.05929858827193879,0.017047211848489896,False,True,84,16,2016-12-09,XLU
AEE,AEE-V61-003,2017-03-08,2017-03-08,NORMAL_RUSH,0.011455636551678472,0.296663077524434,-0.3450118939331618,0.0053405162125094606,CONTINUATION,0.0,0.13724263935446723,0.11658925540709908,True,True,1,120,2017-09-06,XLU
AEE,AEE-V61-004,2017-06-07,2017-06-07,HEALTHY_RUSH,0.0055584453434620595,0.008946497233976669,-0.44046429027823075,0.010247703116555575,CONTINUATION,-0.04775061194986385,0.15172749332504165,0.11496680399504977,True,True,20,112,2017-12-05,XLU
AEE,AEE-V61-005,2017-08-22,2017-08-22,HEALTHY_RUSH,-0.011920294153243916,-0.031995555840326206,-0.33091422600792847,0.0265097739313668,LARGE_PULLBACK,-0.1093883472542273,0.08512135720617531,-0.07551843393837487,False,False,117,59,2018-02-22,XLU
AEE,AEE-V61-006,2018-09-10,2018-09-10,HEALTHY_RUSH,0.0,0.06568761850879501,-0.03527671285190673,-0.008650052907672373,TEMPORARY_PULLBACK,-0.050456885021868736,0.1295053690898771,0.1295053690898771,True,True,12,126,2019-03-13,XLU
AEE,AEE-V61-007,2018-12-10,2018-12-10,HEALTHY_RUSH,0.029309832757386856,0.012067684469177387,-0.4999644069506789,0.4797712242959914,TEMPORARY_PULLBACK,-0.0995944861946203,0.09952945118393086,0.09952945118393086,True,True,10,126,2019-06-12,XLU
AEE,AEE-V61-008,2019-02-25,2019-02-25,HEALTHY_RUSH,-0.0016018918361402346,0.05192338143007025,0.10382072253019367,-0.45609914716073824,CONTINUATION,-0.009311244778064443,0.10681635265230272,0.07651982572086857,True,True,1,82,2019-08-23,XLU
AEE,AEE-V61-009,2019-05-24,2019-05-24,HEALTHY_RUSH,-0.016297713316445472,0.07856455299781417,-0.00201340488736082,0.09831308052106359,UNRESOLVED,-0.03263444544918215,0.07986653925026443,0.010141939501604691,True,True,3,86,2019-11-21,XLU
AEE,AEE-V61-010,2019-09-24,2019-09-24,HEALTHY_RUSH,-0.01102144698507912,0.0018233568002474776,-0.37117757355480147,-0.060948289796154714,STRUCTURAL_BREAK,-0.21876490148121996,0.10166998712664643,-0.1402217559350466,False,False,124,111,2020-03-25,XLU
AEE,AEE-V61-011,2020-02-20,2020-02-20,HEALTHY_RUSH,-0.023757269849457696,0.25866988041677386,-0.3213553805828144,0.06591233600667565,LARGE_PULLBACK,-0.2791900378209248,0.016460606109712783,-0.04071905833508782,False,True,22,9,2020-08-19,XLU
AEP,AEP-V61-001,2016-03-14,2016-03-14,NORMAL_RUSH,-0.002927978499347006,0.14121320899371104,-0.12325243007094597,-0.4874011557430716,CONTINUATION,-0.030520063836647293,0.11940071921635398,0.02482494256885648,True,True,27,79,2016-09-12,XLU
AEP,AEP-V61-002,2017-05-30,2017-05-30,HEALTHY_RUSH,-0.0015523646128698942,0.027706962986123185,-0.6196077393070077,0.0044021479700524085,CONTINUATION,-0.04269058748190746,0.10491290368193118,0.0956329573510799,True,True,32,118,2017-11-27,XLU
AEP,AEP-V61-003,2017-08-28,2017-08-28,HEALTHY_RUSH,-0.0132333413408392,-0.026547876876555132,-0.6108743167299662,0.029406252319593207,LARGE_PULLBACK,-0.12921224318137503,0.0563102877329511,-0.09898606238943686,False,False,113,66,2018-02-28,XLU
AEP,AEP-V61-004,2017-12-12,2017-12-12,HEALTHY_RUSH,-0.002364268797192759,0.2522853838602792,-0.15365362595393592,-0.003938859715452627,STRUCTURAL_BREAK,-0.15817362385500544,0.006840251048547685,-0.13371701903723754,False,False,39,3,2018-06-14,XLU
AEP,AEP-V61-005,2018-12-13,2018-12-13,HEALTHY_RUSH,0.011270117347161435,0.020452078587570588,-0.3616258581720663,0.4797712242959914,TEMPORARY_PULLBACK,-0.09445015841630477,0.14596351385222905,0.13963761116122497,True,True,13,125,2019-06-17,XLU
AEP,AEP-V61-006,2019-03-04,2019-03-04,HEALTHY_RUSH,0.012145938730968586,0.097581543271955,0.1429818489516921,-0.4459076546461835,CONTINUATION,-0.004789940496165435,0.13951798596119303,0.13702285554277638,True,True,1,119,2019-08-30,XLU
AEP,AEP-V61-007,2019-12-31,2019-12-31,HEALTHY_RUSH,-0.0019819121140700613,0.09039198840982499,-0.664494342151587,-0.01483844055830863,STRUCTURAL_BREAK,-0.25423222154886893,0.11151384826017363,-0.11855790342190531,False,False,56,32,2020-07-01,XLU
AEP,AEP-V61-008,2022-04-04,2022-04-04,HEALTHY_RUSH,0.01743553853474733,0.20890189780682888,0.03592935695342747,-0.42915453924106906,LARGE_PULLBACK,-0.127506788717327,0.061524946150677495,-0.0850175563314981,False,False,124,110,2022-10-04,XLU
AEP,AEP-V61-009,2022-06-03,2022-06-03,HEALTHY_RUSH,0.010172178814934485,-0.026631648599088287,-0.2996666214179661,0.003340830111316584,LARGE_PULLBACK,-0.19193655932053288,0.039786151785413226,-0.0508379134342406,False,False,90,68,2022-12-02,XLU
AEP,AEP-V61-010,2024-09-13,2024-09-13,HEALTHY_RUSH,-0.018943537029054713,0.07090502274779631,0.010877725889199663,0.009837585061229698,LARGE_PULLBACK,-0.12450337427605251,0.053731187289281834,0.037000741479968235,True,True,78,115,2025-03-18,XLU
AEP,AEP-V61-011,2025-08-12,2025-08-12,HEALTHY_RUSH,-0.07589507240167448,-0.0254785367419178,-0.168081405527836,-0.1033246711610456,CONTINUATION,-0.04955797630605241,0.11390255943401284,0.10892210556104898,True,True,26,76,2026-02-11,XLU
AEP,AEP-V61-012,2025-10-10,2025-10-10,HEALTHY_RUSH,-0.00696502183579506,0.110035227405054,-0.8860091564600021,0.04146088028941469,CONTINUATION,-0.020877156764852578,0.19039988805018648,0.1757316239482365,True,True,60,123,2026-04-14,XLU
AES,AES-V61-001,2016-07-06,2016-07-06,NORMAL_RUSH,-0.0329547912531325,-0.008968173611632269,-0.22147407025142182,0.17896375354411387,TEMPORARY_PULLBACK,-0.0814792857146398,0.09394714882324595,-0.03734366678003631,False,True,104,56,2017-01-04,XLU
AES,AES-V61-002,2018-05-01,2018-05-01,HEALTHY_RUSH,-0.040912336903435875,0.3665676406565832,-0.1593032347474948,-0.011523690585184265,CONTINUATION,-0.03931182792483601,0.27024439756720087,0.2007779032588639,True,True,5,117,2018-10-29,XLU
AES,AES-V61-003,2019-01-31,2019-01-31,HEALTHY_RUSH,-0.10164419279796855,-0.09212640479617029,-0.41704836459091743,-0.09869545814783809,CONTINUATION,-0.028266428984108583,0.12324580315596978,0.07255482146125636,False,True,83,37,2019-08-01,XLU
AES,AES-V61-004,2019-11-26,2019-11-26,HEALTHY_RUSH,-0.10672394447262623,0.10312724791190175,-0.1181321147758656,-0.167475008219091,STRUCTURAL_BREAK,-0.4865197701374462,0.12954866808094723,-0.32237885070561356,False,False,76,55,2020-05-29,XLU
AES,AES-V61-005,2020-10-08,2020-10-08,HEALTHY_RUSH,0.026830918686325367,0.10200576822209806,-0.04525053695670142,0.0003854628752046896,CONTINUATION,-0.006172916918723459,0.5080438826241929,0.44388318167672014,True,True,1,88,2021-04-12,XLU
AES,AES-V61-006,2022-11-30,2022-11-30,HEALTHY_RUSH,0.022063989374321302,0.10381649247144487,-0.11123530397041553,-0.07123970618393549,STRUCTURAL_BREAK,-0.3082446356602605,0.01210218068464286,-0.29247522582966623,False,False,124,9,2023-06-02,XLU
AFL,AFL-V61-001,2016-05-02,2016-05-02,NORMAL_RUSH,-0.015523316151617728,0.12904568487806833,-0.0564448412923326,-0.04207083855918184,CONTINUATION,-0.02020519716383329,0.08704753135004806,0.002606659112627918,True,True,39,84,2016-10-28,XLF
AFL,AFL-V61-002,2017-06-02,2017-06-02,HEALTHY_RUSH,-0.02510278616334438,0.3897288283227148,-0.3382140527127169,0.010247703116555575,CONTINUATION,-0.015013670728495465,0.16669218606766245,0.16669218606766245,True,True,2,126,2017-11-30,XLF
AFL,AFL-V61-003,2018-08-27,2018-08-27,HEALTHY_RUSH,-0.007969277719991785,0.11244823153705241,-0.05395546633155984,-0.014439646409688991,LARGE_PULLBACK,-0.11219950632796427,0.05802624843440274,0.05802624843440274,True,True,43,126,2019-02-28,XLF
