evaluation_id,event_id,accession_number,cik,filing_date,matched_items,primary_document_url,collection_status
STRUCTURAL-EVAL-0001104659-25-092977,SEC8K-0001104659-25-092977,0001104659-25-092977,0000831001,2025-09-24,2.06,https://www.sec.gov/Archives/edgar/data/831001/000110465925092977/c-20250924x8k.htm,PENDING
STRUCTURAL-EVAL-0000829224-25-000067,SEC8K-0000829224-25-000067,0000829224-25-000067,0000829224,2025-09-25,2.05,https://www.sec.gov/Archives/edgar/data/829224/000082922425000067/sbux-20250923.htm,PENDING
STRUCTURAL-EVAL-0001193125-25-225852,SEC8K-0001193125-25-225852,0001193125-25-225852,0000040704,2025-10-01,2.05,https://www.sec.gov/Archives/edgar/data/40704/000119312525225852/d935094d8k.htm,PENDING
STRUCTURAL-EVAL-0001467858-25-000136,SEC8K-0001467858-25-000136,0001467858-25-000136,0001467858,2025-10-14,2.06,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000136/gm-20251007.htm,PENDING
STRUCTURAL-EVAL-0001104659-25-100648,SEC8K-0001104659-25-100648,0001104659-25-100648,0000024545,2025-10-20,2.05,https://www.sec.gov/Archives/edgar/data/24545/000110465925100648/tm2529052d1_8k.htm,PENDING
STRUCTURAL-EVAL-0001628280-25-046107,SEC8K-0001628280-25-046107,0001628280-25-046107,0000006951,2025-10-23,2.05,https://www.sec.gov/Archives/edgar/data/6951/000162828025046107/amat-20251023.htm,PENDING
STRUCTURAL-EVAL-0000915913-25-000153,SEC8K-0000915913-25-000153,0000915913-25-000153,0000915913,2025-10-27,2.06,https://www.sec.gov/Archives/edgar/data/915913/000091591325000153/alb-20251023.htm,PENDING
STRUCTURAL-EVAL-0000021665-25-000052,SEC8K-0000021665-25-000052,0000021665-25-000052,0000021665,2025-10-31,2.05,https://www.sec.gov/Archives/edgar/data/21665/000002166525000052/cl-20251031.htm,PENDING
STRUCTURAL-EVAL-0000048465-25-000053,SEC8K-0000048465-25-000053,0000048465-25-000053,0000048465,2025-11-04,2.05,https://www.sec.gov/Archives/edgar/data/48465/000004846525000053/hrl-20251104.htm,PENDING
STRUCTURAL-EVAL-0001193125-25-276232,SEC8K-0001193125-25-276232,0001193125-25-276232,0000883241,2025-11-12,2.05,https://www.sec.gov/Archives/edgar/data/883241/000119312525276232/d48382d8k.htm,PENDING
STRUCTURAL-EVAL-0001140361-25-042498,SEC8K-0001140361-25-042498,0001140361-25-042498,0001097864,2025-11-17,2.06,https://www.sec.gov/Archives/edgar/data/1097864/000114036125042498/ef20059530_8k.htm,PENDING
STRUCTURAL-EVAL-0001104659-25-113746,SEC8K-0001104659-25-113746,0001104659-25-113746,0000056873,2025-11-18,2.06,https://www.sec.gov/Archives/edgar/data/56873/000110465925113746/tm2531591d1_8k.htm,PENDING
STRUCTURAL-EVAL-0000047217-25-000068,SEC8K-0000047217-25-000068,0000047217-25-000068,0000047217,2025-11-25,2.05,https://www.sec.gov/Archives/edgar/data/47217/000004721725000068/hpq-20251125.htm,PENDING
STRUCTURAL-EVAL-0001001250-25-000115,SEC8K-0001001250-25-000115,0001001250-25-000115,0001001250,2025-12-01,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125025000115/el-20240201.htm,PENDING
STRUCTURAL-EVAL-0001193125-25-307535,SEC8K-0001193125-25-307535,0001193125-25-307535,0000075677,2025-12-04,2.05|2.06,https://www.sec.gov/Archives/edgar/data/75677/000119312525307535/d50663d8k.htm,PENDING
STRUCTURAL-EVAL-0001104659-25-118905,SEC8K-0001104659-25-118905,0001104659-25-118905,0000056873,2025-12-05,2.06,https://www.sec.gov/Archives/edgar/data/56873/000110465925118905/tm2532855d1_8ka.htm,PENDING
STRUCTURAL-EVAL-0000037996-25-000238,SEC8K-0000037996-25-000238,0000037996-25-000238,0000037996,2025-12-15,2.06,https://www.sec.gov/Archives/edgar/data/37996/000003799625000238/f-20251209.htm,PENDING
STRUCTURAL-EVAL-0001628280-25-056882,SEC8K-0001628280-25-056882,0001628280-25-056882,0000877212,2025-12-15,2.05|2.06,https://www.sec.gov/Archives/edgar/data/877212/000162828025056882/zbra-20251209.htm,PENDING
STRUCTURAL-EVAL-0000712515-26-000002,SEC8K-0000712515-26-000002,0000712515-26-000002,0000712515,2026-01-06,2.04,https://www.sec.gov/Archives/edgar/data/712515/000071251526000002/ea-20260106.htm,PENDING
STRUCTURAL-EVAL-0000874761-26-000006,SEC8K-0000874761-26-000006,0000874761-26-000006,0000874761,2026-01-16,2.06,https://www.sec.gov/Archives/edgar/data/874761/000087476126000006/aes-20260116.htm,PENDING
STRUCTURAL-EVAL-0000769397-26-000006,SEC8K-0000769397-26-000006,0000769397-26-000006,0000769397,2026-01-22,2.05,https://www.sec.gov/Archives/edgar/data/769397/000076939726000006/adsk-20260122.htm,PENDING
STRUCTURAL-EVAL-0001104659-26-007986,SEC8K-0001104659-26-007986,0001104659-26-007986,0001048911,2026-01-29,2.05,https://www.sec.gov/Archives/edgar/data/1048911/000110465926007986/tm263979d1_8k.htm,PENDING
STRUCTURAL-EVAL-0001051470-26-000008,SEC8K-0001051470-26-000008,0001051470-26-000008,0001051470,2026-02-04,2.05,https://www.sec.gov/Archives/edgar/data/1051470/000105147026000008/cci-20260204.htm,PENDING
STRUCTURAL-EVAL-0001327811-26-000004,SEC8K-0001327811-26-000004,0001327811-26-000004,0001327811,2026-02-04,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1327811/000132781126000004/wday-20260130.htm,PENDING
STRUCTURAL-EVAL-0001104659-26-012358,SEC8K-0001104659-26-012358,0001104659-26-012358,0000031462,2026-02-10,2.05,https://www.sec.gov/Archives/edgar/data/31462/000110465926012358/ecl-20260210x8k.htm,PENDING
STRUCTURAL-EVAL-0001944048-26-000016,SEC8K-0001944048-26-000016,0001944048-26-000016,0001944048,2026-02-17,2.05,https://www.sec.gov/Archives/edgar/data/1944048/000194404826000016/kvue-20260217.htm,PENDING
STRUCTURAL-EVAL-0001193125-26-076557,SEC8K-0001193125-26-076557,0001193125-26-076557,0001512673,2026-02-26,2.05,https://www.sec.gov/Archives/edgar/data/1512673/000119312526076557/d108590d8k.htm,PENDING
STRUCTURAL-EVAL-0001792044-26-000010,SEC8K-0001792044-26-000010,0001792044-26-000010,0001792044,2026-02-26,2.05,https://www.sec.gov/Archives/edgar/data/1792044/000179204426000010/vtrs-20260223.htm,PENDING
STRUCTURAL-EVAL-0001437749-26-006112,SEC8K-0001437749-26-006112,0001437749-26-006112,0001280452,2026-02-27,4.02,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006112/mpwr20260225_8k.htm,PENDING
STRUCTURAL-EVAL-0000320187-26-000017,SEC8K-0000320187-26-000017,0000320187-26-000017,0000320187,2026-03-05,2.05,https://www.sec.gov/Archives/edgar/data/320187/000032018726000017/nke-20260227.htm,PENDING
STRUCTURAL-EVAL-0001001250-26-000013,SEC8K-0001001250-26-000013,0001001250-26-000013,0001001250,2026-04-01,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125026000013/el-20240201.htm,PENDING
STRUCTURAL-EVAL-0001285785-26-000058,SEC8K-0001285785-26-000058,0001285785-26-000058,0001285785,2026-04-08,2.06,https://www.sec.gov/Archives/edgar/data/1285785/000128578526000058/mos-20260408.htm,PENDING
STRUCTURAL-EVAL-0000021665-26-000022,SEC8K-0000021665-26-000022,0000021665-26-000022,0000021665,2026-05-01,2.05,https://www.sec.gov/Archives/edgar/data/21665/000002166526000022/cl-20260430.htm,PENDING
STRUCTURAL-EVAL-0001628280-26-029103,SEC8K-0001628280-26-029103,0001628280-26-029103,0001374310,2026-05-01,2.05,https://www.sec.gov/Archives/edgar/data/1374310/000162828026029103/cboe-20260501.htm,PENDING
STRUCTURAL-EVAL-0001679788-26-000049,SEC8K-0001679788-26-000049,0001679788-26-000049,0001679788,2026-05-05,2.05,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000049/coin-20260505.htm,PENDING
STRUCTURAL-EVAL-0000858877-26-000075,SEC8K-0000858877-26-000075,0000858877-26-000075,0000858877,2026-05-13,2.05,https://www.sec.gov/Archives/edgar/data/858877/000085887726000075/csco-20260513.htm,PENDING
STRUCTURAL-EVAL-0000829224-26-000088,SEC8K-0000829224-26-000088,0000829224-26-000088,0000829224,2026-05-15,2.05,https://www.sec.gov/Archives/edgar/data/829224/000082922426000088/sbux-20260513.htm,PENDING
STRUCTURAL-EVAL-0000896878-26-000024,SEC8K-0000896878-26-000024,0000896878-26-000024,0000896878,2026-05-20,2.05,https://www.sec.gov/Archives/edgar/data/896878/000089687826000024/intu-20260520.htm,PENDING
STRUCTURAL-EVAL-0001037540-26-000026,SEC8K-0001037540-26-000026,0001037540-26-000026,0001037540,2026-05-29,2.06,https://www.sec.gov/Archives/edgar/data/1037540/000103754026000026/bxp-20260527.htm,PENDING
STRUCTURAL-EVAL-0001415404-26-000020,SEC8K-0001415404-26-000020,0001415404-26-000020,0001415404,2026-06-01,2.04,https://www.sec.gov/Archives/edgar/data/1415404/000141540426000020/sats-20260601x8k.htm,PENDING
STRUCTURAL-EVAL-0001001250-26-000028,SEC8K-0001001250-26-000028,0001001250-26-000028,0001001250,2026-06-03,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125026000028/el-20240201.htm,PENDING
