atomicTransactionIdV1,accessionNumber,transactionDateMatch,transactionCodeMatch,transactionSharesMatch,transactionPricePerShareMatch,acquiredDisposedCodeMatch,sharesOwnedFollowingTransactionMatch,directOrIndirectOwnershipMatch,isDerivativeMatch,exactMatch,bulkCandidateFound
ea9407aa97b4642e1cf53a60899ec2f54eb22b769d4390464c42fd44ac5556cd,0001065280-24-000146,True,True,True,True,True,True,True,True,True,True
bbaa44c7abbe8dff2ea8742144bd232d93a872a769447d22984cd7e10194e9a9,0001065280-25-000356,True,True,True,True,True,True,True,True,True,True
6bd1a95fba3a3395e3587039c2dd9179dfa2dcac607344145f7ac0fe2fc887ab,0001065280-24-000146,True,True,True,True,True,True,True,True,True,True
de7538e42197ce7055b9d442011559fc678a2ef62fd4c1c782e20db3972c1740,0001127602-16-062295,True,True,True,True,True,True,True,True,True,True
10558bda10dcee336ad4c19f176f24f0073e2f81b4e90fef60e5bb7eb00180d7,0001127602-18-021715,True,True,True,True,True,True,True,True,True,True
c637f6cc99bd69ac687ee11ee2bb5244466defd9c73ac4ade18b34990ad720bf,0001108524-25-000236,True,True,True,True,True,True,True,True,True,True
a76561f7b34573344356e6e590ef027542584c4b0b767f82e8e7ff49fdfce416,0001127602-19-002683,True,True,True,True,True,True,True,True,True,True
29c1dd94510d526dfdc89963d84f5fc0f9e0e9e9df8c8ca03520dc042cfc2103,0001127602-17-030214,True,True,True,True,True,True,True,True,True,True
a5b8a0df317bc93563d5a18dea3d52d635fccda2518a917d9e2bad37d95e4ccb,0001141391-23-000047,True,True,True,True,True,True,True,True,True,True
c9be57d667754173ef596379f47ce708742baf0ec8b24513c8d672a385611e64,0000895345-23-000156,True,True,True,True,True,True,True,True,True,True
15ca5b24a1a8d99e15de19f6e3192e28faf82809449bdd372f35a0bd56d4cff5,0001141391-18-000066,True,True,True,True,True,True,True,True,True,True
e8e2e0dc1a8f5c9c1b373acdd640383e48bad63cf652988381f247b1ee0e36fd,0001141391-18-000066,True,True,True,True,True,True,True,True,True,True
0b935fb029472e0e3540d37715d8d5eabe0aa1ca87348940c3213e15dab262f8,0001209191-16-099798,True,True,True,True,True,True,True,True,True,True
db23b780fdf5768256c740c206c1a14c8f1ff7f95c2256ca25b0dc1071b7207f,0001209191-19-058885,True,True,True,True,True,True,True,True,True,True
193da9b17cfb5c0f831cfc6d8d0710899d6935ba756ec110031f9a41551fd586,0001209191-15-000795,True,True,True,True,True,True,True,True,True,True
780c24bf9c8bc09e11505f47b02689bb20417c95a45b666c88b926aeeb607d86,0001209191-22-011795,True,True,True,True,True,True,True,True,True,True
6698c05c7a460660a1ec72505cbd679c425eb0383620475e86b704b17cff8e33,0001209191-19-004206,True,True,True,True,True,True,True,True,True,True
6064b9ef6f91834405fd432e89789080b97a7f1e64df259bc58ec8b59cfdf971,0001164727-12-000020,True,True,True,True,True,True,True,True,True,True
8b524e1df1bec71542d8d0274d821bc94cddc92cb694034a6dec6f95f8b8d46a,0001062993-23-005609,True,True,True,True,True,True,True,True,True,True
9548ecf59f111f77c5efa7fb728aced52bde5b0876af88482cdd363b52959eac,0001164727-15-000005,True,True,True,True,True,True,True,True,True,True
3c01afb27b6e4b9aff8da0e8bcef0ba644f11a2b20e900fe7841c95ac2f6bca7,0001164727-21-000076,True,True,True,True,True,True,True,True,True,True
8a0b6fd11720f26eeb7f1abf3cfbb16e610ca27e09216c89b28ce9bccd14da0c,0001062993-22-010787,True,True,True,True,True,True,True,True,True,True
1d7ba36364df1cf6b75269a3fc5b7f9efd4b864f2759a1804c0619235cea33aa,0001283699-21-000064,True,True,True,True,True,True,True,True,True,True
1ac138792623a203cf3eb4c415012cde6f0b44d4f05feeb4c893ca3547b5382a,0001283699-20-000039,True,True,True,True,True,True,True,True,True,True
67fbace02c68cee0c03751665f930e29890e5e5e1377a7a2f968954de12058dd,0001181431-13-010507,True,True,True,True,True,True,True,True,True,True
a436280a310b4e11a13106ac8e2efbc79ff61e5478b2f203c6ce6d26ab95a263,0001181431-12-054716,True,True,True,True,True,True,True,True,True,True
7813ee87e187f38819f338d2a6330c927b43c9d168a3ddc0faf68506d971a1c0,0001283699-21-000155,True,True,True,True,True,True,True,True,True,True
809c2a5b36090a6cf2d82bc2f8c2fef354769deef1f13dafab2a463ef12cb65b,0001771364-20-000003,True,True,True,True,True,True,True,True,True,True
f2a37fc2cc8d1196a3a2cca1a028c8037e4c91602a0402b44844539d7010a245,0001494732-13-000006,True,True,True,True,True,True,True,True,True,True
965651f2f9f5d6d277d5cd3b47cd9352425f64ca07e9bb82f5f7e31c33c7fee4,0001104659-26-021746,True,True,True,True,True,True,True,True,True,True
8fee93e2ac639103cbf1edc9b9268eeca72902082a2336d106b711e27ce88542,0001771340-19-000014,True,True,True,True,True,True,True,True,True,True
ad0f4f776c06937e5ebb60272339d0b3fcf8fc695422ee1a5b490b85452aa16e,0001494731-12-000006,True,True,True,True,True,True,True,True,True,True
5858fd5691c54583ae1cab26898c97cdc7722fd435268b4f9c356bb41fc659fe,0001140361-13-002002,True,True,True,True,True,True,True,True,True,True
e69c82dd1df1b17e18e129c8ce800efcc2c6d82fc8c5450797bc01f6f012d6de,0001326160-24-000052,True,True,True,True,True,True,True,True,True,True
bfeaf4ef75abb2e6f428880fa4752fd5bfb49f383618154e099ee5e97e5a015d,0001326160-19-000004,True,True,True,True,True,True,True,True,True,True
13200fdefa92fa2b10b63a359fb7ed3cffa47be9c4c916f642446115c507b81b,0001326160-16-000434,True,True,True,True,True,True,True,True,True,True
f4da866fea5967ec59cd21af65c5e3b0ab57bd276de3c3e43f3f42120e642d89,0001326160-15-000170,True,True,True,True,True,True,True,True,True,True
5433a511aa63bbda9ae653fe1782f3744d5a4fa8fe702270f3173aa11d61622e,0001326160-18-000123,True,True,True,True,True,True,True,True,True,True
47323b38e5a3e6900b3de0732db6988248c198c48e71f624ddc05a0eed6b32d6,0000950103-24-008261,True,True,True,True,True,True,True,True,True,True
393edc4169d83c0b21b22fc98030f0ec089bbcdfb2f6cdc79c8deb05f35554ea,0000950103-23-017184,True,True,True,True,True,True,True,True,True,True
b611672c6db1b25f41107589a6fb725cd2e70c300f5b7d589ad91ebddfb4bc74,0000950103-23-017184,True,True,True,True,True,True,True,True,True,True
48bd0bb880eabb0b9c1578d322d77ce4c74a178099a13db01a179e9b4097ed41,0001127602-17-007056,True,True,True,True,True,True,True,True,True,True
96fa80b829c99054422cbb6c6f100219c4406cef58548f2bb6228e24716d41dc,0001127602-19-026665,True,True,True,True,True,True,True,True,True,True
e00a5dfa4f69cd861cea6986777370a25fb75ec23ac0a2c94c1797678f9c2e9f,0001127602-18-030546,True,True,True,True,True,True,True,True,True,True
303b65058e12c9dd08201b6a5d2ae68e856578fe1b0b55d3c980f2aa7fc8bc93,0001341439-25-000004,True,True,True,True,True,True,True,True,True,True
1a3b0957f3c26b4c552d368a9b2f0cfe2f362a2aa547956da4d3cad7fd465a26,0001127602-21-018811,True,True,True,True,True,True,True,True,True,True
025704c311f161caba36002dec1e6890b9dd4463f33b2dbbdf8f4b0a09cfbe4c,0001127602-23-019574,True,True,True,True,True,True,True,True,True,True
9bd766f7da734c64c4c97b87c758458e2b497916d4d2ca464a98eb56a1458b2e,0001127602-20-020464,True,True,True,True,True,True,True,True,True,True
3b9c2111f8ee19752cad109d7855eb16014b2d3d6d33b05d191b64db366133a2,0001127602-19-022757,True,True,True,True,True,True,True,True,True,True
9d21656a4ed1d0ec4a7f8ddd1df12e049180ef84c45401e89ba9a8101fda96b8,0001127602-19-033482,True,True,True,True,True,True,True,True,True,True
068d3ffc22b5331bcfa179593f05c35c61418ca4e92cbe0383bf22e3eebd468f,0001127602-17-033093,True,True,True,True,True,True,True,True,True,True
ec9da8c402de291c5358fa3d74865e88b55bf45f12d85d5a69b749a85cf70ed1,0001127602-24-027825,True,True,True,True,True,True,True,True,True,True
24e30caf9ae6f8194b299fdfbe4ce7fbf6eff7c3e1f80b671dc5f2c8b794659e,0001127602-18-034191,True,True,True,True,True,True,True,True,True,True
682d8a6b96792c66743f21baae0904a0651931f469d0e77f5be876799f9f6fc0,0001127602-22-010868,True,True,True,True,True,True,True,True,True,True
7e86c891621d174c29f37b7850108ab918c9e2bc92e9a07711e1be3d8cc230c0,0001179110-16-027030,True,True,True,True,True,True,True,True,True,True
1e7790ee1ef4bc8d53e8eecfd17cabe3835673945e081e0f1232120d8d936f7e,0001951400-26-000006,True,True,True,True,True,True,True,True,True,True
5a3235ddfc6b011dfffd6c45c3211ee6b915bb057d40804ff074f518ab6dd0a8,0001179110-17-007635,True,True,True,True,True,True,True,True,True,True
6ef80f06593a22bd0875c51482309430d2f34a57c3e8b5e39a48c2b29d0142da,0001179110-20-002128,True,True,True,True,True,True,True,True,True,True
0b1f3039a645589865c6a21bf74b0f4db4d8b8313abdaecb16c7a99871b59d10,0001179110-16-019782,True,True,True,True,True,True,True,True,True,True
32865de16945c9a0b66f81e5fdec90039cca2c65d5b928837bade1175bc31c13,0001209191-21-063755,True,True,True,True,True,True,True,True,True,True
23da8c5a5f194c1638bba22afcccd6f568c92d85026c4a6292f52d1db7581497,0001193125-25-228891,True,True,True,True,True,True,True,True,True,True
f029d4412f83034e4cc7de7c73163f316999c6e285e35a4f669d706a266f5b7a,0001193125-26-114847,True,True,True,True,True,True,True,True,True,True
d7e34d77dcf729348eb74561d65c7c85a7773527f29b638b75b4543bd47c3065,0001209191-17-012807,True,True,True,True,True,True,True,True,True,True
0809bbed340d29bae5d9783198153b353891f983a656463fb2fde75ccd871818,0001209191-21-049095,True,True,True,True,True,True,True,True,True,True
dcc3c307b464e1e308fcc2a6f8328be050415a3900dc9bcde67b2d458a00eeee,0001193125-26-129937,True,True,True,True,True,True,True,True,True,True
89dc6db5bd7c7fd91badcfd6d82ca53144408819a75adcb5c6a266124f8d9464,0001209191-17-052466,True,True,True,True,True,True,True,True,True,True
72d0901aafddf87a486f67f9ff348eeadd721c6ba4e0294c3074482963cd4b96,0001062993-21-005512,True,True,True,True,True,True,True,True,True,True
15734df55b1dba565769c3876ecd9a284f02ef24fe65ad19c703f7992258c180,0001707925-19-000039,True,True,True,True,True,True,True,True,True,True
35851a981054dbdc4b03b34cc3a3c747a77994519a08d42eadde1a9a069fb1dd,0001629436-26-000003,True,True,True,True,True,True,True,True,True,True
fce8e8dc6dd016e41c4dabd670258bd062af6c876bf58ad0678c7ea9b4dd8d42,0001707925-24-000064,True,True,True,True,True,True,True,True,True,True
dc91ac1b067756f780afba31565cabedc06003f38d153bfa5cd760d106cae60a,0001629436-26-000005,True,True,True,True,True,True,True,True,True,True
976a4dbbd5886a08f6a523640ae59eaa1bedc894ad691486f75fe3826964a75d,0001730168-25-000039,True,True,True,True,True,True,True,True,True,True
4836bc576b059f3b5d642c7ba5ffb8070664e896bbb020619cbb6b9fa3b626d9,0001730168-19-000050,True,True,True,True,True,True,True,True,True,True
8c742f43a389410f748b2d202032bee4360bac9d46e804c02d9e5b0c69054bdd,0001730168-20-000186,True,True,True,True,True,True,True,True,True,True
8a3a5220b8fba21266724570cf743cc8fbd91404c85d555fd44176092d47af51,0001730168-19-000050,True,True,True,True,True,True,True,True,True,True
d4eb90efbca76e8bdf722d95b1698261dd55037edd000f74ac13a7368cd5572d,0001730168-25-000100,True,True,True,True,True,True,True,True,True,True
9eafadca2d1fcfb9d34f469277a94c6cc5fed7730bfaf1b14381f6aa73b4ee8b,0001628280-25-042639,True,True,True,True,True,True,True,True,True,True
3bf05f5517f85c500b438a1fb87af71657e5175b85b2cd59a096e3ea41f28ef0,0001744489-21-000291,True,True,True,True,True,True,True,True,True,True
aefd4597de1aca56f21c6ffb3f657cb4e90a2c221b4ae0045a4acd07710fc2ea,0001744489-20-000027,True,True,True,True,True,True,True,True,True,True
0ff83c63a4505dd7cce78f82400f782262bdbb9db703945c25970c64f9dd9346,0001744489-19-000184,True,True,True,True,True,True,True,True,True,True
6c43157456f001bb0d37446ee72588570d34cad76b82079951328109342ff5e1,0001744489-24-000288,True,True,True,True,True,True,True,True,True,True
dc97bbd4c6a4443fdcaddf5ace7d4927c03648c190e6112dcd2c84d2985d6718,0001744489-22-000180,True,True,True,True,True,True,True,True,True,True
4cf943603214a281ee0c301bac17c3ff6bb713afd71dc81444dc58cc6fda7da9,0001744489-22-000180,True,True,True,True,True,True,True,True,True,True
