ticker,episode_id,signal_date,last_observed_session,sector_etf,damage_date,damage_wait_sessions,damage_triggered,damage_execution_date,damage_execution_price,scheduled_execution_date,scheduled_execution_price,uplift_vs_buy_hold_base,uplift_vs_scheduled_base,triggered_trough_improvement_base,outcome_end,uplift_vs_buy_hold_stress,uplift_vs_scheduled_stress,triggered_trough_improvement_stress,fold_id,feature_cutoff_date,path_label,path_minimum_return_63d,path_maximum_return_63d,path_terminal_return_63d,path_end,breakdown_severity_vol20,below_sma50_severity_vol63,relative_damage_21d,downside_acceleration_5_21,down_up_volume_ratio_20d,realized_vol_expansion_20_63
ACGL,ACGL-V61-005,2022-11-29,2022-11-29,XLF,2023-02-02,44.0,True,2023-02-03,58.356640275672085,2022-12-30,59.64035518009668,-0.0071143240581081,-0.0011427407349697,0.0017869996475392,2023-06-01,-0.0071923632198456,-0.001141024048838,0.0017089604858018,F03,2023-02-01,RESUMED_UPTREND,-0.0014670247898133093,0.23928280753623277,0.18858999409088018,2023-05-04,0.0,0.0,0.049294380837886176,0.014877529277639693,0.9655260296777097,0.4322142056722441
ACGL,ACGL-V61-006,2023-07-03,2023-07-03,XLF,2023-08-17,32.0,True,2023-08-18,70.22385255902147,2023-08-03,73.03851160876867,-0.0012236658503783,-0.0019972695575749,0.0002157176607786,2024-01-02,-0.0012985239382197,-0.0019942691526311,0.0001408595729371,F03,2023-08-16,RESUMED_UPTREND,-0.0013460095044995901,0.21146854576845842,0.11266660551214058,2023-11-15,0.0,0.0,0.020520959246769555,-0.010159190286341439,0.7658726459071415,0.9546353292664816
ACGL,ACGL-V61-007,2023-10-31,2023-10-31,XLF,2023-11-29,20.0,True,2023-11-30,78.48716893780804,2023-12-01,79.59020746535393,-0.0073568308544074,-0.0006681218776096,0.0051893129185428,2024-05-02,-0.0074282487197285,-0.000667118189261,0.0051178950532217,F03,2023-11-28,TEMPORARY_PULLBACK,-0.10876416493676988,0.07161938805103696,0.05814525737150711,2024-03-01,0.0,0.0,0.0763081723984198,0.009161144383354247,1.126606365159129,1.676782878877378
ACGL,ACGL-V61-009,2024-05-16,2024-05-16,XLF,2024-07-11,37.0,True,2024-07-12,92.53193663407902,2024-06-18,94.80458404036236,-0.0014602126318166,-0.0012074554837182,0.0013631032583443,2024-11-14,-0.0015340666124579,-0.0012056415796364,0.001289249277703,F04,2024-07-10,RESUMED_UPTREND,-0.02608251367499037,0.18412370371890674,0.16587620124889546,2024-10-09,0.0,1.6892311359979857,0.0649756719203275,0.01773187122801445,1.2498784193798305,0.946581515401544
ACGL,ACGL-V61-010,2024-09-17,2024-09-17,XLF,2024-10-16,21.0,True,2024-10-17,102.78262141269612,2024-10-17,102.78262141269612,0.0046963998281834,0.0,0.0066896743239316,2025-03-20,0.0046252630253725,0.0,0.0066185375211207,F04,2024-10-15,LARGE_PULLBACK,-0.13193722907011807,0.009863191358588264,-0.06539648327130443,2025-01-17,0.0,0.6077488479132562,0.0925168091303743,0.00399129566646567,1.0945854073084862,1.6229658844390111
ACN,ACN-V61-002,2018-09-26,2018-09-26,XLK,2018-10-11,11.0,True,2018-10-12,140.18028949276035,2018-10-26,136.7724705743055,-0.0052836315006103,0.001119805296365,0.0070702614000408,2019-03-29,-0.0053528299161005,0.0011181230650736,0.0070010629845507,F01,2018-10-10,LARGE_PULLBACK,-0.13530939251461804,0.07913267382959832,-0.06247067848307464,2019-01-14,3.5160588687618333,4.042545474641409,0.00448740844116996,0.05872259240315125,0.9188289413503149,1.2053698583884431
ACN,ACN-V61-003,2019-07-10,2019-07-10,XLK,2019-10-01,58.0,True,2019-10-02,168.32844513705257,2019-08-09,173.0384676039027,-0.0044730003605097,-0.0013724016009581,0.0015276901852327,2020-01-08,-0.004546681942007,-0.0013703399060143,0.0014540086037354,F02,2019-09-30,RESUMED_UPTREND,-0.03913079730403313,0.12399426465810559,0.11525536423701732,2019-12-31,0.0,0.6083943086185177,0.04939135597129085,-0.005114649174391089,1.0050475223770416,1.1244435456318105
ACN,ACN-V61-004,2020-01-02,2020-01-02,XLK,2020-02-24,35.0,True,2020-02-25,184.51862852594695,2020-02-04,189.22215573362155,-0.002918804972251,-0.0012449029327787,0.0145176836909814,2020-07-02,-0.0029921710391209,-0.0012430327731398,0.0144443176241112,F02,2020-02-21,STRUCTURAL_BREAK,-0.29687797524710835,-0.035525418486749505,-0.047836848602579085,2020-05-22,0.0,0.0,0.001701463131969505,0.005220648355199705,0.9752376580187887,1.434205371459092
ACN,ACN-V61-005,2020-08-04,2020-08-04,XLK,2020-09-24,36.0,True,2020-09-25,193.524884714914,2020-09-03,222.6585364232775,-0.0082509757184729,-0.0070486217893215,-0.0003763024176736,2021-02-03,-0.0083213136012192,-0.0070380329734136,-0.0004466403004197,F02,2020-09-23,RESUMED_UPTREND,0.0009794293238654106,0.24658431655332436,0.20533573005247296,2020-12-23,0.5196506160681766,0.39624810667027094,-0.031678879019731154,0.029520079256981684,1.4402482864997326,0.9964241561416345
ACN,ACN-V61-006,2020-12-11,2020-12-11,XLK,2021-01-27,30.0,True,2021-01-28,228.0828592828811,2021-01-14,235.4129328435294,-0.0077980937319637,-0.0016322935061126,0.0014176175964122,2021-06-15,-0.007874393946381,-0.001629841387676,0.001341317381995,F02,2021-01-26,RESUMED_UPTREND,-0.016985057395157876,0.18912164429184042,0.183129907500446,2021-04-28,0.0,0.0,0.058688213409697654,0.007823791931059617,0.9849494177330804,0.6742214731888087
ACN,ACN-V61-009,2021-11-10,2021-11-10,XLK,2022-01-14,45.0,True,2022-01-18,322.695501715608,2021-12-13,350.32545176737074,0.0090764637006767,-0.0040962483461729,0.0091136870746341,2022-05-12,0.0090045945883878,-0.0040900947432492,0.0090418179623452,F02,2022-01-13,LARGE_PULLBACK,-0.1464229596210589,0.017291304323402645,-0.10987714117292291,2022-04-18,0.9053331093395637,2.4956302103608885,0.009028708164823651,0.036735986203632484,1.032516364164334,1.9028366708055928
ADBE,ADBE-V61-002,2017-08-04,2017-08-04,XLK,2017-09-20,32.0,True,2017-09-21,150.3800049,2017-09-06,155.1100006,-0.0135791644396934,-0.0015987070923508,0.0018903348924735,2018-02-05,-0.0136555201356918,-0.0015963054292176,0.0018139791964751,F01,2017-09-19,RESUMED_UPTREND,-0.03594291250455128,0.23632959200181203,0.16677776328746985,2017-12-19,0.0,0.0,-0.021615468309376773,0.012031006977102174,0.8626847524601998,0.6377958659032562
ADBE,ADBE-V61-003,2017-11-09,2017-11-09,XLK,2017-12-04,16.0,True,2017-12-05,167.6900024,2017-12-12,172.6900024,-0.01949525296983,-0.0013721690988892,-2.790399752772288e-05,2018-05-14,-0.0195643863817935,-0.0013701077532222,-9.703740949140728e-05,F01,2017-12-01,RESUMED_UPTREND,-0.0053432028447893964,0.28746139580914654,0.28746139580914654,2018-03-07,0.0,0.0,-0.0006507439568367301,0.031198318294344676,1.2176059575742024,0.7352726383741207
ADBE,ADBE-V61-006,2018-09-12,2018-09-12,XLK,2018-10-08,18.0,True,2018-10-09,254.1600037,2018-10-12,247.7400055,-0.0006182517085118,0.0011969020499694,0.0090777770736822,2019-03-15,-0.0006894343504044,0.0011951039998193,0.0090065944317895,F01,2018-10-05,LARGE_PULLBACK,-0.19447170377034007,0.023479567095877618,-0.07562138096709203,2019-01-09,0.0,0.0,-0.011419790504710647,0.02811129747119137,1.1549778517024556,0.9933254999521347
ADBE,ADBE-V61-007,2021-07-22,2021-07-22,XLK,2021-09-22,43.0,True,2021-09-23,632.289978,2021-08-23,645.8699951,0.0096597244054098,-0.0010870676655544,0.0096717493141575,2022-01-20,0.0095836890204284,-0.0010854346144797,0.0095957139291762,F02,2021-09-21,LARGE_PULLBACK,-0.12188537489739337,0.09949203983306631,-0.1095067654731573,2021-12-21,0.0,0.0,-0.016900101732257367,-0.0018976498885092358,1.171728399750008,0.9596272200298795
ADI,ADI-V61-002,2017-11-02,2017-11-02,XLK,2017-11-27,16.0,True,2017-11-28,74.25505004674628,2017-12-05,72.46125934494296,-0.0024792775689304,0.00115676277219,0.0021107924562908,2018-05-07,-0.0025512128127351,0.0011550250214056,0.0020388572124859,F01,2017-11-24,TEMPORARY_PULLBACK,-0.04955254742292903,0.11782229974986613,0.036319013875906636,2018-02-28,0.0,0.0,0.049570097059581486,0.012818036676224916,1.2164468407450317,1.1450732624308206
ADI,ADI-V61-003,2019-03-06,2019-03-06,XLK,2019-05-13,47.0,True,2019-05-14,92.45409652086168,2019-04-05,97.6583150783405,-0.002497239799942,-0.0027676353036165,0.003937885571094,2019-09-04,-0.0025711020755432,-0.0027634776141269,0.0038640232954929,F02,2019-05-10,RESUMED_UPTREND,-0.07318688101727833,0.2024350882946211,0.051166003266269744,2019-08-12,0.0,0.06920272483704405,0.0114779019783674,0.05117355808258733,0.843448050636267,0.9219454844901533
ADI,ADI-V61-004,2019-05-06,2019-05-06,XLK,2019-05-13,5.0,True,2019-05-14,92.45409652086168,2019-06-06,88.13935567784671,-0.0023995162778669,0.0021320884814295,0.0036589819361432,2019-11-01,-0.0024681472036029,0.0021288855443017,0.0035903510104071,F02,2019-05-10,RESUMED_UPTREND,-0.07318688101727833,0.2024350882946211,0.051166003266269744,2019-08-12,0.0,0.06920272483704405,0.0114779019783674,0.05117355808258733,0.843448050636267,0.9219454844901533
ADI,ADI-V61-005,2019-07-24,2019-07-24,XLK,2019-08-23,22.0,True,2019-08-26,93.31934795189215,2019-08-23,94.5657418964569,-0.0066718762261182,-0.0005647871788716,0.0004980882057926,2020-01-23,-0.006735401183797,-0.000563938725423,0.0004345632481137,F02,2019-08-22,TEMPORARY_PULLBACK,0.016118683451318283,0.12456116055492772,0.04950051983460191,2019-11-21,0.0,2.1394267824079627,0.09562414613700992,-0.03224308946362765,0.8600911328696298,0.9491145080015729
ADI,ADI-V61-007,2021-04-13,2021-04-13,XLK,2021-04-30,13.0,True,2021-05-03,140.89765722473635,2021-05-13,135.05129565985447,-0.0048860444050906,0.0020044114412418,0.0024751919782822,2021-10-11,-0.004958612908104,0.0020014003073791,0.0024026234752688,F02,2021-04-29,RESUMED_UPTREND,-0.04746665255929361,0.12880601006745707,0.0977271190345721,2021-07-30,0.0,0.0,0.038390069067032684,-0.00856676671207828,0.7634494428658088,0.7649599486319998
ADI,ADI-V61-008,2021-06-11,2021-06-11,XLK,2021-07-16,24.0,True,2021-07-19,145.8300441541823,2021-07-14,154.97201651429336,-0.0079596232211898,-0.002963934675316,-0.0001485902498429,2021-12-09,-0.0080306494769453,-0.0029594820944318,-0.0002196165055983,F02,2021-07-15,RESUMED_UPTREND,-0.009100078243545529,0.11745428840417005,0.05279635418647688,2021-10-14,0.0,0.0,0.07089283813729208,-0.004100158879272466,1.2374238174571375,0.6817604465204262
ADI,ADI-V61-009,2021-11-09,2021-11-09,XLK,2021-12-14,24.0,True,2021-12-15,164.5031076289789,2021-12-10,172.65371417769987,0.0066773208531031,-0.0023839098279807,0.0084112480417447,2022-05-11,0.0066050410116191,-0.0023803285913839,0.0083389682002609,F02,2021-12-13,LARGE_PULLBACK,-0.1698392254973281,0.018436762509744353,-0.09607497769432427,2022-03-16,0.0,0.0,0.045685203342741176,0.009172866554454066,1.1112367707481403,1.0019661267766808
ADM,ADM-V61-001,2018-08-20,2018-08-20,XLP,2018-11-15,62.0,True,2018-11-16,36.68076864581997,2018-09-20,39.89532030052847,0.0027456190083191,-0.0039727731136147,0.0060252252596701,2019-02-21,0.002677517775829,-0.0039668050017767,0.0059571240271801,F01,2018-11-14,LARGE_PULLBACK,-0.13477478461343184,0.022896205501140354,-0.07579729570953853,2019-02-20,0.0,4.687795211121751,0.06209916281349581,0.022157102602856575,1.1650448658758907,1.883792124483333
ADM,ADM-V61-005,2022-11-22,2022-11-22,XLP,2023-01-04,28.0,True,2023-01-05,77.14063457572585,2022-12-23,84.07853836343179,0.0058749202655871,-0.0039614856616543,0.0063564715392033,2023-05-25,0.0058087510155389,-0.0039555345064288,0.0062903022891551,F03,2023-01-03,LARGE_PULLBACK,-0.1357045115283757,0.023266637975615012,-0.07576472190281547,2023-04-05,0.9140909930196732,2.5762966806724354,-0.025421934484258057,0.04817194904264416,1.3859431968407137,0.6544231446488139
ADP,ADP-V61-001,2016-12-22,2016-12-22,XLI,2017-02-01,26.0,True,2017-02-02,77.4412568380209,2017-01-26,83.28005890815743,-0.0040286457202509,-0.0034937822406952,-7.935834561989541e-05,2017-06-26,-0.0040982582893864,-0.0034885336945149,-0.0001489709147552,F01,2017-01-31,TEMPORARY_PULLBACK,0.010918775544735082,0.1101104830331765,0.029354311547755918,2017-05-03,1.1863604683794504,0.0,0.03839442116754799,0.016132004676308917,0.9675876464883877,0.7104073743800011
ADP,ADP-V61-002,2018-06-05,2018-06-05,XLI,2018-08-01,40.0,True,2018-08-02,110.45318499267144,2018-07-06,112.58681748959997,-0.006301731438314,-0.0009506660973508,-0.000493744859247,2018-12-03,-0.0063756629901838,-0.0009492379559927,-0.0005676764111168,F01,2018-07-31,TEMPORARY_PULLBACK,0.004072152662674577,0.14987611552469327,0.039942381303814445,2018-10-30,0.0,0.14860838162994658,0.04911223692641009,0.016970536796917148,0.8173427463688444,0.7952734894029017
ADP,ADP-V61-005,2021-07-07,2021-07-07,XLI,2021-09-01,40.0,True,2021-09-02,184.1312148109261,2021-08-06,191.236954253854,-0.0103724503456392,-0.0019470083806978,0.0017788906516836,2022-01-04,-0.0104482433549335,-0.0019440834807769,0.0017030976423892,F02,2021-08-31,RESUMED_UPTREND,-0.043085202897348185,0.15553397274131608,0.10172696407340487,2021-12-01,0.0,0.0,0.026980106342840204,-0.004549044957147464,1.2572384177322449,1.055084038146129
ADP,ADP-V61-006,2021-11-16,2021-11-16,XLI,2022-01-14,41.0,True,2022-01-18,204.33868150851072,2021-12-17,208.09090918645825,0.0034418045935262,-0.0008846418281669,0.0062703424089676,2022-05-18,0.0033694323453048,-0.0008833128719903,0.006197970160746,F02,2022-01-13,LARGE_PULLBACK,-0.14190156031817136,0.04781973358924452,-0.0018255204466185448,2022-04-18,0.0,0.9318073183399973,0.010938160092777371,0.041480317738379825,1.1782644369774167,1.094431704798546
ADSK,ADSK-V61-001,2016-10-13,2016-10-13,XLK,2016-11-02,14.0,True,2016-11-03,68.91000366,2016-11-14,74.37000275,-0.0123995951633262,-0.0039340518249229,0.0008634998041719,2017-04-17,-0.0124741838515334,-0.0039281418822716,0.0007889111159649,F01,2016-11-01,RESUMED_UPTREND,-0.015579494687978368,0.22903324518054302,0.22903324518054302,2017-02-03,0.0,0.0,-0.0024921140089088634,0.014044402621792042,1.1775718157953226,0.864916159698955
ADSK,ADSK-V61-003,2018-09-25,2018-09-25,XLK,2018-10-09,10.0,True,2018-10-10,141.6600037,2018-10-25,127.1900024,-0.003726668455664,0.0046487441651211,0.0074412853610961,2019-03-28,-0.003795037186002,0.004641760573486,0.007372916630758,F01,2018-10-08,LARGE_PULLBACK,-0.17177657004713753,0.03611930336223179,-0.04304909613727104,2019-01-10,0.22669059186019128,0.0,0.01879963005296237,0.055018180459227184,1.5560962390176338,0.6139094992583354
ADSK,ADSK-V61-004,2019-05-03,2019-05-03,XLK,2019-05-24,15.0,True,2019-05-28,161.5200043,2019-06-05,162.3200073,0.0039382354096547,-0.000226033675584,0.0061142406543952,2019-10-31,0.0038696785305657,-0.000225694115731,0.0060456837753062,F02,2019-05-23,TEMPORARY_PULLBACK,-0.11350950790093406,0.08044908264149031,-0.10687256898494557,2019-08-23,0.0,0.0,-0.014362509356346975,0.0312695901059049,1.1866960177270063,1.3553962125593901
ADSK,ADSK-V61-005,2020-02-03,2020-02-03,XLK,2020-02-25,15.0,True,2020-02-26,188.5899963,2020-03-05,185.4700012,-0.0128407321607273,0.0007817211666514,0.0131253419525588,2020-08-03,-0.0129117160516885,0.0007805468233865,0.0130543580615977,F02,2020-02-24,STRUCTURAL_BREAK,-0.2716756646934363,0.06854818933624607,0.06854818933624607,2020-05-26,0.4836207448890452,0.0,-0.005794742301549749,0.06470624256497931,1.2913223529250772,1.2527166715178988
ADSK,ADSK-V61-006,2020-07-29,2020-07-29,XLK,2020-08-11,9.0,True,2020-08-12,229.3000031,2020-08-28,244.8500061,-0.0115803922647175,-0.0032535681565015,0.0016755472057422,2021-01-28,-0.0116524659422216,-0.0032486804727411,0.001603473528238,F02,2020-08-10,RESUMED_UPTREND,-0.03422346618863237,0.14782111582849566,0.14782111582849566,2020-11-09,0.0,0.7678956525432388,0.10361687135145758,0.01968635018111314,0.9180431527414636,0.6559849146281114
ADSK,ADSK-V61-007,2020-12-14,2020-12-14,XLK,2021-01-27,29.0,True,2021-01-28,277.1600037,2021-01-15,311.7399902,0.0005261804764447,-0.005987604155816,0.0041002078682942,2021-06-16,0.0004540859970511,-0.0059786092572343,0.0040281133889005,F02,2021-01-26,RESUMED_UPTREND,-0.0744871284258436,0.12707061047835322,0.09419683945940593,2021-04-28,0.3963816401517031,0.0,0.07284384925563991,0.055120150074828796,1.3082637146983422,0.8467950371222925
ADSK,ADSK-V61-008,2021-08-24,2021-08-24,XLK,2021-08-31,5.0,True,2021-09-01,311.7999878,2021-09-24,290.5,0.0149987218647911,0.003117840525859,0.0149987218647911,2022-02-23,0.0149301582309785,0.0031131567393906,0.0149301582309785,F02,2021-08-30,STRUCTURAL_BREAK,-0.1803347375511578,0.07594575310716012,-0.1802702266019538,2021-11-30,0.0,0.0,0.060280762059557014,0.06365793001393774,1.4258951965065503,1.571760864149548
AEE,AEE-V61-001,2016-03-14,2016-03-14,XLU,2016-04-20,26.0,True,2016-04-21,35.22406246341829,2016-04-14,35.75079223986988,-0.002375287724857,-0.0007335848494549,0.0009714181251263,2016-09-12,-0.0024489839283978,-0.0007324828191355,0.0008977219215855,F01,2016-04-19,RESUMED_UPTREND,-0.023534624627072787,0.13954500252907187,0.10648424481299545,2016-07-20,0.0,0.0,0.016095506605443788,-0.00773629533372839,1.435813433486642,0.7254804984233999
AEE,AEE-V61-002,2016-06-13,2016-06-13,XLU,2016-08-05,38.0,True,2016-08-08,38.23464234361258,2016-07-14,39.32705750184893,-0.0005929436553659,-0.0014359791419715,0.0036826997552283,2016-12-09,-0.00066844603434,-0.0014338219374516,0.0036071973762544,F01,2016-08-04,TEMPORARY_PULLBACK,-0.07284928606394692,0.022476136804763014,-0.029537760441904815,2016-11-03,0.0,0.0,0.03774025732264846,-0.0026019403709844485,0.8876431773382143,0.7005805436665747
AEE,AEE-V61-003,2017-03-08,2017-03-08,XLU,2017-05-01,37.0,True,2017-05-02,41.800081644716585,2017-04-07,42.09179829038808,-0.0051883298390065,-0.0003534170472989,0.0006411329313487,2017-09-06,-0.0052644056521233,-0.0003528861253454,0.0005650571182318,F01,2017-04-28,TEMPORARY_PULLBACK,-0.0017790728985157545,0.06024986297314783,0.0418638823140578,2017-07-31,0.0,0.0,0.01521759443564119,0.005360486011703221,1.0341970981358932,0.7637788326133615
AEE,AEE-V61-004,2017-06-07,2017-06-07,XLU,2017-06-29,16.0,True,2017-06-30,42.34603858640805,2017-07-10,41.92822730470574,-0.0073404954443676,0.0004776206780341,0.0007953753528781,2017-12-05,-0.0074132162927735,0.0004769031707558,0.0007226545044722,F01,2017-06-28,RESUMED_UPTREND,-0.017367519292223466,0.1135281463289286,0.07467329370614739,2017-09-28,1.459625136644759,0.09947818314434557,0.012484480067543657,0.01726054066496873,0.7633105114780507,0.9202799493211794
AEE,AEE-V61-005,2017-08-22,2017-08-22,XLU,2017-09-27,25.0,True,2017-09-28,45.01559995869572,2017-09-22,46.01319666529302,0.0022594902705783,-0.0010744508209939,0.0039529859363707,2018-02-22,0.0021866556658106,-0.0010728367236165,0.0038801513316031,F01,2017-09-26,TEMPORARY_PULLBACK,-0.0013810229329764834,0.11429575138744674,0.02081142999011165,2017-12-27,0.0,0.0,0.014939692784952996,-0.0012974208974430657,0.9772088647422758,1.2575109438763727
AEE,AEE-V61-008,2019-02-25,2019-02-25,XLU,2019-04-16,36.0,True,2019-04-17,57.64780082403113,2019-03-27,60.83280552630932,-0.0036500385666033,-0.0027721897985408,0.000641514958343,2019-08-23,-0.0037254155611745,-0.0027680252670458,0.000566137963772,F02,2019-04-15,RESUMED_UPTREND,-0.005222118462935743,0.10003708745145024,0.08995262060390563,2019-07-17,0.0,0.0,0.02930633014589834,-0.008315671756413604,1.1058209412260052,0.604200727922595
AEE,AEE-V61-010,2019-09-24,2019-09-24,XLU,2019-10-15,15.0,True,2019-10-16,62.49597212537876,2019-10-24,63.642606736378696,0.0045515416081824,-0.0008722406886233,0.008478698885491,2020-03-25,0.0044801238007541,-0.0008709303621007,0.0084072810780627,F02,2019-10-14,TEMPORARY_PULLBACK,-0.027968366663957966,0.03852121734412117,0.03852121734412117,2020-01-15,0.901666384281801,0.9945279315793458,0.00621110611966047,0.032606145927365694,0.7804714691335409,0.9095985927780994
AEE,AEE-V61-011,2020-02-20,2020-02-20,XLU,2020-05-06,53.0,True,2020-05-07,59.13475566717304,2020-03-23,52.70163713954534,-0.0064597430607553,0.0045151468737967,0.0054638059135363,2020-08-19,-0.0065220930417605,0.0045083639791441,0.005401455932531,F02,2020-05-05,RESUMED_UPTREND,-0.021334411114590557,0.18442546807065563,0.15935058871890728,2020-08-05,0.0,0.8895246993019303,0.07508188216602196,0.040057739198373334,0.9585327251881761,0.6490633020021964
AEP,AEP-V61-001,2016-03-14,2016-03-14,XLU,2016-04-20,26.0,True,2016-04-21,44.394820088826336,2016-04-14,45.79785720366264,-0.0017982373835947,-0.0015625781927359,0.0009690129366805,2016-09-12,-0.0018725133121046,-0.0015602308043642,0.0008947370081705,F01,2016-04-19,RESUMED_UPTREND,-0.022605867537825564,0.12853877014289505,0.09813623437105345,2016-07-20,0.0,0.0,0.00274748948027681,0.010946593743331904,0.9569311932267546,0.6182894464475841
AEP,AEP-V61-002,2017-05-30,2017-05-30,XLU,2017-06-29,22.0,True,2017-06-30,50.9039686385684,2017-06-29,50.94044993109063,-0.0058662232924633,-3.505616478460816e-05,0.001049953949186,2017-11-27,-0.0059397066543689,-3.5003501542618665e-05,0.0009764705872804,F01,2017-06-28,TEMPORARY_PULLBACK,-0.020545978518956787,0.08004684016770902,0.02137217193051244,2017-09-28,1.249822192532641,0.0,0.015076407838576444,0.02753313652995933,1.2004670203679784,1.1201685393407699
