signal_date,ticker,guard_state,deterioration_flags,horizon_months,outcome_end,forward_return,forward_trough_return,fold_id
2020-07-31,NKE,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.3744012041523066,-0.00286846926415929,F02
2020-07-31,KO,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.035570960215288494,-0.01989809507023732,F02
2021-04-30,KO,PASS,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2021-10-31,0.06008508899917109,-0.013257417958487117,F02
2020-07-31,LIN,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.008701753708463045,-0.11172115200612842,F02
2021-05-31,LIN,PASS,,6,2021-11-30,0.0656734851620615,-0.05850808179892397,F02
2020-07-31,GOOGL,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.228105694348961,-0.05279750996649679,F02
2020-07-31,MA,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.027646207005780354,-0.06337763301040111,F02
2021-04-30,MA,PASS,OPERATING_CASH_FLOW_DIRECTION,6,2021-10-31,-0.11966788941963113,-0.12620115654617847,F02
2020-07-31,PEP,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-01-31,0.006334102720027657,-0.04153729838642961,F02
2020-08-31,DUK,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2021-08-31,0.3547047882447565,-0.014065386901085941,F02
2020-08-31,DUK,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-02-28,0.08721514377434536,-0.014065386901085941,F02
2020-09-30,ORCL,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2021-03-31,0.18465195919317035,-0.06507364284045825,F02
2020-09-30,ORCL,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2021-09-30,0.48279537188840704,-0.06507364284045825,F02
2020-11-30,EOG,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2021-05-31,0.7340934881369934,-0.007465748337343259,F02
2020-11-30,EOG,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2021-11-30,0.9205300964708494,-0.007465748337343259,F02
2021-04-30,BA,PASS,REVENUE_DIRECTION|LEVERAGE_DIRECTION,6,2021-10-31,-0.11642695181351503,-0.11821944126894568,F02
2021-05-31,MRK,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2021-11-30,0.05270917831576116,-0.009355369494682075,F02
2021-05-31,XOM,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2021-11-30,0.05468737612509522,-0.0829519115570232,F02
2021-07-31,NEE,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-01-31,0.011874247387301695,-0.06092058143563339,F02
2021-07-31,V,PASS,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2022-01-31,-0.07919536401521543,-0.22580266488413103,F02
2021-07-31,SLB,PASS,OPERATING_CASH_FLOW_DIRECTION,6,2022-01-31,0.3669651538511476,-0.08289978273258436,F02
2022-02-28,GE,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,12,2023-02-28,0.14104048410912218,-0.3590421762720716,F03
2022-02-28,NEM,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-02-28,-0.31417144208027603,-0.4126359685248593,F03
2022-02-28,NEM,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-08-31,-0.3656249215415318,-0.3656249215415318,F03
2022-02-28,SHW,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2022-08-31,-0.11376906753157945,-0.16597472847353756,F03
2022-10-31,SHW,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-04-30,0.061107417813590414,-0.06611477867102034,F03
