ticker,sector_etf,universe_role,signal_date,HERD_STATE,distinct_sale_owners_30d,sale_events_30d,exposed,execution_date,outcome_end,minimum_return_63d,terminal_return_63d,adverse_path,fold_id
AAPL,XLK,PRIMARY,2023-06-02,76.28141534391534,0,0,False,2023-06-05,2023-09-05,-0.02976397328158542,0.05778000929483618,False,OOS_2022_2023
AAPL,XLK,PRIMARY,2024-10-18,79.53042328042328,0,0,False,2024-10-21,2025-01-23,-0.0611891674509919,-0.05317123375170829,False,OOS_2024_2026Q2
AAPL,XLK,PRIMARY,2024-12-06,75.66137566137566,0,0,False,2024-12-09,2025-03-13,-0.14929875163517425,-0.14929875163517425,True,OOS_2024_2026Q2
AAPL,XLK,PRIMARY,2025-11-28,76.09953703703704,0,0,False,2025-12-01,2026-03-04,-0.12857649378524916,-0.07182751667240306,True,OOS_2024_2026Q2
ABBV,XLV,PRIMARY,2017-04-28,76.00859788359789,0,0,False,2017-05-01,2017-07-31,-0.01774950907241646,0.061047045881765793,False,OOS_2016_2018
ABBV,XLV,PRIMARY,2017-06-09,78.25727513227513,0,0,False,2017-06-12,2017-09-11,0.0,0.26250570076637225,False,OOS_2016_2018
ABBV,XLV,PRIMARY,2017-08-11,75.7936507936508,0,0,False,2017-08-14,2017-11-10,-0.013696671696669549,0.3569006060456852,False,OOS_2016_2018
ABBV,XLV,PRIMARY,2017-08-25,82.39087301587301,0,0,False,2017-08-28,2017-11-27,0.0,0.31049750270346954,False,OOS_2016_2018
ABBV,XLV,PRIMARY,2018-01-05,78.10019841269842,0,0,False,2018-01-08,2018-04-10,-0.09112462037593128,-0.052250636545566165,False,OOS_2016_2018
ABBV,XLV,PRIMARY,2019-12-20,75.12400793650792,0,0,False,2019-12-23,2020-03-25,-0.27566275335575186,-0.23736835082349195,True,OOS_2019_2021
ABBV,XLV,PRIMARY,2020-01-03,75.32242063492063,0,0,False,2020-01-06,2020-04-06,-0.2687760845267485,-0.14146388629629925,True,OOS_2019_2021
ABBV,XLV,PRIMARY,2020-02-07,75.88458994708995,0,0,False,2020-02-10,2020-05-11,-0.3192611092827329,-0.05845957440466032,True,OOS_2019_2021
ABBV,XLV,PRIMARY,2021-04-30,75.1901455026455,0,0,False,2021-05-03,2021-08-02,-0.028601622663175452,0.017937083544030674,False,OOS_2019_2021
ABBV,XLV,PRIMARY,2021-05-21,80.49768518518519,0,0,False,2021-05-24,2021-08-23,-0.0389096971219669,0.04124458450970847,False,OOS_2019_2021
ABBV,XLV,PRIMARY,2021-07-09,77.62070105820106,0,0,False,2021-07-12,2021-10-08,-0.08538502907314438,-0.04429606377130013,False,OOS_2019_2021
ABBV,XLV,PRIMARY,2021-08-20,77.52149470899471,0,0,False,2021-08-23,2021-11-19,-0.10857925501308807,-0.01433308550186363,False,OOS_2019_2021
ABBV,XLV,PRIMARY,2022-01-28,84.48247354497354,0,0,False,2022-01-31,2022-05-02,0.0,0.08939116780473011,False,OOS_2022_2023
ABBV,XLV,PRIMARY,2024-02-16,75.74404761904762,0,0,False,2024-02-20,2024-05-20,-0.08329628894718377,-0.05492583694056119,False,OOS_2024_2026Q2
ABBV,XLV,PRIMARY,2025-11-14,78.00099206349206,0,0,False,2025-11-17,2026-02-19,-0.07793978559851211,-0.033525375722509576,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-02-24,76.38888888888889,3,3,True,2017-02-27,2017-05-26,-0.0556316738935575,-0.010482393752810681,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-05-05,76.3640873015873,0,0,False,2017-05-08,2017-08-07,-0.03804857732878797,0.1095082050126539,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-06-02,82.10152116402116,0,0,False,2017-06-05,2017-09-01,-0.0055772475270768895,0.1038872368417274,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-08,77.30654761904762,1,1,False,2017-09-11,2017-12-08,-0.019828605518479314,0.046849799334135245,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-29,76.16567460317461,1,1,False,2017-10-02,2018-01-02,0.0,0.10055135949644556,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2017-12-22,76.14087301587301,1,5,False,2017-12-26,2018-03-28,-0.008085931725430706,0.04409226506938091,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2018-03-09,78.72850529100529,4,7,True,2018-03-12,2018-06-11,-0.09509597608092557,-0.002925456456059017,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-21,80.4646164021164,1,2,False,2018-09-24,2018-12-24,-0.07853341575567474,-0.07853341575567474,False,OOS_2016_2018
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-29,76.33101851851852,0,0,False,2021-02-01,2021-05-03,-0.05638987642647575,-0.02098197781215627,False,OOS_2019_2021
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-12,80.0760582010582,0,0,False,2024-01-16,2024-04-16,-0.03806221199633286,-0.035235335972066184,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-02-16,79.64616402116403,0,0,False,2024-02-20,2024-05-20,-0.11075212265097512,-0.11075212265097512,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-10-11,77.24867724867725,1,1,False,2024-10-14,2025-01-15,-0.042990502714957746,-0.042990502714957746,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-01,77.69510582010582,0,0,False,2024-11-04,2025-02-06,-0.05071808096790309,0.09556178098013901,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-24,77.95965608465607,0,0,False,2025-01-27,2025-04-28,-0.04233938445691998,0.005408497810854174,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2025-02-21,77.90178571428572,3,3,True,2025-02-24,2025-05-23,-0.08151153247746434,-0.022539940690368687,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2025-03-28,76.7443783068783,2,2,True,2025-03-31,2025-07-01,-0.065586082247578,0.031972760010527734,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2025-05-02,77.29001322751323,0,0,False,2025-05-05,2025-08-05,-0.08709695602600542,-0.009980020002651746,False,OOS_2024_2026Q2
ABT,XLV,INDEPENDENT_CURRENT_CONSTITUENTS,2025-06-13,77.1577380952381,0,0,False,2025-06-16,2025-09-16,-0.09670209946502584,-0.00488069484268161,False,OOS_2024_2026Q2
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-02,75.2066798941799,1,1,False,2016-09-06,2016-12-05,-0.06923632076589614,0.014378922964165541,False,OOS_2016_2018
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-25,75.49603174603175,1,1,False,2016-11-28,2017-03-01,0.0,0.1728743082334332,False,OOS_2016_2018
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,83.614417989418,1,1,False,2016-12-12,2017-03-15,-0.030599449312204596,0.08793080663565256,False,OOS_2016_2018
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2017-03-31,79.82804232804233,1,1,False,2017-04-03,2017-07-03,-0.01475744468908402,0.005202188720040635,False,OOS_2016_2018
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2017-04-21,77.99272486772486,0,0,False,2017-04-24,2017-07-24,-0.029491737600506385,0.030014698868482403,False,OOS_2016_2018
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2019-04-12,78.43915343915344,0,0,False,2019-04-15,2019-07-16,-0.009233708162989185,0.18559552661171286,False,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2019-05-24,76.48809523809524,1,1,False,2019-05-28,2019-08-26,0.0,0.14866053486695274,False,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2019-06-07,83.3912037037037,1,1,False,2019-06-10,2019-09-09,-0.011857664666394707,0.16713730053639875,False,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2019-09-27,77.50496031746032,0,0,False,2019-09-30,2019-12-30,-0.036207721614021415,0.017865625589537748,False,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2020-02-14,75.4050925925926,0,0,False,2020-02-18,2020-05-18,-0.5356023948410222,-0.49133426741006925,True,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-26,78.40608465608466,0,0,False,2021-03-29,2021-06-28,-0.04453023101308218,-0.002316549731356643,False,OOS_2019_2021
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2022-11-25,77.24867724867724,1,1,False,2022-11-28,2023-03-01,0.0,0.22319891323206953,False,OOS_2022_2023
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2023-07-21,77.00892857142857,0,0,False,2023-07-24,2023-10-20,-0.08621749256250177,0.0193373772911396,False,OOS_2022_2023
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2024-08-30,77.02546296296296,1,1,False,2024-09-03,2024-12-02,-0.1611478987595335,-0.07790240322101294,True,OOS_2024_2026Q2
ACGL,XLF,INDEPENDENT_CURRENT_CONSTITUENTS,2024-10-04,75.51256613756614,0,0,False,2024-10-07,2025-01-07,-0.13451424032194947,-0.09997675393617922,True,OOS_2024_2026Q2
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-05-27,77.43882275132276,0,0,False,2016-05-31,2016-08-29,-0.08136500346525066,-0.03463047597549629,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-07-21,83.91203703703704,0,0,False,2017-07-24,2017-10-20,-0.004452674163779147,0.10023462903258662,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-15,75.59523809523809,0,0,False,2017-09-18,2017-12-15,-0.019643903452512212,0.12559172013475695,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-06,76.78571428571428,0,0,False,2017-10-09,2018-01-09,-0.0005841577932554909,0.17530035819494105,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-12-08,84.72222222222221,0,0,False,2017-12-11,2018-03-14,-0.0011944900782272505,0.06841832209416321,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-02-16,81.90310846560847,0,0,False,2018-02-20,2018-05-21,-0.08727709370319092,-0.019295788562264993,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-03-09,75.44642857142857,0,0,False,2018-03-12,2018-06-11,-0.08868846924614437,0.015437667556208234,False,OOS_2016_2018
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-04-12,82.76289682539682,0,0,False,2019-04-15,2019-07-16,-0.04617962751596405,0.08337988729646661,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-07-05,78.86078042328043,0,0,False,2019-07-08,2019-10-04,-0.02869023366475021,-0.0035209589860993873,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-07-26,80.43154761904762,0,0,False,2019-07-29,2019-10-25,-0.07676718531586268,-0.06837317476369098,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-08-30,75.81018518518519,0,0,False,2019-09-03,2019-12-02,-0.06922082371825677,0.023997531543537898,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-20,75.6117724867725,0,0,False,2019-12-23,2020-03-25,-0.31582070830093045,-0.27710979508259315,True,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2021-04-09,76.61210317460316,0,0,False,2021-04-12,2021-07-12,-0.025336629996012494,0.08692449694065396,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-23,77.24041005291005,0,0,False,2021-07-26,2021-10-22,-0.009091374734456537,0.11242239863057457,False,OOS_2019_2021
ACN,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-19,76.7609126984127,1,1,False,2024-01-22,2024-04-22,-0.1435882188559967,-0.13224304257614194,True,OOS_2024_2026Q2
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-02,75.42989417989418,0,0,False,2016-09-06,2016-12-05,-0.04570051555555554,-0.014975875362318813,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-23,76.83531746031747,0,0,False,2016-09-26,2016-12-23,-0.07225433347255172,-0.020883884543574815,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-10-07,78.76157407407406,1,1,False,2016-10-10,2017-01-10,-0.08906990065037346,-0.008971034592083371,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-02-03,75.30588624338624,4,4,True,2017-02-06,2017-05-08,0.0,0.1804997043722676,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-01,78.67890211640211,0,0,False,2017-09-05,2017-12-04,-0.06293746159920244,0.09178120112871047,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-20,75.25628306878306,0,0,False,2017-10-23,2018-01-24,-0.026835561690917942,0.1488150241019075,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-05,75.90112433862434,0,0,False,2018-01-08,2018-04-10,0.0,0.21341335349043167,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-26,79.67096560846561,0,0,False,2018-01-29,2018-04-30,-0.06593347265052674,0.11789341122404107,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-03-02,75.1901455026455,1,1,False,2018-03-05,2018-06-04,0.0,0.1997537026942191,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-06-01,76.38062169312168,0,0,False,2018-06-04,2018-08-31,-0.06181417789813071,0.040143734303828005,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2018-07-13,80.83664021164022,0,0,False,2018-07-16,2018-10-12,-0.06584729653166821,-0.02281293296110576,False,OOS_2016_2018
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-02-14,80.52248677248677,1,1,False,2020-02-18,2020-05-18,-0.24772338547944395,-0.028718502639084376,True,OOS_2019_2021
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-07-03,76.69477513227513,0,0,False,2020-07-06,2020-10-02,-0.058109962692518335,0.05833092670148354,False,OOS_2019_2021
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-28,75.71097883597884,0,0,False,2020-08-31,2020-11-30,-0.13332945763141058,-0.06801848966074531,True,OOS_2019_2021
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2021-07-23,77.9431216931217,0,0,False,2021-07-26,2021-10-22,-0.10037048779722946,0.03669463554715602,False,OOS_2019_2021
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2023-06-09,82.53141534391534,0,0,False,2023-06-12,2023-09-12,0.0,0.1423846288736812,False,OOS_2022_2023
ADBE,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2024-02-02,76.72784391534391,1,1,False,2024-02-05,2024-05-06,-0.2659318214115781,-0.21714512878667724,True,OOS_2024_2026Q2
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-08-05,80.00992063492063,0,0,False,2016-08-08,2016-11-04,-0.053986686727210964,0.006468369354817316,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-23,76.90145502645504,0,0,False,2016-09-26,2016-12-23,-0.025208989156314754,0.19233211200808809,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,79.26587301587301,0,0,False,2016-11-14,2017-02-15,0.0,0.23476468947947393,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,90.15376984126983,1,1,False,2016-12-12,2017-03-15,-0.021673626690933867,0.15180017424163705,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-13,77.64550264550265,2,3,True,2017-10-16,2018-01-17,-0.040438739522171696,0.08155694742626607,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-27,85.22652116402116,1,1,False,2017-10-30,2018-01-31,-0.0666028325224326,0.011445573802974396,False,OOS_2016_2018
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2019-04-05,76.19047619047619,1,1,False,2019-04-08,2019-07-09,-0.13547757524328463,0.019482858817695625,True,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-06,77.68683862433863,0,0,False,2020-11-09,2021-02-10,-0.01906937955325161,0.1331790262281749,False,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-27,75.1901455026455,0,0,False,2020-11-30,2021-03-03,0.0,0.08749609475600373,False,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2020-12-18,77.66203703703704,0,0,False,2020-12-21,2021-03-24,0.0,0.059573135835764734,False,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2021-02-12,83.33333333333333,0,0,False,2021-02-16,2021-05-17,-0.09852898591419756,-0.07324825533988333,False,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2021-06-11,75.65310846560847,2,2,True,2021-06-14,2021-09-13,-0.05616228815250779,0.030278653146444734,False,OOS_2019_2021
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2023-03-31,82.09325396825396,3,4,True,2023-04-03,2023-07-05,-0.12171384673392482,-0.02735873820448853,True,OOS_2022_2023
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2024-05-24,75.69444444444444,0,0,False,2024-05-28,2024-08-27,-0.13743239289264675,-0.0029034720820870774,True,OOS_2024_2026Q2
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2024-06-07,77.10813492063492,2,2,True,2024-06-10,2024-09-10,-0.14789476634171728,-0.06708488922388178,True,OOS_2024_2026Q2
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2024-07-05,76.23181216931216,0,0,False,2024-07-08,2024-10-04,-0.1404815804213002,-0.018052420514085066,True,OOS_2024_2026Q2
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2025-12-05,82.2007275132275,1,1,False,2025-12-08,2026-03-11,-0.028982934782934455,0.1472057584060109,False,OOS_2024_2026Q2
ADI,XLK,INDEPENDENT_CURRENT_CONSTITUENTS,2026-01-09,80.72916666666667,2,3,True,2026-01-12,2026-04-14,0.0,0.1899936142680505,False,OOS_2024_2026Q2
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2018-06-22,75.06613756613757,0,0,False,2018-06-25,2018-09-24,-0.02226570332837796,0.079876322369004,False,OOS_2016_2018
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2018-07-13,78.1001984126984,0,0,False,2018-07-16,2018-10-12,-0.0010600818901542741,0.04218256570181911,False,OOS_2016_2018
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-03,84.98677248677248,1,1,False,2018-08-06,2018-11-02,-0.06564635380122674,-0.03467568967089618,False,OOS_2016_2018
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2019-12-20,82.58928571428571,0,0,False,2019-12-23,2020-03-25,-0.3580924214787019,-0.28384927524031156,True,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,79.56349206349206,0,0,False,2020-01-21,2020-04-21,-0.34528858546713426,-0.2181883453638308,True,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2020-02-07,77.19080687830689,1,1,False,2020-02-10,2020-05-11,-0.35331470501214013,-0.21828533145284978,True,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-14,78.89384920634922,0,0,False,2020-08-17,2020-11-13,-0.012264278412837282,0.1324097085888034,False,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-05,76.68650793650794,0,0,False,2021-03-08,2021-06-07,-0.038088427411623216,0.195250222433774,False,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2021-03-26,76.62863756613757,0,0,False,2021-03-29,2021-06-28,-0.0015763017994717687,0.07066678266055626,False,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2021-04-16,77.64550264550265,0,0,False,2021-04-19,2021-07-19,-0.02570440220544712,-0.02570440220544712,False,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2021-04-30,80.75396825396825,0,0,False,2021-05-03,2021-08-02,-0.10682685276845882,-0.07648922567848804,False,OOS_2019_2021
ADM,XLP,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-07,77.71164021164022,0,0,False,2022-01-10,2022-04-11,-0.022307718691015554,0.359535149883939,False,OOS_2022_2023
