queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,source_sha256,source_bytes,extracted_symbols,extraction_status,adjudication_status
IDENTITY-0001104659-16-116915,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-116915,0001001250,0001104659-16-116915,2016-05-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465916116915/a16-10329_18k.htm,a61987a48b13be0dc47e37737babdce7f6846e43a5e29b198be49b98b8119ae6,27122,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000045012-16-000295,P1_TEN_YEAR_WINDOW,SEC8K-0000045012-16-000295,0000045012,0000045012-16-000295,2016-05-04,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/45012/000004501216000295/hal_8kterminationagreement.htm,00aa417484994fc2d051beec9dd8c2b9e701d4185d1a53527a4363077b585644,21651,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001437107-16-000068,P1_TEN_YEAR_WINDOW,SEC8K-0001437107-16-000068,0001437107,0001437107-16-000068,2016-05-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1437107/000143710716000068/a8-k20160504.htm,af2d78792053f376edd42544628d5a23ccfedec08e8cbb8bd0b48eeffb832d21,39378,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001157523-16-005590,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-16-005590,0000849399,0001157523-16-005590,2016-05-12,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/849399/000115752316005590/a51339694.htm,53b4bc711d7714f379256eb5127ce880c025bd2df417c813aad214c458b9c6ab,34280,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-122983,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-122983,0001001250,0001104659-16-122983,2016-05-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465916122983/a16-12118_18ka.htm,53f4db8894242f2d1cba389bb0a0d888a65be32ebdb0afa9ca67ab3f63942fea,50675,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-610539,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-610539,0001109357,0001193125-16-610539,2016-06-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000119312516610539/d366527d8k.htm,7f27650c4478fd1aedb2aaeb8cc5ddc07750582bf77a548e5fb6cd3b019de18e,30900,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000950142-16-003884,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-16-003884,0001037038,0000950142-16-003884,2016-06-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014216003884/eh1600696_8k.htm,49ce17993bd4892d5b89f6cefc9658c39e491ab168857aac9f909aa9abaadccb,29309,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000885725-16-000037,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-16-000037,0000885725,0000885725-16-000037,2016-06-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572516000037/a2016restructuringprogramf.htm,f6cba583a1e8050cc180b995eaae3cf7edb3c6ec6f35842ecdd7651bc62e5bd9,76502,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-617925,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-617925,0001109357,0001193125-16-617925,2016-06-09,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000119312516617925/d208875d8k.htm,c23b751c459083e75f9d99be11037bdec8b46725d9345313ff0cf0165eb8c873,17705,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-127348,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-127348,0001001250,0001104659-16-127348,2016-06-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465916127348/a16-13387_18ka.htm,8ac8c72e4757404f45bc6b7b3dc20575838b0dbb9add50f39682a7579a99feb9,70139,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-130122,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-130122,0001137789,0001104659-16-130122,2016-06-29,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000110465916130122/a16-13969_18k.htm,14234b4d1902983cbd5f92dbafa98dc78a33cb32dcce4d0c61bbf9e373829374,25311,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000723125-16-000198,P1_TEN_YEAR_WINDOW,SEC8K-0000723125-16-000198,0000723125,0000723125-16-000198,2016-06-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/723125/000072312516000198/a2016q38-kearningsrelease.htm,4907f6f34c1f9996273dbb33ee7bd0e1efa3026217dea18f7e63f28f948b4d96,39896,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001274494-16-000082,P1_TEN_YEAR_WINDOW,SEC8K-0001274494-16-000082,0001274494,0001274494-16-000082,2016-07-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1274494/000127449416000082/a8-ktetrasunoperations.htm,03f3f6840a2bef92a97b88bb81feaec79c49be73ab8ed3b9a0cac43f1e694b30,22180,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-131996,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-131996,0001137789,0001104659-16-131996,2016-07-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000110465916131996/a16-14729_18k.htm,b7296e4837a4f542ca7449cb1f70d9a3e4110df4fb72cf40c05306fe03b5b4ba,28884,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001299933-16-002755,P1_TEN_YEAR_WINDOW,SEC8K-0001299933-16-002755,0000040704,0001299933-16-002755,2016-07-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000129993316002755/htm_53820.htm,044b4f7b4358b594d139c51b5bc8f5a5da05a2c2db424b7f3dff1e77e2aec296,10892,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001031296-16-000095,P1_TEN_YEAR_WINDOW,SEC8K-0001031296-16-000095,0001031296,0001031296-16-000095,2016-07-22,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1031296/000103129616000095/a8-kdated07192016.htm,0cd8de7a20e5aef04c0e0e2c08021d3f6712d95cf6f61bfec6a22fba629373a9,59948,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001171843-16-011295,P1_TEN_YEAR_WINDOW,SEC8K-0001171843-16-011295,0000008670,0001171843-16-011295,2016-07-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/8670/000117184316011295/f8k_072816.htm,3e4dae829314cdae49fe27786dcb416b043ed0f7bda9df2b12b8ecedb02dbd1d,10100,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-684126,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-684126,0000858877,0001193125-16-684126,2016-08-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/858877/000119312516684126/d410923d8k.htm,b368b79c358abbf890390938320fcec92d4717b0299b37220513f9c72ca74fe3,25589,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-142094,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-142094,0000217346,0001104659-16-142094,2016-08-30,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465916142094/a16-17707_18k.htm,3be44393c101d1fd2a2f0a7818f91db1cc50e40aaa08d7b4f23ca4376fc6474c,19913,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001521332-16-000119,P1_TEN_YEAR_WINDOW,SEC8K-0001521332-16-000119,0001521332,0001521332-16-000119,2016-08-31,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1521332/000152133216000119/a8-k2023notesredemption.htm,ec72322ea6c556291acb1de31d7e7e017e52f3a276fdd7e623dbbd3e45a76b16,25242,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-707902,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-707902,0000035527,0001193125-16-707902,2016-09-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/35527/000119312516707902/d249679d8k.htm,65624473d8e9343a92d38dbb6215d3977d6f638d23e96a0cde8aab71b4c74bd5,13967,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-713972,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-713972,0000877212,0001193125-16-713972,2016-09-20,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/877212/000119312516713972/d262284d8k.htm,a9bab0824a88f8300ab198e4a0193f9633aa5b2657573f2731952bdbbae640cc,12227,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-715958,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-715958,0000898293,0001193125-16-715958,2016-09-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/898293/000119312516715958/d248729d8k.htm,455b7ae8789a24bcd2cf6cc3b391d306501c68a0cfeb607042d8909c05fff595,17057,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-718442,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-718442,0001097864,0001193125-16-718442,2016-09-23,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312516718442/d174351d8k.htm,e0b9aff2b855d463485af4370f530d50ffdc60213f9c2267b477fe8abdefef45,12471,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000086521-16-000132,P1_TEN_YEAR_WINDOW,SEC8K-0000086521-16-000132,0001032208,0000086521-16-000132,2016-09-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1032208/000008652116000132/sre8k09292016.htm,85ee73ad51677bc5751f20bfd616b919b861b8385606e74b50ae256f4eadf13a,51303,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-731087,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-731087,0000788784,0001193125-16-731087,2016-10-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/788784/000119312516731087/d253089d8k.htm,f1d2007588ea1cc082cad04d82d08cd37568e9564b2554b1d4cec4d1fcb306be,32883,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-149114,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-149114,0000077476,0001104659-16-149114,2016-10-06,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/77476/000110465916149114/a16-18482_58k.htm,a50e49b6fc98858a9c2c0f1aa3a10321433763cf27ebcc48cc8876339f03b023,100106,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-731756,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-731756,0000707549,0001193125-16-731756,2016-10-06,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/707549/000119312516731756/d271204d8k.htm,8cbd2f1279156bedaf5b2560f2ac2b2ab83d0aa9ca9dbb713cb7182e0920f69c,20883,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-150081,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-150081,0000047217,0001104659-16-150081,2016-10-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000110465916150081/a16-19790_18k.htm,03aa62b88ccc401bd7c7c0c83eaf7e40900f33bd604028c63615bc7dfecc9d0d,41745,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001326160-16-000401,P1_TEN_YEAR_WINDOW,SEC8K-0001326160-16-000401,0001326160,0001326160-16-000401,2016-10-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000401/a10-12x16final8xk.htm,6544643d96d0eee623d9941a61dcf3aaacbc01ad815f7beea904ce51449f1533,47930,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000875320-16-000098,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-16-000098,0000875320,0000875320-16-000098,2016-10-17,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532016000098/a8-kbankofamericacreditagr.htm,f2f91aa08d5066336581cd37909e4e7d4b9cb2b95eec6793bd4c85bd59a31610,19740,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-16-151034,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-16-151034,0000217346,0001104659-16-151034,2016-10-20,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465916151034/a16-20196_18k.htm,ae51aab80d1182c9eff6a3dd24cfa5c863168f09ca2817fe101cf5e1e436e92f,25997,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-755300,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-755300,0000877212,0001193125-16-755300,2016-11-01,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/877212/000119312516755300/d284671d8k.htm,835a16409dfd14ad10c0732ec77cf0ad74f7a3d72a64bf59f989a2c2a1846971,19345,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-758809,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-758809,0001002047,0001193125-16-758809,2016-11-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1002047/000119312516758809/d286342d8k.htm,067dd6b1143e87bd87b03cd17791c6f696b1dfc0fd3d36103db4cf89214d9f71,13152,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001274494-16-000103,P1_TEN_YEAR_WINDOW,SEC8K-0001274494-16-000103,0001274494,0001274494-16-000103,2016-11-16,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1274494/000127449416000103/a8-kseries6andupdatedguida.htm,fbda44d65a80c8b1af9311ce337b42c054bf112634d1eb18d17ce0cf7c886276,24215,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001299933-16-003269,P1_TEN_YEAR_WINDOW,SEC8K-0001299933-16-003269,0000040704,0001299933-16-003269,2016-12-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000129993316003269/htm_54337.htm,9163d23cc5728641228cbdbc7967bddd5be5431db11db532b4b39c044fd393a5,9045,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-785958,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-785958,0000087347,0001193125-16-785958,2016-12-06,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312516785958/d287232d8k.htm,dc53cd49e38a3a8b8079155803170a980873dd8c1e497139c5b2b399b4239bc9,14786,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000065984-16-000736,P1_TEN_YEAR_WINDOW,SEC8K-0000065984-16-000736,0000065984,0000065984-16-000736,2016-12-08,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/65984/000006598416000736/a11016.htm,e105055019758388757467ba6418322d7db817f779baf4676cc4122c3789ec06,22704,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000079879-16-000121,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-16-000121,0000079879,0000079879-16-000121,2016-12-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987916000121/form8-kdecemberboardapprov.htm,11df385d958c989e0e96f60d6ef6876883c2585f3da58956b2a01aeeb917286b,35316,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-16-792063,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-16-792063,0001109357,0001193125-16-792063,2016-12-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000119312516792063/d314655d8k.htm,e05eeb909b2fa7bc61a58d67812edfd46330e70e03e982f0490b995678fbb4e5,31670,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001558370-16-010540,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-16-010540,0001164727,0001558370-16-010540,2016-12-13,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1164727/000155837016010540/nem-20161207x8k.htm,4fb9697b6e0e90a3e91fe862321e9f2f90968b037a1bbce9af3bfbb67b424e6f,27571,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000065984-17-000002,P1_TEN_YEAR_WINDOW,SEC8K-0000065984-17-000002,0000065984,0000065984-17-000002,2017-01-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/65984/000006598417000002/a00117.htm,2356ddbc522c2e90407d280e8620ac11a4366c4a2d279d4c77047ea74e0fc8c4,28220,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001031296-17-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001031296-17-000006,0001031296,0001031296-17-000006,2017-01-19,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1031296/000103129617000006/a8-kdated01192017.htm,9e4e1e93dea9096cc3e10db810ef6c95a8a37015c825c5de483a500a634cfc1e,55463,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-024491,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-024491,0001120193,0001193125-17-024491,2017-01-31,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1120193/000119312517024491/d338945d8k.htm,ae56f8829d242b19d63e4b840ccefc96a4b6e0913eb25eff372b7ab9e9d4980f,18554,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-17-000641,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-000641,0000048898,0001628280-17-000641,2017-01-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/48898/000162828017000641/form8-k_013117.htm,131f476b68741cf6b2701386df2b022eeefc55bf1c6d6028f1302662cf34c4ff,32454,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000202058-17-000006,P1_TEN_YEAR_WINDOW,SEC8K-0000202058-17-000006,0000202058,0000202058-17-000006,2017-02-01,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/202058/000020205817000006/fy178-kprojectmagnoliasale.htm,4b9e636eb1e4278d958bf7e5b2b2ac002a6c6df7191862c5268427c7bdfa7428,56408,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001157523-17-000513,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-17-000513,0000051253,0001157523-17-000513,2017-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/51253/000115752317000513/a51511037.htm,1ff083e21623a5a6c870b17ed5486ba5afbeaddb52f1ca71999e61d554f4ba54,21022,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-010115,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-010115,0001001250,0001104659-17-010115,2017-02-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917010115/a17-4646_18ka.htm,5241f6909a09217c973117adc0d160907f7eb4543f988b4e328684ad96dec4c7,71823,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-17-001659,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-001659,0000310158,0001628280-17-001659,2017-02-23,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/310158/000162828017001659/a8-k2017_2x23item206xmater.htm,475cad9713f641bef2da69db7b247223cf326240e1eb5c5feeceaaefc0d4592e,27140,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-059310,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-059310,0000277948,0001193125-17-059310,2017-02-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/277948/000119312517059310/d356673d8k.htm,3b343931ac7ae8fc451bb52683d92f118380fece21a405f2e434f8d272a76697,33716,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000047111-17-000015,P1_TEN_YEAR_WINDOW,SEC8K-0000047111-17-000015,0000047111,0000047111-17-000015,2017-02-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47111/000004711117000015/a8-k_02222017.htm,dc7c03c139785648520bf24ee3cffca12f357748400dfffef200977bf3aa0420,48164,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001467858-17-000060,P1_TEN_YEAR_WINDOW,SEC8K-0001467858-17-000060,0001467858,0001467858-17-000060,2017-03-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000060/a20170306form8k.htm,872bae1e34252754c7114595ffd4d28d47c296fc748e510cf5eb71aed65b9541,40803,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-077510,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-077510,0001137789,0001193125-17-077510,2017-03-10,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000119312517077510/d139153d8k.htm,5333941d4aeaa162101c7a6928407b40c6990f66852f45ef85ea0ccba9c87b77,16814,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-083635,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-083635,0000898293,0001193125-17-083635,2017-03-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/898293/000119312517083635/d360218d8ka.htm,e7ad3b51177792702cecda0ba00462719ade9d8d54527524d9b75de5490dd4bf,17113,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000950142-17-000715,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-17-000715,0001037038,0000950142-17-000715,2017-04-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014217000715/eh1700480_8k.htm,88833dfa4a5fad75086fbf02ae15ddb50410b33739d15fb5545dda6aafdf3b06,26843,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001381197-17-000009,P1_TEN_YEAR_WINDOW,SEC8K-0001381197-17-000009,0001381197,0001381197-17-000009,2017-04-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1381197/000138119717000009/ibkr_8k-20170418.htm,c0eb0de6fd01919f72ab85e06e83832990ec5a76296a9daf3367e323e8d8da62,31797,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000920148-17-000040,P1_TEN_YEAR_WINDOW,SEC8K-0000920148-17-000040,0000920148,0000920148-17-000040,2017-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/920148/000092014817000040/form8-kpr42517.htm,f3976d4edb37c2afe1b668dbc5a0050efd7fef6ad264aedacb1b87ffd9e1d78e,23884,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000822416-17-000027,P1_TEN_YEAR_WINDOW,SEC8K-0000822416-17-000027,0000822416,0000822416-17-000027,2017-05-08,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/822416/000082241617000027/a8klong-livedassets.htm,6f746aab677ac7db581825fde9e063b2b0a597a4ad7be83bd9845140b9c4d0e3,30101,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-17-006007,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-006007,0001109357,0001628280-17-006007,2017-05-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828017006007/exc201705308k.htm,427df6202f314be267f9a9853fde025aac538710e18da094c425e206b38279da,78702,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000106535-17-000025,P1_TEN_YEAR_WINDOW,SEC8K-0000106535-17-000025,0000106535,0000106535-17-000025,2017-06-05,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/106535/000010653517000025/wy65178kmaterialimpairment.htm,13599c6b889138497ab7254bca483240241429e21943b68749fcc3989dca0ee5,41596,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-038953,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-038953,0001001250,0001104659-17-038953,2017-06-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917038953/a17-15154_18ka.htm,f57f5633ad7bba14f4cfaaf5cabdbe31694a28e8b410ea64009c29737591a6ec,72976,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-039161,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-039161,0001013871,0001104659-17-039161,2017-06-14,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1013871/000110465917039161/a17-14582_48k.htm,2cdec8eab99ff1727df264afb6001d5e928d6af4361a0eea9094554e783793d6,66215,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-042332,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-042332,0001163165,0001104659-17-042332,2017-06-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1163165/000110465917042332/a17-15887_18k.htm,60789f38c03785a4d3a0e0042d72e83281b9af819033e6b978566773e4a62c00,26531,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001013871-17-000015,P1_TEN_YEAR_WINDOW,SEC8K-0001013871-17-000015,0001013871,0001013871-17-000015,2017-07-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1013871/000101387117000015/nrg8-k205july17.htm,8607f5cbaccd129ad8dfbe6c6b06fc4c52e681a8d9df2b212a24540a5f1fc3f2,22472,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-234418,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-234418,0001286681,0001193125-17-234418,2017-07-25,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1286681/000119312517234418/d428320d8k.htm,634198df0dd8ec5bbc30e5b87ab7698df08d1e329818edbcb040320b40430e84,47788,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-234440,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-234440,0001137789,0001193125-17-234440,2017-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000119312517234440/d431036d8k.htm,1084749beeeb14c5d11a121d75e10a6e7db5231199153b975fa645a27107ca5c,31233,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
