queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,source_sha256,source_bytes,extracted_symbols,extraction_status,adjudication_status
IDENTITY-0000009389-17-000026,P1_TEN_YEAR_WINDOW,SEC8K-0000009389-17-000026,0000009389,0000009389-17-000026,2017-07-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/9389/000000938917000026/8_k.htm,2cfccb394441f50f11b46cd3aa5ab1f71c149236934fcf4ba2b0d113ff0065cb,16180,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-246965,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-246965,0000048898,0001193125-17-246965,2017-08-03,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/48898/000119312517246965/d433279d8k.htm,5ce0e081c9a6fc3dc56366b041ca79b6ed023ee91fc71657a6d057b23fa9f201,35074,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000100885-17-000187,P1_TEN_YEAR_WINDOW,SEC8K-0000100885-17-000187,0000100885,0000100885-17-000187,2017-08-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100885/000010088517000187/unp-20170816x8k.htm,fd25682f3777551b4c462231cfac12827bd26ea43ea90292ceeaab05ac8df472,45787,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-263644,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-263644,0000075677,0001193125-17-263644,2017-08-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000119312517263644/d442358d8k.htm,578faedd2906b0981cb03163d984d604740d89b3a6283a730a3378255917dc4d,15210,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-054184,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-054184,0001326160,0001104659-17-054184,2017-08-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000110465917054184/a17-21080_18k.htm,9659c967b32987170eeb7d251baeeb74ebcab93974e6a43b3e531b0e1048140d,31675,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000009389-17-000034,P1_TEN_YEAR_WINDOW,SEC8K-0000009389-17-000034,0000009389,0000009389-17-000034,2017-09-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/9389/000000938917000034/8_k.htm,8245278cf4adae51c18f81244a64f6e3b619155bedaaadc683cb3c5745f25c27,20626,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-281776,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-281776,0001403161,0001193125-17-281776,2017-09-11,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1403161/000119312517281776/d456880d8k.htm,f54e22f391ff6ceceaebbdaddfaaad2cdb20a062821e38131bcd70c295328fae,30734,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000721371-17-000128,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-17-000128,0000721371,0000721371-17-000128,2017-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137117000128/projectacelaform8-k.htm,68db90961d309e110dcffb2500c12751f6b6cf1d95d57e4ad04d4d7324b55731,29465,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000875320-17-000054,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-17-000054,0000875320,0000875320-17-000054,2017-10-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532017000054/a8-kq32017.htm,2fde68c65c5234ebef1da11091b536edffb4a0bd0fa73886f14cee77e69416e9,22050,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001157523-17-002846,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-17-002846,0000021665,0001157523-17-002846,2017-10-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/21665/000115752317002846/a51705905.htm,5a4600486ce5c5a8fd2c469ede7aef5bc8e8d6d702b56d4c42ba48e19abe90e0,23012,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001666700-17-000022,P1_TEN_YEAR_WINDOW,SEC8K-0001666700-17-000022,0001666700,0001666700-17-000022,2017-11-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1666700/000166670017000022/dwdprestructuring3q17.htm,fd28ab6f30d6740868898e7072bc910147ec112e154ab993f1e006862d3a2373,28296,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-17-069963,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-17-069963,0001001250,0001104659-17-069963,2017-11-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465917069963/a17-27204_28ka.htm,5361cac6201c6ac46609cab154324e19e36d04d11d48a6d8249c06cd0731d4f3,77177,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000769397-17-000054,P1_TEN_YEAR_WINDOW,SEC8K-0000769397-17-000054,0000769397,0000769397-17-000054,2017-11-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/769397/000076939717000054/q3188-kcover.htm,3cb3842ce0080d335ce0b4a256f56732ccd24adda5c5b1fdb11e6386e7404d7f,45995,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-17-355694,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-17-355694,0000049071,0001193125-17-355694,2017-11-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/49071/000119312517355694/d502586d8k.htm,ef91776b315003aae444c3bad087c8928489250368889bd9e07b5b3fbf44c6b6,21378,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001137789-17-000101,P1_TEN_YEAR_WINDOW,SEC8K-0001137789-17-000101,0001137789,0001137789-17-000101,2017-12-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000113778917000101/q218restructuring8-k.htm,e9119b6af2eadfa9952b4a5bf21cb99f240b7b52cfdec9e9f78a947ebe441a3c,27755,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-17-012399,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-17-012399,0001109357,0001628280-17-012399,2017-12-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828017012399/exc201712138k.htm,9dd6d86ead773c11204e23e1e1365acd758f3ce8c4c7b7af5c61e05a156208ce,95495,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-000985,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-000985,0000217346,0001104659-18-000985,2018-01-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465918000985/a18-2325_18k.htm,025e7cba4ffa91886f608c9eb31573076ec6342d0803f7a91f367d642b04b968,23971,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-18-000148,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-000148,0000765880,0001628280-18-000148,2018-01-05,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/765880/000162828018000148/a010518form8-kcurrentrepor.htm,ce7cb0d3044801c26cc7b00bb6fff7d519c806c5a671cbc057fa2a91cec83124,33131,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001613103-18-000002,P1_TEN_YEAR_WINDOW,SEC8K-0001613103-18-000002,0001613103,0001613103-18-000002,2018-01-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1613103/000161310318000002/january20188-k.htm,5c78c392e2b1d48246feee40a92d4f3264316699fa57c7ce6a3a9e30d914ef16,35093,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-004007,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-004007,0000866374,0001104659-18-004007,2018-01-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/866374/000110465918004007/a18-3704_18k.htm,183cb4e423eac06f8c1808d0c3daba4c8a84355b6b7a8cc17f38930afdfb7a49,26398,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000827052-18-000033,P1_TEN_YEAR_WINDOW,SEC8K-0000827052-18-000033,0000827052,0000827052-18-000033,2018-01-31,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/827052/000082705218000033/songssa1-30x2018.htm,64c271f044fe5fbf19a4da8d425505a22dcc15577b30b743ea0400907009fb4f,53756,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-18-000874,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-000874,0001109357,0001628280-18-000874,2018-02-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000162828018000874/exc201801318k.htm,9f058b9c9672a76bd56ceb5f1dfd639dd958fd82ae478135b72557ee6ca32b7a,65934,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001467858-18-000028,P1_TEN_YEAR_WINDOW,SEC8K-0001467858-18-000028,0001467858,0001467858-18-000028,2018-02-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000146785818000028/gmkorearestructuring021220.htm,4f89e708a503c1f5349973e20493b9ed810ca857d4698d0b5c82d946b888e045,24518,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000947871-18-000137,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-18-000137,0001144519,0000947871-18-000137,2018-02-14,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787118000137/ss79817_8k.htm,d21eaa90ad945fd6cfaf818edb653db34cafbe3065bd0e3f618986648c9153ce,32533,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000105770-18-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000105770-18-000004,0000105770,0000105770-18-000004,2018-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/105770/000010577018000004/wst-q42017form8k.htm,ed1bc9b8f37c84ce17b7f817e49a731a1a818fa66420c349652484e9788dba9a,43943,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001031296-18-000016,P1_TEN_YEAR_WINDOW,SEC8K-0001031296-18-000016,0001031296,0001031296-18-000016,2018-02-20,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1031296/000103129618000016/a8-kdated02202018.htm,4bfc8d129c30650c5a96c7e6aa87e58c1adc080540cd9eeec3c89fce30cf16cc,64383,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000764478-18-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000764478-18-000004,0000764478,0000764478-18-000004,2018-03-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/764478/000076447818000004/bby8-k22818.htm,7044db4a1cfe4f0fa18c3d96480326e26b7f00a16065b3002627ad08f0ace2fe,23050,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-019573,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-019573,0000001800,0001104659-18-019573,2018-03-22,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918019573/a18-8722_18k.htm,c7ce9dbcd11110b783cc08b956c2d42c9e0a5a3715e3c3a49e324299dfcee373,20932,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-019867,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-019867,0001001250,0001104659-18-019867,2018-03-23,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465918019867/a18-8943_18ka.htm,0f0a47513e8a2f3f0a7d7ee922a7c3b2af7e9f8ff16521d24bcf7b8cba2b9f64,75424,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000200406-18-000015,P1_TEN_YEAR_WINDOW,SEC8K-0000200406-18-000015,0000200406,0000200406-18-000015,2018-04-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/200406/000020040618000015/a8-k2018q1.htm,ca0ce1a0887f4d8e47508f2d0534209942aed86f095a394bef3111a91d642058,25247,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-126146,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-126146,0000732717,0001193125-18-126146,2018-04-23,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/732717/000119312518126146/d574806d8k.htm,61783a79dda5cc47fa1f1c416a6e030a8bc591e30c278f4ca56e859388f9fdaa,20874,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-026348,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-026348,0000008818,0001104659-18-026348,2018-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/8818/000110465918026348/a18-12093_18k.htm,2ae59cbcdb8e7a52e4e47da81f8386ab062d2699f6087861f1ec93c369ae44d8,39501,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-131673,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-131673,0000927653,0001193125-18-131673,2018-04-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/927653/000119312518131673/d575359d8k.htm,cd15b5b2c74852a97c2dc5040b58128162c6603389f0fb99e57d7a21cb6075ad,17386,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000079879-18-000022,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000022,0000079879,0000079879-18-000022,2018-04-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000022/form8-kapril2018restructur.htm,4bc686b96edfda4c02c398a680594a87be542e62f15e856cf6086c3cfee84e6a,31569,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000079879-18-000027,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000027,0000079879,0000079879-18-000027,2018-05-10,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000027/ppgform8-kmay102018.htm,a4a6805a8b6e2dbd98064a8ce4c26d813e1bb661a4f48997f4cd9e7ba31e664e,42413,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000092122-18-000031,P1_TEN_YEAR_WINDOW,SEC8K-0000092122-18-000031,0000092122,0000092122-18-000031,2018-05-21,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/92122/000009212218000031/so8kflamingo.htm,97eba207f7a5722bd29b6d7903b55ef7f4463f81e8e08cc810466e5e3aa09f7a,33832,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000047217-18-000020,P1_TEN_YEAR_WINDOW,SEC8K-0000047217-18-000020,0000047217,0000047217-18-000020,2018-05-29,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721718000020/hp-form8xkfy18q2.htm,6616619e47988c3fda91a6b0a6abf926337345e5cb305945870ac295434c684e,37688,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-176815,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-176815,0001048911,0001193125-18-176815,2018-05-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312518176815/d571099d8k.htm,f2acc0836f6c10117e8f275763c175c77b79313ffe6e2012e9df4b93a7e05556,15992,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-184011,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-184011,0000804328,0001193125-18-184011,2018-06-05,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/804328/000119312518184011/d589600d8k.htm,18db9b5ddda802c966ad2f78a410c8117768e209a68f95938c718fa9e42a6c0e,39910,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000950142-18-001353,P1_TEN_YEAR_WINDOW,SEC8K-0000950142-18-001353,0001037038,0000950142-18-001353,2018-06-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1037038/000095014218001353/eh1800783_8k.htm,9da89586e252e9aec30a4e01f6ea9d877c91977bf52db8c5c0623c68856f8b8f,39588,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-041818,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-041818,0000001800,0001104659-18-041818,2018-06-22,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918041818/a18-15675_18k.htm,27e681390dd0fa1a77a98d13290a823cdac4079c98b7a1485aabaa6d016db538,19099,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000079879-18-000041,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-18-000041,0000079879,0000079879-18-000041,2018-06-28,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987918000041/ppgform8-kjune282018.htm,33060e109542ff80732ae99d7497c60a5286fa59f34ea74ea02021fb648c76a8,37344,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000086521-18-000047,P1_TEN_YEAR_WINDOW,SEC8K-0000086521-18-000047,0001032208,0000086521-18-000047,2018-06-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1032208/000008652118000047/sre20180625form8k.htm,09a36e73e60665e196cbe608d71ba89d699a3d8fe8e4831b4b39a18ce5ed8433,47406,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-206319,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-206319,0001058090,0001193125-18-206319,2018-06-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1058090/000119312518206319/d656360d8k.htm,698ee15f9243a675e6869ed5dacf89c7afe09333e53493517e980aa08c8e5a1b,17525,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-214186,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-214186,0001000228,0001193125-18-214186,2018-07-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1000228/000119312518214186/d671401d8k.htm,03142cb71f597007f594fe3b772060e5655e14459eb43ab88a4b84a71123be76,14167,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001048695-18-000023,P1_TEN_YEAR_WINDOW,SEC8K-0001048695-18-000023,0001048695,0001048695-18-000023,2018-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048695/000104869518000023/ffiv8-k6302018.htm,0f39b28dde975a60ce5f54b4db8c097b1b901b720fce05f26c8a5b3b562fc714,33517,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001558370-18-005930,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-18-005930,0000031462,0001558370-18-005930,2018-07-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837018005930/f8-k.htm,32efb829b459f48a5ebf0fa4da38616e8bed298c1458185ae88f12b101f0eafc,47309,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000947871-18-000615,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-18-000615,0001144519,0000947871-18-000615,2018-08-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787118000615/ss102211_8ka.htm,8453c5941c0cba78ae1a5b38e20f3e9b3ef4f2d1fdbfdf45e930eda61c0055da,22423,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-048772,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-048772,0000804328,0001104659-18-048772,2018-08-01,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/804328/000110465918048772/a18-17825_98k.htm,70c4290c3688efd1d9bd8520e552db4283f64ee26dff08dd45e73eb02df5fa59,34248,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-254569,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-254569,0000060667,0001193125-18-254569,2018-08-22,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60667/000119312518254569/d609271d8k.htm,7eb84d77f2c787f924462444e7f93186668a59b0eec313cf4c4b9d419ace2ce8,40566,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-268664,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-268664,0001103982,0001193125-18-268664,2018-09-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1103982/000119312518268664/d599017d8k.htm,ae7a9f2f152ff73c8382f3acdf6c727bc4b36cd42408d06226a0400542084aac,22331,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-059457,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-059457,0000001800,0001104659-18-059457,2018-09-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918059457/a18-36079_18k.htm,80858050087eb0f77cd8f9521be4aa0ee25171851c4af17a5771040647c5e487,49109,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000046080-18-000134,P1_TEN_YEAR_WINDOW,SEC8K-0000046080-18-000134,0000046080,0000046080-18-000134,2018-10-22,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/46080/000004608018000134/maindocument001.htm,a521e262729b370168aa1fff235e9c7a4f350ed58a69b2133d1fe827ea1728d6,42329,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-18-064376,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-064376,0000001800,0001104659-18-064376,2018-10-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918064376/a18-37221_28k.htm,e2f7e2b8eb627ec8c76e47457599b79f8cc90d392d6510e458470606e77c458e,23853,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000060667-18-000189,P1_TEN_YEAR_WINDOW,SEC8K-0000060667-18-000189,0000060667,0000060667-18-000189,2018-11-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60667/000006066718000189/form8k_10312018.htm,f742f9e8d0156e4077ded85e516264e499ffffa7e3c52bc795caf09c3592bc99,37251,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000885725-18-000047,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-18-000047,0000885725,0000885725-18-000047,2018-11-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572518000047/a2019restructuringplanform.htm,871895c3621077c41e37263e94dcbf0c77006ff0db961d19ddbff816f7278a85,37487,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-18-014419,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-014419,0001375365,0001628280-18-014419,2018-11-15,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1375365/000162828018014419/form8-k_20181115x202.htm,3490eb82102b6f840e5ffa1a721315f0570c276e12d56b56da30bf3a9ccc1fb2,108735,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-334127,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-334127,0001467858,0001193125-18-334127,2018-11-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000119312518334127/d613073d8k.htm,760282f23f766c35473737a9c3af134c10433ad8ed98851e3293c85640a89fcc,18309,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001552781-18-000519,P1_TEN_YEAR_WINDOW,SEC8K-0001552781-18-000519,0000217346,0001552781-18-000519,2018-12-06,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000155278118000519/e18451_txt-8k.htm,f8c41a07f63a0759512f87a5d5a19f07221b027a2224f0d4ad1e3eb31e0e6151,11573,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-18-350364,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-350364,0000927066,0001193125-18-350364,2018-12-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/927066/000119312518350364/d658923d8k.htm,3f7b81227379d29d0c1855631cc6e1ad6c0ebdbda9d5959a3c659161376ddf31,23625,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-19-000836,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-000836,0001551152,0001104659-19-000836,2019-01-04,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1551152/000110465919000836/a19-1169_28k.htm,42eb4c44a5c120a37b4797045a299f47ba80fbae49e1d44e07f6a6a9de1b0636,20668,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-012949,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-012949,0001048911,0001193125-19-012949,2019-01-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312519012949/d695648d8k.htm,dae04bf4802ba7f326948db8ce3bb93b19028dd0a5c554b08344011aa75149ff,16775,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-019657,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-019657,0001004980,0001193125-19-019657,2019-01-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1004980/000119312519019657/d700325d8k.htm,4b6ae4a905c2f70127aa86e85d7f1a286809989b51e2a98017d1db20d0b6da79,65876,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001558370-19-000341,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-19-000341,0000031462,0001558370-19-000341,2019-02-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837019000341/f8-k.htm,541e191a234ae4212af003bfd8ddc185e60a3504da10fdc894653089b55149a0,43056,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000024545-19-000006,P1_TEN_YEAR_WINDOW,SEC8K-0000024545-19-000006,0000024545,0000024545-19-000006,2019-02-12,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/24545/000002454519000006/a8k2122019.htm,7d814092fe645d55d79f6497896c9e3cc3c5da049a0e311770d1f73a8f128d29,21803,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000077476-19-000013,P1_TEN_YEAR_WINDOW,SEC8K-0000077476-19-000013,0000077476,0000077476-19-000013,2019-02-15,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/77476/000007747619000013/q420188-k.htm,c38621e6a6dec0c0227856eaa776df50b750507d09ed19a27b2bf96fb8cc1610,32962,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-19-041741,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-041741,0000040704,0001193125-19-041741,2019-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000119312519041741/d659373d8k.htm,b62cf8b74d765605e416dd8f0c06dfb7c010bbefbde5c8cde443c153aa5dfa59,14064,,NO_CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
