ticker,episode_id,signal_date,last_observed_session,sector_etf,damage_date,damage_wait_sessions,damage_triggered,damage_execution_date,damage_execution_price,scheduled_execution_date,scheduled_execution_price,uplift_vs_buy_hold_base,uplift_vs_scheduled_base,triggered_trough_improvement_base,outcome_end,uplift_vs_buy_hold_stress,uplift_vs_scheduled_stress,triggered_trough_improvement_stress,fold_id
A,A-V61-001,2016-06-21,2016-06-21,XLV,2016-06-27,4.0,True,2016-06-28,39.34574886450473,2016-07-22,43.193752375979024,-0.0033111608642304446,-0.004513490651504193,0.0003747789156978154,2016-12-19,-0.003380490368213862,-0.0045067102449170005,0.000305449411714398,F01
A,A-V61-002,2017-03-10,2017-03-10,XLV,,,False,,,2017-04-11,49.10641033714186,0.0,0.012056570067702,,2017-09-08,0.0,0.012132549133876847,,F01
A,A-V61-003,2019-03-01,2019-03-01,XLV,2019-04-16,32.0,True,2019-04-17,74.12610003179131,2019-04-02,77.50280900904028,0.004426290477530737,-0.0021922333455607346,0.007584664227224369,2019-08-29,0.0043539956063544105,-0.0021889400556075467,0.007512369356048154,F02
A,A-V61-004,2020-08-07,2020-08-07,XLV,2020-09-08,21.0,True,2020-09-09,92.16899592664838,2020-09-09,92.16899592664838,-0.014256200643759653,0.0,0.00041718894624254155,2021-02-08,-0.014329912031864067,0.0,0.00034347755813812775,F02
A,A-V61-005,2020-10-07,2020-10-07,XLV,,,False,,,2020-11-06,106.42086843021681,0.0,0.010460891031092157,,2021-04-09,0.0,0.01054085831104512,,F02
A,A-V61-006,2021-04-09,2021-04-09,XLV,,,False,,,2021-05-11,125.5625599455935,0.0,0.009719975306236694,,2021-10-07,0.0,0.009794042822093285,,F02
ABT,ABT-V61-001,2017-06-29,2017-06-29,XLV,,,False,,,2017-08-01,41.772246623514775,0.0,0.008878003519596778,,2017-12-28,0.0,0.008954161437036534,,F01
ABT,ABT-V61-002,2017-09-28,2017-09-28,XLV,2017-12-04,46.0,True,2017-12-05,46.608417417935215,2017-10-30,47.0690416058158,-0.003681544143202542,-0.0005050582689056782,0.0013654887271992155,2018-04-02,-0.0037583160439154106,-0.0005042995434141329,0.0012887168264863469,F01
ABT,ABT-V61-003,2018-09-12,2018-09-12,XLV,,,False,,,2018-10-12,60.25770028050672,0.0,0.008219689904040983,,2019-03-15,0.0,0.0082976970872779,,F01
ABT,ABT-V61-004,2019-03-04,2019-03-04,XLV,2019-04-17,32.0,True,2019-04-18,64.52643532415298,2019-04-03,69.78746027569699,-0.007733099586797687,-0.0038282938150233647,0.00041478089615309965,2019-08-30,-0.007803636388488355,-0.0038225427476998863,0.00034424409446265347,F02
ABT,ABT-V61-005,2019-07-08,2019-07-08,XLV,2019-08-23,34.0,True,2019-08-26,72.65739840032589,2019-08-07,73.70403179189704,-0.002477242624604692,-0.0007008260573873049,0.002345149462626317,2020-01-06,-0.0025503293809292504,-0.0006997732390736644,0.0022720627063017584,F02
ABT,ABT-V61-006,2020-10-15,2020-10-15,XLV,2020-12-09,38.0,True,2020-12-10,95.76060415458166,2020-11-16,100.50559824863205,-0.008801203701889193,-0.002460904350408244,0.0007453715094198898,2021-04-19,-0.008875812342144851,-0.002457207448529619,0.000670762869164121,F02
ABT,ABT-V61-007,2021-02-23,2021-02-23,XLV,2021-03-08,9.0,True,2021-03-09,105.13421457439475,2021-03-25,106.92638237967871,-0.0042293023675561425,-0.0008224421477409649,0.004299021603430653,2021-08-23,-0.004301781661099291,-0.0008212066312442978,0.004226542309887282,F02
ACGL,ACGL-V61-001,2016-12-15,2016-12-15,XLF,,,False,,,2017-01-19,27.92155034225248,0.0,0.0038913398386439813,,2017-06-19,0.0,0.003967603833386235,,F01
ACGL,ACGL-V61-002,2019-07-05,2019-07-05,XLF,,,False,,,2019-08-06,36.229233455937695,0.0,0.006986769181227759,,2020-01-03,0.0,0.007062006144040067,,F02
ACGL,ACGL-V61-003,2019-09-04,2019-09-04,XLF,2019-10-28,38.0,True,2019-10-29,38.51139053823779,2019-10-04,39.21505516605263,-0.0008950860835332808,-0.0009050584371983472,1.1329729332487659e-05,2020-03-05,-0.0009694981372698752,-0.0009036988101018828,-6.308232440410677e-05,F02
ACGL,ACGL-V61-004,2020-01-03,2020-01-03,XLF,2020-03-12,47.0,True,2020-03-13,30.79009603591602,2020-02-05,42.933070527089455,0.0044191822343359055,-0.014706857462783995,0.011639482785421817,2020-07-06,0.0043631614694836784,-0.01468476403645036,0.01158346202056959,F02
ACGL,ACGL-V61-005,2022-11-29,2022-11-29,XLF,2023-02-02,44.0,True,2023-02-03,58.356640275672085,2022-12-30,59.64035518009668,-0.00711432405810819,-0.0011427407349697827,0.0017869996475392558,2023-06-01,-0.007192363219845621,-0.0011410240488380907,0.0017089604858018248,F03
ACGL,ACGL-V61-006,2023-07-03,2023-07-03,XLF,2023-08-17,32.0,True,2023-08-18,70.22385255902147,2023-08-03,73.03851160876867,-0.0012236658503783637,-0.0019972695575749544,0.00021571766077865817,2024-01-02,-0.00129852393821972,-0.001994269152631123,0.00014085957293719087,F03
ACGL,ACGL-V61-007,2023-10-31,2023-10-31,XLF,2023-11-29,20.0,True,2023-11-30,78.48716893780804,2023-12-01,79.59020746535393,-0.007356830854407415,-0.0006681218776096731,0.005189312918542854,2024-05-02,-0.007428248719728581,-0.0006671181892610178,0.005117895053221799,F03
ACGL,ACGL-V61-008,2024-03-18,2024-03-18,XLF,,,False,,,2024-04-18,86.83605579638235,0.0,0.012460052886474227,,2024-09-17,0.0,0.012534987243590034,,F04
ACGL,ACGL-V61-009,2024-05-16,2024-05-16,XLF,2024-07-11,37.0,True,2024-07-12,92.53193663407902,2024-06-18,94.80458404036236,-0.0014602126318166153,-0.001207455483718256,0.0013631032583443226,2024-11-14,-0.0015340666124579183,-0.0012056415796364295,0.0012892492777030196,F04
ACGL,ACGL-V61-010,2024-09-17,2024-09-17,XLF,2024-10-16,21.0,True,2024-10-17,102.78262141269613,2024-10-17,102.78262141269613,0.004696399828183484,0.0,0.006689674323931638,2025-03-20,0.0046252630253725835,0.0,0.0066185375211207376,F04
ACN,ACN-V61-001,2017-10-31,2017-10-31,XLK,,,False,,,2017-12-01,128.60157442576,0.0,0.0019634713849630003,,2018-05-03,0.0,0.0020412846664947804,,F01
ACN,ACN-V61-002,2018-09-26,2018-09-26,XLK,2018-10-11,11.0,True,2018-10-12,140.18028949276035,2018-10-26,136.7724705743055,-0.005283631500610397,0.0011198052963650174,0.007070261400040856,2019-03-29,-0.005352829916100532,0.0011181230650736396,0.007001062984550721,F01
ACN,ACN-V61-003,2019-07-10,2019-07-10,XLK,2019-10-01,58.0,True,2019-10-02,168.32844513705257,2019-08-09,173.0384676039027,-0.0044730003605097934,-0.0013724016009581952,0.0015276901852327995,2020-01-08,-0.004546681942007025,-0.0013703399060143173,0.0014540086037354572,F02
ACN,ACN-V61-004,2020-01-02,2020-01-02,XLK,2020-02-24,35.0,True,2020-02-25,184.51862852594698,2020-02-04,189.22215573362155,-0.0029188049722510545,-0.0012449029327787908,0.014517683690981498,2020-07-02,-0.002992171039120972,-0.0012430327731398627,0.014444317624111247,F02
ACN,ACN-V61-005,2020-08-04,2020-08-04,XLK,2020-09-24,36.0,True,2020-09-25,193.524884714914,2020-09-03,222.6585364232775,-0.008250975718472997,-0.00704862178932153,-0.00037630241767361294,2021-02-03,-0.008321313601219238,-0.007038032973413655,-0.0004466403004197428,F02
ACN,ACN-V61-006,2020-12-11,2020-12-11,XLK,2021-01-27,30.0,True,2021-01-28,228.0828592828811,2021-01-14,235.4129328435294,-0.007798093731963718,-0.0016322935061126032,0.001417617596412235,2021-06-15,-0.007874393946381009,-0.0016298413876760787,0.0013413173819950552,F02
ACN,ACN-V61-007,2021-04-14,2021-04-14,XLK,,,False,,,2021-05-14,263.32186915887877,0.0,0.007415489985766355,,2021-10-12,0.0,0.0074911280926983626,,F02
ACN,ACN-V61-008,2021-07-14,2021-07-14,XLK,,,False,,,2021-08-13,296.58770390586875,0.0,0.008670277143270955,,2022-01-11,0.0,0.008747137877718192,,F02
ACN,ACN-V61-009,2021-11-10,2021-11-10,XLK,2022-01-14,45.0,True,2022-01-18,322.695501715608,2021-12-13,350.32545176737074,0.009076463700676718,-0.004096248346172948,0.009113687074634114,2022-05-12,0.00900459458838787,-0.004090094743249284,0.009041817962345267,F02
ADBE,ADBE-V61-001,2017-04-05,2017-04-05,XLK,,,False,,,2017-05-08,135.3600006,0.0,0.004924565540070258,,2017-10-04,0.0,0.005002723982536317,,F01
ADBE,ADBE-V61-002,2017-08-04,2017-08-04,XLK,2017-09-20,32.0,True,2017-09-21,150.3800049,2017-09-06,155.1100006,-0.013579164439693425,-0.0015987070923508817,0.0018903348924735885,2018-02-05,-0.013655520135691823,-0.001596305429217626,0.0018139791964751906,F01
ADBE,ADBE-V61-003,2017-11-09,2017-11-09,XLK,2017-12-04,16.0,True,2017-12-05,167.6900024,2017-12-12,172.6900024,-0.019495252969830013,-0.0013721690988892643,-2.790399752772288e-05,2018-05-14,-0.019564386381793586,-0.0013701077532222161,-9.703740949140727e-05,F01
ADBE,ADBE-V61-004,2018-01-11,2018-01-11,XLK,,,False,,,2018-02-13,190.8500061,0.0,0.018003987364306084,,2018-07-13,0.0,0.018079753564781864,,F01
ADBE,ADBE-V61-005,2018-03-14,2018-03-14,XLK,,,False,,,2018-04-16,226.0800018,0.0,0.009624868668903552,,2018-09-12,0.0,0.00970249181461269,,F01
ADBE,ADBE-V61-006,2018-09-12,2018-09-12,XLK,2018-10-08,18.0,True,2018-10-09,254.1600037,2018-10-12,247.7400055,-0.0006182517085118189,0.0011969020499694727,0.009077777073682292,2019-03-15,-0.000689434350404472,0.001195103999819369,0.009006594431789527,F01
ADBE,ADBE-V61-007,2021-07-22,2021-07-22,XLK,2021-09-22,43.0,True,2021-09-23,632.289978,2021-08-23,645.8699951,0.009659724405409853,-0.001087067665554442,0.009671749314157596,2022-01-20,0.009583689020428499,-0.001085434614479741,0.009595713929176242,F02
ADI,ADI-V61-001,2016-11-30,2016-11-30,XLK,,,False,,,2017-01-03,60.891423018617644,0.0,0.005967756367137644,,2017-06-02,0.0,0.006041099571851616,,F01
ADI,ADI-V61-002,2017-11-02,2017-11-02,XLK,2017-11-27,16.0,True,2017-11-28,74.25505004674628,2017-12-05,72.46125934494296,-0.0024792775689304047,0.001156762772190012,0.0021107924562908664,2018-05-07,-0.002551212812735182,0.0011550250214056312,0.0020388572124859783,F01
ADI,ADI-V61-003,2019-03-06,2019-03-06,XLK,2019-05-13,47.0,True,2019-05-14,92.45409652086168,2019-04-05,97.6583150783405,-0.002497239799942097,-0.002767635303616567,0.003937885571094091,2019-09-04,-0.00257110207554323,-0.0027634776141269857,0.0038640232954929576,F02
ADI,ADI-V61-004,2019-05-06,2019-05-06,XLK,2019-05-13,5.0,True,2019-05-14,92.45409652086168,2019-06-06,88.13935567784671,-0.002399516277866942,0.0021320884814295393,0.003658981936143224,2019-11-01,-0.0024681472036029994,0.002128885544301795,0.0035903510104071668,F02
ADI,ADI-V61-005,2019-07-24,2019-07-24,XLK,2019-08-23,22.0,True,2019-08-26,93.31934795189217,2019-08-23,94.5657418964569,-0.006671876226118201,-0.0005647871788716508,0.0004980882057926683,2020-01-23,-0.006735401183797007,-0.000563938725423041,0.0004345632481137507,F02
ADI,ADI-V61-006,2020-12-09,2020-12-09,XLK,,,False,,,2021-01-12,143.03878347673736,0.0,0.004321889562424852,,2021-06-11,0.0,0.004404946053677694,,F02
ADI,ADI-V61-007,2021-04-13,2021-04-13,XLK,2021-04-30,13.0,True,2021-05-03,140.89765722473635,2021-05-13,135.05129565985447,-0.0048860444050906615,0.00200441144124186,0.0024751919782822762,2021-10-11,-0.004958612908104065,0.002001400307379164,0.0024026234752688724,F02
ADI,ADI-V61-008,2021-06-11,2021-06-11,XLK,2021-07-16,24.0,True,2021-07-19,145.8300441541823,2021-07-14,154.97201651429336,-0.007959623221189815,-0.0029639346753160822,-0.00014859024984292812,2021-12-09,-0.008030649476945317,-0.0029594820944318645,-0.00021961650559831902,F02
ADI,ADI-V61-009,2021-11-09,2021-11-09,XLK,2021-12-14,24.0,True,2021-12-15,164.5031076289789,2021-12-10,172.65371417769987,0.00667732085310313,-0.002383909827980757,0.008411248041744757,2022-05-11,0.006605041011619184,-0.002380328591383929,0.008338968200260921,F02
ADI,ADI-V61-010,2024-06-12,2024-06-12,XLK,,,False,,,2024-07-16,231.8606065453674,0.0,-0.004142468309888847,,2024-12-11,0.0,-0.004067289026493559,,F04
ADI,ADI-V61-011,2025-12-01,2025-12-01,XLK,,,False,,,2026-01-02,273.4623806116144,0.0,0.031175268969889647,,2026-06-03,0.0,0.031252951291336206,,F04
ADM,ADM-V61-001,2018-08-20,2018-08-20,XLP,2018-11-15,62.0,True,2018-11-16,36.68076864581997,2018-09-20,39.89532030052847,0.0027456190083191556,-0.003972773113614769,0.006025225259670197,2019-02-21,0.0026775177758290303,-0.003966805001776708,0.005957124027180183,F01
ADM,ADM-V61-002,2020-09-09,2020-09-09,XLP,,,False,,,2020-10-09,41.72953096344644,0.0,0.011400173795590662,,2021-03-11,0.0,0.011479978355209752,,F02
ADM,ADM-V61-003,2020-12-08,2020-12-08,XLP,,,False,,,2021-01-11,44.45870683079682,0.0,0.01620341438500983,,2021-06-10,0.0,0.016280603632770507,,F02
ADM,ADM-V61-004,2022-01-13,2022-01-13,XLP,,,False,,,2022-02-15,67.25608489298308,0.0,-0.002234195852783616,,2022-07-18,0.0,-0.0021532144081590765,,F03
ADM,ADM-V61-005,2022-11-22,2022-11-22,XLP,2023-01-04,28.0,True,2023-01-05,77.14063457572585,2022-12-23,84.07853836343179,0.0058749202655871136,-0.003961485661654329,0.006356471539203379,2023-05-25,0.005808751015538904,-0.003955534506428826,0.00629030228915517,F03
ADP,ADP-V61-001,2016-12-22,2016-12-22,XLI,2017-02-01,26.0,True,2017-02-02,77.4412568380209,2017-01-26,83.28005890815743,-0.004028645720250967,-0.003493782240695298,-7.935834561989541e-05,2017-06-26,-0.0040982582893864805,-0.0034885336945149614,-0.00014897091475529756,F01
ADP,ADP-V61-002,2018-06-05,2018-06-05,XLI,2018-08-01,40.0,True,2018-08-02,110.45318499267144,2018-07-06,112.58681748959997,-0.006301731438314029,-0.0009506660973508385,-0.000493744859247025,2018-12-03,-0.0063756629901838835,-0.0009492379559927766,-0.0005676764111168797,F01
ADP,ADP-V61-003,2018-09-04,2018-09-04,XLI,,,False,,,2018-10-04,127.7433066458843,0.0,0.000320707541939802,,2019-03-07,0.0,0.00039892911484828986,,F01
ADP,ADP-V61-004,2019-04-15,2019-04-15,XLI,,,False,,,2019-05-16,135.87100490246524,0.0,0.0015376474919266414,,2019-10-14,0.0,0.0016106176087948842,,F02
ADP,ADP-V61-005,2021-07-07,2021-07-07,XLI,2021-09-01,40.0,True,2021-09-02,184.1312148109261,2021-08-06,191.236954253854,-0.010372450345639272,-0.0019470083806978344,0.0017788906516836844,2022-01-04,-0.01044824335493355,-0.0019440834807769036,0.0017030976423892952,F02
ADP,ADP-V61-006,2021-11-16,2021-11-16,XLI,2022-01-14,41.0,True,2022-01-18,204.33868150851072,2021-12-17,208.09090918645822,0.0034418045935262764,-0.0008846418281669433,0.006270342408967622,2022-05-18,0.003369432345304846,-0.0008833128719903938,0.00619797016074608,F02
ADP,ADP-V61-007,2024-11-22,2024-11-22,XLI,,,False,,,2024-12-26,285.3636601325192,0.0,0.004934761467511262,,2025-05-29,0.0,0.005007971065262629,,F04
ADSK,ADSK-V61-001,2016-10-13,2016-10-13,XLK,2016-11-02,14.0,True,2016-11-03,68.91000366,2016-11-14,74.37000275,-0.012399595163326227,-0.003934051824922902,0.0008634998041719966,2017-04-17,-0.012474183851533427,-0.003928141882271641,0.0007889111159649076,F01
ADSK,ADSK-V61-002,2016-12-13,2016-12-13,XLK,,,False,,,2017-01-17,80.97000122,0.0,0.01552118498174071,,2017-06-15,0.0,0.015597408782807465,,F01
ADSK,ADSK-V61-003,2018-09-25,2018-09-25,XLK,2018-10-09,10.0,True,2018-10-10,141.6600037,2018-10-25,127.1900024,-0.0037266684556640506,0.004648744165121177,0.007441285361096117,2019-03-28,-0.003795037186002048,0.004641760573486087,0.0073729166307580085,F01
ADSK,ADSK-V61-004,2019-05-03,2019-05-03,XLK,2019-05-24,15.0,True,2019-05-28,161.5200043,2019-06-05,162.3200073,0.003938235409654767,-0.00022603367558404752,0.006114240654395253,2019-10-31,0.0038696785305657455,-0.00022569411573103437,0.006045683775306232,F02
ADSK,ADSK-V61-005,2020-02-03,2020-02-03,XLK,2020-02-25,15.0,True,2020-02-26,188.5899963,2020-03-05,185.4700012,-0.012840732160727342,0.0007817211666514279,0.013125341952558878,2020-08-03,-0.012911716051688504,0.0007805468233865742,0.013054358061597715,F02
ADSK,ADSK-V61-006,2020-07-29,2020-07-29,XLK,2020-08-11,9.0,True,2020-08-12,229.3000031,2020-08-28,244.8500061,-0.01158039226471752,-0.003253568156501574,0.001675547205742256,2021-01-28,-0.01165246594222169,-0.0032486804727411833,0.0016034735282380863,F02
ADSK,ADSK-V61-007,2020-12-14,2020-12-14,XLK,2021-01-27,29.0,True,2021-01-28,277.1600037,2021-01-15,311.7399902,0.0005261804764447042,-0.0059876041558160065,0.004100207868294237,2021-06-16,0.0004540859970511013,-0.0059786092572343685,0.004028113388900523,F02
ADSK,ADSK-V61-008,2021-08-24,2021-08-24,XLK,2021-08-31,5.0,True,2021-09-01,311.7999878,2021-09-24,290.5,0.01499872186479112,0.0031178405258590614,0.01499872186479112,2022-02-23,0.01493015823097854,0.00311315673939061,0.01493015823097854,F02
AEE,AEE-V61-001,2016-03-14,2016-03-14,XLU,2016-04-20,26.0,True,2016-04-21,35.22406246341829,2016-04-14,35.75079223986988,-0.002375287724857067,-0.0007335848494549602,0.0009714181251263554,2016-09-12,-0.0024489839283978743,-0.0007324828191355159,0.0008977219215855481,F01
AEE,AEE-V61-002,2016-06-13,2016-06-13,XLU,2016-08-05,38.0,True,2016-08-08,38.23464234361258,2016-07-14,39.32705750184893,-0.0005929436553659961,-0.0014359791419715773,0.0036826997552283913,2016-12-09,-0.00066844603434002,-0.0014338219374516736,0.0036071973762544784,F01
AEE,AEE-V61-003,2017-03-08,2017-03-08,XLU,2017-05-01,37.0,True,2017-05-02,41.800081644716585,2017-04-07,42.09179829038808,-0.0051883298390065224,-0.00035341704729896506,0.0006411329313487091,2017-09-06,-0.005264405652123383,-0.00035288612534545294,0.0005650571182318487,F01
AEE,AEE-V61-004,2017-06-07,2017-06-07,XLU,2017-06-29,16.0,True,2017-06-30,42.34603858640805,2017-07-10,41.92822730470574,-0.007340495444367656,0.00047762067803414077,0.0007953753528781027,2017-12-05,-0.007413216292773583,0.0004769031707558824,0.0007226545044722865,F01
AEE,AEE-V61-005,2017-08-22,2017-08-22,XLU,2017-09-27,25.0,True,2017-09-28,45.01559995869572,2017-09-22,46.01319666529302,0.002259490270578368,-0.0010744508209939996,0.003952985936370723,2018-02-22,0.002186655665810666,-0.001072836723616577,0.003880151331603132,F01
AEE,AEE-V61-006,2018-09-10,2018-09-10,XLU,,,False,,,2018-10-10,53.27663852620747,0.0,0.005910976581008809,,2019-03-13,0.0,0.0059869369593867905,,F01
AEE,AEE-V61-007,2018-12-10,2018-12-10,XLU,,,False,,,2019-01-11,53.175668596528055,0.0,0.008267989572503964,,2019-06-12,0.0,0.00833815754894851,,F01
AEE,AEE-V61-008,2019-02-25,2019-02-25,XLU,2019-04-16,36.0,True,2019-04-17,57.64780082403113,2019-03-27,60.832805526309315,-0.0036500385666033974,-0.0027721897985408805,0.0006415149583430813,2019-08-23,-0.003725415561174561,-0.0027680252670458927,0.0005661379637720287,F02
AEE,AEE-V61-009,2019-05-24,2019-05-24,XLU,,,False,,,2019-06-26,62.62573241338786,0.0,-0.0004120714181363727,,2019-11-21,0.0,-0.0003355779253073621,,F02
AEE,AEE-V61-010,2019-09-24,2019-09-24,XLU,2019-10-15,15.0,True,2019-10-16,62.495972125378756,2019-10-24,63.642606736378696,0.004551541608182497,-0.0008722406886233491,0.00847869888549102,2020-03-25,0.004480123800754132,-0.0008709303621007303,0.008407281078062767,F02
AEE,AEE-V61-011,2020-02-20,2020-02-20,XLU,2020-05-06,53.0,True,2020-05-07,59.13475566717304,2020-03-23,52.70163713954534,-0.006459743060755363,0.004515146873796727,0.005463805913536346,2020-08-19,-0.006522093041760546,0.004508363979144114,0.005401455932531052,F02
AEP,AEP-V61-001,2016-03-14,2016-03-14,XLU,2016-04-20,26.0,True,2016-04-21,44.394820088826336,2016-04-14,45.79785720366264,-0.0017982373835947474,-0.001562578192735975,0.0009690129366805023,2016-09-12,-0.0018725133121046955,-0.0015602308043642932,0.0008947370081705541,F01
AEP,AEP-V61-002,2017-05-30,2017-05-30,XLU,2017-06-29,22.0,True,2017-06-30,50.903968638568394,2017-06-29,50.94044993109063,-0.005866223292463335,-3.505616478460816e-05,0.0010499539491860554,2017-11-27,-0.005939706654368937,-3.5003501542618665e-05,0.0009764705872804536,F01
AEP,AEP-V61-003,2017-08-28,2017-08-28,XLU,2017-09-22,18.0,True,2017-09-25,51.96085149547991,2017-09-28,51.64451001235594,0.002536385602020408,0.00028971365589303133,0.004047694641617361,2018-02-28,0.0024648977465133726,0.0002892784325743136,0.003976206786110326,F01
AEP,AEP-V61-004,2017-12-12,2017-12-12,XLU,2018-01-04,15.0,True,2018-01-05,52.75443200164006,2018-01-16,50.25467454348148,0.0033928523321442583,0.0022132012537819934,0.004615682573032687,2018-06-14,0.0033226865814478534,0.0022098764647177083,0.004545516822336171,F01
AEP,AEP-V61-005,2018-12-13,2018-12-13,XLU,,,False,,,2019-01-16,57.70244930042262,0.0,0.010393088967005637,,2019-06-17,0.0,0.010463077136646737,,F01
AEP,AEP-V61-006,2019-03-04,2019-03-04,XLU,,,False,,,2019-04-03,64.44176348619897,0.0,0.005932798848631959,,2019-08-30,0.0,0.006009291102905934,,F02
AEP,AEP-V61-007,2019-12-31,2019-12-31,XLU,2020-02-27,39.0,True,2020-02-28,71.99664562749611,2020-02-03,82.9723209347048,0.0038141613686232256,-0.007300119399700433,0.010597877274971523,2020-07-01,0.003742224063369215,-0.007289152770657115,0.01052593996971729,F02
AEP,AEP-V61-008,2022-04-04,2022-04-04,XLU,2022-06-09,46.0,True,2022-06-10,84.17127812520789,2022-05-05,85.8350984216561,0.002964928902734809,-0.0009629344917252425,0.0050893905220262825,2022-10-04,0.0028917480548336094,-0.0009614879201303994,0.005016209674125083,F03
AEP,AEP-V61-009,2022-06-03,2022-06-03,XLU,2022-06-09,4.0,True,2022-06-10,84.17127812520789,2022-07-07,82.29676527292683,0.0002583397368582929,0.0010626556903676754,0.007313272031173046,2022-12-02,0.00018665754747637653,0.001061059312264856,0.0072415898417911295,F03
AEP,AEP-V61-010,2024-09-13,2024-09-13,XLU,2024-10-07,16.0,True,2024-10-08,92.45425520048636,2024-10-15,93.67025959140902,-0.0048437579941120745,-0.0006182499836067112,0.003231447793688891,2025-03-18,-0.004914373335744626,-0.000617321215479194,0.003160832452056561,F04
AEP,AEP-V61-011,2025-08-12,2025-08-12,XLU,2025-09-04,16.0,True,2025-09-05,106.5252184819616,2025-09-12,106.19294520310915,-0.006854044386607638,0.00015156827302198472,0.001069959706747503,2026-02-11,-0.0069270419743263645,0.0001513405790716238,0.000996962119028777,F04
AEP,AEP-V61-012,2025-10-10,2025-10-10,XLU,2025-12-10,42.0,True,2025-12-11,112.79255323919897,2025-11-11,121.02716655421376,-0.00955563047462471,-0.0035941897819531388,0.0002748085610299045,2026-04-14,-0.009629587836752052,-0.0035887903982043667,0.00020085119890256298,F04
AES,AES-V61-001,2016-07-06,2016-07-06,XLU,,,False,,,2016-08-05,8.615957699882728,0.0,-0.003105073429922056,,2017-01-04,0.0,-0.003028101136345218,,F01
AES,AES-V61-002,2018-05-01,2018-05-01,XLU,2018-07-09,47.0,True,2018-07-10,9.393090989397807,2018-06-01,9.48261617347277,-0.008560115066985396,-0.0004906422464390214,0.0034443714921994495,2018-10-29,-0.008637449238386496,-0.0004899051774660546,0.0033670373207982385,F01
AES,AES-V61-003,2019-01-31,2019-01-31,XLU,2019-04-17,53.0,True,2019-04-18,13.527992202725162,2019-03-05,13.137105108650168,0.00013529059680572608,0.0015534659469913503,0.005176353119074162,2019-08-01,5.452490075685823e-05,0.0015511322475216804,0.005095587423025183,F02
AES,AES-V61-004,2019-11-26,2019-11-26,XLU,2020-02-26,61.0,True,2020-02-27,14.674289156141105,2019-12-30,15.623021314586119,0.01588827796850123,-0.0032177210444412907,0.02409532394009295,2020-05-29,0.015813511816122783,-0.003212887212126203,0.024020557787714614,F02
AES,AES-V61-005,2020-10-08,2020-10-08,XLU,,,False,,,2020-11-09,17.808169502661155,0.0,0.015458384248165924,,2021-04-12,0.0,0.015543615757683815,,F02
AES,AES-V61-006,2022-11-30,2022-11-30,XLU,2023-01-05,24.0,True,2023-01-06,22.33557677273761,2023-01-03,24.636716520252257,0.009697813484526474,-0.004643788433955409,0.01048628397605611,2023-06-02,0.00963010083726612,-0.004636812287084013,0.010418571328795756,F03
AFL,AFL-V61-001,2016-05-02,2016-05-02,XLF,,,False,,,2016-06-02,27.444038854564887,0.0,-0.00016629844676852024,,2016-10-28,0.0,-9.07401622380899e-05,,F01
AFL,AFL-V61-002,2017-06-02,2017-06-02,XLF,,,False,,,2017-07-05,31.828963478741937,0.0,0.006772384781658536,,2017-11-30,0.0,0.006849844307730502,,F01
AFL,AFL-V61-003,2018-08-27,2018-08-27,XLF,2018-10-12,33.0,True,2018-10-15,36.742171904155235,2018-09-27,39.23782216327976,-0.006111904761590292,-0.003178091857386267,0.002399382976527975,2019-02-28,-0.006182194307399191,-0.003173317558151423,0.002329093430719187,F01
AFL,AFL-V61-004,2019-02-20,2019-02-20,XLF,2019-04-22,42.0,True,2019-04-23,41.06573979640618,2019-03-22,41.90983660248109,-0.0038898284587058907,-0.0010163780318510618,2.7530188698055014e-05,2019-08-20,-0.00396411084613324,-0.0010148511745171618,-4.675219872940506e-05,F02
AFL,AFL-V61-005,2019-05-21,2019-05-21,XLF,2019-07-24,44.0,True,2019-07-25,45.7000793581073,2019-06-21,46.94736892266493,-0.000857540478869101,-0.0014126976027841742,0.004976012028787058,2019-11-18,-0.0009352979384777971,-0.0014105753730353499,0.004898254569178584,F02
AFL,AFL-V61-006,2021-04-22,2021-04-22,XLF,2021-06-17,39.0,True,2021-06-18,46.97589572993196,2021-05-24,50.16176260934014,-0.003994489298775106,-0.003386493183714423,0.0008690187726808629,2021-10-20,-0.004069503042531952,-0.0033814058128827096,0.0007940050289240164,F02
AFL,AFL-V61-007,2022-01-12,2022-01-12,XLF,2022-02-24,29.0,True,2022-02-25,54.6754480360711,2022-02-14,58.7853335295191,0.004289681258061173,-0.003588518131223295,0.005329727493898928,2022-07-15,0.004217964448140155,-0.0035831272677312453,0.0052580106839779095,F03
AFL,AFL-V61-008,2022-04-18,2022-04-18,XLF,2022-04-29,9.0,True,2022-05-02,52.48625440320542,2022-05-18,52.0666163656308,-0.0021007829870585137,0.00035200672030810676,0.0032839329228532277,2022-10-17,-0.002166923091817985,0.00035147791702261344,0.0032177928180937565,F03
AFL,AFL-V61-009,2022-11-30,2022-11-30,XLF,2023-02-02,43.0,True,2023-02-03,63.54703779464583,2023-01-03,66.66836620391412,0.0007523603308406956,-0.002339050580317248,0.0047982176379666175,2023-06-02,0.0006808220253546882,-0.002335536733676702,0.004726679332480499,F03
AFL,AFL-V61-010,2023-09-19,2023-09-19,XLF,,,False,,,2023-10-19,75.62828442336816,0.0,0.0038014300885294006,,2024-03-20,0.0,0.0038791733951688556,,F03
