hypothesis_id,fold_id,ticker,event_date,control_date,event_target_hit,control_target_hit,pair_difference,trailing_return_gap
WRSI_EXTREME_ESCALATION_PULLBACK,F02,CAT,2017-10-06,2017-09-29,False,False,0,0.015848747177166
WRSI_EXTREME_ESCALATION_PULLBACK,F02,HD,2018-01-05,2017-12-22,True,True,0,0.02142550538525234
WRSI_EXTREME_ESCALATION_PULLBACK,F02,LIN,2017-11-24,2017-11-17,False,False,0,0.007314862733419636
WRSI_EXTREME_ESCALATION_PULLBACK,F02,V,2017-09-15,2017-08-25,False,False,0,0.0018391145836618161
WRSI_EXTREME_ESCALATION_PULLBACK,F02,WMT,2017-11-17,2017-11-10,False,False,0,0.03673121224001252
WRSI_EXTREME_ESCALATION_PULLBACK,F03,AMZN,2018-08-10,2018-08-03,True,True,0,0.1330343015192692
WRSI_EXTREME_ESCALATION_PULLBACK,F03,APD,2019-04-26,2019-04-19,False,False,0,0.08190020745852311
WRSI_EXTREME_ESCALATION_PULLBACK,F03,COST,2018-09-07,2018-08-31,True,True,0,0.04933474600334886
WRSI_EXTREME_ESCALATION_PULLBACK,F03,LLY,2018-10-05,2018-09-21,True,False,1,0.07532432143895562
WRSI_EXTREME_ESCALATION_PULLBACK,F04,LLY,2020-02-07,2020-01-24,True,True,0,0.002448239239853045
WRSI_EXTREME_ESCALATION_PULLBACK,F04,MCD,2019-08-09,2019-08-02,True,True,0,0.052486997169363336
WRSI_EXTREME_ESCALATION_PULLBACK,F04,MSFT,2020-01-10,2020-01-03,True,True,0,0.004280539112939241
WRSI_EXTREME_ESCALATION_PULLBACK,F04,SO,2019-09-20,2019-09-13,False,False,0,0.018859040193705878
WRSI_EXTREME_ESCALATION_PULLBACK,F05,BAC,2021-06-04,2021-05-28,True,True,0,0.012233198754802554
WRSI_EXTREME_ESCALATION_PULLBACK,F05,GOOGL,2021-07-23,2021-07-16,False,False,0,0.06422082561854148
WRSI_EXTREME_ESCALATION_PULLBACK,F06,ABBV,2022-02-25,2022-02-04,False,False,0,0.0221117126060264
