event_id,cik,accession_number,form,filing_date,matched_items,blocker,evidence_route,same_cik_anchor_count,earliest_same_cik_anchor_date,latest_same_cik_anchor_date,filing_index_url,primary_document_url
SEC8K-0001144204-08-001083,0000016918,0001144204-08-001083,8-K,2008-01-08,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-09-03,2024-09-03,https://www.sec.gov/Archives/edgar/data/16918/000114420408001083/0001144204-08-001083-index.html,https://www.sec.gov/Archives/edgar/data/16918/000114420408001083/v098957_8k.htm
SEC8K-0001193125-08-008090,0000002488,0001193125-08-008090,8-K/A,2008-01-17,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312508008090/0001193125-08-008090-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312508008090/d8ka.htm
SEC8K-0001047469-08-002116,0001144519,0001047469-08-002116,8-K,2008-03-03,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2019-07-22,2019-08-13,https://www.sec.gov/Archives/edgar/data/1144519/000104746908002116/0001047469-08-002116-index.html,https://www.sec.gov/Archives/edgar/data/1144519/000104746908002116/a2183297z8-k.htm
SEC8K-0001299933-08-001365,0000059478,0001299933-08-001365,8-K,2008-03-13,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/59478/000129993308001365/0001299933-08-001365-index.html,https://www.sec.gov/Archives/edgar/data/59478/000129993308001365/htm_26085.htm
SEC8K-0001193125-08-058715,0001097864,0001193125-08-058715,8-K,2008-03-17,2.04,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,6,2020-04-09,2025-11-17,https://www.sec.gov/Archives/edgar/data/1097864/000119312508058715/0001193125-08-058715-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312508058715/d8k.htm
SEC8K-0001299933-08-001545,0000106040,0001299933-08-001545,8-K,2008-03-21,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/106040/000129993308001545/0001299933-08-001545-index.html,https://www.sec.gov/Archives/edgar/data/106040/000129993308001545/htm_26263.htm
SEC8K-0001104659-08-019271,0001090872,0001104659-08-019271,8-K,2008-03-24,2.04,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1090872/000110465908019271/0001104659-08-019271-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000110465908019271/a08-8736_28k.htm
SEC8K-0000050863-08-000115,0000050863,0000050863-08-000115,8-K,2008-03-31,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2024-10-31,2025-07-24,https://www.sec.gov/Archives/edgar/data/50863/000005086308000115/0000050863-08-000115-index.html,https://www.sec.gov/Archives/edgar/data/50863/000005086308000115/form8k33008.htm
SEC8K-0000723125-08-000020,0000723125,0000723125-08-000020,8-K,2008-04-02,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2022-12-21,2022-12-21,https://www.sec.gov/Archives/edgar/data/723125/000072312508000020/0000723125-08-000020-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312508000020/q2_8-k.htm
SEC8K-0001381197-08-000004,0001381197,0001381197-08-000004,8-K,2008-04-03,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1381197/000138119708000004/0001381197-08-000004-index.html,https://www.sec.gov/Archives/edgar/data/1381197/000138119708000004/ibkr-8k040208b.htm
SEC8K-0000950137-08-005055,0000068505,0000950137-08-005055,8-K,2008-04-03,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/68505/000095013708005055/0000950137-08-005055-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013708005055/c25433e8vk.htm
SEC8K-0000950123-08-003864,0000310158,0000950123-08-003864,8-K,2008-04-04,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2024-02-01,2025-07-29,https://www.sec.gov/Archives/edgar/data/310158/000095012308003864/0000950123-08-003864-index.html,https://www.sec.gov/Archives/edgar/data/310158/000095012308003864/y53319e8vk.htm
SEC8K-0001193125-08-095030,0001280452,0001193125-08-095030,8-K,2008-04-29,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2026-02-27,2026-02-27,https://www.sec.gov/Archives/edgar/data/1280452/000119312508095030/0001193125-08-095030-index.html,https://www.sec.gov/Archives/edgar/data/1280452/000119312508095030/d8k.htm
SEC8K-0001140361-08-013317,0000037996,0001140361-08-013317,8-K,2008-05-22,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,7,2019-06-06,2025-12-15,https://www.sec.gov/Archives/edgar/data/37996/000114036108013317/0001140361-08-013317-index.html,https://www.sec.gov/Archives/edgar/data/37996/000114036108013317/form8k.htm
SEC8K-0001193125-08-129677,0000027904,0001193125-08-129677,8-K,2008-06-06,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2020-05-14,2020-09-25,https://www.sec.gov/Archives/edgar/data/27904/000119312508129677/0001193125-08-129677-index.html,https://www.sec.gov/Archives/edgar/data/27904/000119312508129677/d8k.htm
SEC8K-0000723125-08-000038,0000723125,0000723125-08-000038,8-K,2008-06-26,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2022-12-21,2022-12-21,https://www.sec.gov/Archives/edgar/data/723125/000072312508000038/0000723125-08-000038-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312508000038/q308_8-k.htm
SEC8K-0001193125-08-149499,0000002488,0001193125-08-149499,8-K,2008-07-11,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312508149499/0001193125-08-149499-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312508149499/d8k.htm
SEC8K-0001193125-08-149749,0001137789,0001193125-08-149749,8-K,2008-07-11,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-06-02,2025-06-16,https://www.sec.gov/Archives/edgar/data/1137789/000119312508149749/0001193125-08-149749-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312508149749/d8k.htm
SEC8K-0001140361-08-017496,0000037996,0001140361-08-017496,8-K/A,2008-07-24,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,7,2019-06-06,2025-12-15,https://www.sec.gov/Archives/edgar/data/37996/000114036108017496/0001140361-08-017496-index.html,https://www.sec.gov/Archives/edgar/data/37996/000114036108017496/form8ka.htm
SEC8K-0001193125-08-156922,0001140859,0001193125-08-156922,8-K,2008-07-24,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2020-01-30,2020-01-30,https://www.sec.gov/Archives/edgar/data/1140859/000119312508156922/0001193125-08-156922-index.html,https://www.sec.gov/Archives/edgar/data/1140859/000119312508156922/d8k.htm
SEC8K-0000045012-08-000362,0000045012,0000045012-08-000362,8-K,2008-07-31,2.04,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/45012/000004501208000362/0000045012-08-000362-index.html,https://www.sec.gov/Archives/edgar/data/45012/000004501208000362/redemptionofnotes.htm
SEC8K-0001144204-08-044357,0000016918,0001144204-08-044357,8-K,2008-08-07,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-09-03,2024-09-03,https://www.sec.gov/Archives/edgar/data/16918/000114420408044357/0001144204-08-044357-index.html,https://www.sec.gov/Archives/edgar/data/16918/000114420408044357/v122053_8k.htm
SEC8K-0001193125-08-176442,0001336920,0001193125-08-176442,8-K,2008-08-13,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1336920/000119312508176442/0001193125-08-176442-index.html,https://www.sec.gov/Archives/edgar/data/1336920/000119312508176442/d8k.htm
SEC8K-0001104659-08-054227,0000001800,0001104659-08-054227,8-K,2008-08-21,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,2,2019-12-19,2021-06-03,https://www.sec.gov/Archives/edgar/data/1800/000110465908054227/0001104659-08-054227-index.html,https://www.sec.gov/Archives/edgar/data/1800/000110465908054227/a08-21991_18k.htm
SEC8K-0001104659-08-056970,0001385157,0001104659-08-056970,8-K,2008-09-04,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2019-07-24,2023-03-16,https://www.sec.gov/Archives/edgar/data/1385157/000110465908056970/0001104659-08-056970-index.html,https://www.sec.gov/Archives/edgar/data/1385157/000110465908056970/a08-22144_18k.htm
SEC8K-0001193125-08-194325,0000080661,0001193125-08-194325,8-K,2008-09-11,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/80661/000119312508194325/0001193125-08-194325-index.html,https://www.sec.gov/Archives/edgar/data/80661/000119312508194325/d8k.htm
SEC8K-0001193125-08-198086,0001045810,0001193125-08-198086,8-K,2008-09-18,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1045810/000119312508198086/0001193125-08-198086-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000119312508198086/d8k.htm
SEC8K-0001193125-08-198664,0001137789,0001193125-08-198664,8-K,2008-09-19,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-06-02,2025-06-16,https://www.sec.gov/Archives/edgar/data/1137789/000119312508198664/0001193125-08-198664-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312508198664/d8k.htm
SEC8K-0000723125-08-000072,0000723125,0000723125-08-000072,8-K,2008-10-01,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2022-12-21,2022-12-21,https://www.sec.gov/Archives/edgar/data/723125/000072312508000072/0000723125-08-000072-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312508000072/q408_8-k.htm
SEC8K-0001299933-08-004651,0001065088,0001299933-08-004651,8-K,2008-10-06,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-01-24,2024-01-24,https://www.sec.gov/Archives/edgar/data/1065088/000129993308004651/0001299933-08-004651-index.html,https://www.sec.gov/Archives/edgar/data/1065088/000129993308004651/htm_29281.htm
SEC8K-0001193125-08-208901,0000080661,0001193125-08-208901,8-K,2008-10-10,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/80661/000119312508208901/0001193125-08-208901-index.html,https://www.sec.gov/Archives/edgar/data/80661/000119312508208901/d8k.htm
SEC8K-0000950123-08-012720,0000077476,0000950123-08-012720,8-K,2008-10-14,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/77476/000095012308012720/0000950123-08-012720-index.html,https://www.sec.gov/Archives/edgar/data/77476/000095012308012720/y71807e8vk.htm
SEC8K-0000723125-08-000107,0000723125,0000723125-08-000107,8-K,2008-10-15,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2022-12-21,2022-12-21,https://www.sec.gov/Archives/edgar/data/723125/000072312508000107/0000723125-08-000107-index.html,https://www.sec.gov/Archives/edgar/data/723125/000072312508000107/file8-k.htm
SEC8K-0000891618-08-000465,0000813672,0000891618-08-000465,8-K,2008-10-27,4.02,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/813672/000089161808000465/0000891618-08-000465-index.html,https://www.sec.gov/Archives/edgar/data/813672/000089161808000465/f50254e8vk.htm
SEC8K-0000950134-08-019477,0000813672,0000950134-08-019477,8-K,2008-11-05,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/813672/000095013408019477/0000950134-08-019477-index.html,https://www.sec.gov/Archives/edgar/data/813672/000095013408019477/f50428e8vk.htm
SEC8K-0001181431-08-062619,0000319201,0001181431-08-062619,8-K,2008-11-18,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/319201/000118143108062619/0001181431-08-062619-index.html,https://www.sec.gov/Archives/edgar/data/319201/000118143108062619/rrd223923.htm
SEC8K-0001193125-08-239387,0001086222,0001193125-08-239387,8-K,2008-11-19,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1086222/000119312508239387/0001193125-08-239387-index.html,https://www.sec.gov/Archives/edgar/data/1086222/000119312508239387/d8k.htm
SEC8K-0001193125-08-243475,0000063754,0001193125-08-243475,8-K,2008-11-25,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/63754/000119312508243475/0001193125-08-243475-index.html,https://www.sec.gov/Archives/edgar/data/63754/000119312508243475/d8k.htm
SEC8K-0001104659-08-074443,0000796343,0001104659-08-074443,8-K,2008-12-03,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/796343/000110465908074443/0001104659-08-074443-index.html,https://www.sec.gov/Archives/edgar/data/796343/000110465908074443/a08-29657_18k.htm
SEC8K-0000950134-08-022277,0000106040,0000950134-08-022277,8-K,2008-12-17,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/106040/000095013408022277/0000950134-08-022277-index.html,https://www.sec.gov/Archives/edgar/data/106040/000095013408022277/a50846e8vk.htm
SEC8K-0001104659-08-077078,0001090872,0001104659-08-077078,8-K,2008-12-17,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1090872/000110465908077078/0001104659-08-077078-index.html,https://www.sec.gov/Archives/edgar/data/1090872/000110465908077078/a08-30659_18k.htm
SEC8K-0001193125-08-256569,0000712515,0001193125-08-256569,8-K,2008-12-19,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2023-03-29,2026-01-06,https://www.sec.gov/Archives/edgar/data/712515/000119312508256569/0001193125-08-256569-index.html,https://www.sec.gov/Archives/edgar/data/712515/000119312508256569/d8k.htm
SEC8K-0000065984-08-000195,0000065984,0000065984-08-000195,8-K,2008-12-23,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,1,2024-03-12,2024-03-12,https://www.sec.gov/Archives/edgar/data/65984/000006598408000195/0000065984-08-000195-index.html,https://www.sec.gov/Archives/edgar/data/65984/000006598408000195/a05608.htm
SEC8K-0001193125-08-259972,0001137789,0001193125-08-259972,8-K,2008-12-24,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-06-02,2025-06-16,https://www.sec.gov/Archives/edgar/data/1137789/000119312508259972/0001193125-08-259972-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312508259972/d8k.htm
SEC8K-0001193125-08-261099,0000002488,0001193125-08-261099,8-K,2008-12-29,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312508261099/0001193125-08-261099-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312508261099/d8k.htm
SEC8K-0000950137-08-014637,0000068505,0000950137-08-014637,8-K,2008-12-30,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/68505/000095013708014637/0000950137-08-014637-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013708014637/c48467e8vk.htm
SEC8K-0000050863-09-000006,0000050863,0000050863-09-000006,8-K,2009-01-07,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2024-10-31,2025-07-24,https://www.sec.gov/Archives/edgar/data/50863/000005086309000006/0000050863-09-000006-index.html,https://www.sec.gov/Archives/edgar/data/50863/000005086309000006/form8k.htm
SEC8K-0001299933-09-000099,0000202058,0001299933-09-000099,8-K,2009-01-07,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/202058/000129993309000099/0001299933-09-000099-index.html,https://www.sec.gov/Archives/edgar/data/202058/000129993309000099/htm_30728.htm
SEC8K-0001193125-09-004075,0001097864,0001193125-09-004075,8-K,2009-01-09,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,6,2020-04-09,2025-11-17,https://www.sec.gov/Archives/edgar/data/1097864/000119312509004075/0001193125-09-004075-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312509004075/d8k.htm
SEC8K-0000950153-09-000029,0000789570,0000950153-09-000029,8-K,2009-01-09,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/789570/000095015309000029/0000950153-09-000029-index.html,https://www.sec.gov/Archives/edgar/data/789570/000095015309000029/p13876e8vk.htm
SEC8K-0001193125-09-005721,0001137789,0001193125-09-005721,8-K,2009-01-14,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-06-02,2025-06-16,https://www.sec.gov/Archives/edgar/data/1137789/000119312509005721/0001193125-09-005721-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312509005721/d8k.htm
SEC8K-0001193125-09-007392,0000002488,0001193125-09-007392,8-K/A,2009-01-16,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/2488/000119312509007392/0001193125-09-007392-index.html,https://www.sec.gov/Archives/edgar/data/2488/000119312509007392/d8ka.htm
SEC8K-0001157523-09-000295,0001163165,0001157523-09-000295,8-K,2009-01-16,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/1163165/000115752309000295/0001157523-09-000295-index.html,https://www.sec.gov/Archives/edgar/data/1163165/000115752309000295/a5872912.htm
SEC8K-0001104659-09-002946,0000031462,0001104659-09-002946,8-K,2009-01-20,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2021-02-16,2026-02-10,https://www.sec.gov/Archives/edgar/data/31462/000110465909002946/0001104659-09-002946-index.html,https://www.sec.gov/Archives/edgar/data/31462/000110465909002946/a09-3342_18k.htm
SEC8K-0001193125-09-008736,0000080661,0001193125-09-008736,8-K,2009-01-21,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/80661/000119312509008736/0001193125-09-008736-index.html,https://www.sec.gov/Archives/edgar/data/80661/000119312509008736/d8k.htm
SEC8K-0000950137-09-000352,0000068505,0000950137-09-000352,8-K,2009-01-21,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/68505/000095013709000352/0000950137-09-000352-index.html,https://www.sec.gov/Archives/edgar/data/68505/000095013709000352/c48878e8vk.htm
SEC8K-0001206774-09-000080,0000097476,0001206774-09-000080,8-K,2009-01-26,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/97476/000120677409000080/0001206774-09-000080-index.html,https://www.sec.gov/Archives/edgar/data/97476/000120677409000080/texas_8-k.htm
SEC8K-0000024741-09-000003,0000024741,0000024741-09-000003,8-K,2009-01-27,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/24741/000002474109000003/0000024741-09-000003-index.html,https://www.sec.gov/Archives/edgar/data/24741/000002474109000003/q4088k.htm
SEC8K-0001193125-09-013203,0000898293,0001193125-09-013203,8-K,2009-01-28,2.05|2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,4,2023-10-02,2025-06-20,https://www.sec.gov/Archives/edgar/data/898293/000119312509013203/0001193125-09-013203-index.html,https://www.sec.gov/Archives/edgar/data/898293/000119312509013203/d8k.htm
SEC8K-0001104659-09-005356,0001385157,0001104659-09-005356,8-K,2009-01-30,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,3,2019-07-24,2023-03-16,https://www.sec.gov/Archives/edgar/data/1385157/000110465909005356/0001104659-09-005356-index.html,https://www.sec.gov/Archives/edgar/data/1385157/000110465909005356/a09-4061_18k.htm
SEC8K-0001193125-09-016478,0001137789,0001193125-09-016478,8-K/A,2009-02-02,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,5,2020-06-02,2025-06-16,https://www.sec.gov/Archives/edgar/data/1137789/000119312509016478/0001193125-09-016478-index.html,https://www.sec.gov/Archives/edgar/data/1137789/000119312509016478/d8ka.htm
SEC8K-0001193125-09-018820,0001097864,0001193125-09-018820,8-K,2009-02-04,2.05,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_SAME_CIK_ANCHOR_REVIEW,6,2020-04-09,2025-11-17,https://www.sec.gov/Archives/edgar/data/1097864/000119312509018820/0001193125-09-018820-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312509018820/d8k.htm
SEC8K-0001299933-09-000596,0000202058,0001299933-09-000596,8-K/A,2009-02-04,2.06,FORM_8K_COVER_PREDATES_REQUIRED_TRADING_SYMBOL_FIELD,PRE_SYMBOL_FIELD_HISTORICAL_MASTER_REQUIRED,0,,,https://www.sec.gov/Archives/edgar/data/202058/000129993309000596/0001299933-09-000596-index.html,https://www.sec.gov/Archives/edgar/data/202058/000129993309000596/htm_31194.htm
