ticker,cik,month_end,corpus_status,guard_state,deterioration_flags,flag_count,latest_fact_accepted_at,reason,revenue_yoy,net_margin,net_margin_yoy_change,operating_cash_flow_yoy,operating_cash_flow_value,liabilities_to_assets,liabilities_to_assets_yoy_change,entity_type,revenue_growth_acceleration,margin_change_acceleration,operating_cash_flow_growth_change,share_dilution_yoy,adjusted_close,unadjusted_close,pit_shares,market_cap_to_operating_cash_flow,price_return_12m,price_revenue_expectation_gap,pocf_own_history_percentile,expectation_gap_own_history_percentile
AAPL,320193,2013-11-30,PIT_FACTS_READY,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,2,2013-10-30T00:38:28+00:00,,0.0418728799421677,0.2004696840307429,-0.0281629134224072,0.0552540506528236,53666000000.0,0.4031449275362319,0.0745485080524078,GENERAL,0.0333070803247735,0.0284456593438891,-0.2998579960310741,-0.0435360351741058,17.21590614,19.85964394,899738000.0,0.3329571110067402,,,,
AAPL,320193,2013-12-31,PIT_FACTS_READY,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,2,2013-10-30T00:38:28+00:00,,0.0418728799421677,0.2004696840307429,-0.0281629134224072,0.0552540506528236,53666000000.0,0.4031449275362319,0.0745485080524078,GENERAL,0.0333070803247735,0.0284456593438891,-0.2998579960310741,-0.0435360351741058,17.3691597,20.03642845,899738000.0,0.335920993939293,,,,
AAPL,320193,2014-01-31,PIT_FACTS_READY,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,2,2014-01-28T22:07:27+00:00,,0.0565380099794541,0.2269680869535021,-0.0129423914732663,0.0552540506528236,53666000000.0,0.4240976268296149,0.0735305345037203,GENERAL,0.0146651300372864,0.0152205219491409,0.0,-0.0501236345358859,15.49855804,17.87857056,891989000.0,0.29716185807110346,0.12664555604606265,0.07010754606660854,,
AAPL,320193,2014-02-28,PIT_FACTS_READY,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,2,2014-01-28T22:07:27+00:00,,0.0565380099794541,0.2269680869535021,-0.0129423914732663,0.0552540506528236,53666000000.0,0.4240976268296149,0.0735305345037203,GENERAL,0.0146651300372864,0.0152205219491409,0.0,-0.0501236345358859,16.38989449,18.79428673,891989000.0,0.31238208597633454,0.22234815256966667,0.16581014259021257,,
AAPL,320193,2014-03-31,PIT_FACTS_READY,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,2,2014-01-28T22:07:27+00:00,,0.0565380099794541,0.2269680869535021,-0.0129423914732663,0.0552540506528236,53666000000.0,0.4240976268296149,0.0735305345037203,GENERAL,0.0146651300372864,0.0152205219491409,0.0,-0.0501236345358859,16.71692657,19.16928673,891989000.0,0.3186150057952143,0.24318895521718153,0.18665094523772743,,
AAPL,320193,2014-04-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-04-24T21:02:12+00:00,,0.046854574226544,0.223962669237173,0.0050098448902244,0.0552540506528236,53666000000.0,0.4165756423886712,0.1123131015014506,GENERAL,-0.0096834357529101,0.0179522363634907,0.0,-0.0823183106784325,18.37852478,21.07464218,861381000.0,0.33826438258209257,0.36638716564752416,0.31953259142098017,,
AAPL,320193,2014-05-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-04-24T21:02:12+00:00,,0.046854574226544,0.223962669237173,0.0050098448902244,0.0552540506528236,53666000000.0,0.4165756423886712,0.1123131015014506,GENERAL,-0.0096834357529101,0.0179522363634907,0.0,-0.0823183106784325,19.82508469,22.6071434,861381000.0,0.36286221795988893,0.4416141673751126,0.3947595931485686,,
AAPL,320193,2014-06-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-04-24T21:02:12+00:00,,0.046854574226544,0.223962669237173,0.0050098448902244,0.0552540506528236,53666000000.0,0.4165756423886712,0.1123131015014506,GENERAL,-0.0096834357529101,0.0179522363634907,0.0,-0.0823183106784325,20.37347984,23.23250008,861381000.0,0.3728996785937182,0.6802543537554169,0.6333997795288728,,
AAPL,320193,2014-07-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-07-23T20:32:48+00:00,,0.0597061404750445,0.2069886727933319,0.011648526146671,0.0552540506528236,53666000000.0,0.4564982922883336,0.0737126866522756,GENERAL,0.0128515662485005,0.0066386812564466,0.0,-0.0584343465871968,20.95883369,23.89999962,5987867000.0,2.6666794436814842,0.5146267704551306,0.4549206299800861,,
AAPL,320193,2014-08-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-07-23T20:32:48+00:00,,0.0597061404750445,0.2069886727933319,0.011648526146671,0.0552540506528236,53666000000.0,0.4564982922883336,0.0737126866522756,GENERAL,0.0128515662485005,0.0066386812564466,0.0,-0.0584343465871968,22.58333778,25.625,5987867000.0,2.8591490305780196,0.5058820431172024,0.4461759026421579,,
AAPL,320193,2014-09-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-07-23T20:32:48+00:00,,0.0597061404750445,0.2069886727933319,0.011648526146671,0.0552540506528236,53666000000.0,0.4564982922883336,0.0737126866522756,GENERAL,0.0128515662485005,0.0066386812564466,0.0,-0.0584343465871968,22.19776154,25.1875,5987867000.0,2.8103342910315656,0.5126771636790786,0.45297102320403404,,
AAPL,320193,2014-10-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-10-27T21:11:55+00:00,,0.124119342442357,0.2010065759798684,0.0005368919491255,0.1126784183654454,59713000000.0,0.5188600709975457,0.1157151434613138,GENERAL,0.0644132019673125,-0.0111116341975455,0.0574243677126218,-0.0688019337692908,23.79511452,27.0,5864840000.0,2.6518627434561988,0.47898256245250526,0.35486322001014825,,
AAPL,320193,2014-11-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-10-27T21:11:55+00:00,,0.124119342442357,0.2010065759798684,0.0005368919491255,0.1126784183654454,59713000000.0,0.5188600709975457,0.1157151434613138,GENERAL,0.0644132019673125,-0.0111116341975455,0.0574243677126218,-0.0688019337692908,26.31690216,29.73250008,5864840000.0,2.9202410826652017,0.5286388033247025,0.40451946088234547,,
AAPL,320193,2014-12-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2014-10-27T21:11:55+00:00,,0.124119342442357,0.2010065759798684,0.0005368919491255,0.1126784183654454,59713000000.0,0.5188600709975457,0.1157151434613138,GENERAL,0.0644132019673125,-0.0111116341975455,0.0574243677126218,-0.0688019337692908,24.42494583,27.59499931,5864840000.0,2.710301873181056,0.4062249557184967,0.2821056132761397,,
AAPL,320193,2015-01-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-01-28T21:39:32+00:00,,0.2952564503246866,0.2416118178527862,0.0146437308992841,0.1126784183654454,59713000000.0,0.5290919226862777,0.1049942958566628,GENERAL,0.1711371078823296,0.0141068389501586,0.0,-0.0671332750259732,25.92523193,29.29000092,5824748000.0,2.8571144353619506,0.6727512238938582,0.3774947735691716,,
AAPL,320193,2015-02-28,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-01-28T21:39:32+00:00,,0.2952564503246866,0.2416118178527862,0.0146437308992841,0.1126784183654454,59713000000.0,0.5290919226862777,0.1049942958566628,GENERAL,0.1711371078823296,0.0141068389501586,0.0,-0.0671332750259732,28.53788376,32.11500168,5824748000.0,3.132681188444336,0.7411877652666938,0.4459313149420072,,
AAPL,320193,2015-03-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-01-28T21:39:32+00:00,,0.2952564503246866,0.2416118178527862,0.0146437308992841,0.1126784183654454,59713000000.0,0.5290919226862777,0.1049942958566628,GENERAL,0.1711371078823296,0.0141068389501586,0.0,-0.0671332750259732,27.64260864,31.10750008,5824748000.0,3.034403712357106,0.6535700222316645,0.3583135719069779,,
AAPL,320193,2015-04-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-04-28T21:01:16+00:00,,0.2708671077421898,0.2339079469057059,0.0099452776685328,0.1126784183654454,59713000000.0,0.5060912578390009,0.0895156154503296,GENERAL,-0.0243893425824968,-0.0046984532307513,0.0,-0.0445525432830702,27.80255127,31.28750038,5761030000.0,3.018575993739913,0.5127738272146563,0.24190671947246645,,
AAPL,320193,2015-05-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-04-28T21:01:16+00:00,,0.2708671077421898,0.2339079469057059,0.0099452776685328,0.1126784183654454,59713000000.0,0.5060912578390009,0.0895156154503296,GENERAL,-0.0243893425824968,-0.0046984532307513,0.0,-0.0445525432830702,29.06310081,32.56999969,5761030000.0,3.1423098037961705,0.4659761239083009,0.1951090161661111,,
AAPL,320193,2015-06-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-04-28T21:01:16+00:00,,0.2708671077421898,0.2339079469057059,0.0099452776685328,0.1126784183654454,59713000000.0,0.5060912578390009,0.0895156154503296,GENERAL,-0.0243893425824968,-0.0046984532307513,0.0,-0.0445525432830702,27.98114967,31.35750008,5761030000.0,3.0253294707330465,0.37341042815197345,0.10254332040978364,,
AAPL,320193,2015-07-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-07-22T21:01:17+00:00,,0.3252030348365036,0.2152403991533111,0.0082517263599792,0.1126784183654454,59713000000.0,0.5398991766458845,0.0834008843575508,GENERAL,0.0543359270943137,-0.0016935513085535,0.0,-0.0476204631799603,27.05982399,30.32500076,5702722000.0,2.896103846466745,0.29109397928525693,-0.03410905555124666,,
AAPL,320193,2015-08-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-07-22T21:01:17+00:00,,0.3252030348365036,0.2152403991533111,0.0082517263599792,0.1126784183654454,59713000000.0,0.5398991766458845,0.0834008843575508,GENERAL,0.0543359270943137,-0.0016935513085535,0.0,-0.0476204631799603,25.26856613,28.19000053,5702722000.0,2.6922066585574775,0.11890307695694391,-0.20629995787955968,,
AAPL,320193,2015-09-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-07-22T21:01:17+00:00,,0.3252030348365036,0.2152403991533111,0.0082517263599792,0.1126784183654454,59713000000.0,0.5398991766458845,0.0834008843575508,GENERAL,0.0543359270943137,-0.0016935513085535,0.0,-0.0476204631799603,24.71731186,27.57500076,5702722000.0,2.633472836468922,0.11350470251064793,-0.21169833232585566,,
AAPL,320193,2015-10-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-10-28T20:31:09+00:00,,0.2226337155473257,0.2159958059066814,0.0149892299268129,0.3609431782024015,81266000000.0,0.5891097118896719,0.0702496408921261,GENERAL,-0.1025693192891779,0.0067375035668337,0.2482647598369561,-0.0493634949973059,26.7789402,29.875,5575331000.0,2.0496027074668373,0.12539656732864524,-0.09723714821868046,,
AAPL,320193,2015-11-30,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-10-28T20:31:09+00:00,,0.2226337155473257,0.2159958059066814,0.0149892299268129,0.3609431782024015,81266000000.0,0.5891097118896719,0.0702496408921261,GENERAL,-0.1025693192891779,0.0067375035668337,0.2482647598369561,-0.0493634949973059,26.62351227,29.57500076,5575331000.0,2.0290209750972306,0.011650691564527138,-0.21098302398279856,,
AAPL,320193,2015-12-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2015-10-28T20:31:09+00:00,,0.2226337155473257,0.2159958059066814,0.0149892299268129,0.3609431782024015,81266000000.0,0.5891097118896719,0.0702496408921261,GENERAL,-0.1025693192891779,0.0067375035668337,0.2482647598369561,-0.0493634949973059,23.68884468,26.31500053,5575331000.0,1.8053655676411466,-0.03013726847639031,-0.252770984023716,,
AAPL,320193,2016-01-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2016-01-27T21:32:03+00:00,,0.0170645719111515,0.241999683677773,0.0003878658249868,0.3609431782024015,81266000000.0,0.5626525824797807,0.0335606597935029,GENERAL,-0.2055691436361742,-0.0146013641018261,0.0,-0.0480990765609087,21.90643692,24.33499908,5544583000.0,1.6603182413799578,-0.15501481417219465,-0.17207938608334614,0.5,
AAPL,320193,2016-02-29,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2016-01-27T21:32:03+00:00,,0.0170645719111515,0.241999683677773,0.0003878658249868,0.3609431782024015,81266000000.0,0.5626525824797807,0.0335606597935029,GENERAL,-0.2055691436361742,-0.0146013641018261,0.0,-0.0480990765609087,21.8782444,24.17250061,5544583000.0,1.6492313630509148,-0.2333613597983203,-0.2504259317094718,0.4864864864864865,
AAPL,320193,2016-03-31,PIT_FACTS_READY,PASS,LEVERAGE_DIRECTION,1,2016-01-27T21:32:03+00:00,,0.0170645719111515,0.241999683677773,0.0003878658249868,0.3609431782024015,81266000000.0,0.5626525824797807,0.0335606597935029,GENERAL,-0.2055691436361742,-0.0146013641018261,0.0,-0.0480990765609087,24.66138458,27.24749947,5544583000.0,1.8590311120748038,-0.10784886834761476,-0.12491344025876626,0.5526315789473685,
AAPL,320193,2016-04-30,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-04-27T20:32:53+00:00,,-0.128477848646785,0.2080028482702692,-0.0259050986354366,0.3609431782024015,81266000000.0,0.5726602397167163,0.0665689818777154,GENERAL,-0.1455424205579364,-0.0262929644604234,0.0,-0.0492281762115455,21.21074104,23.43499947,5477425000.0,1.579546821204006,-0.2370937172630201,-0.1086158686162351,0.46153846153846156,
AAPL,320193,2016-05-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-04-27T20:32:53+00:00,,-0.128477848646785,0.2080028482702692,-0.0259050986354366,0.3609431782024015,81266000000.0,0.5726602397167163,0.0665689818777154,GENERAL,-0.1455424205579364,-0.0262929644604234,0.0,-0.0492281762115455,22.73308945,24.96500015,5477425000.0,1.6826706857309792,-0.2178023398598259,-0.0893244912130409,0.525,
AAPL,320193,2016-06-30,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-04-27T20:32:53+00:00,,-0.128477848646785,0.2080028482702692,-0.0259050986354366,0.3609431782024015,81266000000.0,0.5726602397167163,0.0665689818777154,GENERAL,-0.1455424205579364,-0.0262929644604234,0.0,-0.0492281762115455,21.76330566,23.89999962,5477425000.0,1.6108883840545676,-0.22221545874029847,-0.09373761009351347,0.4634146341463415,
AAPL,320193,2016-07-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-07-27T20:32:36+00:00,,-0.1460941437355105,0.1840502384437414,-0.0311901607095697,0.3609431782024015,81266000000.0,0.5859287570107525,0.046029580364868,GENERAL,-0.0176162950887255,-0.005285062074133,0.0,-0.0551103490578709,23.72337341,26.05249977,5388443000.0,1.7274433344591602,-0.12329904958853355,0.022795094146976946,0.5476190476190477,
AAPL,320193,2016-08-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-07-27T20:32:36+00:00,,-0.1460941437355105,0.1840502384437414,-0.0311901607095697,0.3609431782024015,81266000000.0,0.5859287570107525,0.046029580364868,GENERAL,-0.0176162950887255,-0.005285062074133,0.0,-0.0551103490578709,24.28447342,26.52499962,5388443000.0,1.7587730234955783,-0.03894533251064214,0.10714881122486836,0.5581395348837209,
AAPL,320193,2016-09-30,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,3,2016-07-27T20:32:36+00:00,,-0.1460941437355105,0.1840502384437414,-0.0311901607095697,0.3609431782024015,81266000000.0,0.5859287570107525,0.046029580364868,GENERAL,-0.0176162950887255,-0.005285062074133,0.0,-0.0551103490578709,25.87520599,28.26250076,5388443000.0,1.8739801932261546,0.046845471569010755,0.19293961530452125,0.6136363636363636,
AAPL,320193,2016-10-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,4,2016-10-26T20:42:16+00:00,,-0.0902700918428768,0.1923930675318022,-0.0236027383748791,-0.1900179656929097,65824000000.0,0.6013224075651412,0.0124023297267076,GENERAL,0.0558240518926336,0.0075874223346905,-0.5509611438953113,-0.0435880847253732,25.98736,28.38500023,5332313000.0,2.2994303860511662,-0.02955980311722728,0.06071028872564953,0.6666666666666666,
AAPL,320193,2016-11-30,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,4,2016-10-26T20:42:16+00:00,,-0.0902700918428768,0.1923930675318022,-0.0236027383748791,-0.1900179656929097,65824000000.0,0.6013224075651412,0.0124023297267076,GENERAL,0.0558240518926336,0.0075874223346905,-0.5509611438953113,-0.0435880847253732,25.42600632,27.62999916,5332313000.0,2.2382687729529818,-0.04497926261026719,0.04529082923260962,0.6521739130434783,
AAPL,320193,2016-12-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,4,2016-10-26T20:42:16+00:00,,-0.0902700918428768,0.1923930675318022,-0.0236027383748791,-0.1900179656929097,65824000000.0,0.6013224075651412,0.0124023297267076,GENERAL,0.0558240518926336,0.0075874223346905,-0.5509611438953113,-0.0435880847253732,26.64531708,28.95499992,5332313000.0,2.3456052881686764,0.12480441490234817,0.215074506745225,0.6808510638297872,
AAPL,320193,2017-01-31,PIT_FACTS_READY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,4,2016-10-26T20:42:16+00:00,,-0.0902700918428768,0.1923930675318022,-0.0236027383748791,-0.1900179656929097,65824000000.0,0.6013224075651412,0.0124023297267076,GENERAL,0.0558240518926336,0.0075874223346905,-0.5509611438953113,-0.0435880847253732,27.9175396,30.33749962,5332313000.0,2.457599714560359,0.27439892219587847,0.3646690140387553,0.6875,0.7777777777777778
AAPL,320193,2017-02-28,PIT_FACTS_READY,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,3,2017-02-01T21:33:29+00:00,,0.0326734500210881,0.2283442457658485,-0.0136554379119245,-0.1900179656929097,65824000000.0,0.600200518812228,0.0375479363324473,GENERAL,0.1229435418639649,0.0099473004629546,0.0,-0.0537539071919385,31.65228271,34.24750137,5246540000.0,2.7297169092999485,0.4467469204247485,0.4140734704036604,0.7959183673469388,0.8648648648648649
AAPL,320193,2017-03-31,PIT_FACTS_READY,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,3,2017-02-01T21:33:29+00:00,,0.0326734500210881,0.2283442457658485,-0.0136554379119245,-0.1900179656929097,65824000000.0,0.600200518812228,0.0375479363324473,GENERAL,0.1229435418639649,0.0099473004629546,0.0,-0.0537539071919385,33.19342804,35.91500092,5246540000.0,2.862625925601859,0.3459677388478568,0.3132942888267687,0.86,0.6578947368421053
AAPL,320193,2017-04-30,PIT_FACTS_READY,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,3,2017-02-01T21:33:29+00:00,,0.0326734500210881,0.2283442457658485,-0.0136554379119245,-0.1900179656929097,65824000000.0,0.600200518812228,0.0375479363324473,GENERAL,0.1229435418639649,0.0099473004629546,0.0,-0.0537539071919385,33.1911087,35.91249847,5246540000.0,2.8624264663769114,0.5648255116314411,0.532152061610353,0.8431372549019608,0.9743589743589743
AAPL,320193,2017-05-31,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-05-03T20:32:23+00:00,,0.0462646122198706,0.2085034785238959,0.0005006302536267,-0.1900179656929097,65824000000.0,0.5991952937237693,0.026535054007053,GENERAL,0.0135911621987824,0.0141560681655512,0.0,-0.0481220646562937,35.44171524,38.18999863,5213840000.0,3.0249839337785485,0.5590364573170674,0.5127718450971969,0.9230769230769231,0.95
AAPL,320193,2017-06-30,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-05-03T20:32:23+00:00,,0.0462646122198706,0.2085034785238959,0.0005006302536267,-0.1900179656929097,65824000000.0,0.5991952937237693,0.026535054007053,GENERAL,0.0135911621987824,0.0141560681655512,0.0,-0.0481220646562937,33.41396332,36.00500107,5213840000.0,2.8519129007475814,0.535334927607684,0.48907031538781337,0.7735849056603774,0.926829268292683
AAPL,320193,2017-07-31,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-05-03T20:32:23+00:00,,0.0462646122198706,0.2085034785238959,0.0005006302536267,-0.1900179656929097,65824000000.0,0.5991952937237693,0.026535054007053,GENERAL,0.0135911621987824,0.0141560681655512,0.0,-0.0481220646562937,34.50672913,37.18249893,5213840000.0,2.9451810923248543,0.45454563032146766,0.40828101810159706,0.8888888888888888,0.7857142857142857
AAPL,320193,2017-08-31,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-08-02T20:31:28+00:00,,0.0720052882572359,0.1919705778717406,0.0079203394279992,-0.1900179656929097,65824000000.0,0.6163518004015378,0.0304230433907852,GENERAL,0.0257406760373653,0.0074197091743725,0.0,-0.0414247677854252,38.19890594,41.0,5165228000.0,3.217281660184735,0.572976497342556,0.50097120908532,1.0,0.9302325581395349
AAPL,320193,2017-09-30,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-08-02T20:31:28+00:00,,0.0720052882572359,0.1919705778717406,0.0079203394279992,-0.1900179656929097,65824000000.0,0.6163518004015378,0.0304230433907852,GENERAL,0.0257406760373653,0.0074197091743725,0.0,-0.0414247677854252,35.89767075,38.52999878,5165228000.0,3.0234599619959566,0.3873385496476196,0.3153332613903837,0.8928571428571429,0.5909090909090909
AAPL,320193,2017-10-31,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-08-02T20:31:28+00:00,,0.0720052882572359,0.1919705778717406,0.0079203394279992,-0.1900179656929097,65824000000.0,0.6163518004015378,0.0304230433907852,GENERAL,0.0257406760373653,0.0074197091743725,0.0,-0.0414247677854252,39.37282944,42.25999832,5165228000.0,3.316154086692042,0.5150761539456103,0.44307086568837445,1.0,0.8
AAPL,320193,2017-11-30,PIT_FACTS_READY,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,2,2017-11-03T12:01:37+00:00,,0.1222359771194399,0.2037695657962304,0.0113764982644281,-0.0338174526008751,63598000000.0,0.6428451530564666,0.0415227454913254,GENERAL,0.050230688862204,0.0034561588364288,0.1562005130920346,-0.0371322913714929,40.17124176,42.96250153,5134312000.0,3.468393458214053,0.5799273096381423,0.4576913325187024,1.0,0.8913043478260869
