policy_id,fold_id,ticker,one_way_cost_bps,activated,executed_sell_count,executed_reentry_count,completed_cycle_count,positive_completed_cycle_count,completed_cycle_share_delta,completed_cycle_ticker,open_sale_count,open_sale_cash,unmatched_buy_cost,cagr,excess_cagr,max_drawdown,mdd_improvement,sortino,calmar,upside_capture,downside_capture,average_exposure,turnover,terminal_wealth_delta,terminal_share_delta,final_equity,buy_hold_final_equity,keep_cash_terminal_wealth_delta,keep_cash_final_equity
GIVEBACK_BASELINE,F01,AMT,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.19024580350097553,0.0,-0.1394316615088681,0.0,1.2600893682672127,1.3644376136827112,1.0,1.0,1.0000000000000002,0.9871433377798225,0.0,0.0,11902.458035009746,11902.458035009746,0.0,11902.458035009746
GIVEBACK_BASELINE,F01,AMT,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.1884633315630615,0.0,-0.13943166150886788,0.0,1.2516469000772417,1.3516537744985215,1.0,1.0,1.0,0.9878833252894027,0.0,0.0,11884.633315630632,11884.633315630632,0.0,11884.633315630632
GIVEBACK_BASELINE,F01,AMT,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.18550143033033706,0.0,-0.13943166150886743,0.0,1.237250223972397,1.3304111012012845,1.0,1.0,1.0,0.9891166378053694,0.0,0.0,11855.014303303353,11855.014303303353,0.0,11855.014303303353
HERD_GIVEBACK_S1,F01,AMT,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.19024580350097553,0.0,-0.1394316615088681,0.0,1.2600893682672127,1.3644376136827112,1.0,1.0,1.0000000000000002,0.9871433377798225,0.0,0.0,11902.458035009746,11902.458035009746,0.0,11902.458035009746
HERD_GIVEBACK_S1,F01,AMT,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.1884633315630615,0.0,-0.13943166150886788,0.0,1.2516469000772417,1.3516537744985215,1.0,1.0,1.0,0.9878833252894027,0.0,0.0,11884.633315630632,11884.633315630632,0.0,11884.633315630632
HERD_GIVEBACK_S1,F01,AMT,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.18550143033033706,0.0,-0.13943166150886743,0.0,1.237250223972397,1.3304111012012845,1.0,1.0,1.0,0.9891166378053694,0.0,0.0,11855.014303303353,11855.014303303353,0.0,11855.014303303353
GIVEBACK_BASELINE,F01,AMZN,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.3029348039546349,0.0,-0.14838457251828263,0.0,1.986072461425073,2.041551886516437,1.0,1.0,1.0,0.8927164762788594,0.0,0.0,13029.348039546347,13029.348039546347,0.0,13029.348039546347
GIVEBACK_BASELINE,F01,AMZN,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.30098357277352283,0.0,-0.1483845725182822,0.0,1.9765777404942628,2.028402061383027,1.0,1.0,0.9999999999999998,0.8933856790346907,0.0,0.0,13009.83572773524,13009.83572773524,0.0,13009.83572773524
GIVEBACK_BASELINE,F01,AMZN,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.2977412473726293,0.0,-0.14838457251828308,0.0,1.9596806492116021,2.006551235883659,1.0,1.0,1.0000000000000002,0.8945010169610763,0.0,0.0,12977.41247372631,12977.41247372631,0.0,12977.41247372631
HERD_GIVEBACK_S1,F01,AMZN,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.3029348039546349,0.0,-0.14838457251828263,0.0,1.986072461425073,2.041551886516437,1.0,1.0,1.0,0.8927164762788594,0.0,0.0,13029.348039546347,13029.348039546347,0.0,13029.348039546347
HERD_GIVEBACK_S1,F01,AMZN,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.30098357277352283,0.0,-0.1483845725182822,0.0,1.9765777404942628,2.028402061383027,1.0,1.0,0.9999999999999998,0.8933856790346907,0.0,0.0,13009.83572773524,13009.83572773524,0.0,13009.83572773524
HERD_GIVEBACK_S1,F01,AMZN,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.2977412473726293,0.0,-0.14838457251828308,0.0,1.9596806492116021,2.006551235883659,1.0,1.0,1.0000000000000002,0.8945010169610763,0.0,0.0,12977.41247372631,12977.41247372631,0.0,12977.41247372631
GIVEBACK_BASELINE,F01,APD,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10739160837585127,0.0,-0.09320601523236616,0.0,1.1251511435360813,1.1521961121084288,1.0,1.0,1.0000000000000002,0.965749394931366,0.0,0.0,11073.9160837585,11073.9160837585,0.0,11073.9160837585
GIVEBACK_BASELINE,F01,APD,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10573321608376696,0.0,-0.09320601523236716,0.0,1.1098606661268962,1.134403351759743,1.0,1.0,1.0,0.9664733450025289,0.0,0.0,11057.332160837685,11057.332160837685,0.0,11057.332160837685
GIVEBACK_BASELINE,F01,APD,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10297749574406034,0.0,-0.09320601523236671,0.0,1.0834172951873138,1.1048374451727487,1.0,1.0,1.0,0.9676799284544669,0.0,0.0,11029.774957440595,11029.774957440595,0.0,11029.774957440595
HERD_GIVEBACK_S1,F01,APD,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10739160837585127,0.0,-0.09320601523236616,0.0,1.1251511435360813,1.1521961121084288,1.0,1.0,1.0000000000000002,0.965749394931366,0.0,0.0,11073.9160837585,11073.9160837585,0.0,11073.9160837585
HERD_GIVEBACK_S1,F01,APD,25,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10573321608376696,0.0,-0.09320601523236716,0.0,1.1098606661268962,1.134403351759743,1.0,1.0,1.0,0.9664733450025289,0.0,0.0,11057.332160837685,11057.332160837685,0.0,11057.332160837685
HERD_GIVEBACK_S1,F01,APD,50,False,0,0,0,0,0.0,False,0,0.0,0.0,0.10297749574406034,0.0,-0.09320601523236671,0.0,1.0834172951873138,1.1048374451727487,1.0,1.0,1.0,0.9676799284544669,0.0,0.0,11029.774957440595,11029.774957440595,0.0,11029.774957440595
GIVEBACK_BASELINE,F01,AVGO,10,False,0,0,0,0,0.0,False,0,0.0,0.0,0.5482464407865337,0.0,-0.09496571858011316,0.0,2.9335760893742755,5.773098429450966,1.0,1.0,1.0,0.8013334493923493,0.0,0.0,15482.464407865313,15482.464407865313,0.0,15482.464407865313
