signal_date,ticker,state,horizon_months,outcome_end,forward_return,forward_trough_return,fold_id,group
2022-11-30,HON,EXTENDING_RUSH,1,2022-12-31,-0.0239125726067,-0.0481894537997,F03,CONTROL
2023-02-28,HON,BREAKING_RUSH,1,2023-03-31,-0.00188022653168,-0.0357216325427,F03,TREATMENT
2022-12-31,ABBV,EXTENDING_RUSH,3,2023-03-31,-0.0044863875929,-0.0966854844508,F03,CONTROL
2022-12-31,ABBV,EXTENDING_RUSH,6,2023-06-30,-0.150659134171,-0.164654270128,F03,CONTROL
2022-12-31,ABBV,EXTENDING_RUSH,1,2023-01-31,-0.0770712798438,-0.0901890199907,F03,CONTROL
2023-03-31,ABBV,HEALTHY_RUSH,1,2023-04-30,-0.0430430759375,-0.057291184078,F03,CONTROL
2023-05-31,ABBV,BREAKING_RUSH,1,2023-06-30,-0.0234124615457,-0.0395043228049,F03,TREATMENT
2023-01-31,V,HEALTHY_RUSH,6,2023-07-31,0.0367057350594,-0.0665475894266,F03,CONTROL
2023-01-31,GE,EXTENDING_RUSH,3,2023-04-30,0.230886232518,0.00385189926901,F03,CONTROL
2023-01-31,V,HEALTHY_RUSH,3,2023-04-30,0.012926620566,-0.0665475894266,F03,CONTROL
2023-01-31,ORCL,EXTENDING_RUSH,6,2023-07-31,0.335451618169,-0.0619489064695,F03,CONTROL
2023-01-31,GE,EXTENDING_RUSH,6,2023-07-31,0.421849516423,0.00385189926901,F03,CONTROL
2023-01-31,BA,EXTENDING_RUSH,6,2023-07-31,0.121361530986,-0.079061015493,F03,CONTROL
2023-01-31,ORCL,EXTENDING_RUSH,3,2023-04-30,0.0752505091668,-0.0619489064695,F03,CONTROL
2023-01-31,V,HEALTHY_RUSH,1,2023-02-28,-0.0427400869858,-0.0444375397206,F03,CONTROL
2023-01-31,BA,EXTENDING_RUSH,1,2023-02-28,-0.0537558539906,-0.0697183384977,F03,CONTROL
2023-01-31,GE,EXTENDING_RUSH,1,2023-02-28,0.0525592779227,0.00385189926901,F03,CONTROL
2023-04-30,GE,HEALTHY_RUSH,1,2023-05-31,0.0258665690784,-0.00171754058324,F03,CONTROL
2023-06-30,GE,EXHAUSTED_RUSH,1,2023-07-31,0.0407326528606,-0.0225761983807,F03,TREATMENT
2023-01-31,ORCL,EXTENDING_RUSH,1,2023-02-28,-0.0119827687481,-0.0255483541241,F03,CONTROL
2023-05-31,ORCL,EXTENDING_RUSH,1,2023-06-30,0.124126699296,-0.00651318051206,F03,CONTROL
2023-01-31,BA,EXTENDING_RUSH,3,2023-04-30,-0.0292018835681,-0.079061015493,F03,CONTROL
2023-02-28,AVGO,HEALTHY_RUSH,1,2023-03-31,0.0872764495856,-0.00121147676226,F03,CONTROL
2023-05-31,AVGO,EXTENDING_RUSH,1,2023-06-30,0.0793246968219,-0.0222906335196,F03,CONTROL
2023-02-28,JPM,HEALTHY_RUSH,1,2023-03-31,-0.0909662333733,-0.12863619792,F03,CONTROL
2023-02-28,LIN,HEALTHY_RUSH,1,2023-03-31,0.0241175057847,-0.0477700842124,F03,CONTROL
2023-06-30,LIN,EXHAUSTED_RUSH,1,2023-07-31,0.0251656128568,-0.0434815244491,F03,TREATMENT
2023-02-28,LIN,HEALTHY_RUSH,3,2023-05-31,0.0189887303064,-0.0477700842124,F03,CONTROL
2023-02-28,JPM,HEALTHY_RUSH,3,2023-05-31,-0.0458663994289,-0.12863619792,F03,CONTROL
2023-02-28,AVGO,HEALTHY_RUSH,3,2023-05-31,0.369323692144,-0.00121147676226,F03,CONTROL
2023-03-31,NVDA,EXTENDING_RUSH,1,2023-04-30,-0.00100795908112,-0.0552974513845,F03,CONTROL
2023-06-30,NVDA,HEALTHY_RUSH,1,2023-07-31,0.104652449773,-0.00470415908455,F03,CONTROL
2023-03-31,NVDA,EXTENDING_RUSH,3,2023-06-30,0.523072072888,-0.0552974513845,F03,CONTROL
2023-04-30,MSFT,EXTENDING_RUSH,3,2023-07-31,0.0956658269048,-0.00930832211467,F03,CONTROL
2023-04-30,META,EXTENDING_RUSH,3,2023-07-31,0.325732377564,-0.0313749038753,F03,CONTROL
2023-04-30,MSFT,EXTENDING_RUSH,1,2023-05-31,0.0711052983549,-0.00930832211467,F03,CONTROL
2023-04-30,META,EXTENDING_RUSH,1,2023-05-31,0.101531144219,-0.0313749038753,F03,CONTROL
2023-06-30,META,EXTENDING_RUSH,1,2023-07-31,0.110181818212,-0.00334534743346,F03,CONTROL
2023-05-31,CRM,EXTENDING_RUSH,1,2023-06-30,-0.0542573004599,-0.0790132691319,F03,CONTROL
2023-05-31,GOOGL,EXTENDING_RUSH,1,2023-06-30,-0.0257996075136,-0.0369495811942,F03,CONTROL
2023-05-31,NFLX,HEALTHY_RUSH,1,2023-06-30,0.114515626756,0.010272551482,F03,CONTROL
2023-05-31,AAPL,HEALTHY_RUSH,1,2023-06-30,0.0943296150571,0.00321561561451,F03,CONTROL
2023-06-30,WMT,EXHAUSTED_RUSH,1,2023-07-31,0.0170504762236,-0.0234762440406,F03,TREATMENT
2023-06-30,SHW,EXTENDING_RUSH,1,2023-07-31,0.0413526746164,-0.0380385685072,F03,CONTROL
2023-08-31,AVGO,EXHAUSTED_RUSH,1,2023-09-30,-0.095121144757,-0.119328841445,F04,TREATMENT
2023-10-31,AVGO,EXHAUSTED_RUSH,1,2023-11-30,0.100264837541,0.0137513574812,F04,TREATMENT
2023-12-31,AVGO,EXTENDING_RUSH,1,2024-01-31,0.0571107579526,-0.0602375922071,F04,CONTROL
2024-02-29,AVGO,HEALTHY_RUSH,1,2024-03-31,0.023502423024,-0.0499733944337,F04,CONTROL
2024-04-30,AVGO,EXHAUSTED_RUSH,1,2024-05-31,0.0217491755146,-0.0474517316791,F04,TREATMENT
2024-06-30,AVGO,HEALTHY_RUSH,1,2024-07-31,0.00079107117479,-0.106089331354,F04,CONTROL
2023-08-31,LIN,HEALTHY_RUSH,3,2023-11-30,0.072595838921,-0.0554353207828,F04,CONTROL
2024-02-29,LIN,HEALTHY_RUSH,3,2024-05-31,-0.026764013545,-0.0622949567615,F04,CONTROL
2023-08-31,LLY,EXTENDING_RUSH,3,2023-11-30,0.0684446605024,-0.052345832548,F04,CONTROL
2024-01-31,LLY,HEALTHY_RUSH,3,2024-04-30,0.211984280194,0.0229551707193,F04,CONTROL
2023-08-31,MA,HEALTHY_RUSH,3,2023-11-30,0.00433749294399,-0.116402268932,F04,CONTROL
2024-01-31,MA,EXTENDING_RUSH,3,2024-04-30,0.00577658650969,0.00560952790677,F04,CONTROL
2023-08-31,MCD,BREAKING_RUSH,3,2023-11-30,0.00846064852447,-0.124346431108,F04,TREATMENT
2023-12-31,MCD,EXTENDING_RUSH,3,2024-03-31,-0.0436944091807,-0.0551247370334,F04,CONTROL
2023-08-31,NVDA,EXHAUSTED_RUSH,3,2023-11-30,-0.0522974553675,-0.182872541872,F04,TREATMENT
2024-01-31,NVDA,HEALTHY_RUSH,3,2024-04-30,0.404359802213,0.0243793957268,F04,CONTROL
2023-08-31,ORCL,EXHAUSTED_RUSH,3,2023-11-30,-0.031188469886,-0.162992128684,F04,TREATMENT
2023-08-31,SLB,EXTENDING_RUSH,3,2023-11-30,-0.113682104197,-0.116577473528,F04,CONTROL
2023-08-31,V,EXTENDING_RUSH,3,2023-11-30,0.046997971073,-0.0686666557702,F04,CONTROL
2024-01-31,V,EXTENDING_RUSH,3,2024-04-30,-0.0151839901577,-0.0151839901577,F04,CONTROL
2023-08-31,WMT,EXTENDING_RUSH,3,2023-11-30,-0.0425556627101,-0.0488283970221,F04,CONTROL
2023-08-31,WMT,EXTENDING_RUSH,1,2023-09-30,-0.016481134615,-0.016481134615,F04,CONTROL
2023-11-30,WMT,BREAKING_RUSH,1,2023-12-31,0.0163499027123,-0.0274243980261,F04,TREATMENT
2024-05-31,WMT,HEALTHY_RUSH,1,2024-06-30,0.0296531995051,0.000912309820122,F04,CONTROL
2023-08-31,V,EXTENDING_RUSH,1,2023-09-30,-0.063782176409,-0.0658579563983,F04,CONTROL
2023-11-30,V,HEALTHY_RUSH,1,2023-12-31,0.0142978244221,-0.00931130445909,F04,CONTROL
2024-01-31,V,EXTENDING_RUSH,1,2024-02-29,0.0362548273849,0.00849006102115,F04,CONTROL
2024-04-30,V,BREAKING_RUSH,1,2024-05-31,0.0162104677811,-0.00480228834035,F04,TREATMENT
2023-08-31,SLB,EXTENDING_RUSH,1,2023-09-30,-0.00706499463762,-0.00706499463762,F04,CONTROL
2023-11-30,SLB,BREAKING_RUSH,1,2023-12-31,0.00482818868772,-0.0642971003407,F04,TREATMENT
2023-08-31,ORCL,EXHAUSTED_RUSH,1,2023-09-30,-0.120192810073,-0.130991048455,F04,TREATMENT
2024-06-30,ORCL,HEALTHY_RUSH,1,2024-07-31,-0.00960543063954,-0.0364516620562,F04,CONTROL
2023-08-31,NVDA,EXHAUSTED_RUSH,1,2023-09-30,-0.118577993062,-0.168870950657,F04,TREATMENT
2023-10-31,NVDA,BREAKING_RUSH,1,2023-11-30,0.146885858748,0.0378863774382,F04,TREATMENT
2024-01-31,NVDA,HEALTHY_RUSH,1,2024-02-29,0.285809465628,0.0243793957268,F04,CONTROL
2024-04-30,NVDA,EXHAUSTED_RUSH,1,2024-05-31,0.268871228118,-0.0388995657511,F04,TREATMENT
2024-06-30,NVDA,EXHAUSTED_RUSH,1,2024-07-31,-0.0527765974791,-0.160353051961,F04,TREATMENT
2023-08-31,CAT,EXTENDING_RUSH,3,2023-11-30,-0.103562290112,-0.191768808287,F04,CONTROL
2023-12-31,CAT,HEALTHY_RUSH,3,2024-03-31,0.245062505358,-0.0576320146858,F04,CONTROL
2023-08-31,MA,HEALTHY_RUSH,1,2023-09-30,-0.0405439497765,-0.0418283633106,F04,CONTROL
2024-01-31,MA,EXTENDING_RUSH,1,2024-02-29,0.0568306000334,0.00560952790677,F04,CONTROL
2024-05-31,MA,BREAKING_RUSH,1,2024-06-30,-0.0132195252427,-0.0132195252427,F04,TREATMENT
2023-08-31,LIN,HEALTHY_RUSH,1,2023-09-30,-0.0347751191976,-0.0377561549271,F04,CONTROL
2023-10-31,LIN,HEALTHY_RUSH,1,2023-11-30,0.0827138868365,0.0129263968291,F04,CONTROL
2024-02-29,LIN,HEALTHY_RUSH,1,2024-03-31,0.0375938988532,0.000868808687333,F04,CONTROL
2024-05-31,LIN,BREAKING_RUSH,1,2024-06-30,0.0107890944663,-0.00687859486521,F04,TREATMENT
2023-08-31,CAT,EXTENDING_RUSH,1,2023-09-30,-0.0289189898991,-0.041297908057,F04,CONTROL
2023-10-31,CAT,BREAKING_RUSH,1,2023-11-30,0.109135256197,0.025569580642,F04,TREATMENT
2023-12-31,CAT,HEALTHY_RUSH,1,2024-01-31,0.0203986858196,-0.0576320146858,F04,CONTROL
2024-02-29,CAT,EXTENDING_RUSH,1,2024-03-31,0.0972270516924,-0.0012878853544,F04,CONTROL
2024-06-30,CAT,BREAKING_RUSH,1,2024-07-31,0.0435603555288,-0.0211348942684,F04,TREATMENT
2023-08-31,LLY,EXTENDING_RUSH,1,2023-09-30,-0.0308012087315,-0.0308012087315,F04,CONTROL
2023-10-31,LLY,EXTENDING_RUSH,1,2023-11-30,0.0689653663177,0.000956615383244,F04,CONTROL
2024-01-31,LLY,HEALTHY_RUSH,1,2024-02-29,0.169438309138,0.0229551707193,F04,CONTROL
2024-03-31,LLY,HEALTHY_RUSH,1,2024-04-30,0.00403621284112,-0.0682426046463,F04,CONTROL
2024-05-31,LLY,EXHAUSTED_RUSH,1,2024-06-30,0.103664332176,0.0133114844353,F04,TREATMENT
2023-08-31,MCD,BREAKING_RUSH,1,2023-09-30,-0.06299126264,-0.06299126264,F04,TREATMENT
2023-12-31,MCD,EXTENDING_RUSH,1,2024-01-31,-0.0127822864609,-0.0253617628473,F04,CONTROL
2024-03-31,MCD,BREAKING_RUSH,1,2024-04-30,-0.0316013844533,-0.058592068299,F04,TREATMENT
2023-08-31,CAT,EXTENDING_RUSH,6,2024-02-29,0.199590450967,-0.191768808287,F04,CONTROL
2023-08-31,AVGO,EXHAUSTED_RUSH,6,2024-02-29,0.423339008354,-0.119328841445,F04,TREATMENT
2023-08-31,WMT,EXTENDING_RUSH,6,2024-02-29,0.0853149993871,-0.0688129973038,F04,CONTROL
2023-08-31,V,EXTENDING_RUSH,6,2024-02-29,0.15503848703,-0.0686666557702,F04,CONTROL
2023-08-31,SLB,EXTENDING_RUSH,6,2024-02-29,-0.168182912991,-0.189696967098,F04,CONTROL
2023-08-31,ORCL,EXHAUSTED_RUSH,6,2024-02-29,-0.0653462043459,-0.16374243763,F04,TREATMENT
2023-08-31,AVGO,EXHAUSTED_RUSH,3,2023-11-30,0.00854040920459,-0.119328841445,F04,TREATMENT
2023-12-31,AVGO,EXTENDING_RUSH,3,2024-03-31,0.192433919055,-0.0602375922071,F04,CONTROL
2024-04-30,AVGO,EXHAUSTED_RUSH,3,2024-07-31,0.239667065804,-0.0474517316791,F04,TREATMENT
2023-08-31,MCD,BREAKING_RUSH,6,2024-02-29,0.0517665189532,-0.124346431108,F04,TREATMENT
2023-08-31,MA,HEALTHY_RUSH,6,2024-02-29,0.154026625028,-0.116402268932,F04,CONTROL
2023-08-31,LLY,EXTENDING_RUSH,6,2024-02-29,0.364843075052,-0.052345832548,F04,CONTROL
2023-08-31,LIN,HEALTHY_RUSH,6,2024-02-29,0.167050668069,-0.0554353207828,F04,CONTROL
2023-08-31,NVDA,EXHAUSTED_RUSH,6,2024-02-29,0.603190778535,-0.182872541872,F04,TREATMENT
2023-09-30,NFLX,BREAKING_RUSH,3,2023-12-31,0.289406829878,-0.0831832356925,F04,TREATMENT
2024-01-31,NFLX,EXTENDING_RUSH,3,2024-04-30,-0.0238783240275,-0.0238783240275,F04,CONTROL
2023-09-30,MSFT,BREAKING_RUSH,3,2023-12-31,0.193359315083,-0.00747437172156,F04,TREATMENT
2024-01-31,MSFT,HEALTHY_RUSH,3,2024-04-30,-0.0189396395857,-0.0189396395857,F04,CONTROL
2023-09-30,META,EXHAUSTED_RUSH,3,2023-12-31,0.179041587608,-0.0395053346379,F04,TREATMENT
2024-02-29,META,EXTENDING_RUSH,3,2024-05-31,-0.0475385255306,-0.122334811549,F04,CONTROL
2023-09-30,GE,EXHAUSTED_RUSH,3,2023-12-31,0.155225337215,-0.0404342757843,F04,TREATMENT
2024-02-29,GE,EXTENDING_RUSH,3,2024-05-31,0.32123464171,0.00618263358781,F04,CONTROL
2023-09-30,COST,EXTENDING_RUSH,3,2023-12-31,0.197127856032,-0.0388171568319,F04,CONTROL
2024-02-29,COST,HEALTHY_RUSH,3,2024-05-31,0.0904702687025,-0.0524405611373,F04,CONTROL
2023-09-30,COP,EXTENDING_RUSH,3,2023-12-31,-0.0262502043607,-0.0728108979432,F04,CONTROL
2023-09-30,BA,BREAKING_RUSH,3,2023-12-31,0.359870688789,-0.0727775330304,F04,TREATMENT
2024-02-29,BA,BREAKING_RUSH,3,2024-05-31,-0.128166112538,-0.193353618535,F04,TREATMENT
2023-09-30,AAPL,BREAKING_RUSH,3,2023-12-31,0.126006714082,-0.0252322266521,F04,TREATMENT
2023-09-30,AAPL,BREAKING_RUSH,6,2024-03-31,0.00417617528217,-0.0252322266521,F04,TREATMENT
2023-09-30,BA,BREAKING_RUSH,6,2024-03-31,0.00683437421688,-0.0727775330304,F04,TREATMENT
2023-09-30,COP,EXTENDING_RUSH,6,2024-03-31,0.0754116523259,-0.102928506356,F04,CONTROL
2023-09-30,COST,EXTENDING_RUSH,6,2024-03-31,0.330658539333,-0.0388171568319,F04,CONTROL
2023-09-30,GE,EXHAUSTED_RUSH,6,2024-03-31,0.588785627594,-0.0404342757843,F04,TREATMENT
2023-09-30,META,EXHAUSTED_RUSH,6,2024-03-31,0.619184250654,-0.0395053346379,F04,TREATMENT
2023-09-30,XOM,EXTENDING_RUSH,3,2023-12-31,-0.141909673838,-0.158474296192,F04,CONTROL
2024-04-30,XOM,EXTENDING_RUSH,3,2024-07-31,0.0108501092391,-0.0763493795749,F04,CONTROL
2023-09-30,AAPL,BREAKING_RUSH,1,2023-10-31,-0.00256998113631,-0.0252322266521,F04,TREATMENT
2023-09-30,BA,BREAKING_RUSH,1,2023-10-31,-0.0253546827269,-0.0727775330304,F04,TREATMENT
2023-12-31,BA,EXTENDING_RUSH,1,2024-01-31,-0.19036296208,-0.231028928279,F04,CONTROL
2024-02-29,BA,BREAKING_RUSH,1,2024-03-31,-0.0526703104103,-0.117219736694,F04,TREATMENT
2023-09-30,COP,EXTENDING_RUSH,1,2023-10-31,-0.00834715730033,-0.0540068136473,F04,CONTROL
2023-11-30,COP,BREAKING_RUSH,1,2023-12-31,0.0043261592152,-0.0436965697913,F04,TREATMENT
2023-09-30,COST,EXTENDING_RUSH,1,2023-10-31,-0.0221608535487,-0.0388171568319,F04,CONTROL
2023-11-30,COST,EXTENDING_RUSH,1,2023-12-31,0.138931972126,0.00592174319419,F04,CONTROL
2024-02-29,COST,HEALTHY_RUSH,1,2024-03-31,-0.0151366380375,-0.0400732347696,F04,CONTROL
2024-05-31,COST,HEALTHY_RUSH,1,2024-06-30,0.0495127176875,0.00679099384704,F04,CONTROL
2023-09-30,GE,EXHAUSTED_RUSH,1,2023-10-31,-0.017367872282,-0.0404342757843,F04,TREATMENT
2024-02-29,GE,EXTENDING_RUSH,1,2024-03-31,0.118809472759,0.00618263358781,F04,CONTROL
2024-05-31,GE,HEALTHY_RUSH,1,2024-06-30,-0.0373620896318,-0.0572241238003,F04,CONTROL
2023-09-30,META,EXHAUSTED_RUSH,1,2023-10-31,0.00353099411088,-0.0395053346379,F04,TREATMENT
2023-12-31,META,HEALTHY_RUSH,1,2024-01-31,0.102215115398,-0.0268109114639,F04,CONTROL
2024-02-29,META,EXTENDING_RUSH,1,2024-03-31,-0.00928323047234,-0.0133434869898,F04,CONTROL
2024-05-31,META,BREAKING_RUSH,1,2024-06-30,0.0811659544216,0.0217639513901,F04,TREATMENT
2023-09-30,MSFT,BREAKING_RUSH,1,2023-10-31,0.0708152956891,-0.00747437172156,F04,TREATMENT
2023-11-30,MSFT,EXTENDING_RUSH,1,2023-12-31,-0.00757421414934,-0.0342560572149,F04,CONTROL
2024-01-31,MSFT,HEALTHY_RUSH,1,2024-02-29,0.0423183073713,0.0134407189635,F04,CONTROL
2024-04-30,MSFT,BREAKING_RUSH,1,2024-05-31,0.0681909505185,0.0144094247427,F04,TREATMENT
2024-06-30,MSFT,HEALTHY_RUSH,1,2024-07-31,-0.0639892968912,-0.0639892968912,F04,CONTROL
2023-09-30,NFLX,BREAKING_RUSH,1,2023-10-31,0.0902807349489,-0.0831832356925,F04,TREATMENT
2024-01-31,NFLX,EXTENDING_RUSH,1,2024-02-29,0.0687986486352,-0.0170002242807,F04,CONTROL
2024-04-30,NFLX,BREAKING_RUSH,1,2024-05-31,0.165225982774,0.00194323426546,F04,TREATMENT
2023-09-30,SHW,BREAKING_RUSH,1,2023-10-31,-0.0660263411624,-0.0786904933673,F04,TREATMENT
2023-12-31,SHW,EXTENDING_RUSH,1,2024-01-31,-0.0241102439564,-0.0517151481258,F04,CONTROL
2024-02-29,SHW,EXTENDING_RUSH,1,2024-03-31,0.0460802422406,0.0037648340686,F04,CONTROL
2024-04-30,SHW,BREAKING_RUSH,1,2024-05-31,0.0162817122909,-0.00502735538175,F04,TREATMENT
2023-09-30,XOM,EXTENDING_RUSH,1,2023-10-31,-0.0997620357513,-0.102313493053,F04,CONTROL
2023-11-30,XOM,BREAKING_RUSH,1,2023-12-31,-0.0268637679278,-0.0456492427095,F04,TREATMENT
2024-04-30,XOM,EXTENDING_RUSH,1,2024-05-31,-0.000486602417984,-0.0332184594015,F04,CONTROL
2024-06-30,XOM,BREAKING_RUSH,1,2024-07-31,0.0301425121241,-0.0363098803102,F04,TREATMENT
2023-09-30,SHW,BREAKING_RUSH,6,2024-03-31,0.36798060232,-0.0786904933673,F04,TREATMENT
2023-09-30,XOM,EXTENDING_RUSH,6,2024-03-31,0.00691523076353,-0.169202554322,F04,CONTROL
2023-09-30,MSFT,BREAKING_RUSH,6,2024-03-31,0.337619748404,-0.00747437172156,F04,TREATMENT
2023-09-30,SHW,BREAKING_RUSH,3,2023-12-31,0.225697858799,-0.0786904933673,F04,TREATMENT
2024-02-29,SHW,EXTENDING_RUSH,3,2024-05-31,-0.0829498172753,-0.102178230191,F04,CONTROL
2023-09-30,NFLX,BREAKING_RUSH,6,2024-03-31,0.608395243965,-0.0831832356925,F04,TREATMENT
2023-10-31,JPM,BREAKING_RUSH,3,2024-01-31,0.261579143333,-0.000862777773955,F04,TREATMENT
2024-02-29,JPM,HEALTHY_RUSH,3,2024-05-31,0.0954098123919,-0.0264945914291,F04,CONTROL
2023-10-31,JPM,BREAKING_RUSH,6,2024-04-30,0.395424217155,-0.000862777773955,F04,TREATMENT
2023-10-31,JPM,BREAKING_RUSH,1,2023-11-30,0.122393223761,-0.000862777773955,F04,TREATMENT
2024-02-29,JPM,HEALTHY_RUSH,1,2024-03-31,0.0765345052023,-0.00413846704716,F04,CONTROL
2024-04-30,JPM,EXTENDING_RUSH,1,2024-05-31,0.0567956161404,-0.00641496481755,F04,CONTROL
2024-06-30,JPM,EXHAUSTED_RUSH,1,2024-07-31,0.0579410694782,0.0157716554442,F04,TREATMENT
2023-11-30,GOOGL,BREAKING_RUSH,1,2023-12-31,0.05402556758,-0.0245980260146,F04,TREATMENT
2024-04-30,GOOGL,EXTENDING_RUSH,1,2024-05-31,0.0597124919069,0.00663474198211,F04,CONTROL
2023-11-30,CRM,HEALTHY_RUSH,6,2024-05-31,-0.0680974691096,-0.133406939424,F04,CONTROL
2023-11-30,GOOGL,BREAKING_RUSH,6,2024-05-31,0.301592167112,-0.0245980260146,F04,TREATMENT
2023-11-30,UNH,EXTENDING_RUSH,6,2024-05-31,-0.0975650499867,-0.199892154287,F04,CONTROL
2023-11-30,UNH,EXTENDING_RUSH,1,2023-12-31,-0.0446751726882,-0.0638007817591,F04,CONTROL
2024-01-31,UNH,BREAKING_RUSH,1,2024-02-29,-0.0354476236595,-0.0354476236595,F04,TREATMENT
2023-11-30,CRM,HEALTHY_RUSH,1,2023-12-31,0.044620982711,-0.0121079487576,F04,CONTROL
2024-02-29,CRM,HEALTHY_RUSH,1,2024-03-31,-0.0234655188046,-0.0456754227431,F04,CONTROL
2024-04-30,CRM,BREAKING_RUSH,1,2024-05-31,-0.128281446046,-0.189373110823,F04,TREATMENT
2023-11-30,UNH,EXTENDING_RUSH,3,2024-02-29,-0.104320415134,-0.104683424777,F04,CONTROL
2023-11-30,CRM,HEALTHY_RUSH,3,2024-02-29,0.225962607737,-0.0121079487576,F04,CONTROL
2024-04-30,CRM,BREAKING_RUSH,3,2024-07-31,-0.0362056595526,-0.189373110823,F04,TREATMENT
2023-11-30,GOOGL,BREAKING_RUSH,3,2024-02-29,0.0447447403072,-0.0245980260146,F04,TREATMENT
2024-04-30,GOOGL,EXTENDING_RUSH,3,2024-07-31,0.0550244720438,0.00663474198211,F04,CONTROL
2023-12-31,TMUS,EXTENDING_RUSH,6,2024-06-30,0.10745326852,0.00049890926718,F04,CONTROL
2023-12-31,UNP,EXTENDING_RUSH,6,2024-06-30,-0.0687878357137,-0.0888722524918,F04,CONTROL
2023-12-31,GS,EXTENDING_RUSH,1,2024-01-31,-0.00456232277653,-0.0229670523918,F04,CONTROL
2024-03-31,GS,HEALTHY_RUSH,1,2024-04-30,0.0215947896464,-0.0675142547513,F04,CONTROL
2024-05-31,GS,EXTENDING_RUSH,1,2024-06-30,-0.0092000294343,-0.0268335236929,F04,CONTROL
2023-12-31,GS,EXTENDING_RUSH,6,2024-06-30,0.187967161861,-0.0229670523918,F04,CONTROL
2023-12-31,GS,EXTENDING_RUSH,3,2024-03-31,0.0904166680815,-0.0229670523918,F04,CONTROL
2023-12-31,TMUS,EXTENDING_RUSH,3,2024-03-31,0.0220811203675,0.00049890926718,F04,CONTROL
2024-04-30,TMUS,EXHAUSTED_RUSH,3,2024-07-31,0.114556543858,-0.0120605569616,F04,TREATMENT
2023-12-31,UNP,EXTENDING_RUSH,3,2024-03-31,0.00642754405291,-0.0399396962679,F04,CONTROL
2023-12-31,TMUS,EXTENDING_RUSH,1,2024-01-31,0.00561334876877,0.00561334876877,F04,CONTROL
2024-04-30,TMUS,EXHAUSTED_RUSH,1,2024-05-31,0.0697983034803,-0.0120605569616,F04,TREATMENT
2023-12-31,UNP,EXTENDING_RUSH,1,2024-01-31,-0.00688062949592,-0.0399396962679,F04,CONTROL
2024-01-31,ABBV,EXTENDING_RUSH,6,2024-07-31,0.148229994535,-0.0496616271943,F04,CONTROL
2024-01-31,ABBV,EXTENDING_RUSH,1,2024-02-29,0.0708637353963,0.0194039842291,F04,CONTROL
2024-04-30,ABBV,BREAKING_RUSH,1,2024-05-31,-0.00860797593371,-0.0482660389282,F04,TREATMENT
2024-01-31,MRK,EXTENDING_RUSH,1,2024-02-29,0.0527405852752,0.0377545114272,F04,CONTROL
2024-03-31,MRK,EXTENDING_RUSH,1,2024-04-30,-0.0206896421912,-0.0522168152185,F04,CONTROL
2024-05-31,MRK,BREAKING_RUSH,1,2024-06-30,-0.00796063872186,-0.00796063872186,F04,TREATMENT
2024-01-31,MRK,EXTENDING_RUSH,6,2024-07-31,-0.0517577648414,-0.0517577648414,F04,CONTROL
2024-01-31,MRK,EXTENDING_RUSH,3,2024-04-30,0.0766655071584,0.00409347033483,F04,CONTROL
2024-01-31,ABBV,EXTENDING_RUSH,3,2024-04-30,-0.00146636384022,-0.0200079351548,F04,CONTROL
2024-02-29,HD,EXTENDING_RUSH,3,2024-05-31,-0.108760529051,-0.1407361966,F04,CONTROL
2024-02-29,HD,EXTENDING_RUSH,1,2024-03-31,0.0138835816115,-0.0180446939879,F04,CONTROL
2024-04-30,HD,BREAKING_RUSH,1,2024-05-31,0.00891013434372,-0.0272872919312,F04,TREATMENT
2024-03-31,BAC,EXTENDING_RUSH,1,2024-04-30,-0.0239981114402,-0.0854429395965,F04,CONTROL
2024-05-31,BAC,EXTENDING_RUSH,1,2024-06-30,0.000547335128391,-0.0223468060168,F04,CONTROL
2024-03-31,BAC,EXTENDING_RUSH,3,2024-06-30,0.0551657258864,-0.0854429395965,F04,CONTROL
2024-04-30,PG,HEALTHY_RUSH,1,2024-05-31,0.00821071863123,-0.00949753243623,F04,CONTROL
2024-04-30,FCX,EXTENDING_RUSH,1,2024-05-31,0.0558670147455,-0.023228093604,F04,CONTROL
2024-04-30,PG,HEALTHY_RUSH,3,2024-07-31,-0.00902651859034,-0.00949753243623,F04,CONTROL
2024-04-30,FCX,EXTENDING_RUSH,3,2024-07-31,-0.0880412482863,-0.119370495175,F04,CONTROL
2024-05-31,NEE,EXTENDING_RUSH,1,2024-06-30,-0.109363976551,-0.114017838519,F04,CONTROL
2024-05-31,SO,EXTENDING_RUSH,1,2024-06-30,-0.0320688663596,-0.0320688663596,F04,CONTROL
2024-05-31,DUK,EXTENDING_RUSH,1,2024-06-30,-0.0322488132188,-0.0360143564665,F04,CONTROL
2024-06-30,KO,EXTENDING_RUSH,1,2024-07-31,0.0485466090829,-0.0150826289113,F04,CONTROL
2024-06-30,AMZN,HEALTHY_RUSH,1,2024-07-31,-0.0324450416559,-0.0693402012937,F04,CONTROL
2024-08-31,COST,HEALTHY_RUSH,3,2024-11-30,0.0905346398933,-0.0210559802922,F05,CONTROL
2025-01-31,COST,EXTENDING_RUSH,3,2025-04-30,0.0160415749602,-0.0900884378038,F05,CONTROL
2024-08-31,COST,HEALTHY_RUSH,1,2024-09-30,-0.00656671265543,-0.0175934352032,F05,CONTROL
