ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
RHI,0000315213,0000315213-20-000066,8-K,2020-07-23,2020-07-23T20:13:27.000Z,2.02,rhi-20200723.htm,https://www.sec.gov/Archives/edgar/data/315213/000031521320000066,https://www.sec.gov/Archives/edgar/data/315213/000031521320000066/index.json,NOT_CLASSIFIED
ERIE,0000922621,0000922621-20-000029,8-K,2020-07-30,2020-07-30T22:50:55.000Z,2.02,erie-20200728.htm,https://www.sec.gov/Archives/edgar/data/922621/000092262120000029,https://www.sec.gov/Archives/edgar/data/922621/000092262120000029/index.json,NOT_CLASSIFIED
DDOG,0001561550,0001564590-20-037808,8-K,2020-08-06,2020-08-06T20:32:23.000Z,2.02,ddog-8k_20200806.htm,https://www.sec.gov/Archives/edgar/data/1561550/000156459020037808,https://www.sec.gov/Archives/edgar/data/1561550/000156459020037808/index.json,NOT_CLASSIFIED
WSM,0000719955,0001193125-20-231269,8-K,2020-08-26,2020-08-26T20:19:02.000Z,2.02,d10891d8k.htm,https://www.sec.gov/Archives/edgar/data/719955/000119312520231269,https://www.sec.gov/Archives/edgar/data/719955/000119312520231269/index.json,NOT_CLASSIFIED
CRWD,0001535527,0001535527-20-000017,8-K,2020-09-02,2020-09-02T20:09:03.000Z,2.02,crwd-20200902.htm,https://www.sec.gov/Archives/edgar/data/1535527/000153552720000017,https://www.sec.gov/Archives/edgar/data/1535527/000153552720000017/index.json,NOT_CLASSIFIED
PLTR,0001321655,0001193125-20-251414,8-K,2020-09-22,2020-09-22T21:15:54.000Z,7.01,d11024d8k.htm,https://www.sec.gov/Archives/edgar/data/1321655/000119312520251414,https://www.sec.gov/Archives/edgar/data/1321655/000119312520251414/index.json,NOT_CLASSIFIED
VNT,0001786842,0001786842-20-000004,8-K,2020-10-05,2020-10-05T11:11:00.000Z,2.02,vnt-20201005.htm,https://www.sec.gov/Archives/edgar/data/1786842/000178684220000004,https://www.sec.gov/Archives/edgar/data/1786842/000178684220000004/index.json,NOT_CLASSIFIED
RHI,0000315213,0000315213-20-000084,8-K,2020-10-22,2020-10-22T20:13:27.000Z,2.02,rhi-20201022.htm,https://www.sec.gov/Archives/edgar/data/315213/000031521320000084,https://www.sec.gov/Archives/edgar/data/315213/000031521320000084/index.json,NOT_CLASSIFIED
VNT,0001786842,0001786842-20-000017,8-K,2020-10-29,2020-10-29T10:03:39.000Z,2.02,vnt-20201029.htm,https://www.sec.gov/Archives/edgar/data/1786842/000178684220000017,https://www.sec.gov/Archives/edgar/data/1786842/000178684220000017/index.json,NOT_CLASSIFIED
ERIE,0000922621,0000922621-20-000043,8-K,2020-10-29,2020-10-29T20:20:52.000Z,2.02,erie-20201029.htm,https://www.sec.gov/Archives/edgar/data/922621/000092262120000043,https://www.sec.gov/Archives/edgar/data/922621/000092262120000043/index.json,NOT_CLASSIFIED
DDOG,0001561550,0001564590-20-052986,8-K,2020-11-10,2020-11-10T21:20:30.000Z,2.02,ddog-8k_20201110.htm,https://www.sec.gov/Archives/edgar/data/1561550/000156459020052986,https://www.sec.gov/Archives/edgar/data/1561550/000156459020052986/index.json,NOT_CLASSIFIED
PLTR,0001321655,0001193125-20-291678,8-K,2020-11-12,2020-11-12T21:16:00.000Z,2.02,d934165d8k.htm,https://www.sec.gov/Archives/edgar/data/1321655/000119312520291678,https://www.sec.gov/Archives/edgar/data/1321655/000119312520291678/index.json,NOT_CLASSIFIED
WSM,0000719955,0001193125-20-298144,8-K,2020-11-19,2020-11-19T21:23:55.000Z,2.02,d44417d8k.htm,https://www.sec.gov/Archives/edgar/data/719955/000119312520298144,https://www.sec.gov/Archives/edgar/data/719955/000119312520298144/index.json,NOT_CLASSIFIED
CRWD,0001535527,0001535527-20-000023,8-K,2020-12-02,2020-12-02T21:07:24.000Z,2.02,crwd-20201202.htm,https://www.sec.gov/Archives/edgar/data/1535527/000153552720000023,https://www.sec.gov/Archives/edgar/data/1535527/000153552720000023/index.json,NOT_CLASSIFIED
VNT,0001786842,0001193125-21-007224,8-K,2021-01-12,2021-01-12T21:07:02.000Z,2.02,d104171d8k.htm,https://www.sec.gov/Archives/edgar/data/1786842/000119312521007224,https://www.sec.gov/Archives/edgar/data/1786842/000119312521007224/index.json,NOT_CLASSIFIED
RHI,0000315213,0000315213-21-000005,8-K,2021-01-28,2021-01-28T21:13:11.000Z,2.02,rhi-20210128.htm,https://www.sec.gov/Archives/edgar/data/315213/000031521321000005,https://www.sec.gov/Archives/edgar/data/315213/000031521321000005/index.json,NOT_CLASSIFIED
VNT,0001786842,0001786842-21-000004,8-K,2021-02-11,2021-02-11T11:03:47.000Z,2.02,vnt-20210211.htm,https://www.sec.gov/Archives/edgar/data/1786842/000178684221000004,https://www.sec.gov/Archives/edgar/data/1786842/000178684221000004/index.json,NOT_CLASSIFIED
DDOG,0001561550,0001564590-21-005553,8-K,2021-02-11,2021-02-11T21:17:17.000Z,2.02,ddog-8k_20210211.htm,https://www.sec.gov/Archives/edgar/data/1561550/000156459021005553,https://www.sec.gov/Archives/edgar/data/1561550/000156459021005553/index.json,NOT_CLASSIFIED
PLTR,0001321655,0001193125-21-043333,8-K,2021-02-16,2021-02-16T12:15:52.000Z,2.02,d131078d8k.htm,https://www.sec.gov/Archives/edgar/data/1321655/000119312521043333,https://www.sec.gov/Archives/edgar/data/1321655/000119312521043333/index.json,NOT_CLASSIFIED
ABNB,0001559720,0001193125-21-056952,8-K,2021-02-25,2021-02-25T21:09:04.000Z,2.02,d147144d8k.htm,https://www.sec.gov/Archives/edgar/data/1559720/000119312521056952,https://www.sec.gov/Archives/edgar/data/1559720/000119312521056952/index.json,NOT_CLASSIFIED
DASH,0001792789,0001628280-21-003294,8-K,2021-02-25,2021-02-25T21:16:20.000Z,"2.02,7.01",dash-20210225.htm,https://www.sec.gov/Archives/edgar/data/1792789/000162828021003294,https://www.sec.gov/Archives/edgar/data/1792789/000162828021003294/index.json,NOT_CLASSIFIED
ERIE,0000922621,0000922621-21-000009,8-K,2021-02-25,2021-02-25T21:21:12.000Z,2.02,erie-20210225.htm,https://www.sec.gov/Archives/edgar/data/922621/000092262121000009,https://www.sec.gov/Archives/edgar/data/922621/000092262121000009/index.json,NOT_CLASSIFIED
