ticker,hypothesis_id,threshold,signal_date,fold_id,label,signal_price,signal_volatility,pullback_threshold,continuation_threshold,structural_threshold,mfe,mae,time_to_high_days,time_to_low_days,low_before_high,recovery_after_low,terminal_return,gross_oracle_opportunity,outcome_end,trend_quality,sector_alignment,return_concentration,intraday_return_share,overnight_return_share,capital_gain_overhang_proxy,business_state,business_entity_type,business_deterioration_count,business_unknown,price_business_divergence,market_volatility_percentile,market_drawdown_63d,market_rebound_after_stress,sector_relative_return_63d
AMT,PROFIT_TREND_DECELERATION_V2,0.9,2016-11-30,F01,CONTINUATION,79.6647644,0.2578918746492168,0.1116704574379069,0.1934189059869126,0.3223648433115211,0.3092266485131287,-0.0138848399079681,126,4,True,True,0.3092266485131287,0.0140803432194189,2017-06-02,0.0,0.7377304730857275,0.1845707816606985,-0.1415508481526545,0.0306203564847732,-0.0791248272181606,UNKNOWN,REIT,,1.0,,0.28218243819266836,-0.00514615630371007,0.0,-0.0611992731795874
AMT,PROFIT_RELATIVE_BREAK_V2,0.8,2016-11-30,F01,CONTINUATION,79.6647644,0.2578918746492168,0.1116704574379069,0.1934189059869126,0.3223648433115211,0.3092266485131287,-0.0138848399079681,126,4,True,True,0.3092266485131287,0.0140803432194189,2017-06-02,0.0,0.7377304730857275,0.1845707816606985,-0.1415508481526545,0.0306203564847732,-0.0791248272181606,UNKNOWN,REIT,,1.0,,0.28218243819266836,-0.00514615630371007,0.0,-0.0611992731795874
AMT,PROFIT_RELATIVE_BREAK_V2,0.9,2016-11-30,F01,CONTINUATION,79.6647644,0.2578918746492168,0.1116704574379069,0.1934189059869126,0.3223648433115211,0.3092266485131287,-0.0138848399079681,126,4,True,True,0.3092266485131287,0.0140803432194189,2017-06-02,0.0,0.7377304730857275,0.1845707816606985,-0.1415508481526545,0.0306203564847732,-0.0791248272181606,UNKNOWN,REIT,,1.0,,0.28218243819266836,-0.00514615630371007,0.0,-0.0611992731795874
AMT,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2016-09-30,F01,TRADABLE_PULLBACK,88.28012085,0.1690687767370115,0.0732089278205057,0.1268015825527586,0.2113359709212644,0.0783099929342698,-0.1101209293371737,125,46,True,True,0.0748504111274106,0.1237481956454489,2017-04-03,0.5748152897954766,0.5447234862871613,0.1848375295386705,-0.0512380480394332,0.0557589752153073,0.0315599281458172,UNKNOWN,REIT,,1.0,,0.11317418213969938,-0.007747388043037651,0.0,-0.09413865948950251
AMT,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2016-11-30,F01,CONTINUATION,79.6647644,0.2578918746492168,0.1116704574379069,0.1934189059869126,0.3223648433115211,0.3092266485131287,-0.0138848399079681,126,4,True,True,0.3092266485131287,0.0140803432194189,2017-06-02,0.0,0.7377304730857275,0.1845707816606985,-0.1415508481526545,0.0306203564847732,-0.0791248272181606,UNKNOWN,REIT,,1.0,,0.28218243819266836,-0.00514615630371007,0.0,-0.0611992731795874
AMT,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2016-09-30,F01,TRADABLE_PULLBACK,88.28012085,0.1690687767370115,0.0732089278205057,0.1268015825527586,0.2113359709212644,0.0783099929342698,-0.1101209293371737,125,46,True,True,0.0748504111274106,0.1237481956454489,2017-04-03,0.5748152897954766,0.5447234862871613,0.1848375295386705,-0.0512380480394332,0.0557589752153073,0.0315599281458172,UNKNOWN,REIT,,1.0,,0.11317418213969938,-0.007747388043037651,0.0,-0.09413865948950251
AMZN,PROFIT_TREND_DECELERATION_V2,0.8,2016-10-31,F01,TRADABLE_PULLBACK,39.49100113,0.188011792661823,0.0814114943280957,0.1410088444963672,0.2350147408272787,0.2005646264556979,-0.0895774274841737,124,10,True,True,0.1914486101558095,0.0983910441023436,2017-05-03,0.8818289068649582,0.6259156829045206,0.2025307387612835,0.0220531041572386,0.0361891476649584,0.0475806169295653,PASS,GENERAL,0.0,0.0,0.0,0.0876736111111111,-0.02494993284584579,0.0,-0.017540733108073026
AMZN,PROFIT_RELATIVE_BREAK_V2,0.8,2016-10-31,F01,TRADABLE_PULLBACK,39.49100113,0.188011792661823,0.0814114943280957,0.1410088444963672,0.2350147408272787,0.2005646264556979,-0.0895774274841737,124,10,True,True,0.1914486101558095,0.0983910441023436,2017-05-03,0.8818289068649582,0.6259156829045206,0.2025307387612835,0.0220531041572386,0.0361891476649584,0.0475806169295653,PASS,GENERAL,0.0,0.0,0.0,0.0876736111111111,-0.02494993284584579,0.0,-0.017540733108073026
AMZN,PROFIT_RELATIVE_BREAK_V2,0.9,2016-11-30,F01,CONTINUATION,37.5284996,0.2543047244001963,0.1101171758164852,0.1907285433001472,0.3178809055002454,0.3412872562589737,-0.013629676524558,126,2,True,True,0.3412872562589737,0.0138180115522275,2017-06-02,0.437629203480499,0.6185617726422827,0.2425108260896517,-0.0914314492979088,0.0663064170662822,-0.0197888661629158,PASS,GENERAL,0.0,0.0,0.0,0.28218243819266836,-0.00514615630371007,0.0,0.0009653452289519748
AMZN,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2016-09-30,F01,TRADABLE_PULLBACK,41.8655014,0.1477102648120971,0.0639604208635013,0.1107826986090728,0.1846378310151213,0.0647310792747368,-0.141214182615761,126,31,True,True,0.0647310792747368,0.1644346934441498,2017-04-03,0.8372368786675155,0.6710345326121263,0.2744339961527506,0.0950707259700586,0.1377169972726169,0.167531916253292,PASS,GENERAL,0.0,0.0,0.0,0.11317418213969938,-0.007747388043037651,0.0,-0.016894254605711367
AMZN,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2016-09-30,F01,TRADABLE_PULLBACK,41.8655014,0.1477102648120971,0.0639604208635013,0.1107826986090728,0.1846378310151213,0.0647310792747368,-0.141214182615761,126,31,True,True,0.0647310792747368,0.1644346934441498,2017-04-03,0.8372368786675155,0.6710345326121263,0.2744339961527506,0.0950707259700586,0.1377169972726169,0.167531916253292,PASS,GENERAL,0.0,0.0,0.0,0.11317418213969938,-0.007747388043037651,0.0,-0.016894254605711367
APD,PROFIT_TREND_DECELERATION_V2,0.8,2016-09-30,F01,NOISE,108.871788,0.1347784261865515,0.0583607704798197,0.1010838196399136,0.1684730327331894,0.0831779560743504,-0.0429935632176812,80,9,True,True,-0.0108378784042748,0.0449250512485952,2017-04-03,0.4126384223088846,0.768784704278602,0.2510764782076777,0.0026699293748094,0.1139725043657061,0.0241367969916406,PASS,GENERAL,2.0,0.0,0.0120683984958203,0.11317418213969938,-0.007747388043037651,0.0,-0.0003053016941190201
APD,PROFIT_TREND_DECELERATION_V2,0.8,2016-12-31,F01,TRADABLE_PULLBACK,113.9731293,0.1398042206184659,0.0605370033059378,0.1048531654638494,0.1747552757730823,0.0346958228161942,-0.0617440518060776,17,57,False,True,0.0169544357680455,0.0658072585896532,2017-07-03,0.245201993589182,0.7457072615755467,0.2736679384007314,-0.0624553769900278,0.1326532230770369,0.0456095263505276,PASS,GENERAL,1.0,0.0,0.0114023815876319,0.04355108877721943,-0.0127877445129424,0.0,0.008194428405373655
APD,PROFIT_TREND_DECELERATION_V2,0.9,2016-09-30,F01,NOISE,108.871788,0.1347784261865515,0.0583607704798197,0.1010838196399136,0.1684730327331894,0.0831779560743504,-0.0429935632176812,80,9,True,True,-0.0108378784042748,0.0449250512485952,2017-04-03,0.4126384223088846,0.768784704278602,0.2510764782076777,0.0026699293748094,0.1139725043657061,0.0241367969916406,PASS,GENERAL,2.0,0.0,0.0120683984958203,0.11317418213969938,-0.007747388043037651,0.0,-0.0003053016941190201
APD,PROFIT_RELATIVE_BREAK_V2,0.8,2017-01-31,F01,NOISE,110.7556381,0.1587362702823574,0.0687348212832571,0.119052202711768,0.1984203378529467,0.0800776994485124,-0.0344873783901751,126,37,True,True,0.0800776994485124,0.0357192413835807,2017-08-01,0.2973229022340414,0.5816865328994035,0.2259098648217772,0.0813891121604145,-0.006562105387132,0.0045311507161061,PASS,GENERAL,1.0,0.0,0.001132787679026525,0.04118616144975288,-0.008885738897860262,0.0,0.042425079417742095
APD,PROFIT_RELATIVE_BREAK_V2,0.9,2017-01-31,F01,NOISE,110.7556381,0.1587362702823574,0.0687348212832571,0.119052202711768,0.1984203378529467,0.0800776994485124,-0.0344873783901751,126,37,True,True,0.0800776994485124,0.0357192413835807,2017-08-01,0.2973229022340414,0.5816865328994035,0.2259098648217772,0.0813891121604145,-0.006562105387132,0.0045311507161061,PASS,GENERAL,1.0,0.0,0.001132787679026525,0.04118616144975288,-0.008885738897860262,0.0,0.042425079417742095
