ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
SYY,0000096021,0001193125-16-650302,8-K,2016-07-18,2016-07-18T20:59:56.000Z,7.01,d205732d8k.htm,https://www.sec.gov/Archives/edgar/data/96021/000119312516650302,https://www.sec.gov/Archives/edgar/data/96021/000119312516650302/index.json,NOT_CLASSIFIED
GWW,0000277135,0000277135-16-000049,8-K,2016-07-19,2016-07-19T12:24:08.000Z,2.02,gww063020168k.htm,https://www.sec.gov/Archives/edgar/data/277135/000027713516000049,https://www.sec.gov/Archives/edgar/data/277135/000027713516000049/index.json,NOT_CLASSIFIED
HAL,0000045012,0000045012-16-000328,8-K,2016-07-20,2016-07-20T19:36:50.000Z,2.02,hal_06302016-er8k.htm,https://www.sec.gov/Archives/edgar/data/45012/000004501216000328,https://www.sec.gov/Archives/edgar/data/45012/000004501216000328/index.json,NOT_CLASSIFIED
PHM,0000822416,0000822416-16-000081,8-K,2016-07-21,2016-07-21T11:00:30.000Z,2.02,a721168kpr.htm,https://www.sec.gov/Archives/edgar/data/822416/000082241616000081,https://www.sec.gov/Archives/edgar/data/822416/000082241616000081/index.json,NOT_CLASSIFIED
TRV,0000086312,0001104659-16-133592,8-K,2016-07-21,2016-07-21T11:01:18.000Z,2.02,a16-15017_18k.htm,https://www.sec.gov/Archives/edgar/data/86312/000110465916133592,https://www.sec.gov/Archives/edgar/data/86312/000110465916133592/index.json,NOT_CLASSIFIED
NVR,0000906163,0001144204-16-113813,8-K,2016-07-21,2016-07-21T13:08:14.000Z,2.02,v444572_8k.htm,https://www.sec.gov/Archives/edgar/data/906163/000114420416113813,https://www.sec.gov/Archives/edgar/data/906163/000114420416113813/index.json,NOT_CLASSIFIED
TXT,0000217346,0001104659-16-133783,8-K,2016-07-22,2016-07-22T10:34:09.000Z,2.02,a16-15303_18k.htm,https://www.sec.gov/Archives/edgar/data/217346/000110465916133783,https://www.sec.gov/Archives/edgar/data/217346/000110465916133783/index.json,NOT_CLASSIFIED
EW,0001099800,0001099800-16-000068,8-K,2016-07-26,2016-07-26T20:20:44.000Z,2.02,ew8-kq22016.htm,https://www.sec.gov/Archives/edgar/data/1099800/000109980016000068,https://www.sec.gov/Archives/edgar/data/1099800/000109980016000068/index.json,NOT_CLASSIFIED
BXP,0001037540,0001193125-16-658441,8-K,2016-07-27,2016-07-26T21:45:06.000Z,2.02,d223944d8k.htm,https://www.sec.gov/Archives/edgar/data/1037540/000119312516658441,https://www.sec.gov/Archives/edgar/data/1037540/000119312516658441/index.json,NOT_CLASSIFIED
SPG,0001063761,0001047469-16-014471,8-K,2016-07-27,2016-07-27T10:45:53.000Z,"2.02,7.01",a2229204z8-k.htm,https://www.sec.gov/Archives/edgar/data/1063761/000104746916014471,https://www.sec.gov/Archives/edgar/data/1063761/000104746916014471/index.json,NOT_CLASSIFIED
UHS,0000352915,0001193125-16-659242,8-K,2016-07-27,2016-07-27T12:36:57.000Z,2.02,d233033d8k.htm,https://www.sec.gov/Archives/edgar/data/352915/000119312516659242,https://www.sec.gov/Archives/edgar/data/352915/000119312516659242/index.json,NOT_CLASSIFIED
ADP,0000008670,0001171843-16-011295,8-K,2016-07-28,2016-07-28T11:00:26.000Z,2.02,f8k_072816.htm,https://www.sec.gov/Archives/edgar/data/8670/000117184316011295,https://www.sec.gov/Archives/edgar/data/8670/000117184316011295/index.json,NOT_CLASSIFIED
BMY,0000014272,0000014272-16-000460,8-K,2016-07-28,2016-07-28T12:22:04.000Z,2.02,q22016earningsrelease8-k.htm,https://www.sec.gov/Archives/edgar/data/14272/000001427216000460,https://www.sec.gov/Archives/edgar/data/14272/000001427216000460/index.json,NOT_CLASSIFIED
GOOG,0001652044,0001652044-16-000029,8-K,2016-07-28,2016-07-28T20:01:07.000Z,2.02,goog8-kq22016.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000029,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000029/index.json,NOT_CLASSIFIED
LYV,0001335258,0001335258-16-000234,8-K,2016-07-28,2016-07-28T20:20:23.000Z,2.02,lyv-2016q2x8k.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525816000234,https://www.sec.gov/Archives/edgar/data/1335258/000133525816000234/index.json,NOT_CLASSIFIED
LYB,0001489393,0001193125-16-663276,8-K,2016-07-29,2016-07-29T11:01:05.000Z,2.02,d215740d8k.htm,https://www.sec.gov/Archives/edgar/data/1489393/000119312516663276,https://www.sec.gov/Archives/edgar/data/1489393/000119312516663276/index.json,NOT_CLASSIFIED
CBOE,0001374310,0001374310-16-000049,8-K,2016-07-29,2016-07-29T12:10:33.000Z,2.02,form8k-q2x16.htm,https://www.sec.gov/Archives/edgar/data/1374310/000137431016000049,https://www.sec.gov/Archives/edgar/data/1374310/000137431016000049/index.json,NOT_CLASSIFIED
VMC,0001396009,0001144204-16-115638,8-K,2016-08-01,2016-08-01T20:30:45.000Z,2.02,v445528_8k.htm,https://www.sec.gov/Archives/edgar/data/1396009/000114420416115638,https://www.sec.gov/Archives/edgar/data/1396009/000114420416115638/index.json,NOT_CLASSIFIED
TAP,0000024545,0001157523-16-006358,8-K,2016-08-02,2016-08-02T10:46:25.000Z,2.02,a51393485.htm,https://www.sec.gov/Archives/edgar/data/24545/000115752316006358,https://www.sec.gov/Archives/edgar/data/24545/000115752316006358/index.json,NOT_CLASSIFIED
IDXX,0000874716,0001144204-16-115797,8-K,2016-08-02,2016-08-02T11:01:52.000Z,2.02,v445563_8k.htm,https://www.sec.gov/Archives/edgar/data/874716/000114420416115797,https://www.sec.gov/Archives/edgar/data/874716/000114420416115797/index.json,NOT_CLASSIFIED
MLM,0000916076,0001564590-16-022017,8-K,2016-08-02,2016-08-02T15:06:46.000Z,"2.02,7.01",mlm-8k_20160802.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459016022017,https://www.sec.gov/Archives/edgar/data/916076/000156459016022017/index.json,NOT_CLASSIFIED
FISV,0000798354,0000798354-16-000015,8-K,2016-08-02,2016-08-02T20:14:28.000Z,2.02,q2-16earningsform8xk.htm,https://www.sec.gov/Archives/edgar/data/798354/000079835416000015,https://www.sec.gov/Archives/edgar/data/798354/000079835416000015/index.json,NOT_CLASSIFIED
