review_id,ticker,cik,accession_number,accepted_at,document_name,source_url,source_sha256,source_kind,block_path,block_text,metric,fiscal_period,accounting_basis,metric_subtype,unit,lower_bound,upper_bound,midpoint,range_offset,range_role,semantic_role,candidate_status,review_priority,review_decision,review_reason,reviewer,reviewed_at
SG3-0021,META,0001326801,0001326801-22-000105,2022-10-26T20:19:09.000Z,meta09302022-exhibit991.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000105/meta09302022-exhibit991.htm,3e2ba5cb4f75c674c089f09b171d6eb9a1e3bca74272ee4e9b179fe6135fde10,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[31],"We expect fourth quarter 2022 total revenue to be in the range of $30-32.5 billion. Our guidance assumes foreign currency will be an approximately 7% headwind to year-over-year total revenue growth in the fourth quarter, based on current exchange rates.",REVENUE,Q4-2022,UNSPECIFIED,NOT_APPLICABLE,USD,30000000000,32500000000,31250000000,66,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,27915f1536657ccc83303d88c7089ecac62f283379d5a726d20d11dfbd246791,PENDING,,,
SG3-0022,BA,0000012927,0000950123-15-000561,2015-01-28T12:47:23.000Z,ex991.htm,https://www.sec.gov/Archives/edgar/data/12927/000095012315000561/ex991.htm,958daf16cbcec5aadc98f253eacce99dfecf5860f97b022f832907b5dbd1b50e,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[14],"Core earnings per share guidance for 2015 is set at between $8.20 and $8.40, while GAAP earnings per share guidance is established at between $8.10 and $8.30. Revenue guidance is between $94.5 and $96.5 billion, including commercial deliveries of between 750 and 755. Operating cash flow is expected to be greater than $9.0 billion.",REVENUE,FY2015,UNSPECIFIED,NOT_APPLICABLE,USD,94500000000,96500000000,95500000000,187,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,2f97bc92551fdab80953155a65eb6f3346c58f1437be112c3d34718e4e228a88,PENDING,,,
SG3-0023,META,0001326801,0001326801-21-000062,2021-10-25T20:08:12.000Z,fb-09302021xexhibit991.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000062/fb-09302021xexhibit991.htm,5d1cd1af9f5b15f59421c7d100d23a96ae88bc5c5d9733565bede000bdc7b302,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[36],"We expect fourth quarter 2021 total revenue to be in a range of $31.5 billion to $34 billion. Our outlook reflects the significant uncertainty we face in the fourth quarter in light of continued headwinds from Apple's iOS 14 changes, and macroeconomic and COVID-related factors. In addition, we expect non-ads revenue to be down year-over-year in the fourth quarter as we lap the strong launch of Quest 2 during last year's holiday shopping season.",REVENUE,Q4-2021,UNSPECIFIED,NOT_APPLICABLE,USD,31500000000,34000000000,32750000000,64,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,3d766aee5106b18f46d82b5ea6bb0fc8f8806b16004f36f19f2e62b1f256eae3,PENDING,,,
SG3-0024,BA,0000012927,0000950123-14-000750,2014-01-29T12:48:39.000Z,EX9918K4Q.htm,https://www.sec.gov/Archives/edgar/data/12927/000095012314000750/EX9918K4Q.htm,5f0186b9094b8d88c282108785be8c82933c856e73db0c47900431aab2de6df1,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[15],"Core earnings per share guidance for 2014 is set at between $7.00 and $7.20, while GAAP earnings per share guidance is established at between $6.10 and $6.30. Revenue guidance is between $87.5 and $90.5 billion, including commercial deliveries of between 715 and 725. Operating cash flow before pension contributions* is expected to be approximately $7 billion, while operating cash flow guidance is set at approximately $6.25 billion.",REVENUE,FY2014,UNSPECIFIED,NOT_APPLICABLE,USD,87500000000,90500000000,89000000000,187,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,402a36ee813596a5db08a5fa190409ba99713ca3c4bea3f2d1c5d2b98cb51f90,PENDING,,,
SG3-0025,META,0001326801,0001326801-24-000065,2024-07-31T20:11:20.000Z,meta-06302024xexhibit991.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000065/meta-06302024xexhibit991.htm,8964c3551d8020115893f8d8efbf77f3613f597460cd484ea58428f8a9432c29,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[28],"We expect third quarter 2024 total revenue to be in the range of $38.5-41 billion. Our guidance assumes foreign currency is a 2% headwind to year-over-year total revenue growth, based on current exchange rates.",REVENUE,Q3-2024,UNSPECIFIED,NOT_APPLICABLE,USD,38500000000,41000000000,39750000000,65,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,539ffa67770b744c803a8dd082de237700e7845686281418ab29dd76a3af3c8c,PENDING,,,
SG3-0026,META,0001326801,0001628280-25-047114,2025-10-29T20:08:34.000Z,meta-09302025xexhibit991.htm,https://www.sec.gov/Archives/edgar/data/1326801/000162828025047114/meta-09302025xexhibit991.htm,dbefb536b68cda7c970b994c5ef39995bb3dd2374d6cbda6dc3dd540f28bbe19,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[37],"We expect fourth quarter 2025 total revenue to be in the range of $56-59 billion. Our guidance assumes foreign currency is an approximately 1% tailwind to year-over-year total revenue growth, based on current exchange rates. Our outlook reflects an expectation for continued strong ad revenue growth, partially offset by lower year-over-year Reality Labs revenue in the fourth quarter. The anticipated reduction in Reality Labs revenue is due to us lapping the introduction of Quest 3S in the fourth quarter of last year as well as retail partners procuring Quest headsets during the third quarter of this year to prepare for the holiday season, which were recorded as revenue in the third quarter.",REVENUE,Q4-2025,UNSPECIFIED,NOT_APPLICABLE,USD,56000000000,59000000000,57500000000,66,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,53cb47f38d85434f78b95ae6537812fda3c57d2fd651d478955e052c31ae779a,PENDING,,,
SG3-0027,CRM,0001108524,0001193125-12-477457,2012-11-20T21:31:46.000Z,d440353dex991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000119312512477457/d440353dex991.htm,857e05316fa1842cf3a0580697bbb3170fb75e16753b96550bdabc7e4bf8111a,HTML_P,/html/body/document/type/sequence/filename/description/text/p[32],"Full Year FY13 Guidance: Revenue for the company’s full fiscal year 2013 is projected to be in the range of $3.041 billion to
$3.046 billion, an increase of 34% year-over-year.",REVENUE,FY2013,UNSPECIFIED,NOT_APPLICABLE,USD,3041000000,3046000000,3043500000,108,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,58bb2da5603671266183b17386dae75ce613dd9be4af233dab507db8272d777a,PENDING,,,
SG3-0028,CRM,0001108524,0001108524-16-000123,2016-11-17T21:15:37.000Z,crm-q3exhibit991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852416000123/crm-q3exhibit991.htm,8e470752fe4249886779139a7fdffb2d8254b8c7713b8cca80fb9fa8abec645a,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[28],"“We delivered another strong quarter of booked business on and off the balance sheet, which is now more than $12 billion, up 27% year-over-year,"" said Mark Hawkins, CFO, Salesforce. “We are pleased to raise our fiscal full-year 2017 revenue guidance by $50 million to $8.375 billion at the high end of the range.”",REVENUE,FY2017,UNSPECIFIED,NOT_APPLICABLE,USD,8375000000,50000000000,29187500000,253,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,5e479b7732d25e3f1e71d75cc1fea9d9d762ebaf04ade00b27dd7b7f386d7af9,PENDING,,,
SG3-0029,CRM,0001108524,0001193125-12-075383,2012-02-23T21:28:36.000Z,d305106dex991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000119312512075383/d305106dex991.htm,f6fb81cbea5af9dc24ccff298772e9174600ba269cbc7ccb3696a86b871ba1b7,HTML_P,/html/body/document/type/sequence/filename/description/text/p[35],"Full Year FY13 Guidance: The company is raising its projected full fiscal year
2013 revenue from guidance previously provided on November 17, 2011. Revenue for the company’s full fiscal year 2013 is projected to be in the range of $2.92 billion to $2.95 billion, an increase of 29% to 30%, year-over-year.",REVENUE,FY2013,UNSPECIFIED,NOT_APPLICABLE,USD,2920000000,2950000000,2935000000,231,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,6bf42bbeb9f1d39a3b09e2edb23e6265d8fa4c8323b462cae939f68bf7bd987c,PENDING,,,
SG3-0030,CRM,0001108524,0001108524-16-000123,2016-11-17T21:15:37.000Z,crm-q3exhibit991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852416000123/crm-q3exhibit991.htm,8e470752fe4249886779139a7fdffb2d8254b8c7713b8cca80fb9fa8abec645a,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[58],"Full Year FY18 Guidance: Revenue for the company’s full fiscal year 2018 is projected to be approximately $10.1 billion to $10.15 billion, an increase of 21% year-over-year. The company plans on providing its expectations for FY18 GAAP EPS, non-GAAP EPS, and operating cash flow when it announces its fourth quarter and full fiscal year 2017 results in February 2017.",REVENUE,FY2018,UNSPECIFIED,NOT_APPLICABLE,USD,10100000000,10150000000,10125000000,106,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,87a8961d9333abdb33692bb879b2e452788d91fe2046b4fd8933bc5348a74e22,PENDING,,,
SG3-0031,CRM,0001108524,0001108524-25-000234,2025-12-03T21:04:55.000Z,crm-q3fy26xexhibit991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000234/crm-q3fy26xexhibit991.htm,1d77f14d4441017d26b4ff0808f5f2b704c161491fe01eb259bd9016ffebda79,HTML_DIV,/html/body/document/type/sequence/filename/description/text/div[20],"""We are raising fiscal year 2026 revenue guidance to $41.45 billion to $41.55 billion, and Q3 cRPO was exceptional, up 11% year-over-year at $29.4 billion, signaling a powerful pipeline of future revenue,"" said Marc Benioff, Chair and CEO, Salesforce. “Our Agentforce and Data 360 products are the momentum drivers, hitting nearly $1.4 billion in ARR—an explosive 114% year-over-year gain. We now have over 9,500 paid Agentforce deals and 3.2 trillion tokens processed, underscoring our leadership in building the Agentic Enterprise and driving real outcomes.""",REVENUE,FY2026,UNSPECIFIED,NOT_APPLICABLE,USD,41450000000,41550000000,41500000000,53,CURRENT_CANDIDATE,CURRENT_GUIDANCE_RANGE,V3_RANGE_BOUND_NOT_SOURCE_REVIEWED,893edfb7c88f73469b0193146970cfbf724ba12cc72d8ba82adc879286aa424b,PENDING,,,
