ticker,hypothesis_id,threshold,signal_date,fold_id,label,signal_price,signal_volatility,pullback_threshold,continuation_threshold,structural_threshold,mfe,mae,time_to_high_days,time_to_low_days,low_before_high,recovery_after_low,terminal_return,gross_oracle_opportunity,outcome_end
NEE,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2023-01-31,F07,NOISE,67.43637085,0.2892328466789303,0.12524149641642163,0.21692463500919773,0.36154105834866285,0.06593264856867664,-0.0577337758679225,57,20,True,True,-0.023998814283761383,0.06127119320349306,2023-08-02
NEM,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2022-11-30,F07,NOISE,43.07269287,0.42038119900206655,0.18203039880457555,0.31528589925154993,0.5254764987525832,0.1742282165326805,-0.13070335530196442,37,123,False,False,-0.0852826896866361,0.150355297123419,2023-06-02
NFLX,PROFIT_RELATIVE_EXTENSION_V2,0.8,2023-01-31,F07,NOISE,35.38600159,0.4984584234629844,0.21583882872464286,0.3738438175972383,0.6230730293287305,0.34965796428089746,-0.1726672199587158,116,27,True,True,0.2143220281814271,0.20870346748511492,2023-08-02
NFLX,PROFIT_RELATIVE_BREAK_V2,0.8,2022-11-30,F07,NOISE,30.5529995,0.6311818913171949,0.2733097761446997,0.4733864184878962,0.7889773641464937,0.31944491178353873,-0.09377147307582667,125,19,True,True,0.31073876690895763,0.10347442205786228,2023-06-02
NFLX,PROFIT_RELATIVE_BREAK_V2,0.9,2022-11-30,F07,NOISE,30.5529995,0.6311818913171949,0.2733097761446997,0.4733864184878962,0.7889773641464937,0.31944491178353873,-0.09377147307582667,125,19,True,True,0.31073876690895763,0.10347442205786228,2023-06-02
NFLX,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2022-09-30,F07,CONTINUATION,23.54400063,0.5253433841346459,0.22748035818534507,0.39400753810098443,0.6566792301683073,0.5628610450814449,-0.08983179253338303,79,7,True,True,0.47927277344793384,0.09869801185807492,2023-04-03
NKE,PROFIT_RELATIVE_BREAK_V2,0.8,2022-09-30,F07,CONTINUATION,77.37207031,0.4342942276488838,0.18805491693043777,0.3257206707366629,0.5428677845611047,0.5627703797447992,0.027430178635477143,84,1,True,True,0.47246648233058,-0.02669785179164874,2023-04-03
NKE,PROFIT_RELATIVE_BREAK_V2,0.8,2023-01-31,F07,NOISE,118.8886414,0.4155664752995871,0.17994556228530043,0.31167485647469034,0.519458094124484,0.017042320243050524,-0.18380980245603173,1,84,False,False,-0.15046372461953295,0.22520461898359145,2023-08-02
NKE,PROFIT_RELATIVE_BREAK_V2,0.9,2022-09-30,F07,CONTINUATION,77.37207031,0.4342942276488838,0.18805491693043777,0.3257206707366629,0.5428677845611047,0.5627703797447992,0.027430178635477143,84,1,True,True,0.47246648233058,-0.02669785179164874,2023-04-03
NKE,PROFIT_RELATIVE_BREAK_V2,0.9,2023-01-31,F07,NOISE,118.8886414,0.4155664752995871,0.17994556228530043,0.31167485647469034,0.519458094124484,0.017042320243050524,-0.18380980245603173,1,84,False,False,-0.15046372461953295,0.22520461898359145,2023-08-02
NKE,PROFIT_DOWNSIDE_EXPANSION_V2,0.8,2022-09-30,F07,CONTINUATION,77.37207031,0.4342942276488838,0.18805491693043777,0.3257206707366629,0.5428677845611047,0.5627703797447992,0.027430178635477143,84,1,True,True,0.47246648233058,-0.02669785179164874,2023-04-03
NKE,PROFIT_DOWNSIDE_EXPANSION_V2,0.9,2022-09-30,F07,CONTINUATION,77.37207031,0.4342942276488838,0.18805491693043777,0.3257206707366629,0.5428677845611047,0.5627703797447992,0.027430178635477143,84,1,True,True,0.47246648233058,-0.02669785179164874,2023-04-03
NVDA,PROFIT_RELATIVE_BREAK_V2,0.8,2022-08-31,F07,TRADABLE_PULLBACK,15.05220985,0.5892514120019066,0.25515334600475087,0.4419385590014299,0.7365642650023831,0.5836234385212213,-0.25597340114149414,126,31,True,True,0.5836234385212213,0.34403797059703445,2023-03-03
ORCL,PROFIT_RELATIVE_EXTENSION_V2,0.8,2022-11-30,F07,CONTINUATION,79.23937225,0.3177568620221377,0.13759275736899898,0.23831764651660328,0.39719607752767216,0.2866787924357892,-0.05118647933256437,125,5,True,True,0.28546456903562856,0.05394788145151819,2023-06-02
ORCL,PROFIT_RELATIVE_EXTENSION_V2,0.9,2022-11-30,F07,CONTINUATION,79.23937225,0.3177568620221377,0.13759275736899898,0.23831764651660328,0.39719607752767216,0.2866787924357892,-0.05118647933256437,125,5,True,True,0.28546456903562856,0.05394788145151819,2023-06-02
ORCL,PROFIT_TREND_DECELERATION_V2,0.8,2022-12-31,F07,CONTINUATION,78.00826263,0.2893135031251145,0.12527642168210887,0.21698512734383588,0.3616418789063931,0.5605145928885815,0.018976695545975364,114,50,True,True,0.42992688645141275,-0.01862328709667649,2023-07-05
