ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
NUE,0000073309,0001144204-18-038940,8-K,2018-07-19,2018-07-19T14:55:20.000Z,2.02,tv498841_8k.htm,https://www.sec.gov/Archives/edgar/data/73309/000114420418038940,https://www.sec.gov/Archives/edgar/data/73309/000114420418038940/index.json,NOT_CLASSIFIED
LMT,0000936468,0000936468-18-000051,8-K,2018-07-24,2018-07-24T11:31:27.000Z,2.02,lmt8kq22018.htm,https://www.sec.gov/Archives/edgar/data/936468/000093646818000051,https://www.sec.gov/Archives/edgar/data/936468/000093646818000051/index.json,NOT_CLASSIFIED
ROK,0001024478,0001024478-18-000021,8-K,2018-07-25,2018-07-25T11:12:24.000Z,2.02,q3fy188-kearningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1024478/000102447818000021,https://www.sec.gov/Archives/edgar/data/1024478/000102447818000021/index.json,NOT_CLASSIFIED
FFIV,0001048695,0001048695-18-000023,8-K,2018-07-25,2018-07-25T20:04:28.000Z,2.02,ffiv8-k6302018.htm,https://www.sec.gov/Archives/edgar/data/1048695/000104869518000023,https://www.sec.gov/Archives/edgar/data/1048695/000104869518000023/index.json,NOT_CLASSIFIED
VRSN,0001014473,0001014473-18-000035,8-K,2018-07-26,2018-07-26T20:12:58.000Z,2.02,q2-2018earnings8xk.htm,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000035,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000035/index.json,NOT_CLASSIFIED
TYL,0000860731,0000860731-18-000030,8-K,2018-07-26,2018-07-26T20:26:12.000Z,2.02,tyl8-k6302018.htm,https://www.sec.gov/Archives/edgar/data/860731/000086073118000030,https://www.sec.gov/Archives/edgar/data/860731/000086073118000030/index.json,NOT_CLASSIFIED
PWR,0001050915,0001193125-18-235583,8-K,2018-08-02,2018-08-02T11:00:06.000Z,2.02,d559960d8k.htm,https://www.sec.gov/Archives/edgar/data/1050915/000119312518235583,https://www.sec.gov/Archives/edgar/data/1050915/000119312518235583/index.json,NOT_CLASSIFIED
YUM,0001041061,0001041061-18-000036,8-K,2018-08-02,2018-08-02T11:04:08.000Z,2.02,a8k822018.htm,https://www.sec.gov/Archives/edgar/data/1041061/000104106118000036,https://www.sec.gov/Archives/edgar/data/1041061/000104106118000036/index.json,NOT_CLASSIFIED
SRE,0001032208,0000086521-18-000051,8-K,2018-08-06,2018-08-06T15:18:57.000Z,2.02,sre20180806form8k.htm,https://www.sec.gov/Archives/edgar/data/1032208/000008652118000051,https://www.sec.gov/Archives/edgar/data/1032208/000008652118000051/index.json,NOT_CLASSIFIED
NUE,0000073309,0001144204-18-054311,8-K,2018-10-18,2018-10-18T15:02:26.000Z,2.02,tv505022_8k.htm,https://www.sec.gov/Archives/edgar/data/73309/000114420418054311,https://www.sec.gov/Archives/edgar/data/73309/000114420418054311/index.json,NOT_CLASSIFIED
