issuer_cik,calendar_year,catalogAccessions,reviewSampleAccessions,downloadedAccessions,parsedAccessions,issuerRejectedAccessions,unresolvedSourceAccessions,downloadCoverage,parseCoverage,cellComplete
0000040545,2025,46,2,2,2,0,0,0.043478260869565216,0.043478260869565216,False
0000040545,2026,39,2,2,2,0,0,0.05128205128205128,0.05128205128205128,False
0000059478,2012,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0000059478,2013,66,2,2,2,0,0,0.030303030303030304,0.030303030303030304,False
0000059478,2014,103,2,2,2,0,0,0.019417475728155338,0.019417475728155338,False
0000059478,2015,86,2,2,2,0,0,0.023255813953488372,0.023255813953488372,False
0000059478,2016,97,2,2,2,0,0,0.020618556701030927,0.020618556701030927,False
0000059478,2017,97,2,2,2,0,0,0.020618556701030927,0.020618556701030927,False
0000059478,2018,149,2,2,2,0,0,0.013422818791946308,0.013422818791946308,False
0000059478,2019,149,2,2,1,1,0,0.013422818791946308,0.006711409395973154,False
0000059478,2020,89,2,2,2,0,0,0.02247191011235955,0.02247191011235955,False
0000059478,2021,106,2,2,2,0,0,0.018867924528301886,0.018867924528301886,False
0000059478,2022,158,2,2,2,0,0,0.012658227848101266,0.012658227848101266,False
0000059478,2023,160,2,2,2,0,0,0.0125,0.0125,False
0000059478,2024,140,2,2,2,0,0,0.014285714285714285,0.014285714285714285,False
0000059478,2025,151,2,2,2,0,0,0.013245033112582781,0.013245033112582781,False
0000059478,2026,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0000063908,2012,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0000063908,2013,71,2,2,2,0,0,0.028169014084507043,0.028169014084507043,False
0000063908,2014,60,2,2,2,0,0,0.03333333333333333,0.03333333333333333,False
0000063908,2015,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0000063908,2016,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0000063908,2017,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0000063908,2018,51,2,2,2,0,0,0.0392156862745098,0.0392156862745098,False
0000063908,2019,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0000063908,2020,46,2,2,2,0,0,0.043478260869565216,0.043478260869565216,False
0000063908,2021,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0000063908,2022,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0000063908,2023,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0000063908,2024,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0000063908,2025,79,2,2,2,0,0,0.02531645569620253,0.02531645569620253,False
0000063908,2026,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0000070858,2012,277,2,2,1,1,0,0.007220216606498195,0.0036101083032490976,False
0000070858,2013,117,2,2,1,1,0,0.017094017094017096,0.008547008547008548,False
0000070858,2014,99,2,2,1,1,0,0.020202020202020204,0.010101010101010102,False
0000070858,2015,84,2,2,0,2,0,0.023809523809523808,0.0,False
0000070858,2016,72,2,2,2,0,0,0.027777777777777776,0.027777777777777776,False
0000070858,2017,84,2,2,2,0,0,0.023809523809523808,0.023809523809523808,False
0000070858,2018,107,2,2,1,1,0,0.018691588785046728,0.009345794392523364,False
0000070858,2019,78,2,2,2,0,0,0.02564102564102564,0.02564102564102564,False
0000070858,2020,77,2,2,1,1,0,0.025974025974025976,0.012987012987012988,False
0000070858,2021,76,2,2,2,0,0,0.02631578947368421,0.02631578947368421,False
0000070858,2022,103,2,2,2,0,0,0.019417475728155338,0.019417475728155338,False
0000070858,2023,141,2,2,2,0,0,0.014184397163120567,0.014184397163120567,False
0000070858,2024,185,2,2,0,2,0,0.010810810810810811,0.0,False
0000070858,2025,148,2,2,2,0,0,0.013513513513513514,0.013513513513513514,False
0000070858,2026,90,2,2,1,1,0,0.022222222222222223,0.011111111111111112,False
0000077476,2012,57,2,2,2,0,0,0.03508771929824561,0.03508771929824561,False
0000077476,2013,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0000077476,2014,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0000077476,2015,62,2,2,2,0,0,0.03225806451612903,0.03225806451612903,False
0000077476,2016,49,2,2,2,0,0,0.04081632653061224,0.04081632653061224,False
0000077476,2017,43,2,2,2,0,0,0.046511627906976744,0.046511627906976744,False
0000077476,2018,37,2,2,2,0,0,0.05405405405405406,0.05405405405405406,False
0000077476,2019,36,2,2,2,0,0,0.05555555555555555,0.05555555555555555,False
0000077476,2020,40,2,2,2,0,0,0.05,0.05,False
0000077476,2021,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0000077476,2022,43,2,2,2,0,0,0.046511627906976744,0.046511627906976744,False
0000077476,2023,44,2,2,2,0,0,0.045454545454545456,0.045454545454545456,False
0000077476,2024,40,2,2,2,0,0,0.05,0.05,False
0000077476,2025,40,2,2,2,0,0,0.05,0.05,False
0000077476,2026,17,2,2,2,0,0,0.11764705882352941,0.11764705882352941,False
0000080424,2012,136,2,2,2,0,0,0.014705882352941176,0.014705882352941176,False
0000080424,2013,181,2,2,2,0,0,0.011049723756906077,0.011049723756906077,False
0000080424,2014,190,2,2,1,0,1,0.010526315789473684,0.005263157894736842,False
0000080424,2015,211,2,2,2,0,0,0.009478672985781991,0.009478672985781991,False
0000080424,2016,158,2,2,2,0,0,0.012658227848101266,0.012658227848101266,False
0000080424,2017,162,2,2,2,0,0,0.012345679012345678,0.012345679012345678,False
0000080424,2018,193,2,2,2,0,0,0.010362694300518135,0.010362694300518135,False
0000080424,2019,177,2,2,2,0,0,0.011299435028248588,0.011299435028248588,False
0000080424,2020,171,2,2,2,0,0,0.011695906432748537,0.011695906432748537,False
0000080424,2021,156,2,2,2,0,0,0.01282051282051282,0.01282051282051282,False
0000080424,2022,128,2,2,2,0,0,0.015625,0.015625,False
0000080424,2023,151,2,2,2,0,0,0.013245033112582781,0.013245033112582781,False
0000080424,2024,153,2,2,2,0,0,0.013071895424836602,0.013071895424836602,False
0000080424,2025,119,2,2,2,0,0,0.01680672268907563,0.01680672268907563,False
0000080424,2026,21,2,2,2,0,0,0.09523809523809523,0.09523809523809523,False
0000087347,2012,38,2,2,2,0,0,0.05263157894736842,0.05263157894736842,False
0000087347,2013,48,2,2,2,0,0,0.041666666666666664,0.041666666666666664,False
0000087347,2014,42,2,2,2,0,0,0.047619047619047616,0.047619047619047616,False
0000087347,2015,44,2,2,2,0,0,0.045454545454545456,0.045454545454545456,False
0000087347,2016,73,2,2,2,0,0,0.0273972602739726,0.0273972602739726,False
0000087347,2017,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0000087347,2018,22,2,2,2,0,0,0.09090909090909091,0.09090909090909091,False
0000087347,2019,86,2,2,2,0,0,0.023255813953488372,0.023255813953488372,False
0000087347,2020,74,2,2,2,0,0,0.02702702702702703,0.02702702702702703,False
0000087347,2021,69,2,2,2,0,0,0.028985507246376812,0.028985507246376812,False
0000087347,2022,80,2,2,2,0,0,0.025,0.025,False
0000087347,2023,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0000087347,2024,69,2,2,2,0,0,0.028985507246376812,0.028985507246376812,False
0000087347,2025,66,2,2,2,0,0,0.030303030303030304,0.030303030303030304,False
0000087347,2026,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0000089800,2012,128,2,2,2,0,0,0.015625,0.015625,False
0000089800,2013,78,2,2,2,0,0,0.02564102564102564,0.02564102564102564,False
0000089800,2014,75,2,2,2,0,0,0.02666666666666667,0.02666666666666667,False
0000089800,2015,84,2,2,2,0,0,0.023809523809523808,0.023809523809523808,False
0000089800,2016,64,2,2,2,0,0,0.03125,0.03125,False
0000089800,2017,80,2,2,2,0,0,0.025,0.025,False
0000089800,2018,67,2,2,2,0,0,0.029850746268656716,0.029850746268656716,False
0000089800,2019,73,2,2,2,0,0,0.0273972602739726,0.0273972602739726,False
0000089800,2020,77,2,2,2,0,0,0.025974025974025976,0.025974025974025976,False
0000089800,2021,78,2,2,2,0,0,0.02564102564102564,0.02564102564102564,False
0000089800,2022,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0000089800,2023,63,2,2,2,0,0,0.031746031746031744,0.031746031746031744,False
0000089800,2024,66,2,2,2,0,0,0.030303030303030304,0.030303030303030304,False
0000089800,2025,58,2,2,2,0,0,0.034482758620689655,0.034482758620689655,False
0000089800,2026,36,2,2,2,0,0,0.05555555555555555,0.05555555555555555,False
0000092122,2012,208,2,2,2,0,0,0.009615384615384616,0.009615384615384616,False
0000092122,2013,216,2,2,2,0,0,0.009259259259259259,0.009259259259259259,False
0000092122,2014,211,2,2,2,0,0,0.009478672985781991,0.009478672985781991,False
0000092122,2015,160,2,2,2,0,0,0.0125,0.0125,False
0000092122,2016,123,2,2,2,0,0,0.016260162601626018,0.016260162601626018,False
0000092122,2017,85,2,2,2,0,0,0.023529411764705882,0.023529411764705882,False
0000092122,2018,113,2,2,2,0,0,0.017699115044247787,0.017699115044247787,False
0000092122,2019,162,2,2,2,0,0,0.012345679012345678,0.012345679012345678,False
0000092122,2020,118,2,2,2,0,0,0.01694915254237288,0.01694915254237288,False
0000092122,2021,138,2,2,2,0,0,0.014492753623188406,0.014492753623188406,False
0000092122,2022,110,2,2,2,0,0,0.01818181818181818,0.01818181818181818,False
0000092122,2023,119,2,2,2,0,0,0.01680672268907563,0.01680672268907563,False
0000092122,2024,119,2,2,2,0,0,0.01680672268907563,0.01680672268907563,False
0000092122,2025,107,2,2,2,0,0,0.018691588785046728,0.018691588785046728,False
0000092122,2026,80,2,2,2,0,0,0.025,0.025,False
0000093410,2012,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0000093410,2013,51,2,2,2,0,0,0.0392156862745098,0.0392156862745098,False
0000093410,2014,50,2,2,2,0,0,0.04,0.04,False
0000093410,2015,54,2,2,2,0,0,0.037037037037037035,0.037037037037037035,False
0000093410,2016,45,2,2,2,0,0,0.044444444444444446,0.044444444444444446,False
0000093410,2017,43,2,2,2,0,0,0.046511627906976744,0.046511627906976744,False
0000093410,2018,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0000093410,2019,56,2,2,2,0,0,0.03571428571428571,0.03571428571428571,False
0000093410,2020,50,2,2,2,0,0,0.04,0.04,False
0000093410,2021,67,2,2,2,0,0,0.029850746268656716,0.029850746268656716,False
0000093410,2022,104,2,2,2,0,0,0.019230769230769232,0.019230769230769232,False
0000093410,2023,55,2,2,2,0,0,0.03636363636363636,0.03636363636363636,False
0000093410,2024,64,2,2,2,0,0,0.03125,0.03125,False
0000093410,2025,71,2,2,2,0,0,0.028169014084507043,0.028169014084507043,False
0000093410,2026,60,2,2,2,0,0,0.03333333333333333,0.03333333333333333,False
0000100885,2012,112,2,2,2,0,0,0.017857142857142856,0.017857142857142856,False
