ticker,episode_id,signal_date,last_observed_session,source_regime,SECTOR_RS_DAMAGE_DELTA_4W,TREND_QUALITY_DELTA_4W,PARTICIPATION_WEAKENING_DELTA_4W,MARKET_STRESS_DELTA_4W,path_label,mae_126d,mfe_126d,terminal_return_126d,low_before_high,recovered_after_low,time_to_low_sessions,time_to_high_sessions,outcome_end,sector_etf,issuerCik,purchaseSupport90d,purchaseSupportOwnerCount90d,purchaseSupportEventCount90d,latestPurchaseSupportFilingDate,adversePath,foldId
A,A-V61-001,2016-06-21,2016-06-21,NORMAL_RUSH,-0.0011042459158581,0.4700447702824797,0.0780212278932886,-0.0772680097620872,TEMPORARY_PULLBACK,-0.0844887819488857,0.0521585681550587,-0.0107699863503185,True,True,4,38,2016-12-19,XLV,0001090872,0,0,0,,0,OOS_2016_2018
A,A-V61-002,2017-03-10,2017-03-10,NORMAL_RUSH,0.0211290155208951,0.4372758892106508,-0.0287479943504065,0.0096787127101823,CONTINUATION,0.001150461922188,0.254977976871009,0.252666035695084,True,True,2,125,2017-09-08,XLV,0001090872,0,0,0,,0,OOS_2016_2018
A,A-V61-003,2019-03-01,2019-03-01,HEALTHY_RUSH,-0.0054043344672618,0.2292657892153004,0.4420844864990143,-0.4459076546461835,STRUCTURAL_BREAK,-0.1892075662848035,0.0106792027615565,-0.126040091290929,False,False,115,23,2019-08-29,XLV,0001090872,0,0,0,,1,OOS_2019_2021
A,A-V61-004,2020-08-07,2020-08-07,HEALTHY_RUSH,-0.0013585573878016,0.5012379348006232,-0.0240643310765981,-0.0297646593427831,CONTINUATION,-0.0269994986271158,0.3151114359312081,0.2664682931729243,True,True,21,107,2021-02-08,XLV,0001090872,0,0,0,,0,OOS_2019_2021
A,A-V61-005,2020-10-07,2020-10-07,HEALTHY_RUSH,-0.0260697087020174,-0.0354822659505366,0.2074648588132602,0.0003854628752046,CONTINUATION,-0.0213707831557258,0.2738488743972971,0.2738488743972971,True,True,15,126,2021-04-09,XLV,0001090872,0,0,0,,0,OOS_2019_2021
A,A-V61-006,2021-04-09,2021-04-09,HEALTHY_RUSH,-0.0500238849660195,-0.0781435650861183,-0.3857114783853065,0.0041990891729102,CONTINUATION,-0.024789898427459,0.3608942801110917,0.1804850338978052,True,True,23,103,2021-10-07,XLV,0001090872,0,0,0,,0,OOS_2019_2021
ABT,ABT-V61-001,2017-06-29,2017-06-29,HEALTHY_RUSH,-0.0035274704479042,-0.0114703295474134,-0.37876624687455,-0.0040605966885276,CONTINUATION,-0.016211645203178,0.1916835291582066,0.1914758112387777,True,True,4,125,2017-12-28,XLV,0000001800,0,0,0,,0,OOS_2016_2018
ABT,ABT-V61-002,2017-09-28,2017-09-28,HEALTHY_RUSH,-0.0116658095509598,0.1838500972727066,-0.4804334273344827,-0.0093227571551469,CONTINUATION,-0.0052198697192952,0.1975564591678931,0.0957207876887409,True,True,1,112,2018-04-02,XLV,0000001800,0,0,0,,0,OOS_2016_2018
ABT,ABT-V61-003,2018-09-12,2018-09-12,HEALTHY_RUSH,-0.0187320994268214,0.2530464169919457,0.0117227532433152,-0.0086500529076723,CONTINUATION,-0.0170292185920735,0.2029294309137397,0.2029294309137397,True,True,71,126,2019-03-15,XLV,0000001800,0,0,0,,0,OOS_2016_2018
ABT,ABT-V61-004,2019-03-04,2019-03-04,HEALTHY_RUSH,-0.0420701839190318,0.0209299983446293,-0.0235811042163809,-0.4459076546461835,TEMPORARY_PULLBACK,-0.0692156647497975,0.1375838702595611,0.0937419449092231,True,True,32,98,2019-08-30,XLV,0000001800,0,0,0,,0,OOS_2019_2021
ABT,ABT-V61-005,2019-07-08,2019-07-08,HEALTHY_RUSH,-0.0047046901833298,0.0270199859440193,-0.256826634199457,-0.057426342687049,TEMPORARY_PULLBACK,-0.0738746400524902,0.046801123458628,0.02257320169213,False,True,65,11,2020-01-06,XLV,0000001800,0,0,0,,0,OOS_2019_2021
ABT,ABT-V61-006,2020-10-15,2020-10-15,HEALTHY_RUSH,-0.0070066807145832,0.0236264566358039,-0.0957748408052741,-0.0406917663720123,CONTINUATION,-0.0216177329169424,0.1996513063056939,0.1693137713092369,True,True,10,82,2021-04-19,XLV,0000001800,0,0,0,,0,OOS_2019_2021
ABT,ABT-V61-007,2021-02-23,2021-02-23,HEALTHY_RUSH,-0.0623012131612277,-0.0019783518513846,0.2013471068754942,-0.0437962425640681,LARGE_PULLBACK,-0.1210394373618495,0.0535302958830168,0.0495270420578859,True,True,68,125,2021-08-23,XLV,0000001800,0,0,0,,1,OOS_2019_2021
ACGL,ACGL-V61-001,2016-12-15,2016-12-15,NORMAL_RUSH,0.0353603780427895,0.0757172223180733,-0.2342383903030661,-0.0416477675547031,CONTINUATION,-0.0162761162469682,0.1403670898449802,0.0931547801098633,True,True,15,115,2017-06-19,XLF,0000947484,1,1,1,2016-11-21,0,OOS_2016_2018
ACGL,ACGL-V61-002,2019-07-05,2019-07-05,HEALTHY_RUSH,-0.011622598503828,0.0159555463082928,-0.0955158843760573,-0.057426342687049,CONTINUATION,-0.0147446531682691,0.1427066710878315,0.141390148533093,True,True,11,125,2020-01-03,XLF,0000947484,0,0,0,,0,OOS_2019_2021
ACGL,ACGL-V61-003,2019-09-04,2019-09-04,HEALTHY_RUSH,0.0235653417744552,0.0330560138774088,-0.1873883930529649,0.071076470361208,CONTINUATION,-0.0095541191742027,0.1803038281312354,0.0085741970831145,False,True,122,115,2020-03-05,XLF,0000947484,0,0,0,,0,OOS_2019_2021
ACGL,ACGL-V61-004,2020-01-03,2020-01-03,HEALTHY_RUSH,-0.0381924977746817,-0.0374864424104431,-0.1291601391393274,-0.0177873584947134,STRUCTURAL_BREAK,-0.4869665396427614,0.1114187397520178,-0.3425605286210449,False,False,90,31,2020-07-06,XLF,0000947484,0,0,0,,1,OOS_2019_2021
ACGL,ACGL-V61-005,2022-11-29,2022-11-29,HEALTHY_RUSH,0.0448963977871086,0.4275427840869347,-0.3067432073558017,-0.0712397061839354,CONTINUATION,0.0032213803128409,0.3107832406581903,0.1812478544257905,True,True,4,112,2023-06-01,XLF,0000947484,1,1,1,2022-11-01,0,OOS_2022_2023
ACGL,ACGL-V61-006,2023-07-03,2023-07-03,HEALTHY_RUSH,-0.024704262897927,-0.1026061693899408,-0.2288110330880229,-0.0545722555786597,CONTINUATION,-0.00770367708866,0.2163805881992058,0.0210839931344823,False,True,116,85,2024-01-02,XLF,0000947484,0,0,0,,0,OOS_2022_2023
ACGL,ACGL-V61-007,2023-10-31,2023-10-31,HEALTHY_RUSH,-0.0103701333296839,0.0746097629998912,0.2352993109456443,0.4872205338113011,LARGE_PULLBACK,-0.1529764113985666,0.1052146889835994,0.0979464640604386,True,True,32,125,2024-05-02,XLF,0000947484,0,0,0,,1,OOS_2022_2023
ACGL,ACGL-V61-008,2024-03-18,2024-03-18,HEALTHY_RUSH,-0.1411749378857103,0.0512646371666277,0.0407280582485604,0.040719783729606,CONTINUATION,-0.0179430791346884,0.2496718238379118,0.2468271321328992,True,True,19,125,2024-09-17,XLF,0000947484,0,0,0,,0,OOS_2024_2026Q2
ACGL,ACGL-V61-009,2024-05-16,2024-05-16,HEALTHY_RUSH,-0.0163262969145772,0.3512151478108734,-0.2624264261416112,0.000353170307302,CONTINUATION,-0.0440194028956647,0.1623153924446878,0.012446914907555,True,True,47,97,2024-11-14,XLF,0000947484,0,0,0,,0,OOS_2024_2026Q2
ACGL,ACGL-V61-010,2024-09-17,2024-09-17,HEALTHY_RUSH,-0.0660166267367077,0.0279515979372685,-0.1670362767992299,0.0098375850612296,STRUCTURAL_BREAK,-0.1867255183893883,0.0078975395858598,-0.1468600284744264,False,False,107,13,2025-03-20,XLF,0000947484,0,0,0,,1,OOS_2024_2026Q2
ACN,ACN-V61-001,2017-10-31,2017-10-31,HEALTHY_RUSH,-0.012542403454149,0.000714210877925,-0.5355448336680662,-0.0058192624110404,CONTINUATION,0.0042145311385084,0.1572068990810107,0.0752235824928853,True,True,1,79,2018-05-03,XLK,0001467373,0,0,0,,0,OOS_2016_2018
ACN,ACN-V61-002,2018-09-26,2018-09-26,HEALTHY_RUSH,-0.0426408914955906,0.3161868552729253,-0.1825309276929074,-0.0123440636921646,LARGE_PULLBACK,-0.2201436564432,0.0269342015698219,0.0269342015698219,True,True,61,126,2019-03-29,XLK,0001467373,0,0,0,,1,OOS_2016_2018
ACN,ACN-V61-003,2019-07-10,2019-07-10,HEALTHY_RUSH,0.006667300470484,0.0370409545663391,0.0420419569426661,-0.057426342687049,CONTINUATION,-0.0496063487028756,0.1117402974600791,0.0704074622119703,True,True,63,119,2020-01-08,XLK,0001467373,0,0,0,,0,OOS_2019_2021
ACN,ACN-V61-004,2020-01-02,2020-01-02,HEALTHY_RUSH,-0.0573464431382859,0.1040986045822144,0.1488350667228533,-0.0148384405583086,LARGE_PULLBACK,-0.3136067702215624,0.0428008516114728,0.0351230030430815,True,True,55,121,2020-07-02,XLK,0001467373,0,0,0,,1,OOS_2019_2021
ACN,ACN-V61-005,2020-08-04,2020-08-04,HEALTHY_RUSH,0.0102634899513562,0.3092946300313719,-0.1042010964324154,-0.0411370763262336,TEMPORARY_PULLBACK,-0.0560422726847936,0.1767228983604556,0.1014511933311979,True,True,36,96,2021-02-03,XLK,0001467373,0,0,0,,0,OOS_2019_2021
ACN,ACN-V61-006,2020-12-11,2020-12-11,HEALTHY_RUSH,0.0091813415609414,-0.0296702542772803,0.279878880165216,-0.0107894115221736,CONTINUATION,-0.0125421639875542,0.1977719339238774,0.1717720625799661,True,True,32,94,2021-06-15,XLK,0001467373,0,0,0,,0,OOS_2019_2021
ACN,ACN-V61-007,2021-04-14,2021-04-14,HEALTHY_RUSH,0.0213725892401834,0.0371973657255642,-0.3947559712445305,0.0041990891729102,CONTINUATION,-0.0177540499757513,0.2143238842219053,0.1553051300003585,True,True,20,107,2021-10-12,XLK,0001467373,0,0,0,,0,OOS_2019_2021
ACN,ACN-V61-008,2021-07-14,2021-07-14,HEALTHY_RUSH,-0.0281155736510552,0.1582775662384108,-0.6583540147678737,-0.0165625493611691,CONTINUATION,-0.0165719619137955,0.3252751384651706,0.1966781208052765,True,True,3,117,2022-01-11,XLK,0001467373,0,0,0,,0,OOS_2019_2021
ACN,ACN-V61-009,2021-11-10,2021-11-10,HEALTHY_RUSH,-0.0065295807751841,0.0806019341331082,-0.8648393432477648,-0.045828519128198,STRUCTURAL_BREAK,-0.225456293221043,0.1389483551661214,-0.224711825741894,False,False,125,33,2022-05-12,XLK,0001467373,0,0,0,,1,OOS_2019_2021
ADBE,ADBE-V61-001,2017-04-05,2017-04-05,HEALTHY_RUSH,-0.0097159860468887,0.1768087433513037,-0.3524864908850393,0.0075462974686169,CONTINUATION,-0.0064669820916174,0.2077141875789401,0.139040708164019,True,True,6,109,2017-10-04,XLK,0000796343,0,0,0,,0,OOS_2016_2018
ADBE,ADBE-V61-002,2017-08-04,2017-08-04,HEALTHY_RUSH,0.0150853927012599,-0.0059723887885828,-0.0575016545575794,-0.0263005961022912,CONTINUATION,-0.0212578651247196,0.3628054564295133,0.2881321215186161,True,True,35,120,2018-02-05,XLK,0000796343,0,0,0,,0,OOS_2016_2018
ADBE,ADBE-V61-003,2017-11-09,2017-11-09,HEALTHY_RUSH,-0.0645748620714949,-0.1270820738760628,-0.5831854936750244,0.0109108081851286,TEMPORARY_PULLBACK,-0.0790457621057738,0.32959546665167,0.3103012173402715,True,True,17,125,2018-05-14,XLK,0000796343,0,0,0,,0,OOS_2016_2018
ADBE,ADBE-V61-004,2018-01-11,2018-01-11,HEALTHY_RUSH,-0.0211957749031188,-0.0265057700326258,-0.39505918282899,0.0070318821036409,CONTINUATION,-0.0199025753537192,0.3687804296199701,0.3687804296199701,True,True,19,126,2018-07-13,XLK,0000796343,1,1,1,2017-12-19,0,OOS_2016_2018
ADBE,ADBE-V61-005,2018-03-14,2018-03-14,HEALTHY_RUSH,-0.0057303133807034,0.0235384338540146,-0.6912045685035222,-0.0436087138758456,CONTINUATION,-0.0281999795473358,0.228529493002789,0.2259201865857514,True,True,12,117,2018-09-12,XLK,0000796343,1,1,1,2017-12-19,0,OOS_2016_2018
ADBE,ADBE-V61-006,2018-09-12,2018-09-12,HEALTHY_RUSH,-0.0208056776127834,-0.0628362051897003,-0.2466203102354596,-0.0086500529076723,LARGE_PULLBACK,-0.233877302408764,0.0287538050546796,-0.0399567267648822,False,True,71,13,2019-03-15,XLK,0000796343,0,0,0,,1,OOS_2016_2018
ADBE,ADBE-V61-007,2021-07-22,2021-07-22,HEALTHY_RUSH,0.0029557989843953,0.3965640652506755,-0.1058276909264604,-0.0239930139670454,STRUCTURAL_BREAK,-0.1811505609004602,0.1037230681714636,-0.1809100627255058,False,False,118,85,2022-01-20,XLK,0000796343,0,0,0,,1,OOS_2019_2021
ADI,ADI-V61-001,2016-11-30,2016-11-30,NORMAL_RUSH,-0.0284790588567553,-0.0318325948198934,-0.7587952939597505,0.0288136864701812,TEMPORARY_PULLBACK,-0.0704471459979433,0.161483765260755,0.0957976594399145,True,True,1,124,2017-06-02,XLK,0000006281,0,0,0,,0,OOS_2016_2018
ADI,ADI-V61-002,2017-11-02,2017-11-02,HEALTHY_RUSH,0.0189893273432613,0.1846619228032381,-0.2014231913722005,-0.0058192624110404,TEMPORARY_PULLBACK,-0.0845179699380858,0.0766994276735173,0.007283430566338,False,True,66,51,2018-05-07,XLK,0000006281,0,0,0,,0,OOS_2016_2018
ADI,ADI-V61-003,2019-03-06,2019-03-06,HEALTHY_RUSH,0.0028111179492784,0.3054258284103226,0.075886908920543,-0.4459076546461835,TEMPORARY_PULLBACK,-0.0954046155862291,0.1736100931786197,0.0332978918344948,True,True,61,97,2019-09-04,XLK,0000006281,0,0,0,,0,OOS_2019_2021
ADI,ADI-V61-004,2019-05-06,2019-05-06,HEALTHY_RUSH,-0.0107473430204916,0.0406628667461089,0.23122633165235,-0.0366413234252145,LARGE_PULLBACK,-0.1594732474237618,0.0904882972063776,-0.0383032831435576,True,True,19,55,2019-11-01,XLK,0000006281,0,0,0,,1,OOS_2019_2021
ADI,ADI-V61-005,2019-07-24,2019-07-24,HEALTHY_RUSH,0.0119581866924487,-0.16571236105427,0.0265815249457088,0.019640359654248,LARGE_PULLBACK,-0.1642328275509661,-0.0197366651641307,-0.020833538912751,False,False,22,1,2020-01-23,XLK,0000006281,0,0,0,,1,OOS_2019_2021
ADI,ADI-V61-006,2020-12-09,2020-12-09,HEALTHY_RUSH,0.0,0.2121806668862816,0.0072033375391153,-0.024698457588318,CONTINUATION,-0.0044438844672988,0.1921965447934808,0.1921965447934808,True,True,2,126,2021-06-11,XLK,0000006281,0,0,0,,0,OOS_2019_2021
ADI,ADI-V61-007,2021-04-13,2021-04-13,HEALTHY_RUSH,0.0029014912012517,-0.0885408005529759,-0.2194076769106045,0.0041990891729102,TEMPORARY_PULLBACK,-0.0833751694476109,0.1312039982121351,0.063849558219849,True,True,25,115,2021-10-11,XLK,0000006281,0,0,0,,0,OOS_2019_2021
ADI,ADI-V61-008,2021-06-11,2021-06-11,HEALTHY_RUSH,-0.0844816329934641,-0.0575046650803062,-0.2504276897473857,-0.0952185107459426,TEMPORARY_PULLBACK,-0.0514319767135021,0.1312512175270677,0.104788682713441,True,True,25,113,2021-12-09,XLK,0000006281,0,0,0,,0,OOS_2019_2021
ADI,ADI-V61-009,2021-11-09,2021-11-09,HEALTHY_RUSH,0.0067921642333654,0.0155408359857309,-0.6170956953891745,-0.045828519128198,STRUCTURAL_BREAK,-0.2059393378792572,0.020540468454522,-0.1712607941064247,False,False,85,8,2022-05-11,XLK,0000006281,1,1,1,2021-10-07,1,OOS_2019_2021
ADI,ADI-V61-010,2024-06-12,2024-06-12,HEALTHY_RUSH,0.0071115949970133,0.0922296063658915,0.1379895962802287,-0.0471072072219694,LARGE_PULLBACK,-0.1588659658250809,0.0205082400935188,-0.0819625065952524,False,True,36,22,2024-12-11,XLK,0000006281,0,0,0,,1,OOS_2024_2026Q2
ADI,ADI-V61-011,2025-12-01,2025-12-01,HEALTHY_RUSH,-0.2125710396658409,-0.2796420229786022,-0.1119606501561847,0.0746206133969176,CONTINUATION,0.0205893747080179,0.6577160189223996,0.6577160189223996,True,True,12,126,2026-06-03,XLK,0000006281,0,0,0,,0,OOS_2024_2026Q2
ADM,ADM-V61-001,2018-08-20,2018-08-20,HEALTHY_RUSH,-0.0109675242108957,0.0452612974287209,-0.3862535416529812,-0.0165792140029709,STRUCTURAL_BREAK,-0.2138500966422757,0.0200905139788354,-0.148257971615253,False,False,87,34,2019-02-21,XLP,0000007084,0,0,0,,1,OOS_2016_2018
ADM,ADM-V61-002,2020-09-09,2020-09-09,HEALTHY_RUSH,-0.0230037770745417,0.6652396737128313,0.184479424887598,0.0350761626033443,CONTINUATION,-0.019326855952824,0.2904681796425885,0.2904681796425885,True,True,10,126,2021-03-11,XLP,0000007084,1,1,1,2020-08-25,0,OOS_2019_2021
ADM,ADM-V61-003,2020-12-08,2020-12-08,HEALTHY_RUSH,-0.0165394751139962,0.0383093995367678,-0.0122452738761164,-0.024698457588318,CONTINUATION,-0.0331613246285666,0.3826772877268756,0.3517144728876584,True,True,4,122,2021-06-10,XLP,0000007084,0,0,0,,0,OOS_2019_2021
ADM,ADM-V61-004,2022-01-13,2022-01-13,HEALTHY_RUSH,-0.0489748516926604,0.1881912958014315,-0.4889681007604914,0.0221818649285391,CONTINUATION,-0.035683664505146,0.3926897058861949,0.0334490490443977,True,True,7,66,2022-07-18,XLP,0000007084,0,0,0,,0,OOS_2022_2023
ADM,ADM-V61-005,2022-11-22,2022-11-22,HEALTHY_RUSH,0.0596576790608729,0.3487643787453943,-0.5924197749240165,-0.0684323818916726,STRUCTURAL_BREAK,-0.2461961484743251,-0.0017407833055957,-0.2365651230019998,False,False,121,5,2023-05-25,XLP,0000007084,0,0,0,,1,OOS_2022_2023
ADP,ADP-V61-001,2016-12-22,2016-12-22,NORMAL_RUSH,-0.0340824009308775,0.1212744113232896,-0.2455452116531609,-0.0556197821307015,TEMPORARY_PULLBACK,-0.0716374959970006,0.0305849477486588,0.0073482514956233,True,True,26,85,2017-06-26,XLI,0000008670,0,0,0,,0,OOS_2016_2018
ADP,ADP-V61-002,2018-06-05,2018-06-05,HEALTHY_RUSH,0.0,0.1243085420439376,0.162985383177144,-0.0588822401598073,CONTINUATION,-0.0058497089211204,0.143149674953525,0.1103100226602207,True,True,40,83,2018-12-03,XLI,0000008670,0,0,0,,0,OOS_2016_2018
ADP,ADP-V61-003,2018-09-04,2018-09-04,HEALTHY_RUSH,-0.0758707499310891,0.027160464492746,-0.5012694553826118,-0.0132463411614782,LARGE_PULLBACK,-0.1549135191228948,0.0664928445777106,0.0478040248243447,True,True,77,122,2019-03-07,XLI,0000008670,0,0,0,,1,OOS_2016_2018
ADP,ADP-V61-005,2021-07-07,2021-07-07,HEALTHY_RUSH,-0.0396097299357143,0.1799482395665589,0.0278632806759728,-0.0469657310296771,CONTINUATION,-0.0265202159619154,0.230698839771962,0.2165066039845449,True,True,53,122,2022-01-04,XLI,0000008670,0,0,0,,0,OOS_2019_2021
ADP,ADP-V61-006,2021-11-16,2021-11-16,HEALTHY_RUSH,-0.0036353221395195,0.062311947092412,-0.0939372459893886,-0.0186201063173333,STRUCTURAL_BREAK,-0.1618909835248368,0.0589404455138731,-0.1053202272160129,False,True,67,29,2022-05-18,XLI,0000008670,0,0,0,,1,OOS_2019_2021
ADP,ADP-V61-007,2024-11-22,2024-11-22,HEALTHY_RUSH,-0.0059414416284337,0.1045606918104623,0.2494226995562932,-0.0540386617135894,TEMPORARY_PULLBACK,-0.083478870319164,0.0786245345524436,0.0733590074158923,True,True,91,124,2025-05-29,XLI,0000008670,0,0,0,,0,OOS_2024_2026Q2
ADSK,ADSK-V61-001,2016-10-13,2016-10-13,NORMAL_RUSH,0.0053571555460298,0.2673171202875484,-0.2064440141812886,-0.1836323500389421,CONTINUATION,-0.0242459270846261,0.283446372192659,0.2410159722653386,True,True,15,94,2017-04-17,XLK,0000769397,0,0,0,,0,OOS_2016_2018
ADSK,ADSK-V61-002,2016-12-13,2016-12-13,NORMAL_RUSH,0.0150697746966173,0.046020001155088,0.0288779389537258,-0.0416477675547031,TEMPORARY_PULLBACK,-0.0710430043932308,0.4295218026361853,0.3252165711704071,True,True,12,112,2017-06-15,XLK,0000769397,0,0,0,,0,OOS_2016_2018
ADSK,ADSK-V61-003,2018-09-25,2018-09-25,HEALTHY_RUSH,0.0395923296604143,0.3140634405492225,0.2880067143206344,-0.0123440636921646,LARGE_PULLBACK,-0.2386100106532886,0.0571428909174493,-0.0152509343180869,True,True,62,105,2019-03-28,XLK,0000769397,0,0,0,,1,OOS_2016_2018
ADSK,ADSK-V61-004,2019-05-03,2019-05-03,HEALTHY_RUSH,-0.0238946305051304,0.1623869544939511,0.054404179795507,-0.0366413234252145,STRUCTURAL_BREAK,-0.209564229483017,-0.0001132099623708,-0.1660441245882103,False,False,117,9,2019-10-31,XLK,0000769397,0,0,0,,1,OOS_2019_2021
ADSK,ADSK-V61-005,2020-02-03,2020-02-03,HEALTHY_RUSH,-0.0278197963310922,0.5605449163195015,-0.1113995266923019,0.0353819202041156,LARGE_PULLBACK,-0.3174746373888915,0.2456087712077097,0.2018468448768324,True,True,27,109,2020-08-03,XLK,0000769397,0,0,0,,1,OOS_2019_2021
ADSK,ADSK-V61-006,2020-07-29,2020-07-29,HEALTHY_RUSH,0.0364216674462676,0.2763572375638082,0.1147662382310654,-0.0557491884725218,TEMPORARY_PULLBACK,-0.0739700509434556,0.3416453798877363,0.1911487384657422,True,True,40,115,2021-01-28,XLK,0000769397,0,0,0,,0,OOS_2019_2021
ADSK,ADSK-V61-007,2020-12-14,2020-12-14,HEALTHY_RUSH,-0.0515127521375786,0.0668772612760615,-0.5692462169522295,-0.0107894115221736,LARGE_PULLBACK,-0.1221863217053261,0.1102903609679564,-0.050705773868336,False,True,56,19,2021-06-16,XLK,0000769397,0,0,0,,1,OOS_2019_2021
ADSK,ADSK-V61-008,2021-08-24,2021-08-24,HEALTHY_RUSH,-0.0383842228002986,0.5797105990851936,0.063381080783229,-0.0504463871464154,STRUCTURAL_BREAK,-0.3871639258032173,0.003518285613852,-0.3871639258032173,False,False,126,1,2022-02-23,XLK,0000769397,0,0,0,,1,OOS_2019_2021
AEE,AEE-V61-001,2016-03-14,2016-03-14,NORMAL_RUSH,-0.0176603275664541,0.0935665512517036,-0.4646070604070618,-0.4874011557430716,CONTINUATION,-0.0382862393631597,0.1223297184281664,0.0286478776365113,True,True,27,79,2016-09-12,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-002,2016-06-13,2016-06-13,NORMAL_RUSH,-0.044628492893826,-0.0464485784290719,0.2929682155783339,-0.1426034800488601,TEMPORARY_PULLBACK,-0.0684656563633969,0.0592985882719387,0.0170472118484898,False,True,84,16,2016-12-09,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-003,2017-03-08,2017-03-08,NORMAL_RUSH,0.0114556365516784,0.296663077524434,-0.3450118939331618,0.0053405162125094,CONTINUATION,0.0,0.1372426393544672,0.116589255407099,True,True,1,120,2017-09-06,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-004,2017-06-07,2017-06-07,HEALTHY_RUSH,0.005558445343462,0.0089464972339766,-0.4404642902782307,0.0102477031165555,CONTINUATION,-0.0477506119498638,0.1517274933250416,0.1149668039950497,True,True,20,112,2017-12-05,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-005,2017-08-22,2017-08-22,HEALTHY_RUSH,-0.0119202941532439,-0.0319955558403262,-0.3309142260079284,0.0265097739313668,LARGE_PULLBACK,-0.1093883472542273,0.0851213572061753,-0.0755184339383748,False,False,117,59,2018-02-22,XLU,0001002910,0,0,0,,1,OOS_2016_2018
AEE,AEE-V61-006,2018-09-10,2018-09-10,HEALTHY_RUSH,0.0,0.065687618508795,-0.0352767128519067,-0.0086500529076723,TEMPORARY_PULLBACK,-0.0504568850218687,0.1295053690898771,0.1295053690898771,True,True,12,126,2019-03-13,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-007,2018-12-10,2018-12-10,HEALTHY_RUSH,0.0293098327573868,0.0120676844691773,-0.4999644069506789,0.4797712242959914,TEMPORARY_PULLBACK,-0.0995944861946203,0.0995294511839308,0.0995294511839308,True,True,10,126,2019-06-12,XLU,0001002910,0,0,0,,0,OOS_2016_2018
AEE,AEE-V61-008,2019-02-25,2019-02-25,HEALTHY_RUSH,-0.0016018918361402,0.0519233814300702,0.1038207225301936,-0.4560991471607382,CONTINUATION,-0.0093112447780644,0.1068163526523027,0.0765198257208685,True,True,1,82,2019-08-23,XLU,0001002910,0,0,0,,0,OOS_2019_2021
AEE,AEE-V61-010,2019-09-24,2019-09-24,HEALTHY_RUSH,-0.0110214469850791,0.0018233568002474,-0.3711775735548014,-0.0609482897961547,STRUCTURAL_BREAK,-0.2187649014812199,0.1016699871266464,-0.1402217559350466,False,False,124,111,2020-03-25,XLU,0001002910,0,0,0,,1,OOS_2019_2021
AEE,AEE-V61-011,2020-02-20,2020-02-20,HEALTHY_RUSH,-0.0237572698494576,0.2586698804167738,-0.3213553805828144,0.0659123360066756,LARGE_PULLBACK,-0.2791900378209248,0.0164606061097127,-0.0407190583350878,False,True,22,9,2020-08-19,XLU,0001002910,0,0,0,,1,OOS_2019_2021
AEP,AEP-V61-001,2016-03-14,2016-03-14,NORMAL_RUSH,-0.002927978499347,0.141213208993711,-0.1232524300709459,-0.4874011557430716,CONTINUATION,-0.0305200638366472,0.1194007192163539,0.0248249425688564,True,True,27,79,2016-09-12,XLU,0000004904,0,0,0,,0,OOS_2016_2018
AEP,AEP-V61-002,2017-05-30,2017-05-30,HEALTHY_RUSH,-0.0015523646128698,0.0277069629861231,-0.6196077393070077,0.0044021479700524,CONTINUATION,-0.0426905874819074,0.1049129036819311,0.0956329573510799,True,True,32,118,2017-11-27,XLU,0000004904,0,0,0,,0,OOS_2016_2018
AEP,AEP-V61-003,2017-08-28,2017-08-28,HEALTHY_RUSH,-0.0132333413408392,-0.0265478768765551,-0.6108743167299662,0.0294062523195932,LARGE_PULLBACK,-0.129212243181375,0.0563102877329511,-0.0989860623894368,False,False,113,66,2018-02-28,XLU,0000004904,0,0,0,,1,OOS_2016_2018
AEP,AEP-V61-004,2017-12-12,2017-12-12,HEALTHY_RUSH,-0.0023642687971927,0.2522853838602792,-0.1536536259539359,-0.0039388597154526,STRUCTURAL_BREAK,-0.1581736238550054,0.0068402510485476,-0.1337170190372375,False,False,39,3,2018-06-14,XLU,0000004904,0,0,0,,1,OOS_2016_2018
AEP,AEP-V61-005,2018-12-13,2018-12-13,HEALTHY_RUSH,0.0112701173471614,0.0204520785875705,-0.3616258581720663,0.4797712242959914,TEMPORARY_PULLBACK,-0.0944501584163047,0.145963513852229,0.1396376111612249,True,True,13,125,2019-06-17,XLU,0000004904,0,0,0,,0,OOS_2016_2018
AEP,AEP-V61-006,2019-03-04,2019-03-04,HEALTHY_RUSH,0.0121459387309685,0.097581543271955,0.1429818489516921,-0.4459076546461835,CONTINUATION,-0.0047899404961654,0.139517985961193,0.1370228555427763,True,True,1,119,2019-08-30,XLU,0000004904,0,0,0,,0,OOS_2019_2021
AEP,AEP-V61-007,2019-12-31,2019-12-31,HEALTHY_RUSH,-0.00198191211407,0.0903919884098249,-0.664494342151587,-0.0148384405583086,STRUCTURAL_BREAK,-0.2542322215488689,0.1115138482601736,-0.1185579034219053,False,False,56,32,2020-07-01,XLU,0000004904,0,0,0,,1,OOS_2019_2021
