universe_role,event_kind,horizon_sessions,era_id,market_herd_stage,sector_herd_stage,episodes,tickers,signal_weeks,median_total_return,positive_return_fraction,median_maximum_favorable_excursion,median_maximum_adverse_excursion
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2016_2018,SCATTER,FLEE,20,20,8,0.09552236339317885,0.8,0.12086983766898535,-0.0235063374643272
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2016_2018,SCATTER,RUSH,7,7,3,0.0749088384239204,1.0,0.117213031387898,-0.0420383596422156
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2016_2018,SCATTER,SCATTER,180,172,17,0.06833126730702405,0.8111111111111111,0.10363653563184799,-0.04535666078276495
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,CALM,CALM,472,283,65,0.05886176106358915,0.6504237288135594,0.1247308765834651,-0.07593902678226586
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,CALM,DRIFT,216,173,54,0.031754669220704204,0.5972222222222222,0.1110674329270328,-0.07265182066290421
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,CALM,RUSH,36,35,10,0.10106554377104625,0.8055555555555556,0.12389243724714365,-0.08266943478691535
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,CALM,SCATTER,161,144,38,0.0452795045832654,0.6708074534161491,0.1140218604548914,-0.0745848937312954
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,DRIFT,CALM,209,178,34,0.0026514166302094,0.5167464114832536,0.0884779412308305,-0.0842722489962884
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,DRIFT,DRIFT,279,206,44,0.0247149060051017,0.5734767025089605,0.0910209868585245,-0.0952921750710974
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,DRIFT,RUSH,30,26,15,0.10375733613813984,0.8666666666666667,0.1251414296136609,-0.02780995469533365
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,DRIFT,SCATTER,10,10,5,0.0274049374449747,0.6,0.10525331493817675,-0.17344784389041928
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,FLEE,FLEE,1,1,1,0.7342283268289533,1.0,1.3033555752215626,-0.2442953224783443
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,RUSH,CALM,4,4,1,0.01513320759152895,0.5,0.0614429644887005,-0.07467463349679895
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,RUSH,RUSH,2,2,1,0.15265338319974137,1.0,0.18918723427435935,-0.0489934588049773
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,SCATTER,CALM,81,71,12,0.0810961076323291,0.7283950617283951,0.1388461773076923,-0.0489013737517736
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,SCATTER,DRIFT,6,6,3,0.09346354275975675,0.8333333333333334,0.11610800763593665,-0.0409004253275198
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,SCATTER,RUSH,8,8,1,0.0827763920517912,1.0,0.11207185355257779,-0.02663231751632425
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2019_2021,SCATTER,SCATTER,274,219,19,0.1280580288197457,0.8211678832116789,0.18753323841783515,-0.0546569750614541
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,CALM,CALM,634,325,58,0.0043609564059765,0.5189274447949527,0.0869056692941767,-0.07746506182728055
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,CALM,DRIFT,195,159,38,0.0334786722880136,0.5692307692307692,0.1076195263029853,-0.0626808118785273
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,CALM,RUSH,13,13,4,0.0988205178493757,0.9230769230769231,0.1503670857402483,-0.0275138415939715
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,CALM,SCATTER,255,190,35,0.016007035941963,0.5607843137254902,0.0959409278430469,-0.0778104604197771
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,DRIFT,CALM,98,88,28,-0.0057405419918483,0.4897959183673469,0.08353237707065306,-0.0708397299911235
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,DRIFT,DRIFT,143,114,27,0.0355437047248488,0.6153846153846154,0.1075316092282818,-0.0764453910160719
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,DRIFT,RUSH,24,22,14,0.0453987971344772,0.5833333333333334,0.08480217571527875,-0.061860486532266695
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,DRIFT,SCATTER,11,11,5,0.1228798066768925,0.8181818181818182,0.1730103628881503,-0.0126527652689952
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,SCATTER,CALM,93,89,23,0.0425413025210967,0.6666666666666666,0.1044960556158147,-0.0510655402173052
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,SCATTER,DRIFT,21,21,8,-0.0091179997242778,0.47619047619047616,0.071667783420054,-0.1188003242536819
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,SCATTER,FLEE,1,1,1,-0.1803617180608367,0.0,0.0852714144655502,-0.2828597040286128
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,SCATTER,RUSH,4,4,3,-0.03543025701554405,0.25,0.13872638388328323,-0.11230977097029175
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2022_2024,SCATTER,SCATTER,230,189,36,-0.045298768086563454,0.3391304347826087,0.06916514080232189,-0.15007101673943113
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,CALM,CALM,366,247,47,0.022376943794238803,0.5819672131147541,0.11184009576411355,-0.07200992964323266
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,CALM,DRIFT,108,92,33,0.0098972684630237,0.5277777777777778,0.130568290515843,-0.08205048528356075
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,CALM,RUSH,6,6,4,-0.0731389220458262,0.16666666666666666,0.0510573352562484,-0.0945043510379831
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,CALM,SCATTER,113,107,24,0.0386308777672419,0.6194690265486725,0.1310702677764925,-0.0695047064927956
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,DRIFT,CALM,14,14,2,0.00884130400178815,0.5,0.0662097310758077,-0.08842924871168965
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,DRIFT,DRIFT,9,9,3,-0.0804287696372028,0.1111111111111111,0.0641303389999505,-0.108901789275109
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,DRIFT,RUSH,15,15,3,-0.0538404427376421,0.3333333333333333,0.0612361783575134,-0.1209928640660911
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,DRIFT,SCATTER,3,3,1,-0.0618699211688714,0.3333333333333333,0.0993770064014285,-0.070072898597909
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,SCATTER,CALM,6,6,2,0.03819553775099099,0.6666666666666666,0.0517807626766192,-0.056429372010875
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,SCATTER,DRIFT,1,1,1,0.0295139607803833,1.0,0.1159735590213353,-0.0401021078745716
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,63,ERA_2025_2026,SCATTER,SCATTER,6,6,4,0.04855103303542545,0.5,0.1167033105899212,-0.1169288648248428
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,CALM,CALM,353,232,46,0.0400414176038643,0.6203966005665722,0.1093894075304215,-0.0863286510091756
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,CALM,DRIFT,154,113,35,0.0435539114919115,0.7077922077922078,0.12639931028733103,-0.0697351830344728
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,CALM,FLEE,1,1,1,0.1450440285631127,1.0,0.2565303353834109,-0.0487367868553701
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,CALM,RUSH,6,6,4,-0.06693070611598725,0.16666666666666666,0.050394261100819446,-0.1645189442793646
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,CALM,SCATTER,163,139,43,0.0868688815630704,0.7361963190184049,0.125730969135803,-0.0789620696537186
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,SCATTER,CALM,128,101,36,0.07403377437147525,0.6484375,0.1468755852092197,-0.0870314109419862
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,SCATTER,DRIFT,23,23,8,0.0174284881689195,0.6086956521739131,0.1047283128503335,-0.0780141698813049
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,SCATTER,FLEE,1,1,1,0.0773189749659233,1.0,0.1534781269951632,-0.1250003647245419
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2013_2015,SCATTER,SCATTER,204,177,34,0.05209830720926495,0.6666666666666666,0.10483000398205855,-0.12948355997060723
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,CALM,CALM,353,255,54,0.0248029517060803,0.5580736543909348,0.1286226056093884,-0.1008062557644439
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,CALM,DRIFT,156,134,43,0.0256006178625477,0.6089743589743589,0.11986056718734245,-0.0728441904043382
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,CALM,FLEE,2,2,2,0.07939144425571115,1.0,0.11578995536780076,-0.03540921700665745
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,CALM,RUSH,31,30,12,0.0236625448234011,0.7096774193548387,0.1020424410220826,-0.1128268818492961
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,CALM,SCATTER,116,101,39,0.07017789012230366,0.7413793103448276,0.1335092960483088,-0.063469885795694
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,DRIFT,CALM,143,121,34,0.0902524696291073,0.6923076923076923,0.1470389135366607,-0.0624259615316086
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,DRIFT,DRIFT,223,174,42,0.1045901819350696,0.757847533632287,0.1805154560399815,-0.0665304434501719
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,DRIFT,RUSH,83,76,22,0.0767865441301183,0.6506024096385542,0.1200849006676327,-0.0647340553418783
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,DRIFT,SCATTER,31,28,14,0.0418090710712888,0.6129032258064516,0.129983326809139,-0.0465432504963023
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,SCATTER,CALM,55,55,19,0.109196842625153,0.7454545454545455,0.1741928054664869,-0.0681408953330324
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,SCATTER,DRIFT,27,24,10,0.1152802179822687,0.8888888888888888,0.1588143939019795,-0.0605823197501355
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,SCATTER,FLEE,20,20,8,0.1911915505757451,0.9,0.21137151202265841,-0.027929400041855852
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,SCATTER,RUSH,7,7,3,0.0452473691204353,0.7142857142857143,0.1696244038498582,-0.0420383596422156
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2016_2018,SCATTER,SCATTER,180,172,17,0.12029021969327375,0.8444444444444444,0.18314560732245821,-0.0548053028698158
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,CALM,CALM,472,283,65,0.06936081522516166,0.6186440677966102,0.18450252291914898,-0.14138901068269144
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,CALM,DRIFT,216,173,54,0.04397961940586865,0.5601851851851852,0.1659613110493265,-0.13215750024035675
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,CALM,RUSH,36,35,10,0.17394000392174902,0.7777777777777778,0.22794187312003128,-0.09901820976936229
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,CALM,SCATTER,161,144,38,0.073155336760817,0.6149068322981367,0.1772742451904656,-0.1052693715864329
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,DRIFT,CALM,209,178,34,0.0511194224644626,0.6602870813397129,0.1252641993195098,-0.0936372675285753
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,DRIFT,DRIFT,279,206,44,0.064879044871116,0.6702508960573477,0.1445022583939894,-0.1065437516159305
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,DRIFT,RUSH,30,26,15,0.13358880230048575,0.8666666666666667,0.2198853134554669,-0.04684432576799555
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,DRIFT,SCATTER,10,10,5,0.0528820058997393,0.6,0.11771416220851455,-0.18557009307628095
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,FLEE,FLEE,1,1,1,1.03221498245039,1.0,1.4120808888670502,-0.2442953224783443
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,RUSH,CALM,4,4,1,-0.02480629432845155,0.25,0.06442464051076385,-0.07914983669235895
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,RUSH,RUSH,2,2,1,0.0693319852317988,1.0,0.1980504775649748,-0.0489934588049773
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,SCATTER,CALM,81,71,12,0.1631004196632244,0.8395061728395061,0.2527091840727744,-0.0645507086345784
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,SCATTER,DRIFT,6,6,3,0.18149744793803704,0.8333333333333334,0.204248176996015,-0.05164226700790765
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,SCATTER,RUSH,8,8,1,0.17724826505857255,1.0,0.2125925061633957,-0.02839766611762105
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2019_2021,SCATTER,SCATTER,274,219,19,0.2000172312026806,0.8284671532846716,0.2917063038480894,-0.06866704305207144
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,CALM,CALM,634,325,58,0.026303351555114048,0.5662460567823344,0.13159642234052582,-0.11216717578682076
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,CALM,DRIFT,195,159,38,0.0579852558288753,0.5948717948717949,0.1687569784482179,-0.0937424084850521
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,CALM,RUSH,13,13,4,0.0804962288499535,0.6153846153846154,0.1889769858944328,-0.0510147971488296
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,CALM,SCATTER,255,190,35,0.017682959863394,0.5450980392156862,0.1277780605707721,-0.1075627447044313
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,DRIFT,CALM,98,88,28,-0.0289513018882938,0.45918367346938777,0.14683508677798796,-0.11013980666579776
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,DRIFT,DRIFT,143,114,27,0.031500024666309,0.5594405594405595,0.1518278556226582,-0.1284030753752795
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,DRIFT,RUSH,24,22,14,-0.0109623730211668,0.4583333333333333,0.1211908584312271,-0.10730199347588334
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,DRIFT,SCATTER,11,11,5,0.2359129868849823,0.7272727272727273,0.2580484095300961,-0.0269008935627071
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,SCATTER,CALM,93,89,23,0.0075432390909691,0.5161290322580645,0.1296682124089683,-0.0908046189970299
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,SCATTER,DRIFT,21,21,8,-0.0375525738087744,0.38095238095238093,0.0926311953025631,-0.1271491801219341
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,SCATTER,FLEE,1,1,1,-0.3894918151882895,0.0,0.0852714144655502,-0.4563307629465295
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,SCATTER,RUSH,4,4,3,-0.023210035960402504,0.5,0.14938077835728253,-0.1432213312621919
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2022_2024,SCATTER,SCATTER,230,189,36,0.0217799479029077,0.5652173913043478,0.12366709003099169,-0.17030015579571112
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,CALM,CALM,334,231,44,0.06527716732386155,0.625748502994012,0.17399602997827457,-0.0994999258646868
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,CALM,DRIFT,86,75,27,0.0570888818025944,0.6162790697674418,0.16474567561362605,-0.1137547837899832
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,CALM,SCATTER,107,103,19,0.0630768414684994,0.6448598130841121,0.1913299291102359,-0.0821816829268614
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,SCATTER,CALM,6,6,2,-0.1107526687648959,0.3333333333333333,0.0638174061370744,-0.15322685056171353
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,SCATTER,DRIFT,1,1,1,0.2091417170935012,1.0,0.2096632480640661,-0.0401021078745716
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,126,ERA_2025_2026,SCATTER,SCATTER,5,5,3,0.1105449575011898,0.6,0.1972216832148816,-0.1664258147056444
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,CALM,CALM,353,232,46,0.0399872870293123,0.623229461756374,0.1133840796522884,-0.0886937148961937
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,CALM,DRIFT,154,113,35,0.049962585879453195,0.6883116883116883,0.126898364998204,-0.07115500987260456
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,CALM,FLEE,1,1,1,0.1405735647151536,1.0,0.2565303353834109,-0.0487367868553701
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,CALM,RUSH,6,6,4,-0.089423265414849,0.16666666666666666,0.050394261100819446,-0.1645189442793646
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,CALM,SCATTER,163,139,43,0.0864915947671118,0.7484662576687117,0.1320413396793602,-0.0789620696537186
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,SCATTER,CALM,128,101,36,0.06330626803761115,0.6640625,0.1468755852092197,-0.0870314109419862
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,SCATTER,DRIFT,23,23,8,0.0317428645488249,0.6956521739130435,0.1047283128503335,-0.0780141698813049
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,SCATTER,FLEE,1,1,1,0.0339018665895194,1.0,0.1534781269951632,-0.1250003647245419
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2013_2015,SCATTER,SCATTER,204,177,34,0.047186739321011445,0.6519607843137255,0.1061445006842659,-0.12948355997060723
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,CALM,CALM,353,255,54,0.0261500348798724,0.5495750708215298,0.1289564564811514,-0.1039407462565368
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,CALM,DRIFT,156,134,43,0.03486794111279615,0.5961538461538461,0.12203421102190964,-0.07545427603993596
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,CALM,FLEE,2,2,2,0.0751680438925742,1.0,0.11578995536780076,-0.03540921700665745
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,CALM,RUSH,31,30,12,0.0491226908038242,0.7096774193548387,0.1020424410220826,-0.1128268818492961
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,CALM,SCATTER,116,101,39,0.0597517823867391,0.75,0.1335092960483088,-0.063469885795694
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,DRIFT,CALM,143,121,34,0.0846677717641013,0.7062937062937062,0.1504220425887243,-0.063409627489298
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,DRIFT,DRIFT,223,174,42,0.1092250854413174,0.7488789237668162,0.1841755498147794,-0.0666637094727642
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,DRIFT,RUSH,83,76,22,0.066064092712851,0.6385542168674698,0.1212316155510093,-0.0668411009274386
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,DRIFT,SCATTER,31,28,14,0.036135963905596,0.6451612903225806,0.1411487820874319,-0.0465432504963023
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,SCATTER,CALM,55,55,19,0.137949019129592,0.7818181818181819,0.1741928054664869,-0.0681408953330324
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,SCATTER,DRIFT,27,24,10,0.1140771933531044,0.8888888888888888,0.160857967392739,-0.0605823197501355
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,SCATTER,FLEE,20,20,8,0.1745018578128283,0.9,0.2122351588531611,-0.027929400041855852
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,SCATTER,RUSH,7,7,3,0.0662201933740755,0.8571428571428571,0.1696244038498582,-0.0420383596422156
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2016_2018,SCATTER,SCATTER,180,172,17,0.14245324765217543,0.8611111111111112,0.18367335753313369,-0.0548053028698158
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,CALM,CALM,472,283,65,0.07993773359751119,0.6334745762711864,0.1921684033541457,-0.14197998463411385
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,CALM,DRIFT,216,173,54,0.055871095488517694,0.5833333333333334,0.16774211662478375,-0.13215750024035675
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,CALM,RUSH,36,35,10,0.1812256247138275,0.8055555555555556,0.2378988412551904,-0.10376978082716434
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,CALM,SCATTER,161,144,38,0.0637747329511462,0.6459627329192547,0.1772742451904656,-0.1052693715864329
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,DRIFT,CALM,209,178,34,0.0507190627703764,0.6698564593301436,0.1281094086253524,-0.0946137499251746
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,DRIFT,DRIFT,279,206,44,0.0773809520089285,0.6810035842293907,0.1457499359451506,-0.1065437516159305
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,DRIFT,RUSH,30,26,15,0.163299307300585,0.8,0.2198853134554669,-0.04684432576799555
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,DRIFT,SCATTER,10,10,5,0.022728933076140302,0.5,0.1205662683623056,-0.18557009307628095
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,FLEE,FLEE,1,1,1,0.943623888260082,1.0,1.4120808888670502,-0.2442953224783443
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,RUSH,CALM,4,4,1,0.0063956190772658985,0.5,0.06442464051076385,-0.07914983669235895
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,RUSH,RUSH,2,2,1,0.06174188124708465,0.5,0.1980504775649748,-0.0489934588049773
INDEPENDENT_CURRENT_CONSTITUENTS,TRANSITION_RECOVERING,130,ERA_2019_2021,SCATTER,CALM,81,71,12,0.1459808346751887,0.8024691358024691,0.2527091840727744,-0.0664042830137784
