universe_role,event_kind,horizon_sessions,era_id,market_herd_stage,sector_herd_stage,episodes,tickers,signal_weeks,median_total_return,positive_return_fraction,median_maximum_favorable_excursion,median_maximum_adverse_excursion
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,DRIFT,RUSH,213,167,29,-0.0036159050950814,0.41784037558685444,0.0116852969262866,-0.0214636070162895
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,DRIFT,SCATTER,11,10,10,0.0137616060301783,0.7272727272727273,0.0192551502150093,-0.0066056801988858
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,SCATTER,CALM,53,50,15,0.0062273067098519,0.5849056603773585,0.0247917098115193,-0.0148294239625415
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,SCATTER,DRIFT,33,30,10,0.0012975927346572,0.5151515151515151,0.0172051134254331,-0.017018112938699
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,SCATTER,RUSH,13,13,2,0.0238443867767448,1.0,0.0356606193945669,-0.0026607946724538
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2016_2018,SCATTER,SCATTER,8,8,5,0.0068009617849107,0.75,0.01443990879515315,-0.02453208349599885
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,CALM,CALM,270,190,63,0.0022301887158822998,0.5296296296296297,0.02023043674517205,-0.0185868864727239
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,CALM,DRIFT,405,255,73,0.0020724915172427,0.5308641975308642,0.0199007513915983,-0.0195618323808566
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,CALM,RUSH,70,63,19,-0.00028369452522345004,0.4857142857142857,0.01462337588185735,-0.0180520576225735
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,CALM,SCATTER,12,11,9,0.013447248075309899,0.5833333333333334,0.02583154201028185,-0.012628882512626501
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,DRIFT,CALM,105,83,36,0.0097271609766567,0.6190476190476191,0.0229494452944347,-0.0156583588640807
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,DRIFT,DRIFT,502,281,47,-0.00088010563500035,0.4800796812749004,0.01855268328072955,-0.0210559401257959
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,DRIFT,RUSH,114,95,28,0.0055762379273065,0.5701754385964912,0.018726250458060353,-0.0210593481446272
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,DRIFT,SCATTER,3,2,3,-0.0200704361415545,0.0,0.0036460261752839,-0.0291018096585453
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,RUSH,CALM,1,1,1,0.0314646098949042,1.0,0.0358482324368265,-0.0293702516212076
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,RUSH,DRIFT,3,3,1,0.0148232955379141,1.0,0.0203527202440845,-0.0165512130437246
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,RUSH,RUSH,15,15,1,0.0340034480526927,0.8,0.0386935453494365,-0.0129529153431238
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,SCATTER,CALM,23,21,8,-0.0177311295792235,0.34782608695652173,0.0225070500634414,-0.0262256600162287
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,SCATTER,DRIFT,19,19,5,0.0228062146563881,0.8947368421052632,0.0267082665628488,-0.0069577955336631
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,SCATTER,RUSH,5,5,2,0.0077123695757135,0.6,0.0088145011111819,-0.0115498827412391
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2019_2021,SCATTER,SCATTER,13,12,7,0.0244853133810936,0.6153846153846154,0.0454632224083484,-0.0491528954683498
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,CALM,CALM,300,193,58,0.00138944052189035,0.52,0.017894171400027747,-0.018277427486730648
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,CALM,DRIFT,249,170,42,0.0029985901376716,0.5461847389558233,0.0200571225929369,-0.0209643662940978
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,CALM,RUSH,27,27,7,-0.0040996755627651,0.4074074074074074,0.0136469571085888,-0.0303458419887326
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,CALM,SCATTER,23,21,16,0.0010275669045307,0.5217391304347826,0.019722520743117,-0.0191508099954944
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,DRIFT,CALM,91,77,28,-0.0015081535374872,0.46153846153846156,0.0172584592856333,-0.0207048323788546
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,DRIFT,DRIFT,264,200,31,-0.00136498171094805,0.4810606060606061,0.018916936431572502,-0.019397133774498247
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,DRIFT,RUSH,130,104,21,-0.0024983658818613,0.43846153846153846,0.02053089210355325,-0.016987475631617198
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,DRIFT,SCATTER,6,6,4,0.0059473630914166995,0.6666666666666666,0.021932869275343048,-0.0099012477798393
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,SCATTER,CALM,55,49,21,-0.0021529929146391,0.45454545454545453,0.0210997657172562,-0.0261508694863276
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,SCATTER,DRIFT,35,28,12,0.0108736540786706,0.6,0.0312331928385334,-0.0131634860560488
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,SCATTER,RUSH,18,16,6,-0.0049062345496728,0.3888888888888889,0.0130219088175678,-0.02592534628171765
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2022_2024,SCATTER,SCATTER,30,25,17,-0.01554048283446645,0.36666666666666664,0.02013845391817165,-0.0368205686171173
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,CALM,CALM,316,201,59,-0.00045622994199385006,0.4936708860759494,0.02392289229294515,-0.022293528234853498
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,CALM,DRIFT,255,182,57,0.0024551680359912,0.5490196078431373,0.0240163388271834,-0.0211058320819113
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,CALM,RUSH,34,33,13,-0.01032254744994735,0.38235294117647056,0.0173839209011381,-0.02972196480913555
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,CALM,SCATTER,34,34,18,-0.0023096805096535,0.47058823529411764,0.02782139106796415,-0.02582647607188555
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,DRIFT,CALM,16,16,3,-0.037448316395403206,0.0625,0.0117837299120122,-0.0466032115297739
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,DRIFT,DRIFT,16,16,3,0.018531377433942148,0.6875,0.0318820838510095,-0.0246390416187037
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,DRIFT,RUSH,39,39,3,0.0073945763966376,0.5897435897435898,0.0263703535040917,-0.0319512670827194
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,DRIFT,SCATTER,7,7,3,0.0433153369175678,0.7142857142857143,0.1141107588565095,-0.0260697324132043
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,SCATTER,CALM,16,16,5,-0.0021887413889868004,0.4375,0.029714196582063198,-0.0232698211592752
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,SCATTER,DRIFT,1,1,1,0.0100116828782053,1.0,0.0340390670313131,-0.0051485773054864
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,SCATTER,RUSH,2,2,2,-0.029445897721831198,0.0,0.00634241269741395,-0.050720558905763
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,5,ERA_2025_2026,SCATTER,SCATTER,1,1,1,0.0333927666281514,1.0,0.0345932217249354,-0.0065839641178543
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,CALM,CALM,226,165,56,0.00546421893659515,0.5619469026548672,0.023979855872686,-0.018967738459288203
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,CALM,DRIFT,310,189,55,-0.0029014537426201503,0.47096774193548385,0.023425847372334947,-0.02679097362988945
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,CALM,RUSH,34,32,10,-0.00047925360678410003,0.5,0.0212673628830223,-0.01385647880624125
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,CALM,SCATTER,29,26,18,-0.0037952106899006,0.4482758620689655,0.0185646954535163,-0.0211160275526468
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,DRIFT,CALM,10,10,2,-0.011320919349707699,0.1,0.01837870036652615,-0.0296993499918165
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,DRIFT,DRIFT,9,9,2,-0.032119495374067,0.1111111111111111,0.0102366562100981,-0.0389181014134164
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,DRIFT,RUSH,3,3,1,-0.0035068290850091,0.3333333333333333,0.0065444947499999,-0.0229531875032226
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,SCATTER,CALM,63,57,25,0.0090588221581398,0.6349206349206349,0.0329801690634792,-0.0232267946841033
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,SCATTER,DRIFT,33,33,8,-0.0016411712859631,0.3939393939393939,0.0283557176731978,-0.0233570575623758
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2013_2015,SCATTER,SCATTER,21,18,13,0.0067977329969013,0.6666666666666666,0.0226974291750563,-0.0205896386020731
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,CALM,CALM,232,171,59,0.01177051671692735,0.603448275862069,0.02727029983354905,-0.0209176381422478
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,CALM,DRIFT,387,248,59,0.0060711909130779,0.5736434108527132,0.0259667311046434,-0.0226690203716376
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,CALM,RUSH,84,63,27,-0.0024007377730315502,0.4642857142857143,0.017772527580176202,-0.023988307936737348
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,CALM,SCATTER,22,19,12,0.0125780575437274,0.6363636363636364,0.0341439170867285,-0.0208072245774147
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,DRIFT,CALM,83,71,34,0.007751979528249,0.6746987951807228,0.0210933833903235,-0.0162644978786099
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,DRIFT,DRIFT,457,259,48,0.0001119617182601,0.5010940919037199,0.0198318547826303,-0.0216084305217799
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,DRIFT,RUSH,213,167,29,-0.0106207312912721,0.38028169014084506,0.0164470727646124,-0.0302436181566069
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,DRIFT,SCATTER,11,10,10,0.010240707496171,0.8181818181818182,0.0295415950163067,-0.0066056801988858
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,SCATTER,CALM,53,50,15,0.0203798929973986,0.6415094339622641,0.0383974711538461,-0.0228596257089689
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,SCATTER,DRIFT,33,30,10,-0.0075461717179993,0.3333333333333333,0.0208019409487374,-0.033524946931328
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,SCATTER,RUSH,13,13,2,0.0386290236294517,1.0,0.0500723419204507,-0.0026607946724538
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2016_2018,SCATTER,SCATTER,8,8,5,0.00676247704206295,0.625,0.02499963335539005,-0.039201690228873196
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,CALM,CALM,270,190,63,0.00245200013860845,0.5333333333333333,0.02787697956473065,-0.025279292122717102
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,CALM,DRIFT,405,255,73,0.0021621886888598,0.5209876543209877,0.0299893134890416,-0.0304804625304655
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,CALM,RUSH,70,63,19,-0.00797131079648745,0.35714285714285715,0.0191382882763565,-0.029098147121964048
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,CALM,SCATTER,12,11,9,0.0201354304863239,0.6666666666666666,0.03748593420084585,-0.013124401445866801
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,DRIFT,CALM,105,83,36,0.0089741102370834,0.6095238095238096,0.0340670668062788,-0.0193870987772444
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,DRIFT,DRIFT,502,281,47,0.0010417430077546,0.5199203187250996,0.028341759884339,-0.03031960104722485
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,DRIFT,RUSH,114,95,28,0.009869597143261251,0.5701754385964912,0.031075867963228303,-0.0244972433949781
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,DRIFT,SCATTER,3,2,3,-0.0177239846005227,0.0,0.0036460261752839,-0.0348027891940755
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,RUSH,CALM,1,1,1,0.0026788909277848,1.0,0.0358482324368265,-0.0455408630291745
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,RUSH,DRIFT,3,3,1,-0.0088530060244367,0.3333333333333333,0.0238645720289178,-0.0288684022853716
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,RUSH,RUSH,15,15,1,0.0110153569266739,0.5333333333333333,0.0519785100207712,-0.0228417498749327
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,SCATTER,CALM,23,21,8,0.0036610353172075,0.5652173913043478,0.032489534647893,-0.0359571807231878
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,SCATTER,DRIFT,19,19,5,0.0305151246467978,1.0,0.0408108449178139,-0.0076313546461759
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,SCATTER,RUSH,5,5,2,-0.0013223833003062,0.4,0.017934507584987,-0.0200968145844767
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2019_2021,SCATTER,SCATTER,13,12,7,0.0539544480487474,0.6923076923076923,0.1066088406693062,-0.0491528954683498
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,CALM,CALM,300,193,58,-0.00208594219732435,0.48333333333333334,0.025899346060065352,-0.02872708029487005
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,CALM,DRIFT,249,170,42,0.0019935001924069,0.5341365461847389,0.0301029340699927,-0.0285224118988615
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,CALM,RUSH,27,27,7,0.0072182111805743,0.5555555555555556,0.0552742511077097,-0.044961532752485
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,CALM,SCATTER,23,21,16,-0.0193728839605166,0.391304347826087,0.0305971422566249,-0.038284223183432
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,DRIFT,CALM,91,77,28,0.0026664151444961,0.5054945054945055,0.025070808328635,-0.0277815356754135
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,DRIFT,DRIFT,264,200,31,0.0021886728368979,0.5075757575757576,0.026790326014532552,-0.02622157804746045
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,DRIFT,RUSH,130,104,21,0.00140364809430075,0.5307692307692308,0.0305844274238824,-0.02988543382088365
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,DRIFT,SCATTER,6,6,4,0.04435162712754785,1.0,0.0530413763305985,-0.0099012477798393
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,SCATTER,CALM,55,49,21,-0.0056388607377921,0.4,0.0318653882736232,-0.0377126536029048
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,SCATTER,DRIFT,35,28,12,0.0197410340750425,0.6285714285714286,0.0389508376189848,-0.0141355352885536
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,SCATTER,RUSH,18,16,6,-0.057459342084610496,0.2777777777777778,0.015818374673293,-0.09349494980652726
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2022_2024,SCATTER,SCATTER,30,25,17,-0.023757573442417648,0.4,0.0332403626502977,-0.050955736222915646
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,CALM,CALM,313,200,58,0.0050957154468733,0.5623003194888179,0.0398000582268771,-0.0330668544618185
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,CALM,DRIFT,254,181,56,0.00756316586557825,0.562992125984252,0.03843247098789525,-0.032059138730819295
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,CALM,RUSH,34,33,13,0.0089404099090768,0.5588235294117647,0.0286161963654664,-0.0409411136403913
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,CALM,SCATTER,34,34,18,0.00373040776293615,0.5882352941176471,0.0444461757860793,-0.04563935081441155
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,DRIFT,CALM,16,16,3,-0.0650566695439766,0.375,0.015269331867561,-0.07055189259125395
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,DRIFT,DRIFT,16,16,3,0.0194758989928954,0.75,0.03763506070400775,-0.0246768507078965
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,DRIFT,RUSH,39,39,3,0.0150788090564593,0.6923076923076923,0.0334686020840053,-0.0324425660690028
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,DRIFT,SCATTER,7,7,3,-0.0502054632383749,0.2857142857142857,0.1379204333964105,-0.0728502987017777
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,SCATTER,CALM,16,16,5,0.03113445067076395,0.8125,0.05120588858358795,-0.0388742835246056
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,SCATTER,DRIFT,1,1,1,0.0429062392471386,1.0,0.0486270547285085,-0.0051485773054864
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,SCATTER,RUSH,2,2,2,-0.01047293515408225,0.0,0.01445679200010245,-0.050720558905763
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,10,ERA_2025_2026,SCATTER,SCATTER,1,1,1,0.0236442247679007,1.0,0.0510713410241334,-0.0065839641178543
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,CALM,CALM,226,165,56,0.00957327176951835,0.5752212389380531,0.0390237906496746,-0.031170559750422752
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,CALM,DRIFT,310,189,55,0.010850863216138651,0.5870967741935483,0.03735777303327205,-0.0356370422868678
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,CALM,RUSH,34,32,10,0.00825514845409885,0.5294117647058824,0.027557006025039903,-0.022405820735715648
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,CALM,SCATTER,29,26,18,-0.0033241120583105,0.41379310344827586,0.0286720589870486,-0.0375824014073928
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,DRIFT,CALM,10,10,2,0.0118169139233299,0.7,0.028206156896578502,-0.04454872185309485
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,DRIFT,DRIFT,9,9,2,-0.012559737403177,0.3333333333333333,0.019822448204682,-0.0624358293232785
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,DRIFT,RUSH,3,3,1,0.0780108141177857,1.0,0.0848169165581027,-0.0238458517397105
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,SCATTER,CALM,63,57,25,0.0109875874351563,0.6190476190476191,0.045385439291959,-0.0326335318462002
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,SCATTER,DRIFT,33,33,8,0.003557908405503,0.6060606060606061,0.0337518056519918,-0.0345816165490751
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2013_2015,SCATTER,SCATTER,21,18,13,-0.0217997350954389,0.3333333333333333,0.0253586172530628,-0.044232591420959
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,CALM,CALM,232,171,59,0.00608932682867485,0.5560344827586207,0.04328721399905905,-0.02955248631054075
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,CALM,DRIFT,387,248,59,0.0189974419687379,0.6459948320413437,0.0417652380719073,-0.0296042506306377
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,CALM,RUSH,84,63,27,-0.0089131051113398,0.42857142857142855,0.028668949858844002,-0.0430576717243745
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,CALM,SCATTER,22,19,12,0.0247207319868195,0.6818181818181818,0.0539586687298506,-0.0345447682126439
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,DRIFT,CALM,83,71,34,0.0123150775103382,0.6144578313253012,0.0365285677381268,-0.0224533068093192
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,DRIFT,DRIFT,457,259,48,0.0090446498397687,0.5733041575492341,0.0353910103448531,-0.0303408452521691
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,DRIFT,RUSH,213,167,29,-0.0144735269726262,0.37089201877934275,0.0230955146226035,-0.0485993586043199
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,DRIFT,SCATTER,11,10,10,0.011855023329758,0.7272727272727273,0.0521100392710172,-0.0114240636722774
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,SCATTER,CALM,53,50,15,0.0390600537216025,0.7169811320754716,0.0574220025945608,-0.0284667677267304
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,SCATTER,DRIFT,33,30,10,0.0031770536310204,0.5151515151515151,0.0349715684862745,-0.0459432232445188
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,SCATTER,RUSH,13,13,2,0.0606334090535483,1.0,0.0737758112152637,-0.0026607946724538
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2016_2018,SCATTER,SCATTER,8,8,5,-0.0143347482411787,0.375,0.034640164352834,-0.0452688677379257
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2019_2021,CALM,CALM,270,190,63,0.00802254321630665,0.5407407407407407,0.04172352039458875,-0.038673359413597605
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2019_2021,CALM,DRIFT,405,255,73,0.011950532889891,0.5851851851851851,0.0433333366577814,-0.0405778470056144
INDEPENDENT_CURRENT_CONSTITUENTS,STAGE_ENTRY_RUSH,20,ERA_2019_2021,CALM,RUSH,70,63,19,-0.00240221983304535,0.4714285714285714,0.0249014881461804,-0.0492582915871588
