queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,collection_status,source_sha256,extracted_symbols,adjudication_status
IDENTITY-0001193125-18-268664,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-268664,0001103982,0001193125-18-268664,2018-09-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1103982/000119312518268664/d599017d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-059457,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-059457,0000001800,0001104659-18-059457,2018-09-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918059457/a18-36079_18k.htm,PENDING,,,PENDING
IDENTITY-0000046080-18-000134,P1_TEN_YEAR_WINDOW,SEC8K-0000046080-18-000134,0000046080,0000046080-18-000134,2018-10-22,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/46080/000004608018000134/maindocument001.htm,PENDING,,,PENDING
IDENTITY-0001104659-18-064376,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-18-064376,0000001800,0001104659-18-064376,2018-10-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465918064376/a18-37221_28k.htm,PENDING,,,PENDING
IDENTITY-0000060667-18-000189,P1_TEN_YEAR_WINDOW,SEC8K-0000060667-18-000189,0000060667,0000060667-18-000189,2018-11-05,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/60667/000006066718000189/form8k_10312018.htm,PENDING,,,PENDING
IDENTITY-0000885725-18-000047,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-18-000047,0000885725,0000885725-18-000047,2018-11-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572518000047/a2019restructuringplanform.htm,PENDING,,,PENDING
IDENTITY-0001628280-18-014419,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-18-014419,0001375365,0001628280-18-014419,2018-11-15,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1375365/000162828018014419/form8-k_20181115x202.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-334127,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-334127,0001467858,0001193125-18-334127,2018-11-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000119312518334127/d613073d8k.htm,PENDING,,,PENDING
IDENTITY-0001552781-18-000519,P1_TEN_YEAR_WINDOW,SEC8K-0001552781-18-000519,0000217346,0001552781-18-000519,2018-12-06,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000155278118000519/e18451_txt-8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-18-350364,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-18-350364,0000927066,0001193125-18-350364,2018-12-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/927066/000119312518350364/d658923d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-000836,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-000836,0001551152,0001104659-19-000836,2019-01-04,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1551152/000110465919000836/a19-1169_28k.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-012949,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-012949,0001048911,0001193125-19-012949,2019-01-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312519012949/d695648d8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-019657,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-019657,0001004980,0001193125-19-019657,2019-01-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1004980/000119312519019657/d700325d8k.htm,PENDING,,,PENDING
IDENTITY-0001558370-19-000341,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-19-000341,0000031462,0001558370-19-000341,2019-02-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837019000341/f8-k.htm,PENDING,,,PENDING
IDENTITY-0000024545-19-000006,P1_TEN_YEAR_WINDOW,SEC8K-0000024545-19-000006,0000024545,0000024545-19-000006,2019-02-12,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/24545/000002454519000006/a8k2122019.htm,PENDING,,,PENDING
IDENTITY-0000077476-19-000013,P1_TEN_YEAR_WINDOW,SEC8K-0000077476-19-000013,0000077476,0000077476-19-000013,2019-02-15,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/77476/000007747619000013/q420188-k.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-041741,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-041741,0000040704,0001193125-19-041741,2019-02-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000119312519041741/d659373d8k.htm,PENDING,,,PENDING
IDENTITY-0000037996-19-000010,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000010,0000037996,0000037996-19-000010,2019-02-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000010/brazil8-kdated2x19x2019.htm,PENDING,,,PENDING
IDENTITY-0001093557-19-000039,P1_TEN_YEAR_WINDOW,SEC8K-0001093557-19-000039,0001093557,0001093557-19-000039,2019-02-21,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1093557/000109355719000039/dxcmq420188-k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-010347,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-010347,0000001800,0001104659-19-010347,2019-02-25,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465919010347/a19-5175_18k.htm,PENDING,,,PENDING
IDENTITY-0001521332-19-000009,P1_TEN_YEAR_WINDOW,SEC8K-0001521332-19-000009,0001521332,0001521332-19-000009,2019-02-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1521332/000152133219000009/a8-k2020notesredemption.htm,PENDING,,,PENDING
IDENTITY-0001171843-19-001497,P1_TEN_YEAR_WINDOW,SEC8K-0001171843-19-001497,0001097149,0001171843-19-001497,2019-03-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097149/000117184319001497/f8k_030519.htm,PENDING,,,PENDING
IDENTITY-0000037996-19-000014,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000014,0000037996,0000037996-19-000014,2019-03-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000014/russia8-kdated3x22x2019.htm,PENDING,,,PENDING
IDENTITY-0001097149-19-000016,P1_TEN_YEAR_WINDOW,SEC8K-0001097149-19-000016,0001097149,0001097149-19-000016,2019-04-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097149/000109714919000016/form8kaitem205amendedsdcfi.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-023211,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-023211,0001385157,0001104659-19-023211,2019-04-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919023211/a19-8585_18k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-024842,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-024842,0000310158,0001104659-19-024842,2019-04-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/310158/000110465919024842/a19-8996_18k.htm,PENDING,,,PENDING
IDENTITY-0000827052-19-000117,P1_TEN_YEAR_WINDOW,SEC8K-0000827052-19-000117,0000827052,0000827052-19-000117,2019-05-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/827052/000082705219000117/form8-kgrc5x28x19.htm,PENDING,,,PENDING
IDENTITY-0001666700-19-000025,P1_TEN_YEAR_WINDOW,SEC8K-0001666700-19-000025,0001666700,0001666700-19-000025,2019-05-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1666700/000166670019000025/dwdp5292019.htm,PENDING,,,PENDING
IDENTITY-0000037996-19-000049,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000049,0000037996,0000037996-19-000049,2019-06-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000049/bridgend8-k.htm,PENDING,,,PENDING
IDENTITY-0000079879-19-000023,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-19-000023,0000079879,0000079879-19-000023,2019-06-10,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987919000023/form8-kjune2019restructuri.htm,PENDING,,,PENDING
IDENTITY-0001140361-19-010907,P1_TEN_YEAR_WINDOW,SEC8K-0001140361-19-010907,0000052988,0001140361-19-010907,2019-06-12,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/52988/000114036119010907/nc10002532x1_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-035343,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-035343,0001001250,0001104659-19-035343,2019-06-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000110465919035343/a19-11434_18ka.htm,PENDING,,,PENDING
IDENTITY-0001243786-19-000100,P1_TEN_YEAR_WINDOW,SEC8K-0001243786-19-000100,0001285785,0001243786-19-000100,2019-06-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1285785/000124378619000100/a8-kplantcityclosurejune20.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-178954,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-178954,0000788784,0001193125-19-178954,2019-06-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/788784/000119312519178954/d765476d8k.htm,PENDING,,,PENDING
IDENTITY-0000947871-19-000528,P1_TEN_YEAR_WINDOW,SEC8K-0000947871-19-000528,0001144519,0000947871-19-000528,2019-07-22,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000094787119000528/ss144664_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-041508,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-041508,0001385157,0001104659-19-041508,2019-07-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919041508/a19-13010_28ka.htm,PENDING,,,PENDING
IDENTITY-0000072741-19-000031,P1_TEN_YEAR_WINDOW,SEC8K-0000072741-19-000031,0000072741,0000072741-19-000031,2019-07-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/72741/000007274119000031/form8-knpt.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-041852,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-041852,0000866374,0001104659-19-041852,2019-07-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/866374/000110465919041852/a19-13035_18k.htm,PENDING,,,PENDING
IDENTITY-0000721371-19-000061,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-19-000061,0000721371,0000721371-19-000061,2019-08-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137119000061/a19q4_8kx63019xform8-kxnew.htm,PENDING,,,PENDING
IDENTITY-0001157523-19-001784,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-19-001784,0000849399,0001157523-19-001784,2019-08-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/849399/000115752319001784/a52076085.htm,PENDING,,,PENDING
IDENTITY-0001144519-19-000048,P1_TEN_YEAR_WINDOW,SEC8K-0001144519-19-000048,0001144519,0001144519-19-000048,2019-08-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1144519/000114451919000048/bg813198-k.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-237414,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-237414,0000087347,0001193125-19-237414,2019-09-04,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312519237414/d796484d8k.htm,PENDING,,,PENDING
IDENTITY-0001410578-19-001205,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001205,0000033213,0001410578-19-001205,2019-09-12,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/33213/000141057819001205/tv529302_8k.htm,PENDING,,,PENDING
IDENTITY-0000875320-19-000046,P1_TEN_YEAR_WINDOW,SEC8K-0000875320-19-000046,0000875320,0000875320-19-000046,2019-09-17,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/875320/000087532019000046/a8-ksep2019creditfacil.htm,PENDING,,,PENDING
IDENTITY-0000037996-19-000071,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-19-000071,0000037996,0000037996-19-000071,2019-10-01,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799619000071/a8-kdated9x30x2019.htm,PENDING,,,PENDING
IDENTITY-0000047217-19-000052,P1_TEN_YEAR_WINDOW,SEC8K-0000047217-19-000052,0000047217,0000047217-19-000052,2019-10-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/47217/000004721719000052/sam2019form8-kv3.htm,PENDING,,,PENDING
IDENTITY-0001410578-19-001548,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001548,0001091667,0001410578-19-001548,2019-10-07,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000141057819001548/tv530689_8k.htm,PENDING,,,PENDING
IDENTITY-0001410578-19-001557,P1_TEN_YEAR_WINDOW,SEC8K-0001410578-19-001557,0000811156,0001410578-19-001557,2019-10-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/811156/000141057819001557/tv530581_8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-269681,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-269681,0000087347,0001193125-19-269681,2019-10-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312519269681/d816501d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-057468,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-057468,0001385157,0001104659-19-057468,2019-10-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1385157/000110465919057468/tm1920914-1_8k.htm,PENDING,,,PENDING
IDENTITY-0001157523-19-002130,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-19-002130,0000024545,0001157523-19-002130,2019-10-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/24545/000115752319002130/a52119911.htm,PENDING,,,PENDING
IDENTITY-0001020569-19-000220,P1_TEN_YEAR_WINDOW,SEC8K-0001020569-19-000220,0001020569,0001020569-19-000220,2019-10-31,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1020569/000102056919000220/irm8-kq32019earningsno.htm,PENDING,,,PENDING
IDENTITY-0001413329-19-000073,P1_TEN_YEAR_WINDOW,SEC8K-0001413329-19-000073,0001413329,0001413329-19-000073,2019-11-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1413329/000141332919000073/a2019-11x048xk.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-301168,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-301168,0001000228,0001193125-19-301168,2019-11-26,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1000228/000119312519301168/d839017d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-070378,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-070378,0000217346,0001104659-19-070378,2019-12-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000110465919070378/tm1924597-1_8k.htm,PENDING,,,PENDING
IDENTITY-0000093410-19-000040,P1_TEN_YEAR_WINDOW,SEC8K-0000093410-19-000040,0000093410,0000093410-19-000040,2019-12-10,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/93410/000009341019000040/cvx12102019-8xkdocce.htm,PENDING,,,PENDING
IDENTITY-0001564590-19-046141,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-19-046141,0000106535,0001564590-19-046141,2019-12-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/106535/000156459019046141/wy-8k_20191216.htm,PENDING,,,PENDING
IDENTITY-0001193125-19-317560,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-19-317560,0001090012,0001193125-19-317560,2019-12-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090012/000119312519317560/d842688d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-19-074388,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-19-074388,0000001800,0001104659-19-074388,2019-12-19,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465919074388/tm1926379-1_8k.htm,PENDING,,,PENDING
IDENTITY-0001243786-20-000002,P1_TEN_YEAR_WINDOW,SEC8K-0001243786-20-000002,0001285785,0001243786-20-000002,2020-01-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1285785/000124378620000002/a8-kcolonsayidlingandp.htm,PENDING,,,PENDING
IDENTITY-0001140859-20-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001140859-20-000006,0001140859,0001140859-20-000006,2020-01-30,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1140859/000114085920000006/a8-kxearningsreleasexq.htm,PENDING,,,PENDING
IDENTITY-0000769397-20-000002,P1_TEN_YEAR_WINDOW,SEC8K-0000769397-20-000002,0000769397,0000769397-20-000002,2020-02-03,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/769397/000076939720000002/a8-kxfebruary2020item1.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-035710,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-035710,0000010456,0001193125-20-035710,2020-02-13,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/10456/000119312520035710/d835972d8k.htm,PENDING,,,PENDING
IDENTITY-0001467858-20-000050,P1_TEN_YEAR_WINDOW,SEC8K-0001467858-20-000050,0001467858,0001467858-20-000050,2020-02-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1467858/000146785820000050/a8-k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-023531,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-023531,0001091667,0001104659-20-023531,2020-02-21,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920023531/tm206421-3_8k.htm,PENDING,,,PENDING
IDENTITY-0001324424-20-000012,P1_TEN_YEAR_WINDOW,SEC8K-0001324424-20-000012,0001324424,0001324424-20-000012,2020-02-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1324424/000132442420000012/form8-k22520.htm,PENDING,,,PENDING
IDENTITY-0001051470-20-000068,P1_TEN_YEAR_WINDOW,SEC8K-0001051470-20-000068,0001051470,0001051470-20-000068,2020-02-26,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1051470/000105147020000068/q420198-kixbrl.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-037363,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-037363,0001091667,0001104659-20-037363,2020-03-23,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920037363/tm209733d3_8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-102713,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-102713,0001097864,0001193125-20-102713,2020-04-09,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312520102713/d916635d8k.htm,PENDING,,,PENDING
IDENTITY-0000950103-20-007337,P1_TEN_YEAR_WINDOW,SEC8K-0000950103-20-007337,0001701605,0000950103-20-007337,2020-04-13,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1701605/000095010320007337/dp126012_8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-111531,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-111531,0001666700,0001193125-20-111531,2020-04-20,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1666700/000119312520111531/d917730d8k.htm,PENDING,,,PENDING
IDENTITY-0001564590-20-018916,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-20-018916,0000075677,0001564590-20-018916,2020-04-28,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000156459020018916/pkg-8k_20200427.htm,PENDING,,,PENDING
IDENTITY-0001157523-20-000608,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-20-000608,0001116132,0001157523-20-000608,2020-04-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1116132/000115752320000608/a52212347.htm,PENDING,,,PENDING
IDENTITY-0001683168-20-001539,P1_TEN_YEAR_WINDOW,SEC8K-0001683168-20-001539,0000027904,0001683168-20-001539,2020-05-14,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/27904/000168316820001539/delta_i8k.htm,PENDING,,,PENDING
IDENTITY-0001552781-20-000362,P1_TEN_YEAR_WINDOW,SEC8K-0001552781-20-000362,0001543151,0001552781-20-000362,2020-05-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1543151/000155278120000362/e20337_uber-8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-157932,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-157932,0001137789,0001193125-20-157932,2020-06-02,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1137789/000119312520157932/d894089d8k.htm,PENDING,,,PENDING
IDENTITY-0001524472-20-000031,P1_TEN_YEAR_WINDOW,SEC8K-0001524472-20-000031,0001524472,0001524472-20-000031,2020-06-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1524472/000152447220000031/xyl06022020form8-k.htm,PENDING,,,PENDING
IDENTITY-0000079879-20-000032,P1_TEN_YEAR_WINDOW,SEC8K-0000079879-20-000032,0000079879,0000079879-20-000032,2020-06-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/79879/000007987920000032/form8-kjune2020restruc.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-170138,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-170138,0000087347,0001193125-20-170138,2020-06-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/87347/000119312520170138/d944136d8k.htm,PENDING,,,PENDING
IDENTITY-0001140361-20-014081,P1_TEN_YEAR_WINDOW,SEC8K-0001140361-20-014081,0001283699,0001140361-20-014081,2020-06-17,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1283699/000114036120014081/nc10012662x1_8k.htm,PENDING,,,PENDING
IDENTITY-0001552781-20-000398,P1_TEN_YEAR_WINDOW,SEC8K-0001552781-20-000398,0000217346,0001552781-20-000398,2020-06-18,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/217346/000155278120000398/e20404_txt-8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-174218,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-174218,0001048911,0001193125-20-174218,2020-06-19,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312520174218/d949507d8k.htm,PENDING,,,PENDING
IDENTITY-0000874761-20-000044,P1_TEN_YEAR_WINDOW,SEC8K-0000874761-20-000044,0000874761,0000874761-20-000044,2020-06-23,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/874761/000087476120000044/a8-kjune2020.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-177094,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-177094,0001609711,0001193125-20-177094,2020-06-24,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1609711/000119312520177094/d934654d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-077745,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-077745,0000895126,0001104659-20-077745,2020-06-29,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/895126/000110465920077745/tm2023599-1_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-080869,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-080869,0001326160,0001104659-20-080869,2020-07-06,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000110465920080869/tm2024036-1_8k.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-187846,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-187846,0000715957,0001193125-20-187846,2020-07-06,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/715957/000119312520187846/d936820d8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-082123,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-082123,0000100517,0001104659-20-082123,2020-07-08,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100517/000110465920082123/tm2024375-1_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-083132,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-083132,0001091667,0001104659-20-083132,2020-07-13,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920083132/tm2023618-7_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-083610,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-083610,0000823768,0001104659-20-083610,2020-07-15,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/823768/000110465920083610/tm2024786d1_8k.htm,PENDING,,,PENDING
IDENTITY-0001104659-20-087372,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-087372,0001091667,0001104659-20-087372,2020-07-28,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920087372/tm2025145d2_8k.htm,PENDING,,,PENDING
IDENTITY-0001564590-20-033955,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-20-033955,0000075677,0001564590-20-033955,2020-07-28,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000156459020033955/pkg-8k_20200724.htm,PENDING,,,PENDING
IDENTITY-0000815097-20-000066,P1_TEN_YEAR_WINDOW,SEC8K-0000815097-20-000066,0000815097,0000815097-20-000066,2020-07-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/815097/000081509720000066/ccl-20200729.htm,PENDING,,,PENDING
IDENTITY-0001075531-20-000042,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000042,0001075531,0001075531-20-000042,2020-08-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000042/bkng-20200804.htm,PENDING,,,PENDING
IDENTITY-0001609711-20-000109,P1_TEN_YEAR_WINDOW,SEC8K-0001609711-20-000109,0001609711,0001609711-20-000109,2020-08-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1609711/000160971120000109/gddy-20200622.htm,PENDING,,,PENDING
IDENTITY-0001193125-20-217658,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-217658,0000858877,0001193125-20-217658,2020-08-12,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/858877/000119312520217658/d50157d8k.htm,PENDING,,,PENDING
IDENTITY-0001157523-20-001178,P1_TEN_YEAR_WINDOW,SEC8K-0001157523-20-001178,0001116132,0001157523-20-001178,2020-08-13,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1116132/000115752320001178/a52265820.htm,PENDING,,,PENDING
IDENTITY-0001001250-20-000054,P1_TEN_YEAR_WINDOW,SEC8K-0001001250-20-000054,0001001250,0001001250-20-000054,2020-08-20,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000100125020000054/el-20200818.htm,PENDING,,,PENDING
IDENTITY-0001109357-20-000169,P1_TEN_YEAR_WINDOW,SEC8K-0001109357-20-000169,0001109357,0001109357-20-000169,2020-08-21,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000169/exc-20200820.htm,PENDING,,,PENDING
