ticker,signal_date,fold_id,business_state,business_month_end,outcome_end,immediate_entry_date,immediate_entry_price,scheduled_entry_date,scheduled_entry_price,immediate_terminal_base,scheduled_terminal_base,uplift_vs_cash_base,uplift_vs_scheduled_base,immediate_terminal_stress,scheduled_terminal_stress,uplift_vs_cash_stress,uplift_vs_scheduled_stress,immediate_sleeve_trough,immediate_total_position_trough
PG,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,96.63259190057799,2020-03-31,96.89723839731818,0.06175444172567317,0.06158577751056074,0.011754441725673165,0.0001686642151124268,0.06166167090685643,0.06149326006813126,0.01166167090685643,0.00016841083872517343,-0.13684957756471905,-0.006842478878235953
PG,2021-01-29,F02,PASS,2020-12-31,2021-07-30,2021-02-01,112.86009248327431,2021-03-03,108.28442851961712,0.05574580513266802,0.05810139840824591,0.005745805132668015,-0.00235559327557789,0.05566206080848274,0.05801411538610032,0.005662060808482736,-0.002352054577617585,-0.05310084239176449,-0.0026550421195882246
PG,2022-06-30,F03,PASS,2022-05-31,2022-12-29,2022-07-01,130.01137099296506,2022-08-02,129.83024002605475,0.05353525748977848,0.05360994650638177,0.0035352574897784747,-7.468901660329097e-05,0.053454833968261534,0.053529410783037176,0.003454833968261531,-7.45768147756426e-05,-0.13641551702369725,-0.006820775851184863
SHW,2018-04-30,F01,PASS,2018-03-31,2018-10-26,2018-05-01,112.74018153433634,2018-05-31,119.66142814989807,0.05101062688262553,0.04806015960066409,0.0010106268826255288,0.0029504672819614386,0.05093399599597162,0.04798796106345729,0.0009339959959716176,0.00294603493251433,0.015014935603488322,0.0007507467801744161
SHW,2018-10-31,F01,PASS,2018-09-30,2019-05-06,2018-11-01,122.10746747833804,2018-12-03,133.2299030427312,0.05778572010218583,0.05296159328305515,0.007785720102185825,0.004824126819130678,0.05769891130884254,0.05288203155053178,0.007698911308842538,0.0048168797583107575,-0.06794694255541656,-0.003397347127770828
SHW,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,164.60584122727036,2020-03-31,150.24908173335686,0.06453250597479511,0.07069878437817242,0.014532505974795107,-0.006166278403377315,0.06443556179957009,0.07059257689037346,0.01443556179957009,-0.006157015090803367,-0.24006761383826047,-0.012003380691913024
SHW,2022-01-31,F03,PASS,2021-12-31,2022-08-02,2022-02-01,277.0174726068141,2022-03-03,252.74409885177818,0.042318799272750764,0.046383068374496385,-0.007681200727249239,-0.004064269101745621,0.04225522571350277,0.046313389253252776,-0.007744774286497232,-0.004058163539750005,-0.23815782299210575,-0.011907891149605289
SHW,2024-05-31,F04,PASS,2024-04-30,2024-11-29,2024-06-03,299.68415633004025,2024-07-03,289.53354894929777,0.06530503698179062,0.06759453259565852,0.015305036981790615,-0.0022894956138679035,0.06520693226924912,0.06749298848059243,0.015206932269249115,-0.0022860562113433125,-0.042723959407248824,-0.0021361979703624413
SHW,2024-12-31,F04,PASS,2024-11-30,2025-07-07,2025-01-02,335.5821739851309,2025-02-04,351.32550206232804,0.05104133566111721,0.04875411060032799,0.001041335661117207,0.0022872250607892178,0.050964658642097,0.04868086957288633,0.0009646586420969938,0.0022837890692106663,-0.0764399246256372,-0.0038219962312818602
SLB,2018-02-28,F01,PASS,2018-01-31,2018-08-28,2018-03-01,51.84533920202348,2018-04-02,50.95868180968638,0.04919862668054832,0.050054659931213163,-0.0008013733194516814,-0.0008560332506648421,0.049124717877322664,0.04997946514914325,-0.0008752821226773386,-0.0008547472718205829,-0.04192693124358304,-0.0020963465621791524
SLB,2020-01-31,F02,PASS,2019-12-31,2020-07-31,2020-02-03,28.710840137830132,2020-03-04,23.706990208767735,0.027670237699896887,0.033510612869097484,-0.022329762300103115,-0.005840375169200596,0.027628669991784875,0.03346027143764666,-0.02237133000821513,-0.005831601445861787,-0.6343303128853179,-0.0317165156442659
SLB,2022-04-29,F03,PASS,2022-03-31,2022-10-28,2022-05-02,34.76301190634464,2022-06-01,42.80670981976646,0.06623803775840245,0.05379141973170253,0.01623803775840245,0.01244661802669992,0.06613853144229069,0.053710611389591816,0.016138531442290688,0.012427920052698875,-0.1798607244731717,-0.008993036223658586
SLB,2023-03-31,F03,PASS,2023-02-28,2023-10-02,2023-04-03,48.17588804149765,2023-05-03,41.90850612867629,0.055873936424946924,0.06422983671575273,0.005873936424946921,-0.00835590029080581,0.055789999615094725,0.06413334722644513,0.005789999615094722,-0.008343347611350409,-0.18060071137667755,-0.009030035568833878
SO,2018-09-28,F01,PASS,2018-08-31,2019-04-02,2018-10-01,32.05235950681331,2018-10-30,33.90224585049533,0.06078581277845076,0.05746901643863466,0.010785812778450754,0.0033167963398160957,0.06069449708574402,0.05738268341444042,0.01069449708574402,0.0033118136713035998,-0.016095615260512952,-0.0008047807630256476
SO,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,47.774296161325175,2020-03-31,44.89176581980009,0.04398200184485913,0.04680611563240145,-0.006017998155140876,-0.002824113787542326,0.04391592973392544,0.046735800986984724,-0.006084070266074562,-0.0028198712530592834,-0.28733929548580084,-0.014366964774290043
SO,2022-09-30,F03,PASS,2022-08-31,2023-04-03,2022-10-03,60.475361078733485,2022-11-01,57.4197247689959,0.050759054924923275,0.053460238392809,0.000759054924923272,-0.002701183467885726,0.05068280196309315,0.053379927568984055,0.0006828019630931506,-0.0026971256058909016,-0.11216978927834698,-0.005608489463917349
SO,2024-12-31,F04,PASS,2024-11-30,2025-07-07,2025-01-02,78.90834959522375,2025-02-04,79.6986618610829,0.056157502951518744,0.0556006308238541,0.006157502951518741,0.0005568721276646427,0.056073140152893525,0.05551710458826493,0.006073140152893522,0.0005560355646285972,-0.023048214600268846,-0.0011524107300134423
TMUS,2018-05-31,F01,PASS,2018-04-30,2018-11-28,2018-06-01,53.552466583104255,2018-07-02,56.86123953986212,0.061443394484454655,0.05786798452704341,0.011443394484454653,0.003575409957411242,0.061351090937407406,0.05778105215168982,0.011351090937407403,0.003570038785717586,0.015535695178571451,0.0007767847589285726
TMUS,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,86.33422972765617,2020-03-31,79.41065692301453,0.06372791156240583,0.06928415366499706,0.013727911562405826,-0.00555624210259123,0.0636321760918564,0.06918007131096851,0.013632176091856393,-0.0055478952191121145,-0.1767834156371354,-0.00883917078185677
