ticker,episode_id,signal_date,target_label,feature_week,PEER_HIGH_EXIT_SHARE_DELTA_4W,PEER_ADVANCE_BREADTH_DELTA_4W
AMP,AMP-V61-001,2017-12-26,REENTRY_WORTHWHILE,2017-12-22,-0.11111111111111116,0.36507936507936506
AMP,AMP-V61-002,2020-12-10,HOLD_WINNER,2020-12-04,-0.25396825396825395,0.5238095238095238
AMP,AMP-V61-003,2021-08-12,REENTRY_WORTHWHILE,2021-08-06,-0.1428571428571429,0.3650793650793651
AMP,AMP-V61-005,2022-01-11,REENTRY_WORTHWHILE,2022-01-07,-0.17460317460317465,0.42857142857142855
AMP,AMP-V61-006,2023-02-08,REENTRY_WORTHWHILE,2023-02-03,-0.04761904761904767,-0.015873015873015817
AMP,AMP-V61-007,2024-03-04,HOLD_WINNER,2024-03-01,-0.07936507936507942,0.12698412698412698
AON,AON-V61-001,2017-06-12,HOLD_WINNER,2017-06-09,-0.2222222222222222,0.12698412698412698
AON,AON-V61-002,2019-05-06,HOLD_WINNER,2019-05-03,-0.2063492063492064,0.0793650793650793
AON,AON-V61-003,2019-09-04,REENTRY_WORTHWHILE,2019-08-30,-0.015873015873015928,0.19047619047619047
AON,AON-V61-005,2021-05-27,REENTRY_WORTHWHILE,2021-05-21,0.0793650793650793,-0.1428571428571429
AON,AON-V61-007,2022-04-20,REENTRY_WORTHWHILE,2022-04-15,0.0,-0.031746031746031744
APA,APA-V61-002,2016-07-13,REENTRY_WORTHWHILE,2016-07-08,-0.08333333333333348,-0.16666666666666674
APA,APA-V61-004,2016-12-16,REENTRY_WORTHWHILE,2016-12-16,-0.33333333333333337,0.08333333333333337
APA,APA-V61-005,2021-03-12,REENTRY_WORTHWHILE,2021-03-12,-0.5,0.25
APA,APA-V61-007,2021-10-11,HOLD_WINNER,2021-10-08,-0.75,0.5833333333333333
APA,APA-V61-008,2022-11-09,REENTRY_WORTHWHILE,2022-11-04,0.08333333333333326,0.33333333333333337
APA,APA-V61-009,2023-08-16,REENTRY_WORTHWHILE,2023-08-11,-0.41666666666666663,0.25
APA,APA-V61-010,2025-12-01,REENTRY_WORTHWHILE,2025-11-28,-0.16666666666666674,0.5
APH,APH-V61-001,2016-11-17,HOLD_WINNER,2016-11-11,-0.17647058823529416,0.23529411764705882
APH,APH-V61-002,2017-08-22,HOLD_WINNER,2017-08-18,0.2549019607843138,-0.5098039215686274
APH,APH-V61-004,2021-11-12,REENTRY_WORTHWHILE,2021-11-12,-0.33333333333333326,0.4509803921568628
APH,APH-V61-005,2024-02-01,HOLD_WINNER,2024-01-26,0.05882352941176472,-0.196078431372549
APH,APH-V61-006,2025-05-29,HOLD_WINNER,2025-05-23,-0.1568627450980392,0.4705882352941177
APO,APO-V61-001,2016-11-29,HOLD_WINNER,2016-11-25,-0.38095238095238093,0.47619047619047616
APO,APO-V61-002,2017-01-31,HOLD_WINNER,2017-01-27,-0.12698412698412698,0.031746031746031744
APO,APO-V61-003,2019-07-10,REENTRY_WORTHWHILE,2019-07-05,-0.11111111111111116,0.3492063492063492
APO,APO-V61-004,2019-09-19,REENTRY_WORTHWHILE,2019-09-13,-0.15873015873015872,0.47619047619047616
APO,APO-V61-006,2021-05-18,HOLD_WINNER,2021-05-14,0.015873015873015817,-0.031746031746031744
APO,APO-V61-009,2023-12-08,HOLD_WINNER,2023-12-08,-0.19047619047619047,0.1428571428571428
APTV,APTV-V61-001,2020-12-03,HOLD_WINNER,2020-11-27,-0.36111111111111116,0.6944444444444444
APTV,APTV-V61-002,2021-06-07,REENTRY_WORTHWHILE,2021-06-04,0.38888888888888884,-0.33333333333333337
ARE,ARE-V61-001,2016-05-31,HOLD_WINNER,2016-05-27,-0.038461538461538436,0.34615384615384615
ARE,ARE-V61-003,2017-01-30,HOLD_WINNER,2017-01-27,0.0,-0.4615384615384615
ARE,ARE-V61-004,2017-07-19,HOLD_WINNER,2017-07-14,0.11538461538461542,-0.5384615384615384
ARE,ARE-V61-005,2017-12-15,REENTRY_WORTHWHILE,2017-12-15,0.11538461538461531,-0.2692307692307693
ARE,ARE-V61-006,2019-03-11,HOLD_WINNER,2019-03-08,-0.07692307692307698,-0.46153846153846156
ARE,ARE-V61-007,2019-06-10,REENTRY_WORTHWHILE,2019-06-07,0.0,0.42307692307692313
ARE,ARE-V61-008,2019-09-09,HOLD_WINNER,2019-09-06,-0.038461538461538436,0.1923076923076924
ARE,ARE-V61-009,2020-02-07,REENTRY_WORTHWHILE,2020-02-07,-0.23076923076923073,0.07692307692307687
ARE,ARE-V61-010,2021-08-05,REENTRY_WORTHWHILE,2021-07-30,-0.11538461538461531,0.2692307692307693
ARE,ARE-V61-011,2021-12-16,REENTRY_WORTHWHILE,2021-12-10,0.038461538461538436,-0.2692307692307693
ATO,ATO-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,-0.19999999999999996,0.040000000000000036
ATO,ATO-V61-002,2017-06-14,HOLD_WINNER,2017-06-09,-0.15999999999999992,0.43999999999999995
ATO,ATO-V61-003,2017-08-14,REENTRY_WORTHWHILE,2017-08-11,-0.36,0.92
ATO,ATO-V61-004,2017-12-06,REENTRY_WORTHWHILE,2017-12-01,0.040000000000000036,-0.040000000000000036
ATO,ATO-V61-006,2020-02-20,REENTRY_WORTHWHILE,2020-02-14,-0.07999999999999996,0.0
ATO,ATO-V61-007,2024-09-16,HOLD_WINNER,2024-09-13,0.0,0.0
ATO,ATO-V61-008,2025-04-22,REENTRY_WORTHWHILE,2025-04-18,0.0,0.040000000000000036
ATO,ATO-V61-009,2025-08-21,HOLD_WINNER,2025-08-15,-0.07999999999999996,0.0
ATO,ATO-V61-010,2025-10-21,REENTRY_WORTHWHILE,2025-10-17,-0.24,0.8
AVB,AVB-V61-001,2016-04-13,REENTRY_WORTHWHILE,2016-04-08,-0.1923076923076923,-0.038461538461538436
AVB,AVB-V61-002,2017-05-26,REENTRY_WORTHWHILE,2017-05-26,0.0,0.15384615384615385
AVB,AVB-V61-003,2019-02-27,HOLD_WINNER,2019-02-22,-0.1923076923076923,-0.038461538461538436
AVB,AVB-V61-004,2019-09-26,REENTRY_WORTHWHILE,2019-09-20,-0.038461538461538436,0.15384615384615385
AVB,AVB-V61-005,2020-02-20,REENTRY_WORTHWHILE,2020-02-14,-0.26923076923076916,-0.11538461538461542
AVB,AVB-V61-006,2021-06-07,HOLD_WINNER,2021-06-04,-0.03846153846153855,-0.03846153846153855
AVB,AVB-V61-007,2024-09-03,REENTRY_WORTHWHILE,2024-08-30,-0.03846153846153855,0.0
AVY,AVY-V61-001,2016-05-12,REENTRY_WORTHWHILE,2016-05-06,0.0,0.05882352941176472
AVY,AVY-V61-002,2017-09-28,HOLD_WINNER,2017-09-22,-0.2941176470588236,0.588235294117647
AVY,AVY-V61-003,2021-03-08,HOLD_WINNER,2021-03-05,-0.4117647058823529,0.5294117647058824
AVY,AVY-V61-004,2021-09-03,REENTRY_WORTHWHILE,2021-09-03,0.05882352941176472,0.0
AWK,AWK-V61-001,2016-03-14,HOLD_WINNER,2016-03-11,-0.19999999999999996,0.040000000000000036
AWK,AWK-V61-002,2017-11-14,REENTRY_WORTHWHILE,2017-11-10,0.0,0.52
AWK,AWK-V61-003,2019-03-22,HOLD_WINNER,2019-03-22,-0.040000000000000036,0.0
AWK,AWK-V61-004,2019-05-22,HOLD_WINNER,2019-05-17,0.039999999999999925,0.64
