filing_url
https://www.sec.gov/Archives/edgar/data/1478242/000119312517335879/d484556d8k.htm
https://www.sec.gov/Archives/edgar/data/1701605/000170160521000026/bkr-20201231.htm
https://www.sec.gov/Archives/edgar/data/1748790/000110465919035373/a18-18334_988k.htm
