ticker,cik,cik_link_status,collection_reason
AVGO,0001441634,UNIQUE_CIK_NAME_CANDIDATE,PRE_2016_PREDECESSOR
AVGO,0001649338,UNIQUE_CIK_NAME_CANDIDATE,2016_2018_PREDECESSOR
DIS,0001001039,UNIQUE_CIK_NAME_CANDIDATE,PRE_2019_PREDECESSOR
TSLA,0001318605,UNIQUE_CIK_NAME_CANDIDATE,OMITTED_FROM_LONG50_QUEUE
