as_of,ticker,action,evidence_date,published_date,title,source_url,required_terms
2016-07-18,HCP,ADD,2016-10-24,2016-10-24,Quality Care Properties Set to Join the S&P MidCap 400; Guess to Join S&P SmallCap 600,https://press.spglobal.com/2016-10-24-Quality-Care-Properties-Set-to-Join-the-S-P-MidCap-400-Guess-to-Join-S-P-SmallCap-600,S&P 500 constituent HCP Inc.||Post spin-off||HCP will remain in the S&P 500
